#Language	English Name	Native Name	Script	Default Region	№ Locales	Target Level	≟	Computed Level	ICU	Confirmed	🄼%	ⓜ%	ⓑ%	ⓒ%	Missing Features
ml	Malayalam	മലയാളം	Mlym	IN	1	modern	 ≡	modern	ICU	1.0	0.9991124737776343	0.9983831851253031	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals
pt	Portuguese	português	Latn	BR	12	modern	 ≡	modern	ICU	1.0	0.9993239817475071	0.9983818770226537	1.0	1.0	
tr	Turkish	Türkçe	Latn	TR	2	modern	 ≡	modern	ICU	1.0	0.9992310321257689	0.9983805668016195	1.0	1.0	🄼 digits_ordinals
hi	Hindi	हिन्दी	Deva	IN	1	modern	 ≡	modern	ICU	1.0	0.9991774962987333	0.9983799108950993	1.0	1.0	
mr	Marathi	मराठी	Deva	IN	1	modern	 ≡	modern	ICU	1.0	0.9990290537007992	0.9983792544570502	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals
ne	Nepali	नेपाली	Deva	NP	2	modern	 ≡	modern	ICU	1.0	0.9992253399896712	0.9983772819472616	1.0	1.0	🄼 digits_ordinals
ha	Hausa	Hausa	Latn	NG	3	modern	 ≡	modern	ICU	1.0	0.9988833533757087	0.998375964271214	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
am	Amharic	አማርኛ	Ethi	ET	1	modern	 ≡	modern	ICU	1.0	0.9993264292329713	0.998371335504886	1.0	1.0	
sq	Albanian	shqip	Latn	AL	3	modern	 ≡	modern	ICU	1.0	0.9990537634408602	0.998371335504886	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
tk	Turkmen	türkmen dili	Latn	TM	1	modern	 ≡	modern	ICU	1.0	0.9989684518181037	0.998371335504886	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
mn	Mongolian	монгол	Cyrl	MN	1	modern	 ≡	modern	ICU	1.0	0.9989679194977208	0.9983706720977596	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
kok	Konkani	कोंकणी	Deva	IN	1	modern	 ≡	modern	ICU	1.0	0.9989661411217369	0.9983680130558955	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
gu	Gujarati	ગુજરાતી	Gujr	IN	1	modern	 ≡	modern	ICU	1.0	0.9993161224140878	0.9983673469387755	1.0	1.0	
kn	Kannada	ಕನ್ನಡ	Knda	IN	1	modern	 ≡	modern	ICU	1.0	0.9991418317990326	0.9983660130718954	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals
te	Telugu	తెలుగు	Telu	IN	1	modern	 ≡	modern	ICU	1.0	0.9990551451640611	0.9983646770237122	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals
es	Spanish	español	Latn	ES	28	modern	 ≡	modern	ICU	1.0	0.9993178135925642	0.9983498349834984	1.0	1.0	
fi	Finnish	suomi	Latn	FI	1	modern	 ≡	modern	ICU	1.0	0.9992809778700966	0.998349153941395	1.0	1.0	🄼 digits_ordinals
as	Assamese	অসমীয়া	Beng	IN	1	modern	 ≡	modern	ICU	1.0	0.998787353832828	0.9983471074380166	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
or	Odia	ଓଡ଼ିଆ	Orya	IN	1	modern	 ≡	modern	ICU	1.0	0.9989615784008308	0.9983457402812241	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
ca	Catalan	català	Latn	ES	4	modern	 ≡	modern	ICU	1.0	0.9993158884898239	0.9983443708609272	1.0	1.0	
bg	Bulgarian	български	Cyrl	BG	1	modern	 ≡	modern	ICU	1.0	0.9992196982833362	0.9983416252072969	1.0	1.0	🄼 grammar
ky	Kyrgyz	кыргызча	Cyrl	KG	1	modern	 ≡	modern	ICU	1.0	0.9993038635572572	0.9983340274885465	1.0	1.0	
de	German	Deutsch	Latn	DE	7	modern	 ≡	modern	ICU	1.0	0.9992893801816028	0.9983277591973244	1.0	1.0	🄼 digits_ordinals
zh_Hant	Chinese (Traditional)	繁體中文	Hant	TW	0	modern	 ≡	modern	ICU	1.0	0.9991822642195166	0.998324958123953	1.0	1.0	🄼 grammar
hu	Hungarian	magyar	Latn	HU	1	modern	 ≡	modern	ICU	1.0	0.9992777465692962	0.9983235540653814	1.0	1.0	🄼 digits_ordinals
gl	Galician	galego	Latn	ES	1	modern	 ≡	modern	ICU	1.0	0.9989556135770234	0.9983235540653814	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
zh	Chinese	中文	Hans	CN	5	modern	 ≡	modern	ICU	1.0	0.9992726611510138	0.9983214435585397	1.0	1.0	
sv	Swedish	svenska	Latn	SE	3	modern	 ≡	modern	ICU	1.0	0.9993278440598219	0.9983193277310924	1.0	1.0	
it	Italian	italiano	Latn	IT	4	modern	 ≡	modern	ICU	1.0	0.9993135404153081	0.9983172065628944	1.0	1.0	
da	Danish	dansk	Latn	DK	2	modern	 ≡	modern	ICU	1.0	0.9992433795712484	0.9983172065628944	1.0	1.0	🄼 digits_ordinals
si	Sinhala	සිංහල	Sinh	LK	1	modern	 ≡	modern	ICU	1.0	0.9990407255603034	0.9983172065628944	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals
mk	Macedonian	македонски	Cyrl	MK	1	modern	 ≡	modern	ICU	1.0	0.9990389655774943	0.9983164983164983	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
et	Estonian	eesti	Latn	EE	1	modern	 ≡	modern	ICU	1.0	0.9990388816076889	0.9983157894736842	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
nl	Dutch	Nederlands	Latn	NL	7	modern	 ≡	modern	ICU	1.0	0.9993129508759876	0.9983150800336984	1.0	1.0	
sw	Swahili	Kiswahili	Latn	TZ	4	modern	 ≡	modern	ICU	1.0	0.9987792117195675	0.9983143699957859	1.0	1.0	🄼 digits_ordinals, 🄼 grammar
fil	Filipino	Filipino	Latn	PH	1	modern	 ≡	modern	ICU	1.0	0.9993025891378258	0.9983129481231547	1.0	1.0	
el	Greek	Ελληνικά	Grek	GR	2	modern	 ≡	modern	ICU	1.0	0.9993390614672836	0.9983100971694128	1.0	1.0	
hy	Armenian	հայերեն	Armn	AM	1	modern	 ≡	modern	ICU	1.0	0.9991905455722843	0.9983100971694128	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals
ka	Georgian	ქართული	Geor	GE	1	modern	 ≡	modern	ICU	1.0	0.999032541776605	0.9983100971694128	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
is	Icelandic	íslenska	Latn	IS	1	modern	 ≡	modern	ICU	1.0	0.9991875863189537	0.9983093829247676	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals
no	Norwegian	norsk	Latn	NO	0	modern	 ≡	modern	ICU	1.0	0.9992432523333054	0.9983079526226735	1.0	1.0	🄼 digits_ordinals
zu	Zulu	isiZulu	Latn	ZA	1	modern	 ≡	modern	ICU	1.0	0.9989526053940823	0.9983079526226735	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
ms	Malay	Melayu	Latn	MY	4	modern	 ≡	modern	ICU	1.0	0.9992578849721707	0.9983050847457627	1.0	1.0	
af	Afrikaans	Afrikaans	Latn	ZA	2	modern	 ≡	modern	ICU	1.0	0.9993010658745414	0.9983043662568886	1.0	1.0	
ko	Korean	한국어	Kore	KR	3	modern	 ≡	modern	ICU	1.0	0.9992712698123519	0.9982942430703625	1.0	1.0	
chr	Cherokee	ᏣᎳᎩ	Cher	US	1	‡modern	 ≡	modern	ICU	1.0	0.9988585477214856	0.9982942430703625	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 romanization, 🄼 grammar
id	Indonesian	Indonesia	Latn	ID	1	modern	 ≡	modern	ICU	1.0	0.9992424242424243	0.9982190560997328	1.0	1.0	
th	Thai	ไทย	Thai	TH	1	modern	 ≡	modern	ICU	1.0	0.9992385303636018	0.9981924988703118	1.0	1.0	
gd	Scottish Gaelic	Gàidhlig	Latn	GB	1	modern	 ≡	modern	ICU	1.0	0.9988238753307851	0.998172514619883	1.0	1.0	ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
my	Burmese	မြန်မာ	Mymr	MM	1	modern	 ≡	modern	ICU	1.0	0.9991326973113617	0.9981693363844394	1.0	1.0	🄼 digits_ordinals
lo	Lao	ລາວ	Laoo	LA	1	modern	 ≡	modern	ICU	1.0	0.9990354938271605	0.9981617647058824	1.0	1.0	
km	Khmer	ខ្មែរ	Khmr	KH	1	modern	 ≡	modern	ICU	1.0	0.9991316931982633	0.9981609195402299	1.0	1.0	🄼 grammar
vi	Vietnamese	Tiếng Việt	Latn	VN	1	modern	 ≡	modern	ICU	1.0	0.9992408426646422	0.9981541301338256	1.0	1.0	
yo	Yoruba	Èdè Yorùbá	Latn	NG	2	modern	 ≡	modern	ICU	1.0	0.9987341772151899	0.9981308411214953	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
ig	Igbo	Igbo	Latn	NG	1	modern	 ≡	modern	ICU	1.0	0.9987349163098482	0.9981290926099158	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
sd	Sindhi	‫سنڌي‬	Arab	PK	1	modern	 ≡	modern	ICU	1.0	0.9988114440954241	0.9980338183248132	1.0	1.0	ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
so	Somali	Soomaali	Latn	SO	4	modern	 ≡	modern	ICU	1.0	0.9987217724755006	0.9979991996798719	1.0	1.0	ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
eu	Basque	euskara	Latn	ES	1	modern	 ≡	modern	ICU	1.0	0.9987800627396305	0.9979096989966555	1.0	1.0	ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
yue	Cantonese	粵語	Hant	HK	3	modern	 ≡	modern	ICU	1.0	0.998958629177317	0.9977983267283135	1.0	1.0	ⓜ collation, 🄼 grammar
yue_Hans	Cantonese (Simplified)	粤语 (简体)	Hans	CN	0	‡modern	 ≡	modern	ICU	1.0	0.998958629177317	0.9977983267283135	1.0	1.0	ⓜ collation, 🄼 grammar
pcm	Nigerian Pidgin	Naijíriá Píjin	Latn	NG	1	modern	 ≡	modern	ICU	1.0	0.9985044426849653	0.9974259974259975	1.0	1.0	ⓜ casing, ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
jv	Javanese	Jawa	Latn	ID	1	modern	 ≡	modern	ICU	1.0	0.9983753822629969	0.9972960793150067	1.0	1.0	ⓜ casing, ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
qu	Quechua	Runasimi	Latn	PE	3	‡modern	 ≡	modern	ICU	1.0	0.9981399902104748	0.997179125528914	1.0	1.0	ⓜ plurals, ⓜ collation, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
kk_Arab	Kazakh (Arabic)	‫قازاق ءتىلى [توتە]‬	Arab	CN	0		 <	modern	ICU	1.0	0.9990521327014218	0.9983857949959645	1.0	1.0	🄼 grammar
ti	Tigrinya	ትግርኛ	Ethi	ET	2	moderate	 <	modern	ICU	1.0	0.9987176199025392	0.9979983987189752	1.0	1.0	ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
rm	Romansh	rumantsch	Latn	CH	1	‡basic	 <	modern	ICU	1.0	0.9963959212376934	0.9978858350951374	1.0	1.0	ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
cv	Chuvash	чӑваш чӗлхи	Cyrl	RU	1		 <	modern	ICU	1.0	0.998705501618123	0.9976237623762376	1.0	1.0	ⓜ casing, ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
shn	Shan	တႆး	Mymr	MM	2		 <	modern	ICU	1.0	0.995411052528803	0.9971910112359551	1.0	1.0	ⓜ plurals, ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
fo	Faroese	føroyskt	Latn	FO	2	‡moderate	 ≡	moderate	ICU	1.0	0.9402351693042171	0.9982942430703625	1.0	1.0	
xh	Xhosa	IsiXhosa	Latn	ZA	1	moderate	 ≡	moderate	ICU	1.0	0.84852238541851	0.9982795698924731	1.0	1.0	
ceb	Cebuano	Cebuano	Latn	PH	1	moderate	 ≡	moderate	ICU	0.9932030586236194	0.5411830253505432	0.9982795698924731	1.0	1.0	
ak	Akan	Akan	Latn	GH	1	moderate	 ≡	moderate	ICU	1.0	0.9947889065536124	0.9978586723768736	1.0	1.0	ⓜ collation
wo	Wolof	Wolof	Latn	SN	1	moderate	 ≡	moderate	ICU	1.0	0.8290858998327265	0.9976448422044277	1.0	1.0	ⓜ casing
tg	Tajik	тоҷикӣ	Cyrl	TJ	1	moderate	 ≡	moderate	ICU	0.999414405621706	0.7347978032950574	0.9973273942093541	1.0	1.0	ⓜ plurals, ⓜ collation
mi	Māori	Māori	Latn	NZ	1	moderate	 ≡	moderate	ICU	1.0	0.7870370370370371	0.9967058823529412	1.0	1.0	ⓜ casing, ⓜ plurals, ⓜ collation
tt	Tatar	татар	Cyrl	RU	1	moderate	 ≡	moderate	ICU	0.7851925630810093	0.4528282828282828	0.9967058823529412	1.0	1.0	ⓜ casing, ⓜ plurals, ⓜ collation
sc	Sardinian	sardu	Latn	IT	1	‡moderate	 ≡	moderate	ICU	1.0	0.8401062416998673	0.9965753424657534	1.0	1.0	ⓜ collation
eo	Esperanto	Esperanto	Latn	001	1		 <	moderate	ICU	1.0	0.6085908197892481	0.9982795698924731	1.0	1.0	
blo	Anii	anii kagɩja	Latn	BJ	1		 <	moderate	ICU	1.0	0.5994104159842778	0.9980476376415462	1.0	1.0	ⓜ casing
ia	Interlingua	interlingua	Latn	001	1	‡basic	 <	moderate	ICU	1.0	0.616558908045977	0.9978494623655914	1.0	1.0	ⓜ collation
vec	Venetian	veneto	Latn	IT	1		 <	moderate	ICU	1.0	0.5886741573033708	0.9974304068522484	1.0	1.0	ⓜ casing, ⓜ collation
ba	Bashkir	башҡорт	Cyrl	RU	1		 <	moderate	ICU	1.0	0.9946062567421791	0.9967058823529412	1.0	1.0	ⓜ casing, ⓜ plurals, ⓜ collation
bs_Cyrl	Bosnian (Cyrillic)	босански (ћирилица)	Cyrl	BA	1	‡basic	 ≡	basic	ICU	0.9994447529150472	0.5210300429184549	0.9663536776212832	1.0	1.0	
brx	Bodo	बर’	Deva	IN	1	basic	 ≡	basic	ICU	0.9946023749550198	0.46472875393445656	0.94	1.0	1.0	
ee	Ewe	eʋegbe	Latn	GH	2	basic	 ≡	basic	ICU	0.9630238290879212	0.41710329341317365	0.9065180102915952	1.0	1.0	
ks	Kashmiri	‫کٲشُر‬	Arab	IN	1	basic	 ≡	basic	ICU	0.9656652360515021	0.36647281454813996	0.8010708401976936	1.0	1.0	
om	Oromo	Oromoo	Latn	ET	2	basic	 ≡	basic	ICU	0.9950210647261586	0.6532826409495549	0.7729933110367893	1.0	1.0	
mai	Maithili	मैथिली	Deva	IN	1	basic	 ≡	basic	ICU	1.0	0.3748607312873493	0.7616438356164383	1.0	1.0	
kea	Kabuverdianu	kabuverdianu	Latn	CV	1	‡basic	 ≡	basic	ICU	0.9945098039215686	0.4213203463203463	0.7435616438356164	1.0	1.0	
uz_Cyrl	Uzbek (Cyrillic)	ўзбекча (Кирил)	Cyrl	UZ	1	‡basic	 ≡	basic	ICU	0.9461770623742455	0.29640557939914164	0.5659037095501184	1.0	1.0	
rw	Kinyarwanda	Ikinyarwanda	Latn	RW	1	basic	 ≡	basic	ICU	0.9953410981697172	0.3900316455696203	0.2742993440667859	1.0	1.0	
su	Sundanese	Basa Sunda	Latn	ID	1	basic	 ≡	basic	ICU	0.9890829694323144	0.10337622346860222	0.27282913165266104	1.0	1.0	
doi	Dogri	डोगरी	Deva	IN	1	basic	 ≡	basic	ICU	0.998193315266486	0.15962830067163492	0.26526315789473687	1.0	1.0	
sa	Sanskrit	संस्कृत भाषा	Deva	IN	1	basic	 ≡	basic	ICU	0.9572815533980582	0.10664371075551955	0.2557077625570776	1.0	1.0	
mni	Manipuri	মৈতৈলোন্	Beng	IN	1	basic	 ≡	basic	ICU	1.0	0.09427099120945741	0.22968679073990014	1.0	1.0	
ks_Deva	Kashmiri (Devanagari)	कॉशुर (देवनागरी)	Deva	IN	1	basic	 ≡	basic	ICU	1.0	0.09309613789289335	0.2261904761904762	1.0	1.0	
tn	Tswana	Setswana	Latn	ZA	2	basic	 ≡	basic	ICU	0.9745158002038736	0.3386930529787673	0.22448979591836735	1.0	1.0	
nso	Northern Sotho	Sesotho sa Leboa	Latn	ZA	1	basic	 ≡	basic	ICU	1.0	0.3382125554066591	0.2229983879634605	1.0	1.0	
st	Southern Sotho	Sesotho	Latn	ZA	2	basic	 ≡	basic	ICU	0.8029197080291971	0.07586064728921872	0.21804511278195488	1.0	1.0	
sd_Deva	Sindhi (Devanagari)	सिन्धी (देवनागिरी)	Deva	IN	0	basic	 ≡	basic	ICU	1.0	0.08869280451196215	0.21514423076923078	1.0	1.0	
sat	Santali	ᱥᱟᱱᱛᱟᱲᱤ	Olck	IN	1	basic	 ≡	basic	ICU	0.25533980582524274	0.09231956111777816	0.21184159938485198	1.0	1.0	
gaa	Ga	Gã	Latn	GH	1	basic	 ≡	basic	ICU	0.07468354430379746	0.03163371488033299	0.09090909090909091	1.0	1.0	
bgc	Haryanvi	हरियाणवी	Deva	IN	1	basic	 ≡	basic	ICU	1.0	0.02921781475093842	0.0847846012832264	1.0	1.0	
raj	Rajasthani	राजस्थानी	Deva	IN	1	basic	 ≡	basic	ICU	1.0	0.02921781475093842	0.0847846012832264	1.0	1.0	
bho	Bhojpuri	भोजपुरी	Deva	IN	1	basic	 ≡	basic	ICU	1.0	0.02530345471521942	0.073541842772612	1.0	1.0	
br	Breton	brezhoneg	Latn	FR	1	‡moderate	 >	basic	ICU	0.9913606911447084	0.8334252619966905	0.9945280437756497	1.0	1.0	
kgp	Kaingang	kanhgág	Latn	BR	1	‡moderate	 >	basic	ICU	0.9941958887545345	0.5921828908554573	0.9771863117870723	1.0	1.0	
yrl	Nheengatu	nheẽgatu	Latn	BR	3	‡moderate	 >	basic	ICU	0.9941888619854722	0.5919195646158103	0.9771670190274842	1.0	1.0	
ff_Adlm	Fula (Adlam)	‫𞤆𞤵𞤤𞤢𞤪 (𞤀𞤁𞤂𞤢𞤃)‬	Adlm	GN	12	‡moderate	 >	basic	ICU	0.9916953615556006	0.6302142051860203	0.9673602611179111	1.0	1.0	
ast	Asturian	asturianu	Latn	ES	1	‡moderate	 >	basic	ICU	0.9945150835203191	0.5593450334720463	0.9412269412269412	1.0	1.0	
to	Tongan	lea fakatonga	Latn	TO	1	‡moderate	 >	basic	ICU	0.9102147039687704	0.85966796875	0.846441947565543	1.0	1.0	
bal_Latn	Baluchi (Latin)	Balóchi [Látin]	Latn	PK	1		 <	basic		1.0	0.5153748180494906	0.9844580777096115	1.0	1.0	
scn	Sicilian	sicilianu	Latn	IT	1		 <	basic	ICU	1.0	0.45562295846943535	0.9810366624525917	1.0	1.0	
xnr	Kangri	कांगड़ी	Deva	IN	1		 <	basic	ICU	1.0	0.47732094150924337	0.9808830223031406	1.0	1.0	
ku	Kurdish	kurdî [kurmancî]	Latn	TR	3		 <	basic	ICU	0.9840559440559441	0.5320192650731359	0.9679588607594937	1.0	1.0	
lb	Luxembourgish	Lëtzebuergesch	Latn	LU	1		 <	basic	ICU	0.9934747145187602	0.7136529185943499	0.8836163836163836	1.0	1.0	
nqo	N’Ko	‫ߒߞߏ‬	Nkoo	GN	1		 <	basic	ICU	0.9989631933644375	0.37606312122143665	0.8233349078885215	1.0	1.0	
syr	Syriac	‫ܣܘܪܝܝܐ‬	Syrc	IQ	2		 <	basic	ICU	0.9902912621359223	0.5307665260196905	0.8178780284043442	1.0	1.0	
fy	Western Frisian	Frysk	Latn	NL	1		 <	basic	ICU	0.7708196721311475	0.39229089528149624	0.7993716337522442	1.0	1.0	
kxv	Kuvi	kuvi	Latn	IN	1		 <	basic	ICU	1.0	0.3283762057877814	0.7275597654488047	1.0	1.0	
ug	Uyghur	‫ئۇيغۇرچە‬	Arab	CN	1		 <	basic	ICU	0.9699937486976453	0.5813846859238881	0.6991701244813278	1.0	1.0	
