#LCode	English Name	Script	Locale Level	Path Level	STStatus	Bailey	Section	Page	Header	Code	ST Link
de	German	Latin	modern	modern	n/a	Beaufort {0}	Units	Speed and Acceleration	beaufort	long-other-genitive	https://st.unicode.org/v#/de//10ff2790cceb0bcd
el	Greek	Greek	modern	modern	n/a	null	Units	Speed and Acceleration	beaufort	long-gender	https://st.unicode.org/v#/el//3defcd1fe1341e8c
el	Greek	Greek	modern	modern	n/a	{0} μποφόρ	Units	Speed and Acceleration	beaufort	long-one-accusative	https://st.unicode.org/v#/el//7896021e2580947c
el	Greek	Greek	modern	modern	n/a	{0} μποφόρ	Units	Speed and Acceleration	beaufort	long-one-genitive	https://st.unicode.org/v#/el//6336269dc5f34261
el	Greek	Greek	modern	modern	n/a	{0} μποφόρ	Units	Speed and Acceleration	beaufort	long-other-accusative	https://st.unicode.org/v#/el//79cee894f939dc50
el	Greek	Greek	modern	modern	n/a	{0} μποφόρ	Units	Speed and Acceleration	beaufort	long-other-genitive	https://st.unicode.org/v#/el//10ff2790cceb0bcd
es	Spanish	Latin	modern	modern	n/a	null	Units	Speed and Acceleration	beaufort	long-gender	https://st.unicode.org/v#/es//3defcd1fe1341e8c
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	bss	Locale Display Names	Languages (A-D)	A	Akoose ► bss	https://st.unicode.org/v#/ff_Adlm//32b35fdc8419e28
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	𞤚𞤵𞤥𞤦𞤫𞤪𞤫 𞤄𞤪𞤭𞤼𞤢𞤲𞤭𞤲𞤳𞤮𞥅𞤪𞤫 𞤀𞤬𞤪𞤭𞤳𞤭	Locale Display Names	Territories (Africa)	Eastern Africa	IO-biot	https://st.unicode.org/v#/ff_Adlm//5d5fdfb3f9090dae
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	𞤚𞤵𞤥𞤦𞤫𞤪𞤫 𞤄𞤪𞤭𞤼𞤢𞤲𞤭𞤲𞤳𞤮𞥅𞤪𞤫 𞤀𞤬𞤪𞤭𞤳𞤭	Locale Display Names	Territories (Africa)	Eastern Africa	IO-chagos	https://st.unicode.org/v#/ff_Adlm//417c7a965a4f3421
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	{1} {0}	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	full-atTime	https://st.unicode.org/v#/ff_Adlm//684c7861e871aabd
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	{1} {0}	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	long-atTime	https://st.unicode.org/v#/ff_Adlm//68d56b9b9ac13d3c
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	{1} {0}	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	medium-atTime	https://st.unicode.org/v#/ff_Adlm//2c0d283f4538da0e
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	{1} {0}	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	short-atTime	https://st.unicode.org/v#/ff_Adlm//307554bf43a9b71c
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y–y	Date & Time	Generic	Formats - Intervals - Date Formats	Gy/y	https://st.unicode.org/v#/ff_Adlm//a521492603ab0b5
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	GGGGG y-MM – GGGGG y-MM	Date & Time	Generic	Formats - Intervals - Date Formats	GyM/G	https://st.unicode.org/v#/ff_Adlm//4da3529635ae80fc
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	GGGGG y-MM – y-MM	Date & Time	Generic	Formats - Intervals - Date Formats	GyM/M	https://st.unicode.org/v#/ff_Adlm//5087eaa0adc4cca4
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	GGGGG y-MM – y-MM	Date & Time	Generic	Formats - Intervals - Date Formats	GyM/y	https://st.unicode.org/v#/ff_Adlm//62960bf3419b19b1
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	GGGGG y-MM-dd – y-MM-dd	Date & Time	Generic	Formats - Intervals - Date Formats	GyMd/d	https://st.unicode.org/v#/ff_Adlm//439e81cebcf40890
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	GGGGG y-MM-dd – GGGGG y-MM-dd	Date & Time	Generic	Formats - Intervals - Date Formats	GyMd/G	https://st.unicode.org/v#/ff_Adlm//2c7a89bb9183b31b
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	GGGGG y-MM-dd – y-MM-dd	Date & Time	Generic	Formats - Intervals - Date Formats	GyMd/M	https://st.unicode.org/v#/ff_Adlm//3dd959ce9a1f3fb1
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	GGGGG y-MM-dd – y-MM-dd	Date & Time	Generic	Formats - Intervals - Date Formats	GyMd/y	https://st.unicode.org/v#/ff_Adlm//4d29b73aecbbc1f2
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	GGGGG y-MM-dd, E – y-MM-dd, E	Date & Time	Generic	Formats - Intervals - Date Formats	GyMEd/d	https://st.unicode.org/v#/ff_Adlm//6f77ec54c8c8d789
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	GGGGG y-MM-dd, E – GGGGG y-MM-dd, E	Date & Time	Generic	Formats - Intervals - Date Formats	GyMEd/G	https://st.unicode.org/v#/ff_Adlm//48056be21933c47
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	GGGGG y-MM-dd, E – y-MM-dd, E	Date & Time	Generic	Formats - Intervals - Date Formats	GyMEd/M	https://st.unicode.org/v#/ff_Adlm//24e714309a479a17
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	GGGGG y-MM-dd, E – y-MM-dd, E	Date & Time	Generic	Formats - Intervals - Date Formats	GyMEd/y	https://st.unicode.org/v#/ff_Adlm//2ffee695e4b27d6c
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM – G y MMM	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMM/G	https://st.unicode.org/v#/ff_Adlm//2d6328219811dc8f
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM–MMM	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMM/M	https://st.unicode.org/v#/ff_Adlm//5e0f3b40a32241c3
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d–d	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMd/d	https://st.unicode.org/v#/ff_Adlm//66474bfca375effd
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d – G y MMM d	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMd/G	https://st.unicode.org/v#/ff_Adlm//75b5b6be1c43f531
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d – MMM d	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMd/M	https://st.unicode.org/v#/ff_Adlm//37cc92955780b3ed
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d – y MMM d	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMd/y	https://st.unicode.org/v#/ff_Adlm//734370892368e68f
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d, E – MMM d, E	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMEd/d	https://st.unicode.org/v#/ff_Adlm//37ee7307d91420cc
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d, E – G y MMM d, E	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMEd/G	https://st.unicode.org/v#/ff_Adlm//194ffdca90603aed
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d, E – MMM d, E	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMEd/M	https://st.unicode.org/v#/ff_Adlm//1683e919a38c652a
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d, E – y MMM d, E	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMEd/y	https://st.unicode.org/v#/ff_Adlm//a24b5af75e63965
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	medium-atTime	https://st.unicode.org/v#/ff_Adlm//43da060150c3ffc1
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	short-atTime	https://st.unicode.org/v#/ff_Adlm//41c6220a73c6b71a
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	Ciudad Juárez	Timezones	North America	Cities and Regions	Ciudad_Juarez	https://st.unicode.org/v#/ff_Adlm//483f71e2007512d
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	null	Timezones	North America	Yukon	standard-long	https://st.unicode.org/v#/ff_Adlm//5a474fd785a80c35
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	LSL	Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name	https://st.unicode.org/v#/ff_Adlm//73cdaa7e87cb07d1
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	LSL	Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name-one	https://st.unicode.org/v#/ff_Adlm//5b2f89143722a9fd
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	LSL	Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name-other	https://st.unicode.org/v#/ff_Adlm//18e72d157fb85bce
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	𞤚𞤵𞤥𞤦𞤫𞤪𞤫 𞤄𞤪𞤭𞤼𞤢𞤲𞤭𞤲𞤳𞤮𞥅𞤪𞤫 𞤀𞤬𞤪𞤭𞤳𞤭	Locale Display Names	Territories (Africa)	Eastern Africa	IO	https://st.unicode.org/v#/ff_Adlm//37586518da29ac68
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	𞤙𞤢𞤤𞤥𞤫𞤪𞤫 𞤂𞤭𞤧𞤤𞤢𞥄𞤥𞤴𞤢𞤲𞤳𞤮	Locale Display Names	Keys	calendar	calendar-islamic	https://st.unicode.org/v#/ff_Adlm//3df52b1e4d65309a
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	𞤙𞤢𞤤𞤯𞤭𞤥𞤫𞤪𞤫 𞤂𞤭𞤧𞤤𞤢𞥄𞤥𞤴𞤢𞤲𞤳𞤮 (𞤢𞤤𞥆𞤵𞤱𞤢𞤤, 𞤬𞤫𞤱𞤲𞥋𞤣𞤮 𞤲𞥋𞤦𞤫𞤯𞥆𞤢𞥄𞤳𞤵)	Locale Display Names	Keys	calendar	calendar-islamic-civil	https://st.unicode.org/v#/ff_Adlm//3f25f93d4f11dacc
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	𞤙𞤢𞤤𞤯𞤭𞤥𞤫𞤪𞤫 𞤂𞤭𞤧𞤤𞤢𞥄𞤥𞤵 (𞤀𞤤𞥆𞤵𞤲𞤳𞤮, 𞤊𞤫𞤱𞤣𞤮 𞤋𞤲𞤳𞤮𞥅𞤣𞤭𞤲𞤳𞤮)	Locale Display Names	Keys	calendar	calendar-islamic-tbla	https://st.unicode.org/v#/ff_Adlm//6e3e7d3f963a4604
fi	Finnish	Latin	modern	modern	n/a	{0} bofori	Units	Speed and Acceleration	beaufort	long-one-elative	https://st.unicode.org/v#/fi//611b0c3b7d60830e
fi	Finnish	Latin	modern	modern	n/a	{0} bofori	Units	Speed and Acceleration	beaufort	long-one-genitive	https://st.unicode.org/v#/fi//6336269dc5f34261
fi	Finnish	Latin	modern	modern	n/a	{0} bofori	Units	Speed and Acceleration	beaufort	long-one-illative	https://st.unicode.org/v#/fi//359743195c5d0752
fi	Finnish	Latin	modern	modern	n/a	{0} bofori	Units	Speed and Acceleration	beaufort	long-one-partitive	https://st.unicode.org/v#/fi//5d37ae5f58e4787a
fi	Finnish	Latin	modern	modern	n/a	{0} boforia	Units	Speed and Acceleration	beaufort	long-other-elative	https://st.unicode.org/v#/fi//2ca1d963eef1e1e
fi	Finnish	Latin	modern	modern	n/a	{0} boforia	Units	Speed and Acceleration	beaufort	long-other-genitive	https://st.unicode.org/v#/fi//10ff2790cceb0bcd
fi	Finnish	Latin	modern	modern	n/a	{0} boforia	Units	Speed and Acceleration	beaufort	long-other-illative	https://st.unicode.org/v#/fi//2d0deed9b286f8e0
fi	Finnish	Latin	modern	modern	n/a	{0} boforia	Units	Speed and Acceleration	beaufort	long-other-partitive	https://st.unicode.org/v#/fi//2cfd5a9639c16b9f
fr	French	Latin	modern	modern	n/a	null	Units	Speed and Acceleration	beaufort	long-gender	https://st.unicode.org/v#/fr//3defcd1fe1341e8c
ha	Hausa	Latin	modern	modern	n/a	E12–055	Characters	People & Body 2	person-activity	🧎‍♂ –keywords	https://st.unicode.org/v#/ha//52967a35175eff33
ha	Hausa	Latin	modern	modern	n/a	E12–055	Characters	People & Body 2	person-activity	🧎‍♂ -name	https://st.unicode.org/v#/ha//45241999afa58a52
ha	Hausa	Latin	modern	modern	n/a	E12–054	Characters	People & Body 2	person-activity	🧎‍♀ –keywords	https://st.unicode.org/v#/ha//5481d0da6f0d82ef
ha	Hausa	Latin	modern	modern	n/a	E12–054	Characters	People & Body 2	person-activity	🧎‍♀ -name	https://st.unicode.org/v#/ha//278b1aa9f0107f10
ha	Hausa	Latin	modern	modern	n/a	E12–002	Characters	People & Body 2	person-activity	👨‍🦯 –keywords	https://st.unicode.org/v#/ha//293199417d8b02e0
ha	Hausa	Latin	modern	modern	n/a	E12–002	Characters	People & Body 2	person-activity	👨‍🦯 -name	https://st.unicode.org/v#/ha//796774c2927ab3fe
ha	Hausa	Latin	modern	modern	n/a	E12–005	Characters	People & Body 2	person-activity	👩‍🦯 –keywords	https://st.unicode.org/v#/ha//1494010e5c950edf
ha	Hausa	Latin	modern	modern	n/a	E12–005	Characters	People & Body 2	person-activity	👩‍🦯 -name	https://st.unicode.org/v#/ha//4556a5ae3691150d
ha	Hausa	Latin	modern	modern	n/a	E12–003	Characters	People & Body 2	person-activity	👨‍🦼 –keywords	https://st.unicode.org/v#/ha//39e893322fe01031
ha	Hausa	Latin	modern	modern	n/a	E12–003	Characters	People & Body 2	person-activity	👨‍🦼 -name	https://st.unicode.org/v#/ha//218a5b52b2c929cb
ha	Hausa	Latin	modern	modern	n/a	E12–006	Characters	People & Body 2	person-activity	👩‍🦼 –keywords	https://st.unicode.org/v#/ha//4e3b0e51abfd6fa1
ha	Hausa	Latin	modern	modern	n/a	E12–006	Characters	People & Body 2	person-activity	👩‍🦼 -name	https://st.unicode.org/v#/ha//55d429bf6b8187f7
he	Hebrew	Hebrew	modern	modern	n/a	null	Units	Speed and Acceleration	beaufort	long-gender	https://st.unicode.org/v#/he//3defcd1fe1341e8c
hi	Hindi	Devanagari	modern	modern	n/a	null	Units	Speed and Acceleration	beaufort	long-gender	https://st.unicode.org/v#/hi//3defcd1fe1341e8c
hi	Hindi	Devanagari	modern	modern	n/a	ब्यूफ़ोर्ट {0}	Units	Speed and Acceleration	beaufort	long-one-oblique	https://st.unicode.org/v#/hi//36d5ff2ffc44d805
hi	Hindi	Devanagari	modern	modern	n/a	ब्यूफ़ोर्ट {0}	Units	Speed and Acceleration	beaufort	long-other-oblique	https://st.unicode.org/v#/hi//dda3548153a9017
hr	Croatian	Latin	modern	modern	n/a	null	Units	Speed and Acceleration	beaufort	long-gender	https://st.unicode.org/v#/hr//3defcd1fe1341e8c
hr	Croatian	Latin	modern	modern	n/a	B {0}	Units	Speed and Acceleration	beaufort	long-one-accusative	https://st.unicode.org/v#/hr//7896021e2580947c
hr	Croatian	Latin	modern	modern	n/a	B {0}	Units	Speed and Acceleration	beaufort	long-one-genitive	https://st.unicode.org/v#/hr//6336269dc5f34261
hr	Croatian	Latin	modern	modern	n/a	B {0}	Units	Speed and Acceleration	beaufort	long-one-instrumental	https://st.unicode.org/v#/hr//48456e9ff5abcf2c
hr	Croatian	Latin	modern	modern	n/a	B {0}	Units	Speed and Acceleration	beaufort	long-few-accusative	https://st.unicode.org/v#/hr//5b56bebead33bce6
hr	Croatian	Latin	modern	modern	n/a	B {0}	Units	Speed and Acceleration	beaufort	long-few-genitive	https://st.unicode.org/v#/hr//3848fd36aa6e0c6c
hr	Croatian	Latin	modern	modern	n/a	B {0}	Units	Speed and Acceleration	beaufort	long-few-instrumental	https://st.unicode.org/v#/hr//57792aa24c83e99e
hr	Croatian	Latin	modern	modern	n/a	B {0}	Units	Speed and Acceleration	beaufort	long-other-accusative	https://st.unicode.org/v#/hr//79cee894f939dc50
hr	Croatian	Latin	modern	modern	n/a	B {0}	Units	Speed and Acceleration	beaufort	long-other-genitive	https://st.unicode.org/v#/hr//10ff2790cceb0bcd
hr	Croatian	Latin	modern	modern	n/a	B {0}	Units	Speed and Acceleration	beaufort	long-other-instrumental	https://st.unicode.org/v#/hr//2031d48de3d8f38
hu	Hungarian	Latin	modern	modern	n/a	Beaufort {0}	Units	Speed and Acceleration	beaufort	long-one-accusative	https://st.unicode.org/v#/hu//7896021e2580947c
hu	Hungarian	Latin	modern	modern	n/a	Beaufort {0}	Units	Speed and Acceleration	beaufort	long-one-instrumental	https://st.unicode.org/v#/hu//48456e9ff5abcf2c
hu	Hungarian	Latin	modern	modern	n/a	Beaufort {0}	Units	Speed and Acceleration	beaufort	long-one-terminative	https://st.unicode.org/v#/hu//79a8d65501fc6c95
hu	Hungarian	Latin	modern	modern	n/a	Beaufort {0}	Units	Speed and Acceleration	beaufort	long-one-translative	https://st.unicode.org/v#/hu//4b458b30dadc4202
hu	Hungarian	Latin	modern	modern	n/a	Beaufort {0}	Units	Speed and Acceleration	beaufort	long-other-accusative	https://st.unicode.org/v#/hu//79cee894f939dc50
hu	Hungarian	Latin	modern	modern	n/a	Beaufort {0}	Units	Speed and Acceleration	beaufort	long-other-instrumental	https://st.unicode.org/v#/hu//2031d48de3d8f38
hu	Hungarian	Latin	modern	modern	n/a	Beaufort {0}	Units	Speed and Acceleration	beaufort	long-other-terminative	https://st.unicode.org/v#/hu//3171546b18ca1797
hu	Hungarian	Latin	modern	modern	n/a	Beaufort {0}	Units	Speed and Acceleration	beaufort	long-other-translative	https://st.unicode.org/v#/hu//75eec23bf7272441
hy	Armenian	Armenian	modern	modern	n/a	Բոֆորտ {0}	Units	Speed and Acceleration	beaufort	long-one-ablative	https://st.unicode.org/v#/hy//172b4b93042282b
hy	Armenian	Armenian	modern	modern	n/a	Բոֆորտ {0}	Units	Speed and Acceleration	beaufort	long-one-dative	https://st.unicode.org/v#/hy//4e7a731c6601ecb
hy	Armenian	Armenian	modern	modern	n/a	Բոֆորտ {0}	Units	Speed and Acceleration	beaufort	long-one-instrumental	https://st.unicode.org/v#/hy//48456e9ff5abcf2c
hy	Armenian	Armenian	modern	modern	n/a	Բոֆորտ {0}	Units	Speed and Acceleration	beaufort	long-one-locative	https://st.unicode.org/v#/hy//7e777e7ef24a5470
hy	Armenian	Armenian	modern	modern	n/a	Բոֆորտ {0}	Units	Speed and Acceleration	beaufort	long-other-ablative	https://st.unicode.org/v#/hy//6c20a6562c8734b5
hy	Armenian	Armenian	modern	modern	n/a	Բոֆորտ {0}	Units	Speed and Acceleration	beaufort	long-other-dative	https://st.unicode.org/v#/hy//1f5904c6c78bde2c
hy	Armenian	Armenian	modern	modern	n/a	Բոֆորտ {0}	Units	Speed and Acceleration	beaufort	long-other-instrumental	https://st.unicode.org/v#/hy//2031d48de3d8f38
hy	Armenian	Armenian	modern	modern	n/a	Բոֆորտ {0}	Units	Speed and Acceleration	beaufort	long-other-locative	https://st.unicode.org/v#/hy//2c43088505ea85da
is	Icelandic	Latin	modern	modern	n/a	null	Units	Speed and Acceleration	beaufort	long-gender	https://st.unicode.org/v#/is//3defcd1fe1341e8c
is	Icelandic	Latin	modern	modern	n/a	{0} Beaufort	Units	Speed and Acceleration	beaufort	long-one-accusative	https://st.unicode.org/v#/is//7896021e2580947c
is	Icelandic	Latin	modern	modern	n/a	{0} Beaufort	Units	Speed and Acceleration	beaufort	long-one-dative	https://st.unicode.org/v#/is//4e7a731c6601ecb
is	Icelandic	Latin	modern	modern	n/a	{0} Beaufort	Units	Speed and Acceleration	beaufort	long-one-genitive	https://st.unicode.org/v#/is//6336269dc5f34261
is	Icelandic	Latin	modern	modern	n/a	{0} Beaufort	Units	Speed and Acceleration	beaufort	long-other-accusative	https://st.unicode.org/v#/is//79cee894f939dc50
is	Icelandic	Latin	modern	modern	n/a	{0} Beaufort	Units	Speed and Acceleration	beaufort	long-other-dative	https://st.unicode.org/v#/is//1f5904c6c78bde2c
is	Icelandic	Latin	modern	modern	n/a	{0} Beaufort	Units	Speed and Acceleration	beaufort	long-other-genitive	https://st.unicode.org/v#/is//10ff2790cceb0bcd
it	Italian	Latin	modern	modern	n/a	null	Units	Speed and Acceleration	beaufort	long-gender	https://st.unicode.org/v#/it//3defcd1fe1341e8c
‡kgp	Kaingang	Latin	moderate	moderate	n/a	Osiỹno Ĩniko tỹ Tehitórijo Mritỹnĩku	Locale Display Names	Territories (Africa)	Eastern Africa	IO-biot	https://st.unicode.org/v#/kgp//5d5fdfb3f9090dae
‡kgp	Kaingang	Latin	moderate	moderate	n/a	Osiỹno Ĩniko tỹ Tehitórijo Mritỹnĩku	Locale Display Names	Territories (Africa)	Eastern Africa	IO-chagos	https://st.unicode.org/v#/kgp//417c7a965a4f3421
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	full-atTime	https://st.unicode.org/v#/kgp//684c7861e871aabd
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	long-atTime	https://st.unicode.org/v#/kgp//68d56b9b9ac13d3c
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	medium-atTime	https://st.unicode.org/v#/kgp//2c0d283f4538da0e
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	short-atTime	https://st.unicode.org/v#/kgp//307554bf43a9b71c
‡kgp	Kaingang	Latin	moderate	moderate	n/a	GGGGG y-MM-dd	Date & Time	Generic	Formats - Flexible - Date Formats	GyMd	https://st.unicode.org/v#/kgp//2460eb0ab964182f
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	full-atTime	https://st.unicode.org/v#/kgp//2d13c5d451e3bf53
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	long-atTime	https://st.unicode.org/v#/kgp//1eb22f6111d66f88
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	medium-atTime	https://st.unicode.org/v#/kgp//43da060150c3ffc1
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	short-atTime	https://st.unicode.org/v#/kgp//41c6220a73c6b71a
‡kgp	Kaingang	Latin	moderate	moderate	n/a	GGGGG y-MM-dd	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMd	https://st.unicode.org/v#/kgp//720b48090ba506b2
‡kgp	Kaingang	Latin	moderate	moderate	n/a	null	Timezones	North America	Yukon	standard-long	https://st.unicode.org/v#/kgp//5a474fd785a80c35
‡kgp	Kaingang	Latin	moderate	moderate	n/a	~	Numbers	Symbols	Symbols 	approximatelySign	https://st.unicode.org/v#/kgp//69689fb86ae60444
‡kgp	Kaingang	Latin	moderate	moderate	n/a	Osiỹno Ĩniko tỹ Tehitórijo Mritỹnĩku	Locale Display Names	Territories (Africa)	Eastern Africa	IO	https://st.unicode.org/v#/kgp//37586518da29ac68
‡kgp	Kaingang	Latin	moderate	moderate	n/a	#,##0.00	Numbers	Number Formatting Patterns	Standard Patterns 	accounting-currency-noCurrency	https://st.unicode.org/v#/kgp//5666b8876422ed2e
kn	Kannada	Kannada	modern	modern	n/a	null	Units	Speed and Acceleration	beaufort	long-gender	https://st.unicode.org/v#/kn//3defcd1fe1341e8c
kn	Kannada	Kannada	modern	modern	n/a	ಬ್ಯೂಫೋರ್ಟ್ {0}	Units	Speed and Acceleration	beaufort	long-one-accusative	https://st.unicode.org/v#/kn//7896021e2580947c
kn	Kannada	Kannada	modern	modern	n/a	ಬ್ಯೂಫೋರ್ಟ್ {0}	Units	Speed and Acceleration	beaufort	long-one-dative	https://st.unicode.org/v#/kn//4e7a731c6601ecb
kn	Kannada	Kannada	modern	modern	n/a	ಬ್ಯೂಫೋರ್ಟ್ {0}	Units	Speed and Acceleration	beaufort	long-one-genitive	https://st.unicode.org/v#/kn//6336269dc5f34261
kn	Kannada	Kannada	modern	modern	n/a	ಬ್ಯೂಫೋರ್ಟ್ {0}	Units	Speed and Acceleration	beaufort	long-one-locative	https://st.unicode.org/v#/kn//7e777e7ef24a5470
kn	Kannada	Kannada	modern	modern	n/a	ಬ್ಯೂಫೋರ್ಟ್ {0}	Units	Speed and Acceleration	beaufort	long-other-accusative	https://st.unicode.org/v#/kn//79cee894f939dc50
kn	Kannada	Kannada	modern	modern	n/a	ಬ್ಯೂಫೋರ್ಟ್ {0}	Units	Speed and Acceleration	beaufort	long-other-dative	https://st.unicode.org/v#/kn//1f5904c6c78bde2c
kn	Kannada	Kannada	modern	modern	n/a	ಬ್ಯೂಫೋರ್ಟ್ {0}	Units	Speed and Acceleration	beaufort	long-other-genitive	https://st.unicode.org/v#/kn//10ff2790cceb0bcd
kn	Kannada	Kannada	modern	modern	n/a	ಬ್ಯೂಫೋರ್ಟ್ {0}	Units	Speed and Acceleration	beaufort	long-other-locative	https://st.unicode.org/v#/kn//2c43088505ea85da
lt	Lithuanian	Latin	modern	modern	n/a	null	Units	Speed and Acceleration	beaufort	long-gender	https://st.unicode.org/v#/lt//3defcd1fe1341e8c
lt	Lithuanian	Latin	modern	modern	n/a	Boforto {0}	Units	Speed and Acceleration	beaufort	long-one-accusative	https://st.unicode.org/v#/lt//7896021e2580947c
lt	Lithuanian	Latin	modern	modern	n/a	Boforto {0}	Units	Speed and Acceleration	beaufort	long-one-dative	https://st.unicode.org/v#/lt//4e7a731c6601ecb
lt	Lithuanian	Latin	modern	modern	n/a	Boforto {0}	Units	Speed and Acceleration	beaufort	long-one-genitive	https://st.unicode.org/v#/lt//6336269dc5f34261
lt	Lithuanian	Latin	modern	modern	n/a	Boforto {0}	Units	Speed and Acceleration	beaufort	long-one-instrumental	https://st.unicode.org/v#/lt//48456e9ff5abcf2c
lt	Lithuanian	Latin	modern	modern	n/a	Boforto {0}	Units	Speed and Acceleration	beaufort	long-one-locative	https://st.unicode.org/v#/lt//7e777e7ef24a5470
lt	Lithuanian	Latin	modern	modern	n/a	Boforto {0}	Units	Speed and Acceleration	beaufort	long-few-accusative	https://st.unicode.org/v#/lt//5b56bebead33bce6
lt	Lithuanian	Latin	modern	modern	n/a	Boforto {0}	Units	Speed and Acceleration	beaufort	long-few-dative	https://st.unicode.org/v#/lt//62edfb96099a98e8
