# Section	Page	Header	Code	Old	New
#Section	Page	Header	Code	Old	New
BCP47	u_Extension	co-reformed	_deprecated	…	true
BCP47	u_Extension	cu-xcg	_deprecated	▷missing◁	false
BCP47	u_Extension	cu-xcg	_description	▷missing◁	Caribbean Guilder
#Section	Page	Header	Code	Old	New
Supplemental	Alias	zone	America/Nipigon-reason	▷missing◁	deprecated
Supplemental	Alias	zone	America/Nipigon-replacement	▷missing◁	America/Toronto
Supplemental	Alias	zone	America/Pangnirtung-reason	▷missing◁	deprecated
Supplemental	Alias	zone	America/Pangnirtung-replacement	▷missing◁	America/Iqaluit
Supplemental	Alias	zone	America/Rainy_River-reason	▷missing◁	deprecated
Supplemental	Alias	zone	America/Rainy_River-replacement	▷missing◁	America/Winnipeg
Supplemental	Alias	zone	America/Santa_Isabel-reason	▷missing◁	deprecated
Supplemental	Alias	zone	America/Santa_Isabel-replacement	▷missing◁	America/Tijuana
Supplemental	Alias	zone	America/Thunder_Bay-reason	▷missing◁	deprecated
Supplemental	Alias	zone	America/Thunder_Bay-replacement	▷missing◁	America/Toronto
Supplemental	Alias	zone	America/Yellowknife-reason	▷missing◁	deprecated
Supplemental	Alias	zone	America/Yellowknife-replacement	▷missing◁	America/Edmonton
Supplemental	Alias	zone	Australia/Currie-reason	▷missing◁	deprecated
Supplemental	Alias	zone	Australia/Currie-replacement	▷missing◁	Australia/Hobart
Supplemental	Alias	zone	Europe/Uzhgorod-reason	▷missing◁	deprecated
Supplemental	Alias	zone	Europe/Uzhgorod-replacement	▷missing◁	Europe/Kiev
Supplemental	Alias	zone	Europe/Zaporozhye-reason	▷missing◁	deprecated
Supplemental	Alias	zone	Europe/Zaporozhye-replacement	▷missing◁	Europe/Kiev
Supplemental	Alias	zone	Pacific/Johnston-reason	▷missing◁	deprecated
Supplemental	Alias	zone	Pacific/Johnston-replacement	▷missing◁	Pacific/Honolulu
Supplemental	IdValidity	currency	regular	…	… • XCG • …
Supplemental	Locale	Parent Rules	root	▷missing◁	nonlikelyScript
Supplemental	Locale	Parent (collations)	bs	bs_Cyrl	▷removed◁
Supplemental	Locale	Parent (collations)	sr	sr_Latn	▷removed◁
Supplemental	Locale	Parent (collations)	zh	zh_Hant	▷removed◁
Supplemental	Locale	Parent (segmentations)	zh	zh_Hant	▷removed◁
Supplemental	WZoneMapping	Central Asia Standard Time	001	…	Asia/Bishkek
Supplemental	WZoneMapping	Central Asia Standard Time	KZ	Asia/Almaty Asia/Qostanay	▷removed◁
Supplemental	WZoneMapping	Central Standard Time	CA	…	America/Winnipeg America/Rankin_Inlet America/Resolute
Supplemental	WZoneMapping	Eastern Standard Time	CA	…	America/Toronto America/Iqaluit
Supplemental	WZoneMapping	FLE Standard Time	UA	…	Europe/Kiev
Supplemental	WZoneMapping	Hawaiian Standard Time	UM	Pacific/Johnston	▷removed◁
Supplemental	WZoneMapping	Mountain Standard Time	CA	…	America/Edmonton America/Cambridge_Bay America/Inuvik
Supplemental	WZoneMapping	Pacific Standard Time (Mexico)	MX	…	America/Tijuana
Supplemental	WZoneMapping	Tasmania Standard Time	AU	…	Australia/Hobart Antarctica/Macquarie
Supplemental	WZoneMapping	West Asia Standard Time	KZ	…	Asia/Oral Asia/Almaty Asia/Aqtau Asia/Aqtobe Asia/Atyrau Asia/Qostanay
Supplemental	Units	Prefix	atto-symbol	▷missing◁	a
Supplemental	Units	Prefix	centi-symbol	▷missing◁	c
Supplemental	Units	Prefix	deci-symbol	▷missing◁	d
Supplemental	Units	Prefix	deka-symbol	▷missing◁	da
Supplemental	Units	Prefix	exa-symbol	▷missing◁	E
Supplemental	Units	Prefix	exbi-symbol	▷missing◁	Ei
Supplemental	Units	Prefix	femto-symbol	▷missing◁	f
Supplemental	Units	Prefix	gibi-symbol	▷missing◁	Gi
Supplemental	Units	Prefix	giga-symbol	▷missing◁	G
Supplemental	Units	Prefix	hecto-symbol	▷missing◁	h
Supplemental	Units	Prefix	kibi-symbol	▷missing◁	Ki
Supplemental	Units	Prefix	kilo-symbol	▷missing◁	k
Supplemental	Units	Prefix	mebi-symbol	▷missing◁	Mi
Supplemental	Units	Prefix	mega-symbol	▷missing◁	M
Supplemental	Units	Prefix	micro-symbol	▷missing◁	μ
Supplemental	Units	Prefix	milli-symbol	▷missing◁	m
Supplemental	Units	Prefix	nano-symbol	▷missing◁	n
Supplemental	Units	Prefix	pebi-symbol	▷missing◁	Pi
Supplemental	Units	Prefix	peta-symbol	▷missing◁	P
Supplemental	Units	Prefix	pico-symbol	▷missing◁	p
