#Dir	Code	English Name	Native Name	Script	CLDR Target	Sublocales	Fields	UC	Missing	Modern	Miss +UC	Moderate	Miss +UC	Basic	Miss +UC	Core	Miss +UC	Core-Missing
common	af	Afrikaans	Afrikaans	Latn	modern	2	6996	9	0	6996	9	3185	9	386	0	9	0	
common	am	Amharic	አማርኛ	Ethi	modern	1	7040	0	70	7040	70	3301	1	473	0	9	0	
common	ar	Arabic	العربية	Arab	modern	28	9833	6	1	9833	7	5485	7	877	1	8	1	orientation
common	as	Assamese	অসমীয়া	Beng	modern	1	6976	11	0	6976	11	3187	0	396	0	9	0	
common	az	Azerbaijani	azərbaycan	Latn	modern	1	7124	2	0	7124	2	3308	0	465	0	9	0	
common	be	Belarusian	беларуская	Cyrl	modern	1	8245	0	0	8245	0	4194	0	413	0	9	0	
common	bg	Bulgarian	български	Cyrl	modern	1	7023	2	1	7023	3	3226	0	398	0	9	0	
common	bn	Bangla	বাংলা	Beng	modern	2	7048	0	0	7048	0	3233	0	405	0	9	0	
common	bs	Bosnian	bosanski	Latn	modern	1	7663	0	0	7663	0	3725	0	404	0	9	0	
common	ca	Catalan	català	Latn	modern	4	7047	0	0	7047	0	3235	0	393	0	9	0	
common	ceb	Cebuano	Binisaya	Latn	moderate	1	2741	0	3782	2741	3782	2728	0	384	0	8	0	ordinals*
common	cs	Czech	čeština	Latn	modern	1	8309	0	0	8309	0	4254	0	417	0	9	0	
common	cy	Welsh	Cymraeg	Latn	modern	1	9548	0	1	9548	1	5244	0	426	0	9	0	
common	da	Danish	dansk	Latn	modern	2	7025	0	0	7025	0	3223	0	393	0	9	0	
common	de	German	Deutsch	Latn	modern	7	7038	0	1	7038	1	3238	0	405	0	9	0	
common	el	Greek	Ελληνικά	Grek	modern	2	7018	0	0	7018	0	3218	0	395	0	9	0	
common	en	English	English	Latn	modern	106	6769	0	0	6769	0	2874	0	700	0	9	0	
common	es	Spanish	español	Latn	modern	28	7038	0	0	7038	0	3236	0	533	0	9	0	
common	et	Estonian	eesti	Latn	modern	1	7028	0	0	7028	0	3227	0	389	0	9	0	
common	eu	Basque	euskara	Latn	modern	1	7026	15	1	7026	16	3215	16	386	1	8	1	collation
common	fa	Persian	فارسی	Arab	modern	2	7229	0	1	7229	1	3384	1	559	1	8	1	orientation
common	fi	Finnish	suomi	Latn	modern	1	7044	0	0	7044	0	3240	0	395	0	9	0	
common	fil	Filipino	Filipino	Latn	modern	1	7020	15	0	7020	15	3209	15	392	0	9	0	
common	fr	French	français	Latn	modern	46	7148	0	0	7148	0	3331	0	642	0	9	0	
common	ga	Irish	Gaeilge	Latn	modern	2	8879	0	1	8879	1	4713	0	419	0	9	0	
common	gl	Galician	galego	Latn	modern	1	7038	0	0	7038	0	3227	0	388	0	9	0	
common	gu	Gujarati	ગુજરાતી	Gujr	modern	1	7039	0	0	7039	0	3225	0	389	0	9	0	
common	ha	Hausa	Hausa	Latn	moderate	3	3950	2	3024	3950	3026	3133	52	386	0	8	0	ordinals*
common	he	Hebrew	עברית	Hebr	modern	1	8468	0	1	8468	1	4381	1	553	1	8	1	orientation
common	hi	Hindi	हिन्दी	Deva	modern	1	7108	2	0	7108	2	3310	0	466	0	9	0	
common	hr	Croatian	hrvatski	Latn	modern	2	7663	0	0	7663	0	3736	0	410	0	9	0	
common	hu	Hungarian	magyar	Latn	modern	1	7040	0	0	7040	0	3238	0	391	0	9	0	
common	hy	Armenian	հայերեն	Armn	modern	1	7012	1	0	7012	1	3218	1	393	1	9	0	
common	id	Indonesian	Indonesia	Latn	modern	1	6497	0	0	6497	0	2785	0	459	0	9	0	
common	ig	Igbo	Asụsụ Igbo	Latn	moderate	1	2709	12	3621	2709	3633	2676	1	375	0	8	0	ordinals*
common	is	Icelandic	íslenska	Latn	modern	1	7029	0	0	7029	0	3218	0	391	0	9	0	
common	it	Italian	italiano	Latn	modern	4	7026	0	0	7026	0	3225	0	394	0	9	0	
common	ja	Japanese	日本語	Jpan	modern	1	7088	0	0	7088	0	3216	0	864	0	9	0	
common	jv	Javanese	Jawa	Latn	modern	1	6327	7	2	6327	9	2659	9	371	3	6	2	ordinals*, casing, collation
common	ka	Georgian	ქართული	Geor	modern	1	6998	0	0	6998	0	3203	0	393	0	9	0	
common	kk	Kazakh	қазақ тілі	Cyrl	modern	1	6999	13	0	6999	13	3212	4	399	0	9	0	
common	km	Khmer	ខ្មែរ	Khmr	modern	1	6360	0	0	6360	0	2692	0	380	0	8	0	romanization*
common	kn	Kannada	ಕನ್ನಡ	Knda	modern	1	7032	4	0	7032	4	3222	0	390	0	9	0	
common	ko	Korean	한국어	Kore	modern	2	6738	0	0	6738	0	2808	0	472	0	9	0	
common	ky	Kyrgyz	кыргызча	Cyrl	modern	1	7010	2	0	7010	2	3215	0	391	0	9	0	
common	lo	Lao	ລາວ	Laoo	modern	1	6337	40	0	6337	40	2707	2	380	0	8	0	romanization*
common	lt	Lithuanian	lietuvių	Latn	modern	1	8302	0	0	8302	0	4248	0	415	0	9	0	
common	lv	Latvian	latviešu	Latn	modern	1	7661	1	0	7661	1	3734	0	399	0	9	0	
common	mk	Macedonian	македонски	Cyrl	modern	1	7025	0	0	7025	0	3228	0	392	0	9	0	
common	ml	Malayalam	മലയാളം	Mlym	modern	1	6946	0	117	6946	117	3249	0	390	0	9	0	
common	mn	Mongolian	монгол	Cyrl	modern	1	6989	6	0	6989	6	3192	6	392	0	9	0	
common	mr	Marathi	मराठी	Deva	modern	1	7049	5	0	7049	5	3242	0	398	0	9	0	
common	ms	Malay	Melayu	Latn	modern	3	6463	0	0	6463	0	2781	0	467	0	9	0	
common	my	Burmese	မြန်မာ	Mymr	modern	1	6379	8	6	6379	14	2720	0	391	0	8	0	romanization*
common	nb	Norwegian Bokmål	norsk bokmål	Latn	modern	2	7028	0	0	7028	0	3216	0	394	0	9	0	
common	ne	Nepali	नेपाली	Deva	modern	2	6989	27	0	6989	27	3215	1	401	0	9	0	
common	nl	Dutch	Nederlands	Latn	modern	7	7022	0	0	7022	0	3220	0	408	0	9	0	
common	or	Odia	ଓଡ଼ିଆ	Orya	modern	1	6983	2	0	6983	2	3187	0	389	0	9	0	
common	pa	Punjabi	ਪੰਜਾਬੀ	Guru	modern	1	7034	0	0	7034	0	3233	0	399	0	9	0	
common	pl	Polish	polski	Latn	modern	1	8291	0	0	8291	0	4236	0	416	0	9	0	
common	ps	Pashto	پښتو	Arab	modern	2	7109	54	2	7109	56	3294	50	544	7	8	1	orientation
common	pt	Portuguese	português	Latn	modern	12	7113	0	0	7113	0	3309	0	532	0	9	0	
common	ro	Romanian	română	Latn	modern	2	7665	0	0	7665	0	3737	0	410	0	9	0	
common	ru	Russian	русский	Cyrl	modern	6	8298	0	0	8298	0	4231	0	499	0	9	0	
common	sd	Sindhi	سنڌي	Arab	modern	1	6970	0	2	6970	2	3178	2	386	2	7	2	orientation, collation
common	si	Sinhala	සිංහල	Sinh	modern	1	7018	0	0	7018	0	3222	0	391	0	8	0	romanization*
common	sk	Slovak	slovenčina	Latn	modern	1	8308	0	0	8308	0	4253	0	411	0	9	0	
common	sl	Slovenian	slovenščina	Latn	modern	1	8301	0	0	8301	0	4246	0	408	0	9	0	
common	so	Somali	Soomaali	Latn	modern	4	6936	0	153	6936	153	3260	1	462	1	7	1	ordinals*, collation
common	sq	Albanian	shqip	Latn	modern	3	7012	8	0	7012	8	3222	3	393	0	9	0	
common	sr	Serbian	српски	Cyrl	modern	4	7665	0	0	7665	0	3727	0	415	0	9	0	
common	sv	Swedish	svenska	Latn	modern	3	7012	8	12	7012	20	3231	0	399	0	9	0	
common	sw	Swahili	Kiswahili	Latn	modern	4	7032	0	0	7032	0	3221	0	401	0	9	0	
