#Dir	Code	English Name	Native Name	Script	CLDR Target	Sublocales	Fields	UC	Missing	Modern	Miss +UC	Moderate	Miss +UC	Basic	Miss +UC	Core	Miss +UC	Core-Missing
common	af	Afrikaans	Afrikaans	Latn	modern	2	7137	17	1	7137	18	3381	0	386	0	9	0	
common	am	Amharic	አማርኛ	Ethi	modern	1	7249	0	0	7249	0	3478	0	473	0	9	0	
common	ar	Arabic	العربية	Arab	modern	28	10126	0	1	10126	1	5782	1	877	1	8	1	orientation
common	as	Assamese	অসমীয়া	Beng	modern	1	7121	0	1	7121	1	3358	0	396	0	9	0	
common	az	Azerbaijani	azərbaycan	Latn	modern	1	7257	3	0	7257	3	3476	3	465	0	9	0	
common	be	Belarusian	беларуская	Cyrl	modern	1	8454	0	1	8454	1	4425	0	413	0	9	0	
common	bg	Bulgarian	български	Cyrl	modern	1	7155	6	0	7155	6	3395	3	398	0	9	0	
common	bn	Bangla	বাংলা	Beng	modern	2	7183	0	0	7183	0	3404	0	405	0	9	0	
common	bs	Bosnian	bosanski	Latn	modern	1	7835	0	0	7835	0	3926	0	404	0	9	0	
common	ca	Catalan	català	Latn	modern	4	7185	0	0	7185	0	3410	0	397	0	9	0	
common	ceb	Cebuano	Binisaya	Latn	moderate	1	3357	0	3747	3357	3747	3346	0	384	0	8	0	ordinals*
common	cs	Czech	čeština	Latn	modern	1	8519	0	0	8519	0	4485	0	417	0	9	0	
common	cy	Welsh	Cymraeg	Latn	modern	1	9835	0	0	9835	0	5535	0	426	0	9	0	
common	da	Danish	dansk	Latn	modern	2	7243	0	0	7243	0	3399	0	393	0	9	0	
common	de	German	Deutsch	Latn	modern	7	7847	0	0	7847	0	3409	0	405	0	9	0	
common	doi	Dogri	डोगरी	Deva	basic	1	507	0	6555	507	6555	485	2840	385	1	7	1	ordinals*, collation
common	el	Greek	Ελληνικά	Grek	modern	2	7150	2	0	7150	2	3389	0	395	0	9	0	
common	en	English	English	Latn	modern	106	6778	2	0	6778	2	2945	2	700	0	9	0	
common	es	Spanish	español	Latn	modern	28	7268	0	0	7268	0	3407	0	533	0	9	0	
common	et	Estonian	eesti	Latn	modern	1	7162	0	0	7162	0	3398	0	389	0	9	0	
common	eu	Basque	euskara	Latn	modern	1	7173	2	2	7173	4	3400	3	386	1	8	1	collation
common	fa	Persian	فارسی	Arab	modern	2	7364	0	1	7364	1	3555	1	559	1	8	1	orientation
common	fi	Finnish	suomi	Latn	modern	1	7184	0	0	7184	0	3417	0	395	0	9	0	
common	fil	Filipino	Filipino	Latn	modern	1	7164	2	2	7164	4	3391	3	392	0	9	0	
common	fr	French	français	Latn	modern	46	8036	0	0	8036	0	4039	0	672	0	9	0	
common	ga	Irish	Gaeilge	Latn	modern	2	9118	9	1	9118	10	4967	7	419	0	9	0	
common	gl	Galician	galego	Latn	modern	1	7171	0	1	7171	1	3398	0	388	0	9	0	
common	gu	Gujarati	ગુજરાતી	Gujr	modern	1	7174	0	0	7174	0	3396	0	389	0	9	0	
common	ha	Hausa	Hausa	Latn	moderate	3	6453	0	657	6453	657	3356	0	386	0	8	0	ordinals*
common	he	Hebrew	עברית	Hebr	modern	1	8678	0	1	8678	1	4612	1	553	1	8	1	orientation
common	hi	Hindi	हिन्दी	Deva	modern	1	7457	18	4	7457	22	3465	16	466	0	9	0	
common	hr	Croatian	hrvatski	Latn	modern	2	7835	0	0	7835	0	3937	0	410	0	9	0	
common	hu	Hungarian	magyar	Latn	modern	1	7174	0	0	7174	0	3409	0	391	0	9	0	
common	hy	Armenian	հայերեն	Armn	modern	1	7126	20	1	7126	21	3382	8	394	0	9	0	
common	id	Indonesian	Indonesia	Latn	modern	1	6593	0	0	6593	0	2926	0	459	0	9	0	
common	ig	Igbo	Igbo	Latn	moderate	1	5799	0	639	5799	639	2818	0	375	0	8	0	ordinals*
common	is	Icelandic	íslenska	Latn	modern	1	7163	0	0	7163	0	3389	0	391	0	9	0	
common	it	Italian	italiano	Latn	modern	4	7245	0	0	7245	0	3396	0	394	0	9	0	
common	ja	Japanese	日本語	Jpan	modern	1	7184	0	0	7184	0	3357	0	864	0	9	0	
common	jv	Javanese	Jawa	Latn	modern	1	6429	0	3	6429	3	2807	2	372	2	6	2	ordinals*, casing, collation
common	ka	Georgian	ქართული	Geor	modern	1	7148	0	0	7148	0	3390	0	393	0	9	0	
common	kk	Kazakh	қазақ тілі	Cyrl	modern	1	7145	0	1	7145	1	3387	0	399	0	9	0	
common	km	Khmer	ខ្មែរ	Khmr	modern	1	6471	0	1	6471	1	2849	0	380	0	8	0	romanization*
common	kn	Kannada	ಕನ್ನಡ	Knda	modern	1	7167	4	0	7167	4	3393	0	390	0	9	0	
common	ko	Korean	한국어	Kore	modern	2	6834	0	0	6834	0	2949	0	472	0	9	0	
common	kok	Konkani	कोंकणी	Deva	basic	1	6431	0	7	6431	7	2819	1	375	1	7	1	plurals, ordinals*
common	ky	Kyrgyz	кыргызча	Cyrl	modern	1	7141	4	1	7141	5	3386	0	391	0	9	0	
common	lo	Lao	ລາວ	Laoo	modern	1	6471	2	0	6471	2	2849	1	380	0	8	0	romanization*
common	lt	Lithuanian	lietuvių	Latn	modern	1	8512	0	0	8512	0	4479	0	415	0	9	0	
common	lv	Latvian	latviešu	Latn	modern	1	7834	0	0	7834	0	3935	0	399	0	9	0	
common	mai	Maithili	मैथिली	Deva	basic	1	425	0	5981	425	5981	411	2377	374	2	6	2	plurals, ordinals*, collation
common	mk	Macedonian	македонски	Cyrl	modern	1	7159	0	0	7159	0	3399	0	392	0	9	0	
common	ml	Malayalam	മലയാളം	Mlym	modern	1	7194	4	0	7194	4	3420	0	390	0	9	0	
common	mn	Mongolian	монгол	Cyrl	modern	1	7132	12	1	7132	13	3379	6	392	0	9	0	
common	mni	Manipuri	মৈতৈলোন্	Beng	basic	1	427	0	5971	427	5971	413	2367	366	2	6	2	plurals, ordinals*, collation
common	mr	Marathi	मराठी	Deva	modern	1	7189	0	0	7189	0	3413	0	398	0	9	0	
common	ms	Malay	Melayu	Latn	modern	4	6559	0	0	6559	0	2922	0	467	0	9	0	
common	my	Burmese	မြန်မာ	Mymr	modern	1	6490	0	1	6490	1	2862	0	392	0	9	0	
common	nb	Norwegian Bokmål	norsk bokmål	Latn	modern	2	7249	0	0	7249	0	3387	0	394	0	9	0	
common	ne	Nepali	नेपाली	Deva	modern	2	7167	0	0	7167	0	3403	0	401	0	9	0	
common	nl	Dutch	Nederlands	Latn	modern	7	7235	0	0	7235	0	3391	0	408	0	9	0	
common	nn	Norwegian Nynorsk	norsk nynorsk	Latn	moderate	1	7058	48	0	7058	48	3349	0	391	0	8	0	ordinals*
common	or	Odia	ଓଡ଼ିଆ	Orya	modern	1	7094	0	31	7094	31	3357	6	389	0	9	0	
common	pa	Punjabi	ਪੰਜਾਬੀ	Guru	modern	1	7169	0	1	7169	1	3404	0	399	0	9	0	
common	pcm	Nigerian Pidgin	Naijíriá Píjin	Latn	basic	1	7098	0	3	7098	3	3344	2	382	2	6	2	ordinals*, casing, collation
common	pl	Polish	polski	Latn	modern	1	10510	0	0	10510	0	4481	0	418	0	9	0	
