#Dir	Code	English Name	Native Name	Script	CLDR Target	Sublocales	Fields	UC	Missing	Modern	Miss +UC	Moderate	Miss +UC	Basic	Miss +UC	Core	Miss +UC	Core-Missing
common	ps	Pashto	پښتو	Arab	modern	2	7296	0	4	7296	4	3514	1	550	1	8	1	orientation
common	pt	Portuguese	português	Latn	modern	12	7327	0	0	7327	0	3480	0	532	0	9	0	
common	ro	Romanian	română	Latn	modern	2	7837	0	0	7837	0	3938	0	410	0	9	0	
common	ru	Russian	русский	Cyrl	modern	6	10841	0	0	10841	0	4462	0	499	0	9	0	
common	sa	Sanskrit	संस्कृत भाषा	Deva	basic	1	494	8	5905	494	5913	478	2309	374	1	7	1	plurals, ordinals*
common	sat	Santali	ᱥᱟᱱᱛᱟᱲᱤ	Olck	basic	1	443	0	7275	443	7275	434	3426	393	1	6	1	ordinals*, romanization*, collation
common	sd	Sindhi	سنڌي	Arab	modern	1	7100	3	3	7100	6	3346	5	386	2	7	2	orientation, collation
common	sd_Deva	Sindhi (Devanagari)	सिन्धी (देवनागिरी)	Deva	basic	1	432	0	6631	432	6631	424	2903	387	1	8	1	collation
common	si	Sinhala	සිංහල	Sinh	modern	1	7156	0	1	7156	1	3398	0	391	0	8	0	romanization*
common	sk	Slovak	slovenčina	Latn	modern	1	8518	0	0	8518	0	4484	0	411	0	9	0	
common	sl	Slovenian	slovenščina	Latn	modern	1	8511	0	0	8511	0	4477	0	408	0	9	0	
common	so	Somali	Soomaali	Latn	modern	4	7139	0	84	7139	84	3431	1	462	1	7	1	ordinals*, collation
common	sq	Albanian	shqip	Latn	modern	3	7078	75	1	7078	76	3351	45	393	0	9	0	
common	sr	Serbian	српски	Cyrl	modern	4	7837	0	0	7837	0	3928	0	415	0	9	0	
common	su	Sundanese	Basa Sunda	Latn	basic	1	460	5	5540	460	5545	443	1942	372	2	6	2	ordinals*, casing, collation
common	sv	Swedish	svenska	Latn	modern	3	7226	21	0	7226	21	3398	4	399	0	9	0	
common	sw	Swahili	Kiswahili	Latn	modern	4	7166	0	1	7166	1	3393	0	401	0	9	0	
common	ta	Tamil	தமிழ்	Taml	modern	4	7271	0	0	7271	0	3494	0	477	0	9	0	
common	te	Telugu	తెలుగు	Telu	modern	1	7170	0	0	7170	0	3392	0	389	0	9	0	
common	th	Thai	ไทย	Thai	modern	1	6547	0	0	6547	0	2879	0	392	0	9	0	
common	tk	Turkmen	türkmen dili	Latn	modern	1	7116	0	1	7116	1	3360	0	393	0	9	0	
common	tr	Turkish	Türkçe	Latn	modern	2	7279	0	0	7279	0	3488	0	469	0	9	0	
common	uk	Ukrainian	українська	Cyrl	modern	1	8498	9	0	8498	9	4462	0	416	0	9	0	
common	ur	Urdu	اردو	Arab	modern	2	7274	0	2	7274	2	3472	1	473	1	8	1	orientation
common	uz	Uzbek	o‘zbek	Latn	modern	1	7257	2	1	7257	3	3473	0	475	0	9	0	
common	vi	Vietnamese	Tiếng Việt	Latn	modern	1	6645	0	2	6645	2	2851	2	383	0	9	0	
common	yo	Yoruba	Èdè Yorùbá	Latn	moderate	2	5549	12	882	5549	894	2821	0	379	0	8	0	ordinals*
common	yue	Cantonese	粵語	Hant	modern	1	6513	0	1	6513	1	2869	1	379	1	8	1	collation
common	zh	Chinese	中文	Hans	modern	4	6780	0	0	6780	0	2972	0	488	0	9	0	
common	zh_Hant	Traditional Chinese	繁體中文	Hant	modern	0	6781	0	0	6781	0	2974	0	488	0	9	0	
common	zu	Zulu	isiZulu	Latn	modern	1	7102	0	59	7102	59	3387	0	385	0	9	0	
