# Count	PathHeader

99	Currencies	Southern Asia (C)	Southern Asia: Afghanistan	AFN-symbol-narrow
98	Currencies	Western Africa	Western Africa: Ghana	GHS-symbol-narrow
98	Currencies	Western Asia (C)	Western Asia: Armenia	AMD-symbol-narrow
98	Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-symbol-narrow
21	Units	Volume	dessert-spoon	long-other-nominative
21	Units	Volume	dessert-spoon-imperial	long-other-nominative
21	Units	Volume	drop	long-other-nominative
21	Units	Volume	dram	long-other-nominative
21	Units	Volume	jigger	long-other-nominative
21	Units	Volume	pinch	long-other-nominative
21	Units	Volume	quart-imperial	long-other-nominative
21	Units	Mass and Weight	grain	long-other-nominative
13	Units	Volume	dessert-spoon	long-one-nominative
13	Units	Volume	dessert-spoon-imperial	long-one-nominative
13	Units	Volume	drop	long-one-nominative
13	Units	Volume	dram	long-one-nominative
13	Units	Volume	jigger	long-one-nominative
13	Units	Volume	pinch	long-one-nominative
13	Units	Volume	quart-imperial	long-one-nominative
13	Units	Mass and Weight	grain	long-one-nominative
12	Units	Duration	year	long-gender
12	Units	Duration	month	long-gender
12	Units	Duration	week	long-gender
12	Units	Duration	day	long-gender
12	Units	Duration	hour	long-gender
12	Units	Duration	minute	long-gender
12	Units	Duration	second	long-gender
12	Units	Length	kilometer	long-gender
12	Units	Length	meter	long-gender
12	Units	Length	centimeter	long-gender
12	Units	Length	millimeter	long-gender
12	Units	Length	picometer	long-gender
12	Units	Length	mile	long-gender
12	Units	Length	yard	long-gender
12	Units	Length	foot	long-gender
12	Units	Length	inch	long-gender
12	Units	Length	parsec	long-gender
12	Units	Length	solar-radius	long-gender
12	Units	Area	square-kilometer	long-gender
12	Units	Area	hectare	long-gender
12	Units	Area	square-centimeter	long-gender
12	Units	Area	square-mile	long-gender
12	Units	Area	acre	long-gender
12	Units	Area	square-foot	long-gender
12	Units	Volume	cubic-centimeter	long-gender
12	Units	Volume	cubic-mile	long-gender
12	Units	Volume	cubic-foot	long-gender
12	Units	Volume	liter	long-gender
12	Units	Volume	deciliter	long-gender
12	Units	Volume	centiliter	long-gender
12	Units	Volume	milliliter	long-gender
12	Units	Volume	gallon	long-gender
12	Units	Volume	gallon-imperial	long-gender
12	Units	Volume	quart	long-gender
12	Units	Volume	pint	long-gender
12	Units	Volume	cup	long-gender
12	Units	Volume	fluid-ounce	long-gender
12	Units	Volume	fluid-ounce-imperial	long-gender
12	Units	Volume	tablespoon	long-gender
12	Units	Volume	teaspoon	long-gender
12	Units	Volume	dessert-spoon	long-gender
12	Units	Volume	dessert-spoon-imperial	long-gender
12	Units	Volume	drop	long-gender
12	Units	Volume	dram	long-gender
12	Units	Volume	jigger	long-gender
12	Units	Volume	pinch	long-gender
12	Units	Volume	quart-imperial	long-gender
12	Units	Speed and Acceleration	g-force	long-gender
12	Units	Speed and Acceleration	meter-per-square-second	long-gender
12	Units	Speed and Acceleration	kilometer-per-hour	long-gender
12	Units	Speed and Acceleration	meter-per-second	long-gender
12	Units	Speed and Acceleration	mile-per-hour	long-gender
12	Units	Mass and Weight	kilogram	long-gender
12	Units	Mass and Weight	gram	long-gender
12	Units	Mass and Weight	milligram	long-gender
12	Units	Mass and Weight	pound	long-gender
12	Units	Mass and Weight	ounce	long-gender
12	Units	Mass and Weight	dalton	long-gender
12	Units	Mass and Weight	earth-mass	long-gender
12	Units	Mass and Weight	solar-mass	long-gender
12	Units	Mass and Weight	grain	long-gender
12	Units	Energy and Power	kilocalorie	long-gender
12	Units	Energy and Power	foodcalorie	long-gender
12	Units	Weather	kilopascal	long-gender
12	Units	Weather	generic	long-gender
12	Units	Weather	celsius	long-gender
12	Units	Weather	fahrenheit	long-gender
12	Units	Weather	kelvin	long-gender
12	Units	Other Units	percent	long-gender
12	Units	Other Units	liter-per-100-kilometer	long-gender
12	Units	Other Units	mile-per-gallon	long-gender
12	Units	Other Units	mile-per-gallon-imperial	long-gender
12	Units	Other Units	solar-luminosity	long-gender
8	Numbers	Symbols	Symbols 	approximatelySign
4	Units	Length	foot	long-one-genitive
4	Units	Area	square-foot	long-one-genitive
4	Units	Volume	cubic-meter	long-gender
4	Units	Volume	cubic-foot	long-one-dative
4	Units	Volume	cubic-foot	long-one-genitive
4	Units	Volume	gallon-imperial	long-one-accusative
4	Units	Volume	gallon-imperial	long-one-dative
4	Units	Volume	gallon-imperial	long-one-genitive
3	Units	Duration	year	long-one-genitive
3	Units	Duration	month	long-one-genitive
3	Units	Duration	day	long-one-genitive
3	Units	Length	kilometer	long-one-genitive
3	Units	Length	meter	long-one-genitive
3	Units	Length	centimeter	long-one-genitive
3	Units	Length	millimeter	long-one-genitive
3	Units	Length	picometer	long-one-genitive
3	Units	Length	yard	long-one-genitive
3	Units	Length	foot	long-one-dative
3	Units	Length	inch	long-one-genitive
3	Units	Length	parsec	long-one-dative
3	Units	Length	parsec	long-one-genitive
3	Units	Length	solar-radius	long-one-dative
3	Units	Length	solar-radius	long-one-genitive
3	Units	Area	square-kilometer	long-one-genitive
3	Units	Area	hectare	long-one-genitive
3	Units	Area	square-centimeter	long-one-dative
3	Units	Area	square-centimeter	long-one-genitive
3	Units	Area	acre	long-one-genitive
3	Units	Area	square-foot	long-one-dative
3	Units	Volume	cubic-centimeter	long-one-dative
3	Units	Volume	cubic-centimeter	long-one-genitive
3	Units	Volume	cubic-foot	long-one-accusative
3	Units	Volume	liter	long-one-genitive
3	Units	Volume	deciliter	long-one-dative
3	Units	Volume	deciliter	long-one-genitive
3	Units	Volume	centiliter	long-one-dative
3	Units	Volume	centiliter	long-one-genitive
3	Units	Volume	milliliter	long-one-dative
3	Units	Volume	milliliter	long-one-genitive
3	Units	Volume	gallon	long-one-accusative
3	Units	Volume	gallon	long-one-dative
3	Units	Volume	gallon	long-one-genitive
3	Units	Volume	quart	long-one-accusative
3	Units	Volume	quart	long-one-dative
3	Units	Volume	quart	long-one-genitive
3	Units	Volume	pint	long-one-accusative
3	Units	Volume	pint	long-one-dative
3	Units	Volume	pint	long-one-genitive
3	Units	Volume	cup	long-one-accusative
3	Units	Volume	cup	long-one-dative
3	Units	Volume	cup	long-one-genitive
3	Units	Volume	fluid-ounce	long-one-accusative
3	Units	Volume	fluid-ounce	long-one-dative
3	Units	Volume	fluid-ounce	long-one-genitive
3	Units	Volume	fluid-ounce-imperial	long-one-accusative
3	Units	Volume	fluid-ounce-imperial	long-one-dative
3	Units	Volume	fluid-ounce-imperial	long-one-genitive
3	Units	Volume	tablespoon	long-one-accusative
3	Units	Volume	tablespoon	long-one-dative
3	Units	Volume	tablespoon	long-one-genitive
3	Units	Volume	teaspoon	long-one-accusative
3	Units	Volume	teaspoon	long-one-dative
3	Units	Volume	teaspoon	long-one-genitive
3	Units	Volume	dessert-spoon	long-one-accusative
3	Units	Volume	dessert-spoon	long-one-dative
3	Units	Volume	dessert-spoon	long-one-genitive
3	Units	Volume	dessert-spoon-imperial	long-one-accusative
3	Units	Volume	dessert-spoon-imperial	long-one-dative
3	Units	Volume	dessert-spoon-imperial	long-one-genitive
3	Units	Volume	drop	long-one-accusative
3	Units	Volume	drop	long-one-dative
3	Units	Volume	drop	long-one-genitive
3	Units	Volume	dram	long-one-accusative
3	Units	Volume	dram	long-one-dative
3	Units	Volume	dram	long-one-genitive
3	Units	Volume	jigger	long-one-accusative
3	Units	Volume	jigger	long-one-dative
3	Units	Volume	jigger	long-one-genitive
3	Units	Volume	pinch	long-one-accusative
3	Units	Volume	pinch	long-one-dative
3	Units	Volume	pinch	long-one-genitive
3	Units	Volume	quart-imperial	long-one-accusative
3	Units	Volume	quart-imperial	long-one-dative
3	Units	Volume	quart-imperial	long-one-genitive
3	Units	Speed and Acceleration	meter-per-square-second	long-one-dative
3	Units	Speed and Acceleration	meter-per-square-second	long-one-genitive
3	Units	Speed and Acceleration	kilometer-per-hour	long-one-genitive
3	Units	Speed and Acceleration	meter-per-second	long-one-genitive
3	Units	Mass and Weight	kilogram	long-one-genitive
3	Units	Mass and Weight	gram	long-one-genitive
3	Units	Mass and Weight	milligram	long-one-dative
3	Units	Mass and Weight	milligram	long-one-genitive
