#LCode	English Name	Script	Locale Level	Path Level	STStatus	Bailey	Vxml	VStatus	Section	Page	Header	Code	ST Link	Config Action
bg	Bulgarian	Cyrillic	modern	moderate	READ_WRITE	{0} брит. дес. лъжици			Units	Volume	dessert-spoon-imperial	long-other-nominative	http://st.unicode.org/cldr-apps/v#/bg//9c2099be78f2803	
bg	Bulgarian	Cyrillic	modern	modern	READ_WRITE	fur			Units	Length	furlong	short-displayName	http://st.unicode.org/cldr-apps/v#/bg//677398b407d90a3a	
bg	Bulgarian	Cyrillic	modern	modern	READ_WRITE	fth			Units	Length	fathom	short-displayName	http://st.unicode.org/cldr-apps/v#/bg//701fa97abff70dc8	
bg	Bulgarian	Cyrillic	modern	modern	READ_WRITE	st			Units	Mass and Weight	stone	short-displayName	http://st.unicode.org/cldr-apps/v#/bg//78e9ef06b5dc52f6	
cad	Caddo	Latin	basic	core	HIDE				Supplemental	Plural	cardinal-cad	other	http://st.unicode.org/cldr-apps/v#/cad//646d4761b3b406f5	
cad	Caddo	Latin	basic	modern	HIDE				Supplemental	Plural	ordinal-cad	other	http://st.unicode.org/cldr-apps/v#/cad//7884b56103a1f724	
cad	Caddo	Latin	basic	core	DEPRECATED				Special	Unknown	metadata	casingData/casingItem[@type="*"]	http://st.unicode.org/cldr-apps/v#/cad//60b956c5c59aabd6	
cad	Caddo	Latin	basic	core	HIDE				Miscellaneous	Linguistic Elements	Collation	standard	http://st.unicode.org/cldr-apps/v#/cad//96637b9643a58d4	
cad	Caddo	Latin	basic	basic	READ_WRITE	{0} ({1})			Locale Display Names	Locale Name Patterns	Locale Formatting	localePattern	http://st.unicode.org/cldr-apps/v#/cad//4c3249dbb329101c	
cad	Caddo	Latin	basic	basic	READ_WRITE	{0}, {1}			Locale Display Names	Locale Name Patterns	Locale Formatting	localeSeparator	http://st.unicode.org/cldr-apps/v#/cad//1d142c4be7841aa7	
cad	Caddo	Latin	basic	basic	READ_WRITE	{0}: {1}			Locale Display Names	Locale Name Patterns	Locale Formatting	localeKeyTypePattern	http://st.unicode.org/cldr-apps/v#/cad//38d08336cae10c4e	
cad	Caddo	Latin	basic	basic	READ_WRITE	de			Locale Display Names	Languages (E-J)	G	German ► de	http://st.unicode.org/cldr-apps/v#/cad//22f2dfbbb64442dd	
cad	Caddo	Latin	basic	basic	READ_WRITE	en			Locale Display Names	Languages (E-J)	E	English ► en	http://st.unicode.org/cldr-apps/v#/cad//32a5ce91a0e98123	
cad	Caddo	Latin	basic	basic	READ_WRITE	es			Locale Display Names	Languages (O-S)	S	Spanish ► es	http://st.unicode.org/cldr-apps/v#/cad//788a39c2ce7c55d8	
cad	Caddo	Latin	basic	basic	READ_WRITE	fr			Locale Display Names	Languages (E-J)	F	French ► fr	http://st.unicode.org/cldr-apps/v#/cad//225e1eb2402007a	
cad	Caddo	Latin	basic	basic	READ_WRITE	it			Locale Display Names	Languages (E-J)	I	Italian ► it	http://st.unicode.org/cldr-apps/v#/cad//f7930f3734248aa	
cad	Caddo	Latin	basic	basic	READ_WRITE	ja			Locale Display Names	Languages (E-J)	J	Japanese ► ja	http://st.unicode.org/cldr-apps/v#/cad//549120f10bc80370	
cad	Caddo	Latin	basic	basic	READ_WRITE	pt			Locale Display Names	Languages (O-S)	P	Portuguese ► pt	http://st.unicode.org/cldr-apps/v#/cad//1aae47edf1baa12c	
cad	Caddo	Latin	basic	basic	READ_WRITE	ru			Locale Display Names	Languages (O-S)	R	Russian ► ru	http://st.unicode.org/cldr-apps/v#/cad//5501354425c9f590	
cad	Caddo	Latin	basic	basic	READ_WRITE	und			Locale Display Names	Languages (T-Z)	U	Unknown language ► und	http://st.unicode.org/cldr-apps/v#/cad//59146e1e75957ebd	
cad	Caddo	Latin	basic	basic	READ_WRITE	zh			Locale Display Names	Languages (A-D)	C	Chinese ► zh	http://st.unicode.org/cldr-apps/v#/cad//33354f29e6c2afdd	
cad	Caddo	Latin	basic	basic	READ_WRITE	zh			Locale Display Names	Languages (A-D)	C	Chinese ► zh-menu	http://st.unicode.org/cldr-apps/v#/cad//89bfbc46185de05	
cad	Caddo	Latin	basic	basic	READ_WRITE	Arab			Locale Display Names	Scripts	Major Use	Arab	http://st.unicode.org/cldr-apps/v#/cad//43bc64aec1f67a39	
cad	Caddo	Latin	basic	basic	READ_WRITE	Cyrl			Locale Display Names	Scripts	Major Use	Cyrl	http://st.unicode.org/cldr-apps/v#/cad//675285b903b0a31e	
cad	Caddo	Latin	basic	basic	READ_WRITE	Hans			Locale Display Names	Scripts	Major Use	Hans	http://st.unicode.org/cldr-apps/v#/cad//3317b1f428d9a7de	
cad	Caddo	Latin	basic	basic	READ_WRITE	Hans			Locale Display Names	Scripts	Major Use	Hans-stand-alone	http://st.unicode.org/cldr-apps/v#/cad//3e09bd64b9258f95	
cad	Caddo	Latin	basic	basic	READ_WRITE	Hant			Locale Display Names	Scripts	Major Use	Hant	http://st.unicode.org/cldr-apps/v#/cad//348f813d4317c787	
cad	Caddo	Latin	basic	basic	READ_WRITE	Hant			Locale Display Names	Scripts	Major Use	Hant-stand-alone	http://st.unicode.org/cldr-apps/v#/cad//c7ba7ecc11cef38	
cad	Caddo	Latin	basic	basic	READ_WRITE	Latn			Locale Display Names	Scripts	Major Use	Latn	http://st.unicode.org/cldr-apps/v#/cad//18889bc27cffd398	
cad	Caddo	Latin	basic	basic	READ_WRITE	Zxxx			Locale Display Names	Scripts	Other	Zxxx	http://st.unicode.org/cldr-apps/v#/cad//44d4d43894cfbd45	
cad	Caddo	Latin	basic	basic	READ_WRITE	Zzzz			Locale Display Names	Scripts	Other	Zzzz	http://st.unicode.org/cldr-apps/v#/cad//27889b2297aa7a3e	
cad	Caddo	Latin	basic	basic	READ_WRITE	BR			Locale Display Names	Territories (South America)	South America	BR	http://st.unicode.org/cldr-apps/v#/cad//368cb35d70b25bb1	
cad	Caddo	Latin	basic	basic	READ_WRITE	CN			Locale Display Names	Territories (Asia)	Eastern Asia	CN	http://st.unicode.org/cldr-apps/v#/cad//44ba58ccfdc5ff48	
cad	Caddo	Latin	basic	basic	READ_WRITE	DE			Locale Display Names	Territories (Europe)	Western Europe	DE	http://st.unicode.org/cldr-apps/v#/cad//36883049d0ca41d1	
cad	Caddo	Latin	basic	basic	READ_WRITE	FR			Locale Display Names	Territories (Europe)	Western Europe	FR	http://st.unicode.org/cldr-apps/v#/cad//5af7553f05253b26	
cad	Caddo	Latin	basic	basic	READ_WRITE	GB			Locale Display Names	Territories (Europe)	Northern Europe	GB	http://st.unicode.org/cldr-apps/v#/cad//31293b96600273a2	
cad	Caddo	Latin	basic	basic	READ_WRITE	IN			Locale Display Names	Territories (Asia)	Southern Asia	IN	http://st.unicode.org/cldr-apps/v#/cad//290bb853841dbc53	
cad	Caddo	Latin	basic	basic	READ_WRITE	IT			Locale Display Names	Territories (Europe)	Southern Europe	IT	http://st.unicode.org/cldr-apps/v#/cad//24e00ee6dc27f799	
cad	Caddo	Latin	basic	basic	READ_WRITE	JP			Locale Display Names	Territories (Asia)	Eastern Asia	JP	http://st.unicode.org/cldr-apps/v#/cad//7d5f6c9c553c7a70	
cad	Caddo	Latin	basic	basic	READ_WRITE	RU			Locale Display Names	Territories (Europe)	Eastern Europe	RU	http://st.unicode.org/cldr-apps/v#/cad//4e302f46c0477a7	
cad	Caddo	Latin	basic	basic	READ_WRITE	ZZ			Locale Display Names	Geographic Regions	Unknown Region	ZZ	http://st.unicode.org/cldr-apps/v#/cad//5f82605e5b4cdc	
cad	Caddo	Latin	basic	basic	READ_WRITE	gregorian			Locale Display Names	Keys	calendar	calendar-gregorian	http://st.unicode.org/cldr-apps/v#/cad//d64615202306f60	
cad	Caddo	Latin	basic	basic	READ_WRITE	standard			Locale Display Names	Keys	collation	collation-standard	http://st.unicode.org/cldr-apps/v#/cad//16932de4dae646cd	
cad	Caddo	Latin	basic	basic	READ_WRITE	latn			Locale Display Names	Keys	numbers	numbers-latn	http://st.unicode.org/cldr-apps/v#/cad//4ecea66c4f11e926	
cad	Caddo	Latin	basic	basic	READ_WRITE	Metric			Units	Measurement Systems	null	metric	http://st.unicode.org/cldr-apps/v#/cad//31eba6e5ae86b7f4	
cad	Caddo	Latin	basic	basic	READ_WRITE	UK			Units	Measurement Systems	null	UK	http://st.unicode.org/cldr-apps/v#/cad//769eee402aefcb95	
cad	Caddo	Latin	basic	basic	READ_WRITE	{0}			Locale Display Names	Locale Name Patterns	Locale Field Fallbacks	language	http://st.unicode.org/cldr-apps/v#/cad//797e02e84e5c2d4f	
cad	Caddo	Latin	basic	basic	READ_WRITE	{0}			Locale Display Names	Locale Name Patterns	Locale Field Fallbacks	script	http://st.unicode.org/cldr-apps/v#/cad//588a2c1f30fa9923	
cad	Caddo	Latin	basic	basic	READ_WRITE	{0}			Locale Display Names	Locale Name Patterns	Locale Field Fallbacks	territory	http://st.unicode.org/cldr-apps/v#/cad//3740809aba933fe2	
cad	Caddo	Latin	basic	basic	READ_WRITE	“			Core Data	Alphabetic Information	Quotation Marks	Start	http://st.unicode.org/cldr-apps/v#/cad//5b9334c0c418e2d5	
cad	Caddo	Latin	basic	basic	READ_WRITE	”			Core Data	Alphabetic Information	Quotation Marks	End	http://st.unicode.org/cldr-apps/v#/cad//101c4f8aa144538f	
cad	Caddo	Latin	basic	basic	READ_WRITE	‘			Core Data	Alphabetic Information	Quotation Marks	embedded-Start	http://st.unicode.org/cldr-apps/v#/cad//1cdbfe7700d31ed7	
cad	Caddo	Latin	basic	basic	READ_WRITE	’			Core Data	Alphabetic Information	Quotation Marks	embedded-End	http://st.unicode.org/cldr-apps/v#/cad//3718ab2e2f360d43	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	{1} {0}			Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	full	http://st.unicode.org/cldr-apps/v#/cad//117cd82a650fede5	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	{1} {0}			Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	long	http://st.unicode.org/cldr-apps/v#/cad//ad56233b7a340ed	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	{1} {0}			Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	medium	http://st.unicode.org/cldr-apps/v#/cad//39a0e23b0dbf8ee2	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	{1} {0}			Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	short	http://st.unicode.org/cldr-apps/v#/cad//2b04f959e8b5582c	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	{0} – {1}			Date & Time	Generic	Formats - Intervals - Fallback	Fallback	http://st.unicode.org/cldr-apps/v#/cad//16495a42677a946c	
cad	Caddo	Latin	basic	basic	READ_WRITE	1			Date & Time	Gregorian	Months - narrow - Formatting	Jan	http://st.unicode.org/cldr-apps/v#/cad//62bca2005afce142	
cad	Caddo	Latin	basic	basic	READ_WRITE	2			Date & Time	Gregorian	Months - narrow - Formatting	Feb	http://st.unicode.org/cldr-apps/v#/cad//174e182c82ae3cbd	
cad	Caddo	Latin	basic	basic	READ_WRITE	3			Date & Time	Gregorian	Months - narrow - Formatting	Mar	http://st.unicode.org/cldr-apps/v#/cad//50ae72ce938e73c7	
cad	Caddo	Latin	basic	basic	READ_WRITE	4			Date & Time	Gregorian	Months - narrow - Formatting	Apr	http://st.unicode.org/cldr-apps/v#/cad//5b7774cb49a7e0e6	
cad	Caddo	Latin	basic	basic	READ_WRITE	5			Date & Time	Gregorian	Months - narrow - Formatting	May	http://st.unicode.org/cldr-apps/v#/cad//485a0c57e217b214	
cad	Caddo	Latin	basic	basic	READ_WRITE	6			Date & Time	Gregorian	Months - narrow - Formatting	Jun	http://st.unicode.org/cldr-apps/v#/cad//23e261c3afae9aaf	
cad	Caddo	Latin	basic	basic	READ_WRITE	7			Date & Time	Gregorian	Months - narrow - Formatting	Jul	http://st.unicode.org/cldr-apps/v#/cad//215d6aeab65cc741	
cad	Caddo	Latin	basic	basic	READ_WRITE	8			Date & Time	Gregorian	Months - narrow - Formatting	Aug	http://st.unicode.org/cldr-apps/v#/cad//54da034de28bcb34	
cad	Caddo	Latin	basic	basic	READ_WRITE	9			Date & Time	Gregorian	Months - narrow - Formatting	Sep	http://st.unicode.org/cldr-apps/v#/cad//4972781421a845c4	
cad	Caddo	Latin	basic	basic	READ_WRITE	10			Date & Time	Gregorian	Months - narrow - Formatting	Oct	http://st.unicode.org/cldr-apps/v#/cad//65de43f1f5fda84	
cad	Caddo	Latin	basic	basic	READ_WRITE	11			Date & Time	Gregorian	Months - narrow - Formatting	Nov	http://st.unicode.org/cldr-apps/v#/cad//71cb0a9895e0787e	
cad	Caddo	Latin	basic	basic	READ_WRITE	12			Date & Time	Gregorian	Months - narrow - Formatting	Dec	http://st.unicode.org/cldr-apps/v#/cad//b2c65bced152f60	
cad	Caddo	Latin	basic	basic	READ_WRITE	1			Date & Time	Gregorian	Months - narrow - Standalone	Jan	http://st.unicode.org/cldr-apps/v#/cad//319259f84f7117d2	
cad	Caddo	Latin	basic	basic	READ_WRITE	2			Date & Time	Gregorian	Months - narrow - Standalone	Feb	http://st.unicode.org/cldr-apps/v#/cad//44527752c46f6cd3	
cad	Caddo	Latin	basic	basic	READ_WRITE	3			Date & Time	Gregorian	Months - narrow - Standalone	Mar	http://st.unicode.org/cldr-apps/v#/cad//8c1d98ca59eeb65	
cad	Caddo	Latin	basic	basic	READ_WRITE	4			Date & Time	Gregorian	Months - narrow - Standalone	Apr	http://st.unicode.org/cldr-apps/v#/cad//5d5f218a0cd4cd47	
cad	Caddo	Latin	basic	basic	READ_WRITE	5			Date & Time	Gregorian	Months - narrow - Standalone	May	http://st.unicode.org/cldr-apps/v#/cad//6476805764f43020	
cad	Caddo	Latin	basic	basic	READ_WRITE	6			Date & Time	Gregorian	Months - narrow - Standalone	Jun	http://st.unicode.org/cldr-apps/v#/cad//6f8e53c95476d0e4	
cad	Caddo	Latin	basic	basic	READ_WRITE	7			Date & Time	Gregorian	Months - narrow - Standalone	Jul	http://st.unicode.org/cldr-apps/v#/cad//1a3f6e79730c07ce	
cad	Caddo	Latin	basic	basic	READ_WRITE	8			Date & Time	Gregorian	Months - narrow - Standalone	Aug	http://st.unicode.org/cldr-apps/v#/cad//16b5352d61351cae	
cad	Caddo	Latin	basic	basic	READ_WRITE	9			Date & Time	Gregorian	Months - narrow - Standalone	Sep	http://st.unicode.org/cldr-apps/v#/cad//1157cc884d451f34	
cad	Caddo	Latin	basic	basic	READ_WRITE	10			Date & Time	Gregorian	Months - narrow - Standalone	Oct	http://st.unicode.org/cldr-apps/v#/cad//6d40c72ec86e60a9	
cad	Caddo	Latin	basic	basic	READ_WRITE	11			Date & Time	Gregorian	Months - narrow - Standalone	Nov	http://st.unicode.org/cldr-apps/v#/cad//422b3c197b89b26b	
cad	Caddo	Latin	basic	basic	READ_WRITE	12			Date & Time	Gregorian	Months - narrow - Standalone	Dec	http://st.unicode.org/cldr-apps/v#/cad//1f499dfbdce91501	
cad	Caddo	Latin	basic	basic	READ_WRITE	S			Date & Time	Gregorian	Days - narrow - Formatting	sun	http://st.unicode.org/cldr-apps/v#/cad//773cf1a92b05f940	
cad	Caddo	Latin	basic	basic	READ_WRITE	M			Date & Time	Gregorian	Days - narrow - Formatting	mon	http://st.unicode.org/cldr-apps/v#/cad//74cdcb7c6fe9a9cc	
cad	Caddo	Latin	basic	basic	READ_WRITE	T			Date & Time	Gregorian	Days - narrow - Formatting	tue	http://st.unicode.org/cldr-apps/v#/cad//234320f1ec513492	
cad	Caddo	Latin	basic	basic	READ_WRITE	W			Date & Time	Gregorian	Days - narrow - Formatting	wed	http://st.unicode.org/cldr-apps/v#/cad//4ab3e309fe0cc666	
cad	Caddo	Latin	basic	basic	READ_WRITE	T			Date & Time	Gregorian	Days - narrow - Formatting	thu	http://st.unicode.org/cldr-apps/v#/cad//779fafbe4fd06a00	
cad	Caddo	Latin	basic	basic	READ_WRITE	F			Date & Time	Gregorian	Days - narrow - Formatting	fri	http://st.unicode.org/cldr-apps/v#/cad//3270ceb6ea06f97	
cad	Caddo	Latin	basic	basic	READ_WRITE	S			Date & Time	Gregorian	Days - narrow - Formatting	sat	http://st.unicode.org/cldr-apps/v#/cad//52cc3300773f43e3	
cad	Caddo	Latin	basic	basic	READ_WRITE	S			Date & Time	Gregorian	Days - narrow - Standalone	sun	http://st.unicode.org/cldr-apps/v#/cad//1391a89f18e894b0	
cad	Caddo	Latin	basic	basic	READ_WRITE	M			Date & Time	Gregorian	Days - narrow - Standalone	mon	http://st.unicode.org/cldr-apps/v#/cad//1be3af0317d3ed5a	
cad	Caddo	Latin	basic	basic	READ_WRITE	T			Date & Time	Gregorian	Days - narrow - Standalone	tue	http://st.unicode.org/cldr-apps/v#/cad//66ce4f98fa7249c4	
cad	Caddo	Latin	basic	basic	READ_WRITE	W			Date & Time	Gregorian	Days - narrow - Standalone	wed	http://st.unicode.org/cldr-apps/v#/cad//7cfc0a9ac9a28024	
cad	Caddo	Latin	basic	basic	READ_WRITE	T			Date & Time	Gregorian	Days - narrow - Standalone	thu	http://st.unicode.org/cldr-apps/v#/cad//37526916b5dd4ae	
cad	Caddo	Latin	basic	basic	READ_WRITE	F			Date & Time	Gregorian	Days - narrow - Standalone	fri	http://st.unicode.org/cldr-apps/v#/cad//4265348a372b56ae	
cad	Caddo	Latin	basic	basic	READ_WRITE	S			Date & Time	Gregorian	Days - narrow - Standalone	sat	http://st.unicode.org/cldr-apps/v#/cad//4f7cd1873bfee567	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q1			Date & Time	Gregorian	Quarters - abbreviated - Formatting	1	http://st.unicode.org/cldr-apps/v#/cad//3c0f71786179c269	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q2			Date & Time	Gregorian	Quarters - abbreviated - Formatting	2	http://st.unicode.org/cldr-apps/v#/cad//5a112a027121be7b	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q3			Date & Time	Gregorian	Quarters - abbreviated - Formatting	3	http://st.unicode.org/cldr-apps/v#/cad//5135e9d48c2e3572	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q4			Date & Time	Gregorian	Quarters - abbreviated - Formatting	4	http://st.unicode.org/cldr-apps/v#/cad//e26d34ed36c5613	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q1			Date & Time	Gregorian	Quarters - wide - Formatting	1	http://st.unicode.org/cldr-apps/v#/cad//778a77804eacc39e	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q2			Date & Time	Gregorian	Quarters - wide - Formatting	2	http://st.unicode.org/cldr-apps/v#/cad//33c5a1d5fc421d30	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q3			Date & Time	Gregorian	Quarters - wide - Formatting	3	http://st.unicode.org/cldr-apps/v#/cad//4b595ac8a6eb3003	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q4			Date & Time	Gregorian	Quarters - wide - Formatting	4	http://st.unicode.org/cldr-apps/v#/cad//427ad2e97232fadc	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q1			Date & Time	Gregorian	Quarters - abbreviated - Standalone	1	http://st.unicode.org/cldr-apps/v#/cad//258eb6ac14fe112f	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q2			Date & Time	Gregorian	Quarters - abbreviated - Standalone	2	http://st.unicode.org/cldr-apps/v#/cad//54c3bdd61e275e62	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q3			Date & Time	Gregorian	Quarters - abbreviated - Standalone	3	http://st.unicode.org/cldr-apps/v#/cad//35611adf6f9f1f4c	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q4			Date & Time	Gregorian	Quarters - abbreviated - Standalone	4	http://st.unicode.org/cldr-apps/v#/cad//5fab0940f3761bdd	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q1			Date & Time	Gregorian	Quarters - wide - Standalone	1	http://st.unicode.org/cldr-apps/v#/cad//547aa98a8f974616	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q2			Date & Time	Gregorian	Quarters - wide - Standalone	2	http://st.unicode.org/cldr-apps/v#/cad//85959c76fb61da0	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q3			Date & Time	Gregorian	Quarters - wide - Standalone	3	http://st.unicode.org/cldr-apps/v#/cad//5c872552bda7d515	
cad	Caddo	Latin	basic	basic	READ_WRITE	Q4			Date & Time	Gregorian	Quarters - wide - Standalone	4	http://st.unicode.org/cldr-apps/v#/cad//7fcb44747e7b71a0	
cad	Caddo	Latin	basic	basic	READ_WRITE	AM			Date & Time	Gregorian	Day Periods - wide - Formatting	am	http://st.unicode.org/cldr-apps/v#/cad//5c6d3896851453de	
cad	Caddo	Latin	basic	basic	READ_WRITE	PM			Date & Time	Gregorian	Day Periods - wide - Formatting	pm	http://st.unicode.org/cldr-apps/v#/cad//72c7f54616968b69	
cad	Caddo	Latin	basic	basic	READ_WRITE	BCE			Date & Time	Gregorian	Eras - abbreviated	0	http://st.unicode.org/cldr-apps/v#/cad//324cdfd07b386d43	
cad	Caddo	Latin	basic	basic	READ_WRITE	CE			Date & Time	Gregorian	Eras - abbreviated	1	http://st.unicode.org/cldr-apps/v#/cad//7d17ce2c940fc2c3	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	{1} {0}			Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	full	http://st.unicode.org/cldr-apps/v#/cad//4caf0def588f4e8	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	{1} {0}			Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	long	http://st.unicode.org/cldr-apps/v#/cad//1219d5305851a4d	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	{1} {0}			Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	medium	http://st.unicode.org/cldr-apps/v#/cad//7a365a21694f0127	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	{1} {0}			Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	short	http://st.unicode.org/cldr-apps/v#/cad//1141bf54834c4261	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	h B			Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	Bh	http://st.unicode.org/cldr-apps/v#/cad//124541076119fb83	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	h:mm B			Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	Bhm	http://st.unicode.org/cldr-apps/v#/cad//248fbe564acac90d	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	h:mm:ss B			Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	Bhms	http://st.unicode.org/cldr-apps/v#/cad//7d4ae376741e3116	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	d			Date & Time	Gregorian	Formats - Flexible - Date Formats	d	http://st.unicode.org/cldr-apps/v#/cad//76c392ebd666b0bd	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	ccc			Date & Time	Gregorian	Formats - Flexible - Date Formats	E	http://st.unicode.org/cldr-apps/v#/cad//140cf3a4c102803b	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	E h:mm B			Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	EBhm	http://st.unicode.org/cldr-apps/v#/cad//71e07b0a5a1703b7	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	E h:mm:ss B			Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	EBhms	http://st.unicode.org/cldr-apps/v#/cad//2d8a541f0fd34d5d	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	d, E			Date & Time	Gregorian	Formats - Flexible - Date Formats	Ed	http://st.unicode.org/cldr-apps/v#/cad//7676ac749ef2cc62	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	E h:mm a			Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	Ehm	http://st.unicode.org/cldr-apps/v#/cad//71395417e917c2fd	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	E HH:mm			Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	EHm	http://st.unicode.org/cldr-apps/v#/cad//520f8445116739cd	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	E h:mm:ss a			Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	Ehms	http://st.unicode.org/cldr-apps/v#/cad//7027c495525eded6	
cad	Caddo	Latin	basic	basic	LTR_ALWAYS	E HH:mm:ss			Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	EHms	http://st.unicode.org/cldr-apps/v#/cad//7637c409f3271b97	
