# Section	Page	Header	Code	Locale	Old	New	Level
Currencies	Western Africa	Western Africa: Ghana	GHS-symbol-narrow	af	GHS	GH₵	moderate
Currencies	Western Asia (C)	Western Asia: Armenia	AMD-symbol-narrow	af	AMD	֏	moderate
Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-symbol-narrow	af	AZN	₼	moderate
Currencies	Southern Asia (C)	Southern Asia: Afghanistan	AFN-symbol-narrow	af	AFN	‫؋‬	moderate
Currencies	Western Africa	Western Africa: Ghana	GHS-symbol-narrow	am	GHS	GH₵	moderate
Currencies	Western Asia (C)	Western Asia: Armenia	AMD-symbol-narrow	am	AMD	֏	moderate
Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-symbol-narrow	am	AZN	₼	moderate
Currencies	Southern Asia (C)	Southern Asia: Afghanistan	AFN-symbol-narrow	am	AFN	‫؋‬	moderate
Currencies	Western Africa	Western Africa: Ghana	GHS-symbol-narrow	ar	GHS	GH₵	moderate
Currencies	Western Asia (C)	Western Asia: Armenia	AMD-symbol-narrow	ar	AMD	֏	moderate
Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-symbol-narrow	ar	AZN	₼	moderate
Currencies	Southern Asia (C)	Southern Asia: Afghanistan	AFN-symbol-narrow	ar	AFN	‫؋‬	moderate
Currencies	Western Africa	Western Africa: Ghana	GHS-symbol-narrow	as	GHS	GH₵	moderate
Currencies	Western Asia (C)	Western Asia: Armenia	AMD-symbol-narrow	as	AMD	֏	moderate
Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-symbol-narrow	as	AZN	₼	moderate
Currencies	Southern Asia (C)	Southern Asia: Afghanistan	AFN-symbol-narrow	as	AFN	‫؋‬	moderate
Currencies	Western Africa	Western Africa: Ghana	GHS-symbol-narrow	ast	GHS	GH₵	moderate
Currencies	Western Asia (C)	Western Asia: Armenia	AMD-symbol-narrow	ast	AMD	֏	moderate
Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-symbol-narrow	ast	AZN	₼	moderate
Currencies	Southern Asia (C)	Southern Asia: Afghanistan	AFN-symbol-narrow	ast	AFN	‫؋‬	moderate
Currencies	Western Africa	Western Africa: Ghana	GHS-symbol-narrow	az	GHS	GH₵	moderate
Currencies	Western Asia (C)	Western Asia: Armenia	AMD-symbol-narrow	az	AMD	֏	moderate
Currencies	Southern Asia (C)	Southern Asia: Afghanistan	AFN-symbol-narrow	az	AFN	‫؋‬	moderate
Numbers	Symbols	Symbols 	approximatelySign	be	▷missing◁	≈	moderate
Currencies	Western Africa	Western Africa: Ghana	GHS-symbol-narrow	be	GHS	GH₵	moderate
Currencies	Western Asia (C)	Western Asia: Armenia	AMD-symbol-narrow	be	AMD	֏	moderate
Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-symbol-narrow	be	AZN	₼	moderate
Currencies	Southern Asia (C)	Southern Asia: Afghanistan	AFN-symbol-narrow	be	AFN	‫؋‬	moderate
Currencies	Western Africa	Western Africa: Ghana	GHS-symbol-narrow	bg	GHS	GH₵	moderate
Currencies	Western Asia (C)	Western Asia: Armenia	AMD-symbol-narrow	bg	AMD	֏	moderate
Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-symbol-narrow	bg	AZN	₼	moderate
Currencies	Southern Asia (C)	Southern Asia: Afghanistan	AFN-symbol-narrow	bg	AFN	‫؋‬	moderate
Currencies	Western Africa	Western Africa: Ghana	GHS-symbol-narrow	bn	GHS	GH₵	moderate
Currencies	Western Asia (C)	Western Asia: Armenia	AMD-symbol-narrow	bn	AMD	֏	moderate
Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-symbol-narrow	bn	AZN	₼	moderate
Currencies	Southern Asia (C)	Southern Asia: Afghanistan	AFN-symbol-narrow	bn	AFN	‫؋‬	moderate
Currencies	Western Africa	Western Africa: Ghana	GHS-symbol-narrow	br	GHS	GH₵	moderate
Currencies	Western Asia (C)	Western Asia: Armenia	AMD-symbol-narrow	br	AMD	֏	moderate
