# Count	Section	Page	Subhead	Code

2	Locale Display Names	Territories (Asia)	Central Asia-Subdivisions	kzkzy
2	Locale Display Names	Territories (Asia)	Central Asia-Subdivisions	kzman
2	Locale Display Names	Territories (Asia)	Central Asia-Subdivisions	kzpav
2	Locale Display Names	Territories (Asia)	Central Asia-Subdivisions	kzsev
2	Locale Display Names	Territories (Asia)	Central Asia-Subdivisions	kzshy
2	Locale Display Names	Territories (Asia)	Central Asia-Subdivisions	kzvos
2	Locale Display Names	Territories (Asia)	Central Asia-Subdivisions	kzzap
2	Locale Display Names	Territories (Asia)	Central Asia-Subdivisions	kzzha
2	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	kp15
2	Special	Deprecated	currency	pattern-standard-standard
1	Numbers	Symbols	Time Symbols 	Time Separator
1	Numbers	Number Formatting Patterns	Standard Patterns 	standard-decimal
1	Core Data	Alphabetic Information	Characters in Use	Others: numbers
1	Locale Display Names	Languages (A-D)	C	Cree ► cr-long
1	Locale Display Names	Languages (E-J)	E	Eastern Canadian Inuktitut ► ike
1	Locale Display Names	Languages (E-J)	E	Eastern Ojibwa ► ojg
1	Locale Display Names	Languages (K-N)	N	Northern Haida ► hdn
1	Locale Display Names	Languages (T-Z)	W	Woods Cree ► cwd
1	Locale Display Names	Territories (Oceania)	Australasia	CC-short
1	Locale Display Names	Territories (Oceania)	Polynesia	PN-short
1	Timezones	South America	Cities and Regions	Easter
1	Timezones	Africa	Africa_Eastern	standard-long
1	Timezones	Russia	Kamchatka	generic-long
1	Timezones	Russia	Kamchatka	standard-long
1	Timezones	Russia	Kamchatka	daylight-long
1	Timezones	Russia	Moscow	daylight-long
1	Timezones	Western Asia	Arabian	generic-long
1	Timezones	Western Asia	Arabian	standard-long
1	Timezones	Western Asia	Arabian	daylight-long
1	Timezones	Western Asia	Gulf	standard-short
1	Timezones	Eastern Asia	Korea	generic-long
1	Timezones	Eastern Asia	Pyongyang	standard-long
1	Timezones	Eastern Asia	Taipei	generic-long
1	Timezones	Eastern Asia	Taipei	standard-long
1	Timezones	Eastern Asia	Taipei	daylight-long
1	Timezones	Southeast Asia	Brunei	standard-long
1	Timezones	Southeast Asia	East_Timor	standard-long
1	Timezones	Australasia	Australia_Central	generic-long
1	Timezones	Australasia	Australia_Eastern	generic-long
1	Timezones	Australasia	Australia_Western	generic-long
1	Timezones	Australasia	Cities and Regions	Christmas
1	Timezones	Australasia	Cities and Regions	Cocos
1	Timezones	Australasia	Cities and Regions	Lord_Howe
1	Timezones	Australasia	Cities and Regions	Macquarie
1	Timezones	Australasia	Cities and Regions	Norfolk
1	Timezones	Antarctica	DumontDUrville	standard-long
1	Timezones	Oceania	Apia	generic-long
1	Timezones	Oceania	Apia	standard-long
1	Timezones	Oceania	Apia	daylight-long
1	Timezones	Oceania	Cook	generic-long
1	Timezones	Oceania	Cook	standard-long
1	Timezones	Oceania	North_Mariana	standard-long
1	Timezones	Oceania	Ponape	standard-long
1	Timezones	Oceania	Samoa	generic-long
1	Timezones	Oceania	Samoa	standard-long
1	Timezones	Oceania	Samoa	daylight-long
1	Timezones	Oceania	Cities and Regions	Wake
1	Numbers	Symbols	Symbols 	exponential
1	Currencies	Northern/Western Europe	Northern Europe: Norway	NOK-symbol
1	Numbers	Number Formatting Patterns	Standard Patterns using Extended Arabic-Indic Digits (arabext)	standard-currency-noCurrency
1	Locale Display Names	Languages (K-N)	L	Levantine Arabic ► apc
1	Locale Display Names	Territories (North America)	Northern America-Subdivisions	cabc
1	Locale Display Names	Territories (North America)	Central America-Subdivisions	mxpue
1	Locale Display Names	Territories (South America)	South America-Subdivisions	brap
1	Locale Display Names	Territories (South America)	South America-Subdivisions	brpa
1	Locale Display Names	Territories (Africa)	Northern Africa-Subdivisions	dz23
1	Locale Display Names	Territories (Africa)	Northern Africa-Subdivisions	ma01
1	Locale Display Names	Territories (Africa)	Northern Africa-Subdivisions	sdnb
1	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	shac
1	Locale Display Names	Territories (Africa)	Middle Africa-Subdivisions	cfuk
1	Locale Display Names	Territories (Africa)	Middle Africa-Subdivisions	cmad
1	Locale Display Names	Territories (Africa)	Middle Africa-Subdivisions	tdbg
1	Locale Display Names	Territories (Africa)	Middle Africa-Subdivisions	tdka
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	ke24
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	sc08
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbedh
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbnir
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbrfw
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls
1	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	deni
1	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	fr70
1	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	frbfc
1	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	huhb
1	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	husn
1	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	rual
1	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	ruamu
1	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	ruark
1	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	ruast
1	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	ruda
1	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	rukgd
1	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	rukl
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	ad07
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	esan
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	esce
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	esga
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	gri
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	it62
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	itve
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt23
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt25
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt43
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt59
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt60
1	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	amer
1	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	azxa
1	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	qakh
1	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	yeam
1	Locale Display Names	Territories (Asia)	Central Asia-Subdivisions	tms
1	Locale Display Names	Territories (Asia)	Central Asia-Subdivisions	tjdu
1	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twhsz
1	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	inor
1	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mvmle
1	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	pkba
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	my02
1	Locale Display Names	Territories (Oceania)	Melanesia-Subdivisions	pgncd
1	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	nr03
1	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	nr04
1	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	nr05
1	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	nr10
1	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	nr11
1	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	nr12
1	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	nr13
1	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	tvfun
1	Locale Display Names	Territories (Oceania)	Polynesia-Subdivisions	wfsg
1	Date & Time	Gregorian	Months - wide - Formatting	Oct
1	Date & Time	Gregorian	Months - abbreviated - Formatting	Oct
1	Date & Time	Indian	Formats - Intervals - Date Formats	GyM/M
1	Locale Display Names	Languages (E-J)	H	Haitian Creole ► ht
1	Locale Display Names	Languages (A-D)	B	Bihari ► bh
1	Locale Display Names	Languages (E-J)	H	Hebrew ► he
1	Locale Display Names	Languages (E-J)	H	Hebrew ► iw
1	Locale Display Names	Languages (E-J)	I	Indonesian ► id
1	Locale Display Names	Languages (E-J)	I	Indonesian ► in
1	Locale Display Names	Languages (T-Z)	Y	Yiddish ► ji
1	Locale Display Names	Languages (T-Z)	Y	Yiddish ► yi
1	Locale Display Names	Territories (Europe)	Western Europe	DD
1	Locale Display Names	Territories (Europe)	Southern Europe	YU
1	Locale Display Names	Territories (Asia)	Southeast Asia	BU
1	Timezones	South America	Cities and Regions	Noronha
1	Timezones	Antarctica	Cities and Regions	DumontDUrville
1	Locale Display Names	Territories (North America)	Central America-Subdivisions	gt17
1	Locale Display Names	Territories (Africa)	Northern Africa-Subdivisions	mammd
1	Locale Display Names	Territories (Africa)	Northern Africa-Subdivisions	tn21
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz11
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz15
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee44
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee45
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee49
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee50
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee51
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee52
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee56
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee57
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee59
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee60
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee64
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee65
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee67
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee68
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee70
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee71
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee78
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee79
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee81
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee82
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee86
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee87
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee321
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ee735
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	ishaf
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	iskop
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	itaq
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	me24
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	me25
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	si196
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	si198
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	si199
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	si200
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	si201
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	si203
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	si205
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	si206
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	si207
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	si209
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	si210
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	si212
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	si213
1	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	azlan
1	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	inla
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	my04
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	tloe
1	Locale Display Names	Territories (Oceania)	Micronesian Region-Subdivisions	kig
1	Special	Deprecated	decimal	pattern-standard-standard
1	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghaa
1	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghbo
1	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghcp
1	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghep
1	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghnp
1	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghsv
1	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghtv
1	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghue
1	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghuw
1	Locale Display Names	Territories (Africa)	Western Africa-Subdivisions	ghwp
1	Locale Display Names	Territories (Asia)	Central Asia-Subdivisions	uzqr
1	Units	Duration	year	narrow-displayName
1	Units	Duration	year	long-per
1	Units	Duration	year	short-per
1	Units	Duration	year	long-other-nominative
1	Units	Duration	year	narrow-other-nominative
1	Locale Display Names	Territories (South America)	South America-Subdivisions	clvs
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	etaf
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	etam
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	etbe
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	etdd
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	etga
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	etha
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	etor
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	etsi
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	etso
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	etsw
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	etti
1	Locale Display Names	Territories (Africa)	Eastern Africa-Subdivisions	tz31
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	dk81
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	dk82
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	dk83
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	dk84
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi02
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi03
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi04
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi05
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi06
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi07
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi08
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi09
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi10
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi11
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi12
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi13
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi14
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi15
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi16
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi17
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi18
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	fi19
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	no11
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	no15
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	no34
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	no42
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	no46
1	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	no50
1	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	bevan
1	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	bevbr
1	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	bevli
1	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	bevov
1	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	bevwv
1	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	bewbr
1	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	bewht
1	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	bewlg
1	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	bewlx
1	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	bewna
1	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	cz32
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	esav
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	esbi
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	esbu
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	esc
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	esco
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	eslu
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	esor
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	esp
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	essg
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	esss
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	esvi
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	esza
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	hr05
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	itcs
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	itcz
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	itfr
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	itkr
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	itlt
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	itri
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	itvt
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	itvv
1	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt03
1	Locale Display Names	Territories (Asia)	Central Asia-Subdivisions	kzyuz
1	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	indh
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh1
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh2
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh3
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh4
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh5
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh6
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh7
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh8
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh9
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh10
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh11
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh13
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh14
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh15
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh16
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh17
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh18
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh19
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh20
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh21
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh22
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh23
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh24
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh25
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	laat
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	labk
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	labl
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	lach
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	laho
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	lakh
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	lalm
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	laou
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	laph
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	lasl
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	lasv
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	lavi
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	laxa
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	laxe
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	laxi
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	laxs
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	mm01
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	mm02
1	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	mm03
