#LCode	English Name	Script	Locale Level	Path Level	STStatus	Bailey	Section	Page	Header	Code	ST Link
af	Afrikaans	Latin	modern	modern	n/a	null	Locale Display Names	Scripts	Major Use	Jamo	https://st.unicode.org/v#/af//5b627610f564d49
af	Afrikaans	Latin	modern	modern	n/a	null	Locale Display Names	Scripts	Major Use	Thai	https://st.unicode.org/v#/af//2a8919da6668b040
af	Afrikaans	Latin	modern	moderate	n/a	¤ #,##0.00	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-alphaNextToNumber	https://st.unicode.org/v#/af//6154e7673c3829ce
af	Afrikaans	Latin	modern	moderate	n/a	#,##0.00	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-noCurrency	https://st.unicode.org/v#/af//5e1a988d076003b6
ak	Akan	Latin	moderate	moderate	n/a	¤ #,##0.00	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-alphaNextToNumber	https://st.unicode.org/v#/ak//6154e7673c3829ce
ak	Akan	Latin	moderate	moderate	n/a	#,##0.00	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-noCurrency	https://st.unicode.org/v#/ak//5e1a988d076003b6
am	Amharic	Ethiopic	modern	moderate	n/a	¤ #,##0.00	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-alphaNextToNumber	https://st.unicode.org/v#/am//6154e7673c3829ce
am	Amharic	Ethiopic	modern	moderate	n/a	#,##0.00	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-noCurrency	https://st.unicode.org/v#/am//5e1a988d076003b6
ar	Arabic	Arabic	modern	modern	n/a	null	Units	Speed and Acceleration	light-speed	long-gender	https://st.unicode.org/v#/ar//493b67b14270c80
ar	Arabic	Arabic	modern	moderate	n/a	¤ #,##0.00	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-alphaNextToNumber	https://st.unicode.org/v#/ar//6154e7673c3829ce
ar	Arabic	Arabic	modern	moderate	n/a	‏#,##0.00;‏-#,##0.00	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-noCurrency	https://st.unicode.org/v#/ar//5e1a988d076003b6
ar	Arabic	Arabic	modern	modern	n/a	0 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	4-digits-short-zero-alphaNextToNumber	https://st.unicode.org/v#/ar//4966ae412a21bf0
ar	Arabic	Arabic	modern	modern	n/a	0 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	4-digits-short-one-alphaNextToNumber	https://st.unicode.org/v#/ar//566cd1b5bd3e943b
ar	Arabic	Arabic	modern	modern	n/a	0 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	4-digits-short-two-alphaNextToNumber	https://st.unicode.org/v#/ar//6bfe3893c566faf0
ar	Arabic	Arabic	modern	modern	n/a	0 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	4-digits-short-few-alphaNextToNumber	https://st.unicode.org/v#/ar//396fe03a79c3917b
ar	Arabic	Arabic	modern	modern	n/a	0 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	4-digits-short-many-alphaNextToNumber	https://st.unicode.org/v#/ar//1b9d028e802c3049
ar	Arabic	Arabic	modern	modern	n/a	0 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	4-digits-short-other-alphaNextToNumber	https://st.unicode.org/v#/ar//6746d9dbc7eb1f19
ar	Arabic	Arabic	modern	modern	n/a	00 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	5-digits-short-zero-alphaNextToNumber	https://st.unicode.org/v#/ar//1fa6e86fe38a85e2
ar	Arabic	Arabic	modern	modern	n/a	00 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	5-digits-short-one-alphaNextToNumber	https://st.unicode.org/v#/ar//267dda63ec63e280
ar	Arabic	Arabic	modern	modern	n/a	00 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	5-digits-short-two-alphaNextToNumber	https://st.unicode.org/v#/ar//10f6ea8cfff77c0b
ar	Arabic	Arabic	modern	modern	n/a	00 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	5-digits-short-few-alphaNextToNumber	https://st.unicode.org/v#/ar//4c9953e86b7437e5
ar	Arabic	Arabic	modern	modern	n/a	00 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	5-digits-short-many-alphaNextToNumber	https://st.unicode.org/v#/ar//50a03e189ea9fa6e
ar	Arabic	Arabic	modern	modern	n/a	00 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	5-digits-short-other-alphaNextToNumber	https://st.unicode.org/v#/ar//7557586605deee0b
ar	Arabic	Arabic	modern	modern	n/a	000 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	6-digits-short-zero-alphaNextToNumber	https://st.unicode.org/v#/ar//6a5661eb7efed11
ar	Arabic	Arabic	modern	modern	n/a	000 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	6-digits-short-one-alphaNextToNumber	https://st.unicode.org/v#/ar//13d145f1f4a1b14c
ar	Arabic	Arabic	modern	modern	n/a	000 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	6-digits-short-two-alphaNextToNumber	https://st.unicode.org/v#/ar//a5fbc312921e333
ar	Arabic	Arabic	modern	modern	n/a	000 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	6-digits-short-few-alphaNextToNumber	https://st.unicode.org/v#/ar//951c24c285c746c
ar	Arabic	Arabic	modern	modern	n/a	000 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	6-digits-short-many-alphaNextToNumber	https://st.unicode.org/v#/ar//32183acb8f8888ec
ar	Arabic	Arabic	modern	modern	n/a	000 ألف ¤	Numbers	Compact Decimal Formatting	Short Currency 	6-digits-short-other-alphaNextToNumber	https://st.unicode.org/v#/ar//424e3afd5a81825
ar	Arabic	Arabic	modern	modern	n/a	0 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	7-digits-short-zero-alphaNextToNumber	https://st.unicode.org/v#/ar//35add08a3bb8657f
ar	Arabic	Arabic	modern	modern	n/a	0 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	7-digits-short-one-alphaNextToNumber	https://st.unicode.org/v#/ar//54c97a6461ba707b
ar	Arabic	Arabic	modern	modern	n/a	0 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	7-digits-short-two-alphaNextToNumber	https://st.unicode.org/v#/ar//4f765aa94133aae6
ar	Arabic	Arabic	modern	modern	n/a	0 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	7-digits-short-few-alphaNextToNumber	https://st.unicode.org/v#/ar//246f1f2a218d19e1
ar	Arabic	Arabic	modern	modern	n/a	0 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	7-digits-short-many-alphaNextToNumber	https://st.unicode.org/v#/ar//24e2e09d0720c018
ar	Arabic	Arabic	modern	modern	n/a	0 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	7-digits-short-other-alphaNextToNumber	https://st.unicode.org/v#/ar//6960434ecf91789b
ar	Arabic	Arabic	modern	modern	n/a	00 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	8-digits-short-zero-alphaNextToNumber	https://st.unicode.org/v#/ar//1f94078951ebd8ec
ar	Arabic	Arabic	modern	modern	n/a	00 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	8-digits-short-one-alphaNextToNumber	https://st.unicode.org/v#/ar//2f74007d2630a119
ar	Arabic	Arabic	modern	modern	n/a	00 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	8-digits-short-two-alphaNextToNumber	https://st.unicode.org/v#/ar//1ee16b25f684d509
ar	Arabic	Arabic	modern	modern	n/a	00 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	8-digits-short-few-alphaNextToNumber	https://st.unicode.org/v#/ar//4e33ac2c5f7eb579
ar	Arabic	Arabic	modern	modern	n/a	00 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	8-digits-short-many-alphaNextToNumber	https://st.unicode.org/v#/ar//3d7d3058fd8aa30
ar	Arabic	Arabic	modern	modern	n/a	00 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	8-digits-short-other-alphaNextToNumber	https://st.unicode.org/v#/ar//4103a34d8c121517
ar	Arabic	Arabic	modern	modern	n/a	000 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	9-digits-short-zero-alphaNextToNumber	https://st.unicode.org/v#/ar//3728bbc55304df09
ar	Arabic	Arabic	modern	modern	n/a	000 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	9-digits-short-one-alphaNextToNumber	https://st.unicode.org/v#/ar//77d8b695fe409a4a
ar	Arabic	Arabic	modern	modern	n/a	000 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	9-digits-short-two-alphaNextToNumber	https://st.unicode.org/v#/ar//75d3b5a1c4ae239
ar	Arabic	Arabic	modern	modern	n/a	000 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	9-digits-short-few-alphaNextToNumber	https://st.unicode.org/v#/ar//1bd54f453245f431
ar	Arabic	Arabic	modern	modern	n/a	000 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	9-digits-short-many-alphaNextToNumber	https://st.unicode.org/v#/ar//a44d57df1cc9aaa
ar	Arabic	Arabic	modern	modern	n/a	000 مليون ¤	Numbers	Compact Decimal Formatting	Short Currency 	9-digits-short-other-alphaNextToNumber	https://st.unicode.org/v#/ar//6842c47b8149deea
ar	Arabic	Arabic	modern	modern	n/a	0 مليار ¤	Numbers	Compact Decimal Formatting	Short Currency 	10-digits-short-zero-alphaNextToNumber	https://st.unicode.org/v#/ar//22bd1104673e63c0
ar	Arabic	Arabic	modern	modern	n/a	0 مليار ¤	Numbers	Compact Decimal Formatting	Short Currency 	10-digits-short-one-alphaNextToNumber	https://st.unicode.org/v#/ar//2e80d4df6f6892c9
ar	Arabic	Arabic	modern	modern	n/a	0 مليار ¤	Numbers	Compact Decimal Formatting	Short Currency 	10-digits-short-two-alphaNextToNumber	https://st.unicode.org/v#/ar//5c34c0dea658bda9
ar	Arabic	Arabic	modern	modern	n/a	0 مليار ¤	Numbers	Compact Decimal Formatting	Short Currency 	10-digits-short-few-alphaNextToNumber	https://st.unicode.org/v#/ar//13dfd634f569d901
ar	Arabic	Arabic	modern	modern	n/a	0 مليار ¤	Numbers	Compact Decimal Formatting	Short Currency 	10-digits-short-many-alphaNextToNumber	https://st.unicode.org/v#/ar//316f8f1aca535809
ar	Arabic	Arabic	modern	modern	n/a	0 مليار ¤	Numbers	Compact Decimal Formatting	Short Currency 	10-digits-short-other-alphaNextToNumber	https://st.unicode.org/v#/ar//89b1adfb37b217b
