#LCode	English Name	Script	Locale Level	Path Level	STStatus	Bailey	Section	Page	Header	Code	ST Link
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d–d	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMd/d	http://st.unicode.org/cldr-apps/v#/ff_Adlm//66474bfca375effd
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d – G y MMM d	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMd/G	http://st.unicode.org/cldr-apps/v#/ff_Adlm//75b5b6be1c43f531
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d – MMM d	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMd/M	http://st.unicode.org/cldr-apps/v#/ff_Adlm//37cc92955780b3ed
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d – y MMM d	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMd/y	http://st.unicode.org/cldr-apps/v#/ff_Adlm//734370892368e68f
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d, E – MMM d, E	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMEd/d	http://st.unicode.org/cldr-apps/v#/ff_Adlm//37ee7307d91420cc
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d, E – G y MMM d, E	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMEd/G	http://st.unicode.org/cldr-apps/v#/ff_Adlm//194ffdca90603aed
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d, E – MMM d, E	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMEd/M	http://st.unicode.org/cldr-apps/v#/ff_Adlm//1683e919a38c652a
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	G y MMM d, E – y MMM d, E	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMMEd/y	http://st.unicode.org/cldr-apps/v#/ff_Adlm//a24b5af75e63965
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	medium-atTime	http://st.unicode.org/cldr-apps/v#/ff_Adlm//43da060150c3ffc1
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	short-atTime	http://st.unicode.org/cldr-apps/v#/ff_Adlm//41c6220a73c6b71a
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	null	Timezones	North America	Yukon	standard-long	http://st.unicode.org/cldr-apps/v#/ff_Adlm//5a474fd785a80c35
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	LSL	Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name	http://st.unicode.org/cldr-apps/v#/ff_Adlm//73cdaa7e87cb07d1
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	LSL	Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name-one	http://st.unicode.org/cldr-apps/v#/ff_Adlm//5b2f89143722a9fd
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	LSL	Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name-other	http://st.unicode.org/cldr-apps/v#/ff_Adlm//18e72d157fb85bce
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	SLE	Currencies	Western Africa	Western Africa: Sierra Leone	SLE-name	http://st.unicode.org/cldr-apps/v#/ff_Adlm//2c1c6b83758997be
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	SLE	Currencies	Western Africa	Western Africa: Sierra Leone	SLE-name-one	http://st.unicode.org/cldr-apps/v#/ff_Adlm//1a2b5bee83093524
‡ff_Adlm	Fula (Adlam)	Adlam	moderate	moderate	n/a	SLE	Currencies	Western Africa	Western Africa: Sierra Leone	SLE-name-other	http://st.unicode.org/cldr-apps/v#/ff_Adlm//418ad404e9160ff5
‡fo	Faroese	Latin	moderate	moderate	n/a	{1}, {0}	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	medium-atTime	http://st.unicode.org/cldr-apps/v#/fo//2c0d283f4538da0e
‡fo	Faroese	Latin	moderate	moderate	n/a	{1}, {0}	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	short-atTime	http://st.unicode.org/cldr-apps/v#/fo//307554bf43a9b71c
‡fo	Faroese	Latin	moderate	moderate	n/a	GGGGG y-MM-dd	Date & Time	Generic	Formats - Flexible - Date Formats	GyMd	http://st.unicode.org/cldr-apps/v#/fo//2460eb0ab964182f
‡fo	Faroese	Latin	moderate	moderate	n/a	{1}, {0}	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	medium-atTime	http://st.unicode.org/cldr-apps/v#/fo//43da060150c3ffc1
‡fo	Faroese	Latin	moderate	moderate	n/a	{1}, {0}	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	short-atTime	http://st.unicode.org/cldr-apps/v#/fo//41c6220a73c6b71a
‡fo	Faroese	Latin	moderate	moderate	n/a	GGGGG y-MM-dd	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMd	http://st.unicode.org/cldr-apps/v#/fo//720b48090ba506b2
‡fo	Faroese	Latin	moderate	moderate	n/a	null	Timezones	North America	Yukon	standard-long	http://st.unicode.org/cldr-apps/v#/fo//5a474fd785a80c35
‡fo	Faroese	Latin	moderate	moderate	n/a	LSL	Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name	http://st.unicode.org/cldr-apps/v#/fo//73cdaa7e87cb07d1
‡fo	Faroese	Latin	moderate	moderate	n/a	LSL	Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name-one	http://st.unicode.org/cldr-apps/v#/fo//5b2f89143722a9fd
‡fo	Faroese	Latin	moderate	moderate	n/a	LSL	Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name-other	http://st.unicode.org/cldr-apps/v#/fo//18e72d157fb85bce
‡fo	Faroese	Latin	moderate	moderate	n/a	#,##0.00;(#,##0.00)	Numbers	Number Formatting Patterns	Standard Patterns 	accounting-currency-noCurrency	http://st.unicode.org/cldr-apps/v#/fo//5666b8876422ed2e
hy	Armenian	Armenian	modern	modern	n/a	բաց աչքերով դեմք եւ ձեռքով՝ բերանի վրա	Characters	Smileys & Emotion	face-hand	🫢 –keywords	http://st.unicode.org/cldr-apps/v#/hy//22a3800323d13f48
hy	Armenian	Armenian	modern	modern	n/a	բաց աչքերով դեմք եւ ձեռքով՝ բերանի վրա	Characters	Smileys & Emotion	face-hand	🫢 -name	http://st.unicode.org/cldr-apps/v#/hy//58469f8da4d70f5a
hy	Armenian	Armenian	modern	modern	n/a	ծովամայր	Characters	Animals & Nature	animal-marine	🪼 –keywords	http://st.unicode.org/cldr-apps/v#/hy//a67353a095c66b7
hy	Armenian	Armenian	modern	modern	n/a	ծովամայր	Characters	Animals & Nature	animal-marine	🪼 -name	http://st.unicode.org/cldr-apps/v#/hy//5bdb9cd3716c593f
hy	Armenian	Armenian	modern	modern	n/a	քանդա	Characters	Symbols2	religion	🪯 –keywords	http://st.unicode.org/cldr-apps/v#/hy//4f81bea13558b38e
hy	Armenian	Armenian	modern	modern	n/a	քանդա	Characters	Symbols2	religion	🪯 -name	http://st.unicode.org/cldr-apps/v#/hy//70f9fc88f6fe86c6
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	full-atTime	http://st.unicode.org/cldr-apps/v#/kgp//684c7861e871aabd
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	long-atTime	http://st.unicode.org/cldr-apps/v#/kgp//68d56b9b9ac13d3c
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	medium-atTime	http://st.unicode.org/cldr-apps/v#/kgp//2c0d283f4538da0e
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	short-atTime	http://st.unicode.org/cldr-apps/v#/kgp//307554bf43a9b71c
‡kgp	Kaingang	Latin	moderate	moderate	n/a	GGGGG y-MM-dd	Date & Time	Generic	Formats - Flexible - Date Formats	GyMd	http://st.unicode.org/cldr-apps/v#/kgp//2460eb0ab964182f
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	full-atTime	http://st.unicode.org/cldr-apps/v#/kgp//2d13c5d451e3bf53
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	long-atTime	http://st.unicode.org/cldr-apps/v#/kgp//1eb22f6111d66f88
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	medium-atTime	http://st.unicode.org/cldr-apps/v#/kgp//43da060150c3ffc1
‡kgp	Kaingang	Latin	moderate	moderate	n/a	{1} {0}	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	short-atTime	http://st.unicode.org/cldr-apps/v#/kgp//41c6220a73c6b71a
‡kgp	Kaingang	Latin	moderate	moderate	n/a	GGGGG y-MM-dd	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMd	http://st.unicode.org/cldr-apps/v#/kgp//720b48090ba506b2
‡kgp	Kaingang	Latin	moderate	moderate	n/a	null	Timezones	North America	Yukon	standard-long	http://st.unicode.org/cldr-apps/v#/kgp//5a474fd785a80c35
‡kgp	Kaingang	Latin	moderate	moderate	n/a	~	Numbers	Symbols	Symbols 	approximatelySign	http://st.unicode.org/cldr-apps/v#/kgp//69689fb86ae60444
‡kgp	Kaingang	Latin	moderate	moderate	n/a	#,##0.00	Numbers	Number Formatting Patterns	Standard Patterns 	accounting-currency-noCurrency	http://st.unicode.org/cldr-apps/v#/kgp//5666b8876422ed2e
km	Khmer	Khmer	modern	modern	n/a	 	Miscellaneous	Person Name Formats	AuxiliaryItems	foreignSpaceReplacement	http://st.unicode.org/cldr-apps/v#/km//7737477d86b5288b
km	Khmer	Khmer	modern	modern	n/a	{prefix} {given} {given2} {surname} {surname2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-long	referring-informal	http://st.unicode.org/cldr-apps/v#/km//191f3701d22c08e3
km	Khmer	Khmer	modern	modern	n/a	{prefix} {given} {given2} {surname} {surname2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-long	addressing-formal	http://st.unicode.org/cldr-apps/v#/km//17e77d9374654fe4
km	Khmer	Khmer	modern	modern	n/a	{prefix} {given} {given2} {surname} {surname2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-long	addressing-informal	http://st.unicode.org/cldr-apps/v#/km//14da8107d73b3e3c
km	Khmer	Khmer	modern	modern	n/a	{given-monogram-allCaps}{given2-monogram-allCaps}{surname-monogram-allCaps}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-long	monogram-informal	http://st.unicode.org/cldr-apps/v#/km//7e51f170a6b00faf
km	Khmer	Khmer	modern	modern	n/a	{prefix} {given} {given2} {surname} {surname2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-medium	referring-formal	http://st.unicode.org/cldr-apps/v#/km//21824a316c7e92f7
km	Khmer	Khmer	modern	modern	n/a	{prefix} {given} {given2} {surname} {surname2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-medium	referring-informal	http://st.unicode.org/cldr-apps/v#/km//4d287e81503eed70
km	Khmer	Khmer	modern	modern	n/a	{prefix} {given} {given2} {surname} {surname2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-medium	addressing-formal	http://st.unicode.org/cldr-apps/v#/km//14f7e5b0cb052d25
km	Khmer	Khmer	modern	modern	n/a	{prefix} {given} {given2} {surname} {surname2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-medium	addressing-informal	http://st.unicode.org/cldr-apps/v#/km//6210e966c943a69a
km	Khmer	Khmer	modern	modern	n/a	{given-monogram-allCaps}{given2-monogram-allCaps}{surname-monogram-allCaps}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-medium	monogram-formal	http://st.unicode.org/cldr-apps/v#/km//4af056e72a56a402
km	Khmer	Khmer	modern	modern	n/a	{given-monogram-allCaps}{given2-monogram-allCaps}{surname-monogram-allCaps}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-medium	monogram-informal	http://st.unicode.org/cldr-apps/v#/km//177c3cd22a07f233
km	Khmer	Khmer	modern	modern	n/a	{prefix} {given} {given2} {surname} {surname2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-short	referring-formal	http://st.unicode.org/cldr-apps/v#/km//2ba096e2f90f9b6b
km	Khmer	Khmer	modern	modern	n/a	{prefix} {given} {given2} {surname} {surname2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-short	referring-informal	http://st.unicode.org/cldr-apps/v#/km//1149ee620fc09c6
km	Khmer	Khmer	modern	modern	n/a	{prefix} {given} {given2} {surname} {surname2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-short	addressing-formal	http://st.unicode.org/cldr-apps/v#/km//4f1da20f14d70e3
km	Khmer	Khmer	modern	modern	n/a	{prefix} {given} {given2} {surname} {surname2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-short	addressing-informal	http://st.unicode.org/cldr-apps/v#/km//8510d6d5ab88ee4
km	Khmer	Khmer	modern	modern	n/a	{given-monogram-allCaps}{given2-monogram-allCaps}{surname-monogram-allCaps}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-short	monogram-formal	http://st.unicode.org/cldr-apps/v#/km//4c4b3f7f63620817
km	Khmer	Khmer	modern	modern	n/a	{given-monogram-allCaps}{given2-monogram-allCaps}{surname-monogram-allCaps}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-short	monogram-informal	http://st.unicode.org/cldr-apps/v#/km//a9e961115a987cd
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2} {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-long	referring-informal	http://st.unicode.org/cldr-apps/v#/km//4935a1869065932c
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2} {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-long	addressing-formal	http://st.unicode.org/cldr-apps/v#/km//4307a71f4171e8dc
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2} {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-long	addressing-informal	http://st.unicode.org/cldr-apps/v#/km//46b140b4fb15c061
km	Khmer	Khmer	modern	modern	n/a	{surname-monogram-allCaps}{given-monogram-allCaps}{given2-monogram-allCaps}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-long	monogram-informal	http://st.unicode.org/cldr-apps/v#/km//1ade912a5161997d
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2} {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-medium	referring-formal	http://st.unicode.org/cldr-apps/v#/km//6b8cf66c7348cb01
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2} {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-medium	referring-informal	http://st.unicode.org/cldr-apps/v#/km//4ad7a1cc7fd969f1
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2} {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-medium	addressing-formal	http://st.unicode.org/cldr-apps/v#/km//32ce711763712fb4
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2} {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-medium	addressing-informal	http://st.unicode.org/cldr-apps/v#/km//52b0417ad81629a7
km	Khmer	Khmer	modern	modern	n/a	{surname-monogram-allCaps}{given-monogram-allCaps}{given2-monogram-allCaps}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-medium	monogram-formal	http://st.unicode.org/cldr-apps/v#/km//df0669756620e6
km	Khmer	Khmer	modern	modern	n/a	{surname-monogram-allCaps}{given-monogram-allCaps}{given2-monogram-allCaps}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-medium	monogram-informal	http://st.unicode.org/cldr-apps/v#/km//1ffe5370143dedb
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2} {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-short	referring-formal	http://st.unicode.org/cldr-apps/v#/km//4d0fb1cfababc31f
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2} {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-short	referring-informal	http://st.unicode.org/cldr-apps/v#/km//c661ca6981c7625
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2} {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-short	addressing-formal	http://st.unicode.org/cldr-apps/v#/km//142db721bcc3fd1f
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2} {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-short	addressing-informal	http://st.unicode.org/cldr-apps/v#/km//3ee13694f36803b3
km	Khmer	Khmer	modern	modern	n/a	{surname-monogram-allCaps}{given-monogram-allCaps}{given2-monogram-allCaps}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-short	monogram-formal	http://st.unicode.org/cldr-apps/v#/km//2aa6d7a61e33f140
km	Khmer	Khmer	modern	modern	n/a	{surname-monogram-allCaps}{given-monogram-allCaps}{given2-monogram-allCaps}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-short	monogram-informal	http://st.unicode.org/cldr-apps/v#/km//350b45662c590e88
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2}, {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: sorting/index-long	referring-informal	http://st.unicode.org/cldr-apps/v#/km//1cea0a46ff714587
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2}, {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: sorting/index-medium	referring-formal	http://st.unicode.org/cldr-apps/v#/km//13580a327e55dd91
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2}, {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: sorting/index-medium	referring-informal	http://st.unicode.org/cldr-apps/v#/km//3b14348c494e4731
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2}, {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: sorting/index-short	referring-formal	http://st.unicode.org/cldr-apps/v#/km//65ef37d70a9820bd
km	Khmer	Khmer	modern	modern	n/a	{surname} {surname2}, {prefix} {given} {given2} {suffix}	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: sorting/index-short	referring-informal	http://st.unicode.org/cldr-apps/v#/km//3253411244f8b3e7
qu	Quechua	Latin	modern	modern	n/a	compressed	Characters	Typography	Style	wdth-75-compressed	http://st.unicode.org/cldr-apps/v#/qu//15ca747595d48f8c
qu	Quechua	Latin	modern	modern	n/a	extended	Characters	Typography	Style	wdth-125-extended	http://st.unicode.org/cldr-apps/v#/qu//807039d26496ba5
qu	Quechua	Latin	modern	modern	n/a	wide	Characters	Typography	Style	wdth-125-wide	http://st.unicode.org/cldr-apps/v#/qu//5256fbf285589952
qu	Quechua	Latin	modern	modern	n/a	heavy	Characters	Typography	Style	wght-900-heavy	http://st.unicode.org/cldr-apps/v#/qu//292fe4e98aa53cfe
qu	Quechua	Latin	modern	modern	n/a	ultrablack	Characters	Typography	Style	wght-950-ultrablack	http://st.unicode.org/cldr-apps/v#/qu//7f5edfe7ca835ee3
qu	Quechua	Latin	modern	modern	n/a	ultraheavy	Characters	Typography	Style	wght-950-ultraheavy	http://st.unicode.org/cldr-apps/v#/qu//6bf477ec94a13625
qu	Quechua	Latin	modern	modern	n/a	E10-921	Characters	Travel & Places	transport-ground	🚅 -name	http://st.unicode.org/cldr-apps/v#/qu//39949135915dcd4f
qu	Quechua	Latin	modern	modern	n/a	E10-924	Characters	Travel & Places	transport-ground	🚈 –keywords	http://st.unicode.org/cldr-apps/v#/qu//4eeadcbc39ad27c8
qu	Quechua	Latin	modern	modern	n/a	E10-924	Characters	Travel & Places	transport-ground	🚈 -name	http://st.unicode.org/cldr-apps/v#/qu//105fde1b4af3d33b
qu	Quechua	Latin	modern	modern	n/a	E12–039	Characters	Travel & Places	transport-ground	🦽 –keywords	http://st.unicode.org/cldr-apps/v#/qu//330731e9bf4b2290
qu	Quechua	Latin	modern	modern	n/a	E12–039	Characters	Travel & Places	transport-ground	🦽 -name	http://st.unicode.org/cldr-apps/v#/qu//29c2d78c858bff43
qu	Quechua	Latin	modern	modern	n/a	E12–038	Characters	Travel & Places	transport-ground	🦼 –keywords	http://st.unicode.org/cldr-apps/v#/qu//7da3d0719936a693
qu	Quechua	Latin	modern	modern	n/a	E12–038	Characters	Travel & Places	transport-ground	🦼 -name	http://st.unicode.org/cldr-apps/v#/qu//76b79dcb8b257410
qu	Quechua	Latin	modern	modern	n/a	E12–009	Characters	Travel & Places	transport-ground	🛺 –keywords	http://st.unicode.org/cldr-apps/v#/qu//126f03e8eb7aade
qu	Quechua	Latin	modern	modern	n/a	E12–009	Characters	Travel & Places	transport-ground	🛺 -name	http://st.unicode.org/cldr-apps/v#/qu//72978e4dde6010b7
qu	Quechua	Latin	modern	modern	n/a	E11-004	Characters	Travel & Places	transport-ground	🛹 –keywords	http://st.unicode.org/cldr-apps/v#/qu//380815fd2908277a
qu	Quechua	Latin	modern	modern	n/a	E11-004	Characters	Travel & Places	transport-ground	🛹 -name	http://st.unicode.org/cldr-apps/v#/qu//485e3530fd8d54f9
qu	Quechua	Latin	modern	modern	n/a	E13-050	Characters	Travel & Places	transport-ground	🛼 -name	http://st.unicode.org/cldr-apps/v#/qu//e675d75691c34b6
qu	Quechua	Latin	modern	modern	n/a	E14-028	Characters	Travel & Places	transport-ground	🛞 –keywords	http://st.unicode.org/cldr-apps/v#/qu//2a130fe317fb14cf
qu	Quechua	Latin	modern	modern	n/a	E14-028	Characters	Travel & Places	transport-ground	🛞 -name	http://st.unicode.org/cldr-apps/v#/qu//29a7a7a1506719ab
qu	Quechua	Latin	modern	modern	n/a	E14-029	Characters	Travel & Places	transport-water	🛟 –keywords	http://st.unicode.org/cldr-apps/v#/qu//18966a14257c4c7
qu	Quechua	Latin	modern	modern	n/a	E14-029	Characters	Travel & Places	transport-water	🛟 -name	http://st.unicode.org/cldr-apps/v#/qu//2af39cb0f8c5d1f1
qu	Quechua	Latin	modern	modern	n/a	E10-028	Characters	Travel & Places	time	⏳ –keywords	http://st.unicode.org/cldr-apps/v#/qu//217ec63f281759dd
qu	Quechua	Latin	modern	modern	n/a	E10-028	Characters	Travel & Places	time	⏳ -name	http://st.unicode.org/cldr-apps/v#/qu//5468355836d81a11
qu	Quechua	Latin	modern	modern	n/a	E10-743	Characters	Activities	game	🔫 –keywords	http://st.unicode.org/cldr-apps/v#/qu//43d1f8947e37963
qu	Quechua	Latin	modern	modern	n/a	E10-743	Characters	Activities	game	🔫 -name	http://st.unicode.org/cldr-apps/v#/qu//39d86742247aa3f0
qu	Quechua	Latin	modern	modern	n/a	E11-064	Characters	Activities	arts & crafts	🧶 –keywords	http://st.unicode.org/cldr-apps/v#/qu//65124071794d16fa
qu	Quechua	Latin	modern	modern	n/a	E11-064	Characters	Activities	arts & crafts	🧶 -name	http://st.unicode.org/cldr-apps/v#/qu//23257b129808580e
qu	Quechua	Latin	modern	modern	n/a	E13-055	Characters	Activities	arts & crafts	🪢 –keywords	http://st.unicode.org/cldr-apps/v#/qu//1751eaac4400003d
qu	Quechua	Latin	modern	modern	n/a	E13-055	Characters	Activities	arts & crafts	🪢 -name	http://st.unicode.org/cldr-apps/v#/qu//49af080ee85e4b3f
qu	Quechua	Latin	modern	modern	n/a	E12–059	Characters	Objects	clothing	🩰 –keywords	http://st.unicode.org/cldr-apps/v#/qu//359d0a930454c6b4
qu	Quechua	Latin	modern	modern	n/a	E12–059	Characters	Objects	clothing	🩰 -name	http://st.unicode.org/cldr-apps/v#/qu//5ba4915d11830155
qu	Quechua	Latin	modern	modern	n/a	E13-057	Characters	Objects	clothing	🪖 –keywords	http://st.unicode.org/cldr-apps/v#/qu//30f8728697f82dde
qu	Quechua	Latin	modern	modern	n/a	E13-057	Characters	Objects	clothing	🪖 -name	http://st.unicode.org/cldr-apps/v#/qu//6c7f81a62a252035
qu	Quechua	Latin	modern	modern	n/a	E13-058	Characters	Objects	musical-instrument	🪗 –keywords	http://st.unicode.org/cldr-apps/v#/qu//54e6e797e1058a6
qu	Quechua	Latin	modern	modern	n/a	E13-058	Characters	Objects	musical-instrument	🪗 -name	http://st.unicode.org/cldr-apps/v#/qu//6bc90e703658f4da
qu	Quechua	Latin	modern	modern	n/a	E12–074	Characters	Objects	musical-instrument	🪕 –keywords	http://st.unicode.org/cldr-apps/v#/qu//60b6b4de1b1381c8
qu	Quechua	Latin	modern	modern	n/a	E12–074	Characters	Objects	musical-instrument	🪕 -name	http://st.unicode.org/cldr-apps/v#/qu//60c291888c4984aa
qu	Quechua	Latin	modern	modern	n/a	E13-059	Characters	Objects	musical-instrument	🪘 –keywords	http://st.unicode.org/cldr-apps/v#/qu//17356b804eaf3e62
qu	Quechua	Latin	modern	modern	n/a	E13-059	Characters	Objects	musical-instrument	🪘 -name	http://st.unicode.org/cldr-apps/v#/qu//3883e243d67428db
qu	Quechua	Latin	modern	modern	n/a	E15-018	Characters	Objects	musical-instrument	🪇 –keywords	http://st.unicode.org/cldr-apps/v#/qu//401ea00cb1d8dfae
qu	Quechua	Latin	modern	modern	n/a	E15-018	Characters	Objects	musical-instrument	🪇 -name	http://st.unicode.org/cldr-apps/v#/qu//335cc58cbce1195c
qu	Quechua	Latin	modern	modern	n/a	E15-019	Characters	Objects	musical-instrument	🪈 –keywords	http://st.unicode.org/cldr-apps/v#/qu//2bbb709daa66e9bd
qu	Quechua	Latin	modern	modern	n/a	E15-019	Characters	Objects	musical-instrument	🪈 -name	http://st.unicode.org/cldr-apps/v#/qu//508e05c179dfce35
qu	Quechua	Latin	modern	modern	n/a	E10-632	Characters	Objects	computer	💻 –keywords	http://st.unicode.org/cldr-apps/v#/qu//41e8d8f230b36f3c
qu	Quechua	Latin	modern	modern	n/a	E10-632	Characters	Objects	computer	💻 -name	http://st.unicode.org/cldr-apps/v#/qu//475a897318c08696
