#LCode	English Name	Script	Locale Level	Path Level	STStatus	Bailey	Section	Page	Header	Code	ST Link
qu	Quechua	Latin	modern	modern	n/a	E11-056	Characters	Objects	computer	🧮 –keywords	http://st.unicode.org/cldr-apps/v#/qu//4b9d787c0f38fa9b
qu	Quechua	Latin	modern	modern	n/a	E11-056	Characters	Objects	computer	🧮 -name	http://st.unicode.org/cldr-apps/v#/qu//871a914d37d44bb
qu	Quechua	Latin	modern	modern	n/a	E10-713	Characters	Objects	light & video	🔍 –keywords	http://st.unicode.org/cldr-apps/v#/qu//6c07632f042c5be9
qu	Quechua	Latin	modern	modern	n/a	E10-713	Characters	Objects	light & video	🔍 -name	http://st.unicode.org/cldr-apps/v#/qu//115fddff30d058a9
qu	Quechua	Latin	modern	modern	n/a	E10-714	Characters	Objects	light & video	🔎 –keywords	http://st.unicode.org/cldr-apps/v#/qu//663ebc503756aaf4
qu	Quechua	Latin	modern	modern	n/a	E10-714	Characters	Objects	light & video	🔎 -name	http://st.unicode.org/cldr-apps/v#/qu//769cd05e0cfb16be
qu	Quechua	Latin	modern	modern	n/a	E12–073	Characters	Objects	light & video	🪔 –keywords	http://st.unicode.org/cldr-apps/v#/qu//3ff7fdff98566385
qu	Quechua	Latin	modern	modern	n/a	E12–073	Characters	Objects	light & video	🪔 -name	http://st.unicode.org/cldr-apps/v#/qu//575ec76a81c87407
qu	Quechua	Latin	modern	modern	n/a	E13-060	Characters	Objects	money	🪙 –keywords	http://st.unicode.org/cldr-apps/v#/qu//7909cf295baa1361
qu	Quechua	Latin	modern	modern	n/a	E13-060	Characters	Objects	money	🪙 -name	http://st.unicode.org/cldr-apps/v#/qu//419249b97a5f7b05
qu	Quechua	Latin	modern	modern	n/a	E10-625	Characters	Objects	money	💴 –keywords	http://st.unicode.org/cldr-apps/v#/qu//5dcd41eb8de854ec
qu	Quechua	Latin	modern	modern	n/a	E10-625	Characters	Objects	money	💴 -name	http://st.unicode.org/cldr-apps/v#/qu//153dce52945b0aa3
qu	Quechua	Latin	modern	modern	n/a	E10-626	Characters	Objects	money	💵 –keywords	http://st.unicode.org/cldr-apps/v#/qu//7eb0e82bde4509dd
qu	Quechua	Latin	modern	modern	n/a	E10-626	Characters	Objects	money	💵 -name	http://st.unicode.org/cldr-apps/v#/qu//62dfb4019955e51c
qu	Quechua	Latin	modern	modern	n/a	E10-627	Characters	Objects	money	💶 –keywords	http://st.unicode.org/cldr-apps/v#/qu//7ef812eb039098a8
qu	Quechua	Latin	modern	modern	n/a	E10-627	Characters	Objects	money	💶 -name	http://st.unicode.org/cldr-apps/v#/qu//1a009c33e4848deb
qu	Quechua	Latin	modern	modern	n/a	E10-628	Characters	Objects	money	💷 –keywords	http://st.unicode.org/cldr-apps/v#/qu//3cbc302db0e7a722
qu	Quechua	Latin	modern	modern	n/a	E10-628	Characters	Objects	money	💷 -name	http://st.unicode.org/cldr-apps/v#/qu//2298c01049984cda
qu	Quechua	Latin	modern	modern	n/a	E10-629	Characters	Objects	money	💸 –keywords	http://st.unicode.org/cldr-apps/v#/qu//290e85b42bce7279
qu	Quechua	Latin	modern	modern	n/a	E10-629	Characters	Objects	money	💸 -name	http://st.unicode.org/cldr-apps/v#/qu//799aea147fe28eb1
qu	Quechua	Latin	modern	modern	n/a	E10-624	Characters	Objects	money	💳 -name	http://st.unicode.org/cldr-apps/v#/qu//3e527027191c82c1
qu	Quechua	Latin	modern	modern	n/a	E10-630	Characters	Objects	money	💹 –keywords	http://st.unicode.org/cldr-apps/v#/qu//2f8131e01ff6612
qu	Quechua	Latin	modern	modern	n/a	E10-630	Characters	Objects	money	💹 -name	http://st.unicode.org/cldr-apps/v#/qu//f17c182893a225f
qu	Quechua	Latin	modern	modern	n/a	E10-676	Characters	Objects	mail	📧 –keywords	http://st.unicode.org/cldr-apps/v#/qu//2c9536f3ed077f68
qu	Quechua	Latin	modern	modern	n/a	E10-676	Characters	Objects	mail	📧 -name	http://st.unicode.org/cldr-apps/v#/qu//4b82ef05e8988c45
qu	Quechua	Latin	modern	modern	n/a	E10-677	Characters	Objects	mail	📨 –keywords	http://st.unicode.org/cldr-apps/v#/qu//7d4dca9ab75eac46
qu	Quechua	Latin	modern	modern	n/a	E10-677	Characters	Objects	mail	📨 -name	http://st.unicode.org/cldr-apps/v#/qu//6a707cc3d7a92612
qu	Quechua	Latin	modern	modern	n/a	E10-678	Characters	Objects	mail	📩 –keywords	http://st.unicode.org/cldr-apps/v#/qu//771be1bd7242a9f8
qu	Quechua	Latin	modern	modern	n/a	E10-678	Characters	Objects	mail	📩 -name	http://st.unicode.org/cldr-apps/v#/qu//7b8dbfbe6ff01e7c
qu	Quechua	Latin	modern	modern	n/a	E10-673	Characters	Objects	mail	📤 –keywords	http://st.unicode.org/cldr-apps/v#/qu//16eefe8befe190da
qu	Quechua	Latin	modern	modern	n/a	E10-673	Characters	Objects	mail	📤 -name	http://st.unicode.org/cldr-apps/v#/qu//83f94a577f155e7
qu	Quechua	Latin	modern	modern	n/a	E10-674	Characters	Objects	mail	📥 –keywords	http://st.unicode.org/cldr-apps/v#/qu//59fe1526e2add828
qu	Quechua	Latin	modern	modern	n/a	E10-674	Characters	Objects	mail	📥 -name	http://st.unicode.org/cldr-apps/v#/qu//323244f6636cfe41
qu	Quechua	Latin	modern	modern	n/a	E10-675	Characters	Objects	mail	📦 –keywords	http://st.unicode.org/cldr-apps/v#/qu//70890f2d876db4c
qu	Quechua	Latin	modern	modern	n/a	E10-675	Characters	Objects	mail	📦 -name	http://st.unicode.org/cldr-apps/v#/qu//9dd517e70ae6d28
qu	Quechua	Latin	modern	modern	n/a	E10-680	Characters	Objects	mail	📫 –keywords	http://st.unicode.org/cldr-apps/v#/qu//1fc3ee6663fd1f09
qu	Quechua	Latin	modern	modern	n/a	E10-680	Characters	Objects	mail	📫 -name	http://st.unicode.org/cldr-apps/v#/qu//b20f6c792d2248b
qu	Quechua	Latin	modern	modern	n/a	E10-679	Characters	Objects	mail	📪 –keywords	http://st.unicode.org/cldr-apps/v#/qu//3fa435bbf883151
qu	Quechua	Latin	modern	modern	n/a	E10-679	Characters	Objects	mail	📪 -name	http://st.unicode.org/cldr-apps/v#/qu//76aa8bd600dc5ab9
qu	Quechua	Latin	modern	modern	n/a	E10-681	Characters	Objects	mail	📬 –keywords	http://st.unicode.org/cldr-apps/v#/qu//4639fea4b318316b
qu	Quechua	Latin	modern	modern	n/a	E10-681	Characters	Objects	mail	📬 -name	http://st.unicode.org/cldr-apps/v#/qu//5b561c38fc2b9a9d
qu	Quechua	Latin	modern	modern	n/a	E10-682	Characters	Objects	mail	📭 –keywords	http://st.unicode.org/cldr-apps/v#/qu//2860c82082077a74
qu	Quechua	Latin	modern	modern	n/a	E10-682	Characters	Objects	mail	📭 -name	http://st.unicode.org/cldr-apps/v#/qu//135592991fee25f0
qu	Quechua	Latin	modern	modern	n/a	E10-829	Characters	Objects	mail	🗳 –keywords	http://st.unicode.org/cldr-apps/v#/qu//579088ff898f526f
qu	Quechua	Latin	modern	modern	n/a	E10-829	Characters	Objects	mail	🗳 -name	http://st.unicode.org/cldr-apps/v#/qu//17c969dbeb212e41
qu	Quechua	Latin	modern	modern	n/a	E10-130	Characters	Objects	writing	✒ –keywords	http://st.unicode.org/cldr-apps/v#/qu//48f8ddd0b40e996c
qu	Quechua	Latin	modern	modern	n/a	E10-130	Characters	Objects	writing	✒ -name	http://st.unicode.org/cldr-apps/v#/qu//351386e8b3e5f257
qu	Quechua	Latin	modern	modern	n/a	E10-804	Characters	Objects	writing	🖋 –keywords	http://st.unicode.org/cldr-apps/v#/qu//1b973ef038452d3e
qu	Quechua	Latin	modern	modern	n/a	E10-804	Characters	Objects	writing	🖋 -name	http://st.unicode.org/cldr-apps/v#/qu//551f8b5bf4573ab1
qu	Quechua	Latin	modern	modern	n/a	E10-805	Characters	Objects	writing	🖌 –keywords	http://st.unicode.org/cldr-apps/v#/qu//68fb0d318ad13cc1
qu	Quechua	Latin	modern	modern	n/a	E10-805	Characters	Objects	writing	🖌 -name	http://st.unicode.org/cldr-apps/v#/qu//32cb22160b790295
qu	Quechua	Latin	modern	modern	n/a	E10-666	Characters	Objects	writing	📝 –keywords	http://st.unicode.org/cldr-apps/v#/qu//5a105d3cbdde9842
qu	Quechua	Latin	modern	modern	n/a	E10-666	Characters	Objects	writing	📝 -name	http://st.unicode.org/cldr-apps/v#/qu//40b8ef50564af1d5
qu	Quechua	Latin	modern	modern	n/a	E10-633	Characters	Objects	office	💼 –keywords	http://st.unicode.org/cldr-apps/v#/qu//3e684b863c3855bc
qu	Quechua	Latin	modern	modern	n/a	E10-633	Characters	Objects	office	💼 -name	http://st.unicode.org/cldr-apps/v#/qu//ddf92c26b7e01d5
qu	Quechua	Latin	modern	modern	n/a	E10-638	Characters	Objects	office	📁 –keywords	http://st.unicode.org/cldr-apps/v#/qu//661518de691107d6
qu	Quechua	Latin	modern	modern	n/a	E10-638	Characters	Objects	office	📁 -name	http://st.unicode.org/cldr-apps/v#/qu//3021e4c9e9df345
qu	Quechua	Latin	modern	modern	n/a	E10-639	Characters	Objects	office	📂 –keywords	http://st.unicode.org/cldr-apps/v#/qu//4ff509400cd291c9
qu	Quechua	Latin	modern	modern	n/a	E10-639	Characters	Objects	office	📂 -name	http://st.unicode.org/cldr-apps/v#/qu//199fb3e262f7c236
qu	Quechua	Latin	modern	modern	n/a	E10-816	Characters	Objects	office	🗂 –keywords	http://st.unicode.org/cldr-apps/v#/qu//7d8e613374c8bad4
qu	Quechua	Latin	modern	modern	n/a	E10-816	Characters	Objects	office	🗂 -name	http://st.unicode.org/cldr-apps/v#/qu//53dd0305285b6a94
qu	Quechua	Latin	modern	modern	n/a	E10-642	Characters	Objects	office	📅 –keywords	http://st.unicode.org/cldr-apps/v#/qu//ca0dd0ffe4824ec
qu	Quechua	Latin	modern	modern	n/a	E10-642	Characters	Objects	office	📅 -name	http://st.unicode.org/cldr-apps/v#/qu//28e86825a5b80491
qu	Quechua	Latin	modern	modern	n/a	E10-643	Characters	Objects	office	📆 –keywords	http://st.unicode.org/cldr-apps/v#/qu//21f25aff5c39952f
qu	Quechua	Latin	modern	modern	n/a	E10-643	Characters	Objects	office	📆 -name	http://st.unicode.org/cldr-apps/v#/qu//637efb62cf924082
qu	Quechua	Latin	modern	modern	n/a	E10-820	Characters	Objects	office	🗒 –keywords	http://st.unicode.org/cldr-apps/v#/qu//8bbb9063de39c9f
qu	Quechua	Latin	modern	modern	n/a	E10-820	Characters	Objects	office	🗒 -name	http://st.unicode.org/cldr-apps/v#/qu//4289e716b45f1cf8
qu	Quechua	Latin	modern	modern	n/a	E10-821	Characters	Objects	office	🗓 –keywords	http://st.unicode.org/cldr-apps/v#/qu//7337bd1a2f3b90f1
qu	Quechua	Latin	modern	modern	n/a	E10-821	Characters	Objects	office	🗓 -name	http://st.unicode.org/cldr-apps/v#/qu//40213e3f79711d3e
qu	Quechua	Latin	modern	modern	n/a	E10-644	Characters	Objects	office	📇 –keywords	http://st.unicode.org/cldr-apps/v#/qu//48ed3fd657c887d6
qu	Quechua	Latin	modern	modern	n/a	E10-644	Characters	Objects	office	📇 -name	http://st.unicode.org/cldr-apps/v#/qu//2de0cc74421fc9c6
qu	Quechua	Latin	modern	modern	n/a	E10-645	Characters	Objects	office	📈 –keywords	http://st.unicode.org/cldr-apps/v#/qu//6122cdef16842118
qu	Quechua	Latin	modern	modern	n/a	E10-645	Characters	Objects	office	📈 -name	http://st.unicode.org/cldr-apps/v#/qu//502922a0eb75a76b
qu	Quechua	Latin	modern	modern	n/a	E10-646	Characters	Objects	office	📉 –keywords	http://st.unicode.org/cldr-apps/v#/qu//37f094397173547b
qu	Quechua	Latin	modern	modern	n/a	E10-646	Characters	Objects	office	📉 -name	http://st.unicode.org/cldr-apps/v#/qu//19d51c58e284d321
qu	Quechua	Latin	modern	modern	n/a	E10-647	Characters	Objects	office	📊 –keywords	http://st.unicode.org/cldr-apps/v#/qu//74c58ee15b207dcb
qu	Quechua	Latin	modern	modern	n/a	E10-647	Characters	Objects	office	📊 -name	http://st.unicode.org/cldr-apps/v#/qu//3e7646ada709be4a
qu	Quechua	Latin	modern	modern	n/a	E10-648	Characters	Objects	office	📋 –keywords	http://st.unicode.org/cldr-apps/v#/qu//764a41aa572cb828
qu	Quechua	Latin	modern	modern	n/a	E10-648	Characters	Objects	office	📋 -name	http://st.unicode.org/cldr-apps/v#/qu//3c8243694e00a329
qu	Quechua	Latin	modern	modern	n/a	E10-649	Characters	Objects	office	📌 –keywords	http://st.unicode.org/cldr-apps/v#/qu//2d0697151ee1b05
qu	Quechua	Latin	modern	modern	n/a	E10-649	Characters	Objects	office	📌 -name	http://st.unicode.org/cldr-apps/v#/qu//281f5246421504ac
qu	Quechua	Latin	modern	modern	n/a	E10-650	Characters	Objects	office	📍 –keywords	http://st.unicode.org/cldr-apps/v#/qu//49596e3a0b8aebc3
qu	Quechua	Latin	modern	modern	n/a	E10-650	Characters	Objects	office	📍 -name	http://st.unicode.org/cldr-apps/v#/qu//ac4b72bb2ed5fb8
qu	Quechua	Latin	modern	modern	n/a	E10-652	Characters	Objects	office	📏 –keywords	http://st.unicode.org/cldr-apps/v#/qu//2e3e3f65a889e996
qu	Quechua	Latin	modern	modern	n/a	E10-652	Characters	Objects	office	📏 -name	http://st.unicode.org/cldr-apps/v#/qu//76edb43f2f3f1810
qu	Quechua	Latin	modern	modern	n/a	E10-653	Characters	Objects	office	📐 –keywords	http://st.unicode.org/cldr-apps/v#/qu//571e27509317c49d
qu	Quechua	Latin	modern	modern	n/a	E10-653	Characters	Objects	office	📐 -name	http://st.unicode.org/cldr-apps/v#/qu//304c8b5bb11e9611
qu	Quechua	Latin	modern	modern	n/a	E10-121	Characters	Objects	office	✂ –keywords	http://st.unicode.org/cldr-apps/v#/qu//58c7bb29260db8a4
qu	Quechua	Latin	modern	modern	n/a	E10-121	Characters	Objects	office	✂ -name	http://st.unicode.org/cldr-apps/v#/qu//2d81c5c9b1669ba4
qu	Quechua	Latin	modern	modern	n/a	E10-817	Characters	Objects	office	🗃 –keywords	http://st.unicode.org/cldr-apps/v#/qu//43827a8b9f4ade1
qu	Quechua	Latin	modern	modern	n/a	E10-817	Characters	Objects	office	🗃 -name	http://st.unicode.org/cldr-apps/v#/qu//d0c9046f1703059
qu	Quechua	Latin	modern	modern	n/a	E10-818	Characters	Objects	office	🗄 –keywords	http://st.unicode.org/cldr-apps/v#/qu//6fab321239ba2b40
qu	Quechua	Latin	modern	modern	n/a	E10-818	Characters	Objects	office	🗄 -name	http://st.unicode.org/cldr-apps/v#/qu//11a072511ebff68f
qu	Quechua	Latin	modern	modern	n/a	E10-819	Characters	Objects	office	🗑 –keywords	http://st.unicode.org/cldr-apps/v#/qu//2b80a0aefaf6d2fb
qu	Quechua	Latin	modern	modern	n/a	E10-819	Characters	Objects	office	🗑 -name	http://st.unicode.org/cldr-apps/v#/qu//2d1fd6b80be2c3ec
qu	Quechua	Latin	modern	modern	n/a	E10-719	Characters	Objects	lock	🔓 –keywords	http://st.unicode.org/cldr-apps/v#/qu//32ad9592b3dd8547
qu	Quechua	Latin	modern	modern	n/a	E10-719	Characters	Objects	lock	🔓 -name	http://st.unicode.org/cldr-apps/v#/qu//6a2dbb25a67a1f01
qu	Quechua	Latin	modern	modern	n/a	E10-715	Characters	Objects	lock	🔏 –keywords	http://st.unicode.org/cldr-apps/v#/qu//4321bbe2702d68d6
qu	Quechua	Latin	modern	modern	n/a	E10-715	Characters	Objects	lock	🔏 -name	http://st.unicode.org/cldr-apps/v#/qu//76c9782e8eeb6867
qu	Quechua	Latin	modern	modern	n/a	E10-716	Characters	Objects	lock	🔐 –keywords	http://st.unicode.org/cldr-apps/v#/qu//10d577dac0957bfe
qu	Quechua	Latin	modern	modern	n/a	E10-716	Characters	Objects	lock	🔐 -name	http://st.unicode.org/cldr-apps/v#/qu//30a19d117e8c186e
qu	Quechua	Latin	modern	modern	n/a	E10-740	Characters	Objects	tool	🔨 –keywords	http://st.unicode.org/cldr-apps/v#/qu//28c1e8bcded21c0f
qu	Quechua	Latin	modern	modern	n/a	E10-740	Characters	Objects	tool	🔨 -name	http://st.unicode.org/cldr-apps/v#/qu//3ef5bfea6b2fd716
qu	Quechua	Latin	modern	modern	n/a	E12–072	Characters	Objects	tool	🪓 –keywords	http://st.unicode.org/cldr-apps/v#/qu//25d4ef34533f2d95
qu	Quechua	Latin	modern	modern	n/a	E12–072	Characters	Objects	tool	🪓 -name	http://st.unicode.org/cldr-apps/v#/qu//1d5e122fa3d47bde
qu	Quechua	Latin	modern	modern	n/a	E10-104	Characters	Objects	tool	⛏ –keywords	http://st.unicode.org/cldr-apps/v#/qu//7010e9a599a567d4
qu	Quechua	Latin	modern	modern	n/a	E10-104	Characters	Objects	tool	⛏ -name	http://st.unicode.org/cldr-apps/v#/qu//9b1dcde3cda3519
qu	Quechua	Latin	modern	modern	n/a	E10-083	Characters	Objects	tool	⚒ –keywords	http://st.unicode.org/cldr-apps/v#/qu//48b32bd187e00892
qu	Quechua	Latin	modern	modern	n/a	E10-083	Characters	Objects	tool	⚒ -name	http://st.unicode.org/cldr-apps/v#/qu//6a453a7248d67aa6
qu	Quechua	Latin	modern	modern	n/a	E10-994	Characters	Objects	tool	🛠 –keywords	http://st.unicode.org/cldr-apps/v#/qu//18a4ba1ba966b614
qu	Quechua	Latin	modern	modern	n/a	E10-994	Characters	Objects	tool	🛠 -name	http://st.unicode.org/cldr-apps/v#/qu//3e58c6e0b56f1a39
qu	Quechua	Latin	modern	modern	n/a	E10-825	Characters	Objects	tool	🗡 –keywords	http://st.unicode.org/cldr-apps/v#/qu//5fff62d1744a7aad
qu	Quechua	Latin	modern	modern	n/a	E10-825	Characters	Objects	tool	🗡 -name	http://st.unicode.org/cldr-apps/v#/qu//1475d623ee522f3e
qu	Quechua	Latin	modern	modern	n/a	E10-085	Characters	Objects	tool	⚔ –keywords	http://st.unicode.org/cldr-apps/v#/qu//355e25a46375b104
qu	Quechua	Latin	modern	modern	n/a	E10-085	Characters	Objects	tool	⚔ -name	http://st.unicode.org/cldr-apps/v#/qu//75d64cfdc8b12b1b
qu	Quechua	Latin	modern	modern	n/a	E13-062	Characters	Objects	tool	🪃 –keywords	http://st.unicode.org/cldr-apps/v#/qu//4ada715ee4166fd1
qu	Quechua	Latin	modern	modern	n/a	E13-062	Characters	Objects	tool	🪃 -name	http://st.unicode.org/cldr-apps/v#/qu//38ac2181b1e5f10f
qu	Quechua	Latin	modern	modern	n/a	E10-438	Characters	Objects	tool	🏹 –keywords	http://st.unicode.org/cldr-apps/v#/qu//7e0664c215e2c2ea
qu	Quechua	Latin	modern	modern	n/a	E10-438	Characters	Objects	tool	🏹 -name	http://st.unicode.org/cldr-apps/v#/qu//4ecece42c8f5a61e
qu	Quechua	Latin	modern	modern	n/a	E10-995	Characters	Objects	tool	🛡 –keywords	http://st.unicode.org/cldr-apps/v#/qu//702fc52280858e7a
qu	Quechua	Latin	modern	modern	n/a	E10-995	Characters	Objects	tool	🛡 -name	http://st.unicode.org/cldr-apps/v#/qu//3a9853cbd04898ba
qu	Quechua	Latin	modern	modern	n/a	E13-061	Characters	Objects	tool	🪚 –keywords	http://st.unicode.org/cldr-apps/v#/qu//828c11080e76600
qu	Quechua	Latin	modern	modern	n/a	E13-061	Characters	Objects	tool	🪚 -name	http://st.unicode.org/cldr-apps/v#/qu//1675f658958581d1
qu	Quechua	Latin	modern	modern	n/a	E10-739	Characters	Objects	tool	🔧 –keywords	http://st.unicode.org/cldr-apps/v#/qu//101ce59446882684
qu	Quechua	Latin	modern	modern	n/a	E10-739	Characters	Objects	tool	🔧 -name	http://st.unicode.org/cldr-apps/v#/qu//3882eee8732a7d7e
qu	Quechua	Latin	modern	modern	n/a	E13-063	Characters	Objects	tool	🪛 –keywords	http://st.unicode.org/cldr-apps/v#/qu//723918836cda7b68
qu	Quechua	Latin	modern	modern	n/a	E13-063	Characters	Objects	tool	🪛 -name	http://st.unicode.org/cldr-apps/v#/qu//7fccebbd9d3739f
qu	Quechua	Latin	modern	modern	n/a	E10-741	Characters	Objects	tool	🔩 –keywords	http://st.unicode.org/cldr-apps/v#/qu//37412b82f8d77350
qu	Quechua	Latin	modern	modern	n/a	E10-741	Characters	Objects	tool	🔩 -name	http://st.unicode.org/cldr-apps/v#/qu//3763cbada6f7cdec
qu	Quechua	Latin	modern	modern	n/a	E10-089	Characters	Objects	tool	⚙ –keywords	http://st.unicode.org/cldr-apps/v#/qu//d27c8dbd90427f0
qu	Quechua	Latin	modern	modern	n/a	E10-089	Characters	Objects	tool	⚙ -name	http://st.unicode.org/cldr-apps/v#/qu//2623480b447c8dd3
qu	Quechua	Latin	modern	modern	n/a	E10-822	Characters	Objects	tool	🗜 –keywords	http://st.unicode.org/cldr-apps/v#/qu//2d37a83ce97367c
qu	Quechua	Latin	modern	modern	n/a	E10-822	Characters	Objects	tool	🗜 -name	http://st.unicode.org/cldr-apps/v#/qu//7bce175d1678b2ef
qu	Quechua	Latin	modern	modern	n/a	E10-087	Characters	Objects	tool	⚖ –keywords	http://st.unicode.org/cldr-apps/v#/qu//3a19597bd7c25819
qu	Quechua	Latin	modern	modern	n/a	E10-087	Characters	Objects	tool	⚖ -name	http://st.unicode.org/cldr-apps/v#/qu//290fa3e8f1d3fa7
qu	Quechua	Latin	modern	modern	n/a	E12–035	Characters	Objects	tool	🦯 –keywords	http://st.unicode.org/cldr-apps/v#/qu//5994a69fd6dd3ce4
qu	Quechua	Latin	modern	modern	n/a	E12–035	Characters	Objects	tool	🦯 -name	http://st.unicode.org/cldr-apps/v#/qu//18be97cc2dd8862e
qu	Quechua	Latin	modern	modern	n/a	E10-723	Characters	Objects	tool	🔗 –keywords	http://st.unicode.org/cldr-apps/v#/qu//2acff6913b60368c
qu	Quechua	Latin	modern	modern	n/a	E10-723	Characters	Objects	tool	🔗 -name	http://st.unicode.org/cldr-apps/v#/qu//19fb6b1dc546e4ee
qu	Quechua	Latin	modern	modern	n/a	E10-106	Characters	Objects	tool	⛓ –keywords	http://st.unicode.org/cldr-apps/v#/qu//d5b9bc4887eaeed
qu	Quechua	Latin	modern	modern	n/a	E10-106	Characters	Objects	tool	⛓ -name	http://st.unicode.org/cldr-apps/v#/qu//3f93c525877ef04e
qu	Quechua	Latin	modern	modern	n/a	E13-065	Characters	Objects	tool	🪝 –keywords	http://st.unicode.org/cldr-apps/v#/qu//22501aa84e4846b4
qu	Quechua	Latin	modern	modern	n/a	E13-065	Characters	Objects	tool	🪝 -name	http://st.unicode.org/cldr-apps/v#/qu//406679e241e25f1b
qu	Quechua	Latin	modern	modern	n/a	E11-058	Characters	Objects	tool	🧰 –keywords	http://st.unicode.org/cldr-apps/v#/qu//2e127e03e69fbb0c
qu	Quechua	Latin	modern	modern	n/a	E11-058	Characters	Objects	tool	🧰 -name	http://st.unicode.org/cldr-apps/v#/qu//303e538cb26cc286
qu	Quechua	Latin	modern	modern	n/a	E13-064	Characters	Objects	tool	🪜 –keywords	http://st.unicode.org/cldr-apps/v#/qu//13f87848c435fe01
qu	Quechua	Latin	modern	modern	n/a	E13-064	Characters	Objects	tool	🪜 -name	http://st.unicode.org/cldr-apps/v#/qu//7203890b2dc387f6
qu	Quechua	Latin	modern	modern	n/a	E10-088	Characters	Objects	science	⚗ –keywords	http://st.unicode.org/cldr-apps/v#/qu//3c13c9c3c70b7469
qu	Quechua	Latin	modern	modern	n/a	E10-088	Characters	Objects	science	⚗ -name	http://st.unicode.org/cldr-apps/v#/qu//2aa8241910254acd
qu	Quechua	Latin	modern	modern	n/a	E11-052	Characters	Objects	science	🧪 –keywords	http://st.unicode.org/cldr-apps/v#/qu//389fc097c303592b
qu	Quechua	Latin	modern	modern	n/a	E11-052	Characters	Objects	science	🧪 -name	http://st.unicode.org/cldr-apps/v#/qu//70723fcd2d4c2555
qu	Quechua	Latin	modern	modern	n/a	E11-053	Characters	Objects	science	🧫 –keywords	http://st.unicode.org/cldr-apps/v#/qu//1557bde908b26c04
qu	Quechua	Latin	modern	modern	n/a	E11-053	Characters	Objects	science	🧫 -name	http://st.unicode.org/cldr-apps/v#/qu//a4a5c83615ca3f4
qu	Quechua	Latin	modern	modern	n/a	E11-054	Characters	Objects	science	🧬 –keywords	http://st.unicode.org/cldr-apps/v#/qu//2506b69c51379563
qu	Quechua	Latin	modern	modern	n/a	E11-054	Characters	Objects	science	🧬 -name	http://st.unicode.org/cldr-apps/v#/qu//35aeb2211e560289
qu	Quechua	Latin	modern	modern	n/a	E10-670	Characters	Objects	science	📡 –keywords	http://st.unicode.org/cldr-apps/v#/qu//7d3a4591f04a0146
qu	Quechua	Latin	modern	modern	n/a	E10-670	Characters	Objects	science	📡 -name	http://st.unicode.org/cldr-apps/v#/qu//471013087a935780
qu	Quechua	Latin	modern	modern	n/a	E10-582	Characters	Objects	medical	💉 –keywords	http://st.unicode.org/cldr-apps/v#/qu//2ad647f0d8e61809
qu	Quechua	Latin	modern	modern	n/a	E10-582	Characters	Objects	medical	💉 -name	http://st.unicode.org/cldr-apps/v#/qu//4222aba042709a7e
qu	Quechua	Latin	modern	modern	n/a	E12–063	Characters	Objects	medical	🩸 –keywords	http://st.unicode.org/cldr-apps/v#/qu//6f7d6a57d34f0b9e
qu	Quechua	Latin	modern	modern	n/a	E12–063	Characters	Objects	medical	🩸 -name	http://st.unicode.org/cldr-apps/v#/qu//14a56f0d7f10539e
qu	Quechua	Latin	modern	modern	n/a	E10-583	Characters	Objects	medical	💊 –keywords	http://st.unicode.org/cldr-apps/v#/qu//439742d245db90b9
qu	Quechua	Latin	modern	modern	n/a	E10-583	Characters	Objects	medical	💊 -name	http://st.unicode.org/cldr-apps/v#/qu//3f6036be995256d9
qu	Quechua	Latin	modern	modern	n/a	E12–064	Characters	Objects	medical	🩹 –keywords	http://st.unicode.org/cldr-apps/v#/qu//1d7da031643b4ee6
qu	Quechua	Latin	modern	modern	n/a	E12–064	Characters	Objects	medical	🩹 -name	http://st.unicode.org/cldr-apps/v#/qu//4217c018f6aff7da
qu	Quechua	Latin	modern	modern	n/a	E14-033	Characters	Objects	medical	🩼 –keywords	http://st.unicode.org/cldr-apps/v#/qu//43a25308dcc7402f
qu	Quechua	Latin	modern	modern	n/a	E14-033	Characters	Objects	medical	🩼 -name	http://st.unicode.org/cldr-apps/v#/qu//4fb40c9a89aa39da
qu	Quechua	Latin	modern	modern	n/a	E12–065	Characters	Objects	medical	🩺 –keywords	http://st.unicode.org/cldr-apps/v#/qu//50cb4a4319f465c1
qu	Quechua	Latin	modern	modern	n/a	E12–065	Characters	Objects	medical	🩺 -name	http://st.unicode.org/cldr-apps/v#/qu//375735d9ea9bd7c3
qu	Quechua	Latin	modern	modern	n/a	E14-034	Characters	Objects	medical	🩻 –keywords	http://st.unicode.org/cldr-apps/v#/qu//3b2959e3489346ac
qu	Quechua	Latin	modern	modern	n/a	E14-034	Characters	Objects	medical	🩻 -name	http://st.unicode.org/cldr-apps/v#/qu//38b8400e0cfba1a9
qu	Quechua	Latin	modern	modern	n/a	E13-068	Characters	Objects	household	🪟 –keywords	http://st.unicode.org/cldr-apps/v#/qu//14a745102fa87ee7
qu	Quechua	Latin	modern	modern	n/a	E13-068	Characters	Objects	household	🪟 -name	http://st.unicode.org/cldr-apps/v#/qu//75b065f3128b50ea
qu	Quechua	Latin	modern	modern	n/a	E10-990	Characters	Objects	household	🛏 –keywords	http://st.unicode.org/cldr-apps/v#/qu//214b6479dd28d37c
qu	Quechua	Latin	modern	modern	n/a	E10-990	Characters	Objects	household	🛏 -name	http://st.unicode.org/cldr-apps/v#/qu//5cf20e17721faa65
