# Count	Section	Page	Subhead	Code

113	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeGGS	given
112	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeG	given
111	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeGS	given
109	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeFull	given
109	Miscellaneous	Person Name Formats	SampleName Fields for Item: foreignFull	given
107	Miscellaneous	Person Name Formats	SampleName Fields for Item: foreignG	given
107	Miscellaneous	Person Name Formats	SampleName Fields for Item: foreignGS	given
107	Miscellaneous	Person Name Formats	SampleName Fields for Item: foreignGGS	given
106	Miscellaneous	Person Name Formats	SampleName Fields for Item: foreignFull	title
106	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-long	addressing-formal
105	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeGS	surname
105	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-medium	referring-formal
104	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeGGS	given2
104	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeGGS	surname
104	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-medium	addressing-formal
104	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-long	addressing-formal
103	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-short	addressing-formal
102	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeFull	title
102	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeFull	surname-core
102	Miscellaneous	Person Name Formats	SampleName Fields for Item: foreignFull	credentials
102	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-medium	addressing-formal
101	Miscellaneous	Person Name Formats	SampleName Fields for Item: full	prefix
101	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeFull	given-informal
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: given12Surname	given
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: given12Surname	surname
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: givenOnly	given
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: givenSurnameOnly	given
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: givenSurnameOnly	surname
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeFull	credentials
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeFull	generation
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeFull	given2
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: foreignFull	given-informal
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: foreignFull	given2
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: foreignFull	surname-core
100	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-medium	referring-formal
99	Miscellaneous	Person Name Formats	SampleName Fields for Item: full	given
99	Miscellaneous	Person Name Formats	SampleName Fields for Item: given12Surname	given2
99	Miscellaneous	Person Name Formats	SampleName Fields for Item: foreignGS	surname
99	Miscellaneous	Person Name Formats	SampleName Fields for Item: foreignGGS	surname
99	Miscellaneous	Person Name Formats	SampleName Fields for Item: foreignFull	surname-prefix
99	Miscellaneous	Person Name Formats	SampleName Fields for Item: foreignFull	surname2
99	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-short	addressing-formal
98	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeFull	surname2
