#Version	Dtd Type	Intermediate Path	Element	Attributes
21.0	ldml	​/contextTransforms​/contextTransformUsage/	+contextTransform	<div>+type §d ⟨uiListOrMenu, stand-alone⟩</div>
21.0	ldml	​/dates​/calendars​/calendar/	+monthPatterns	<div>+validSubLocales §d </div>
21.0	ldml	​/dates​/calendars​/calendar/	+cyclicNameSets	<div>+validSubLocales §d </div>
21.0	ldml	​/dates​/calendars​/calendar​/cyclicNameSets/	+cyclicNameSet	<div>+type §d ⟨years, months, days, dayParts, zodiacs⟩</div><div>+validSubLocales §d </div>
21.0	ldml	​/dates​/calendars​/calendar​/cyclicNameSets​/cyclicNameSet/	+cyclicNameContext	<div>+type §d ⟨format, stand-alone⟩</div><div>+validSubLocales §d </div>
21.0	ldml	​/dates​/calendars​/calendar​/cyclicNameSets​/cyclicNameSet​/cyclicNameContext/	+cyclicNameWidth	<div>+type §d ⟨abbreviated, narrow, wide⟩</div><div>+validSubLocales §d </div>
21.0	ldml	​/dates​/calendars​/calendar​/cyclicNameSets​/cyclicNameSet​/cyclicNameContext​/cyclicNameWidth/	+cyclicName	<div>+type §d </div>
21.0	ldml	​/dates​/calendars​/calendar​/monthPatterns/	+monthPatternContext	<div>+type §d ⟨format, stand-alone, numeric⟩</div><div>+validSubLocales §d </div>
21.0	ldml	​/dates​/calendars​/calendar​/monthPatterns​/monthPatternContext/	+monthPatternWidth	<div>+type §d ⟨abbreviated, narrow, wide, all⟩</div><div>+validSubLocales §d </div>
21.0	ldml	​/dates​/calendars​/calendar​/monthPatterns​/monthPatternContext​/monthPatternWidth/	+monthPattern	<div>+type §d ⟨leap, standardAfterLeap, combined⟩</div>
21.0	ldml	​/metadata/	+casingData	 
21.0	ldml	​/metadata​/casingData/	+casingItem	<div>+type §d </div>
21.0	ldml	​/numbers/	+otherNumberingSystems	 
21.0	ldml	​/numbers​/otherNumberingSystems/	+native	 
21.0	ldml	​/numbers​/otherNumberingSystems/	+traditional	 
21.0	ldml	​/numbers​/otherNumberingSystems/	+finance	 
21.0	supplementalData	/	plurals	<div>+type §d ⟨ordinal, cardinal⟩</div>
21.0	supplementalData	/	+gender	 
21.0	supplementalData	​/gender/	+personList	<div>+type §d ⟨neutral, mixedNeutral, maleTaints⟩</div><div>+locales §d </div>
21.0	supplementalData	​/territoryContainment/	group	<div>+status §d ⟨deprecated⟩</div>
21.0	supplementalData	​/timezoneData/	mapTimezones	<div>+typeVersion §d </div><div>+otherVersion §d </div>
21.0	ldmlBCP47	​/keyword/	key	<div>+extension §d </div>
2.0.1	ldml	​/characters/	+stopwords	 
2.0.1	ldml	​/characters​/stopwords/	+stopwordList	<div>+type §d </div>
2.0.1	ldml	​/collations​/collation/	settings	<div>+private §d ⟨true, false⟩</div>
2.0.1	ldml	​/dates​/calendars​/calendar​/dateFormats​/dateFormatLength​/dateFormat/	displayName	<div>count ⟨…⟩➠⟨0, 1, …⟩</div>
2.0.1	ldml	​/dates​/calendars​/calendar​/dayPeriods​/dayPeriodContext/	dayPeriodWidth	<div>type ➠⟨abbreviated, narrow, wide⟩</div>
2.0.1	ldml	​/dates​/calendars​/calendar​/days​/dayContext/	dayWidth	<div>type ➠⟨abbreviated, narrow, wide⟩</div>
2.0.1	ldml	​/dates​/calendars​/calendar​/quarters​/quarterContext/	quarterWidth	<div>type ➠⟨abbreviated, narrow, wide⟩</div>
2.0.1	ldml	​/dates​/timeZoneNames/	+fallbackRegionFormat	 
2.0.1	ldml	​/localeDisplayNames​/localeDisplayPattern/	+localeKeyTypePattern	 
2.0.1	ldml	​/numbers​/currencyFormats/	unitPattern	<div>count ⟨…⟩➠⟨0, 1, …⟩</div>
2.0.1	supplementalData	/	+parentLocales	 
2.0.1	supplementalData	​/coverageLevels/	coverageLevel	<div>+inLanguage §d </div><div>+inScript §d </div><div>+inTerritory §d </div>
2.0.1	supplementalData	​/metadata​/deprecated/	deprecatedItems	<div>type ⟨… supplemental⟩➠⟨… supplemental, ldml, supplementalData, ldmlBCP47⟩</div>
2.0.1	supplementalData	​/parentLocales/	+parentLocale	<div>+parent §d </div><div>+locales §d </div>
2.0.1	supplementalData	​/territoryContainment/	group	<div>+grouping §d ⟨true, false⟩</div>
2.0.1	ldmlBCP47	/	attribute	<div>+description §d </div><div>+since §d </div>
2.0.1	ldmlBCP47	​/keyword/	key	<div>+description §d </div>
2.0.1	ldmlBCP47	​/keyword​/key/	type	<div>+description §d </div>
1.9.1	ldml	​/characters/	exemplarCharacters	<div>type ⟨…⟩➠⟨… punctuation, …⟩</div>
1.9.1	ldml	​/characters/	+ellipsis	<div>+type §d ⟨initial, medial, final⟩</div>
1.9.1	ldml	​/characters/	+moreInformation	 
1.9.1	ldml	​/collations​/collation​/rules/	+import	<div>+source §d </div><div>+type §d </div>
1.9.1	ldml	​/localeDisplayNames/	+transformNames	 
1.9.1	ldml	​/localeDisplayNames​/transformNames/	+transformName	<div>+type §d </div>
1.9.1	ldml	​/numbers/	symbols	<div>+numberSystem §d </div>
1.9.1	ldml	​/numbers/	decimalFormats	<div>+numberSystem §d </div>
1.9.1	ldml	​/numbers/	scientificFormats	<div>+numberSystem §d </div>
1.9.1	ldml	​/numbers/	percentFormats	<div>+numberSystem §d </div>
1.9.1	ldml	​/numbers/	currencyFormats	<div>+numberSystem §d </div>
1.9.1	supplementalData	/	+coverageLevels	 
1.9.1	supplementalData	​/coverageLevels/	+coverageLevel	<div>+value §d </div><div>+match §d </div>
1.9.1	supplementalData	​/metadata​/alias/	languageAlias	<div>+reason §d ⟨deprecated, overlong, macrolanguage, legacy⟩</div>
1.9.1	supplementalData	​/metadata​/alias/	scriptAlias	<div>+reason §d ⟨deprecated, overlong⟩</div>
1.9.1	supplementalData	​/metadata​/alias/	territoryAlias	<div>+reason §d ⟨deprecated, overlong⟩</div>
1.9.1	supplementalData	​/metadata​/alias/	variantAlias	<div>+reason §d ⟨deprecated, overlong⟩</div>
1.9.1	supplementalData	​/metadata​/alias/	zoneAlias	<div>+reason §d ⟨deprecated, overlong⟩</div>
1.8.1	ldml	/	+listPatterns	<div>+validSubLocales §d </div>
1.8.1	ldml	​/characters/	exemplarCharacters	<div>type ⟨… currencySymbol⟩➠⟨… currencySymbol, index⟩</div>
1.8.1	ldml	​/characters/	+indexLabels	 
1.8.1	ldml	​/characters​/indexLabels/	+indexSeparator	 
1.8.1	ldml	​/characters​/indexLabels/	+compressedIndexSeparator	 
1.8.1	ldml	​/characters​/indexLabels/	+indexRangePattern	 
1.8.1	ldml	​/characters​/indexLabels/	+indexLabelBefore	 
1.8.1	ldml	​/characters​/indexLabels/	+indexLabelAfter	 
1.8.1	ldml	​/characters​/indexLabels/	+indexLabel	<div>+indexSource §d </div><div>+priority §d ⟨1, 2, 3⟩</div>
1.8.1	ldml	​/dates​/calendars​/calendar/	+dayPeriods	 
1.8.1	ldml	​/dates​/calendars​/calendar​/dayPeriods/	+dayPeriodContext	<div>+type §d </div>
1.8.1	ldml	​/dates​/calendars​/calendar​/dayPeriods​/dayPeriodContext/	+dayPeriodWidth	<div>+type §d </div>
1.8.1	ldml	​/dates​/calendars​/calendar​/dayPeriods​/dayPeriodContext​/dayPeriodWidth/	+dayPeriod	<div>+type §d </div>
1.8.1	ldml	​/dates​/calendars​/calendar​/months​/monthContext​/monthWidth/	month	<div>+yeartype §d ⟨standard, leap⟩</div>
1.8.1	ldml	​/listPatterns/	+listPattern	<div>+type §d ⟨NMTOKEN⟩</div><div>+validSubLocales §d </div>
1.8.1	ldml	​/listPatterns​/listPattern/	+listPatternPart	<div>+type §d ⟨start, middle, end, 2, 3⟩</div><div>+validSubLocales §d </div>
1.8.1	ldml	​/numbers​/symbols/	decimal	<div>+numberSystem §d </div>
1.8.1	ldml	​/numbers​/symbols/	group	<div>+numberSystem §d </div>
1.8.1	ldml	​/numbers​/symbols/	list	<div>+numberSystem §d </div>
1.8.1	ldml	​/numbers​/symbols/	percentSign	<div>+numberSystem §d </div>
1.8.1	ldml	​/numbers​/symbols/	nativeZeroDigit	<div>+numberSystem §d </div>
1.8.1	ldml	​/numbers​/symbols/	patternDigit	<div>+numberSystem §d </div>
1.8.1	ldml	​/numbers​/symbols/	plusSign	<div>+numberSystem §d </div>
1.8.1	ldml	​/numbers​/symbols/	minusSign	<div>+numberSystem §d </div>
1.8.1	ldml	​/numbers​/symbols/	exponential	<div>+numberSystem §d </div>
1.8.1	ldml	​/numbers​/symbols/	perMille	<div>+numberSystem §d </div>
1.8.1	ldml	​/numbers​/symbols/	infinity	<div>+numberSystem §d </div>
1.8.1	ldml	​/numbers​/symbols/	nan	<div>+numberSystem §d </div>
1.8.1	ldml	​/numbers​/symbols/	currencyDecimal	<div>+numberSystem §d </div>
1.8.1	ldml	​/numbers​/symbols/	currencyGroup	<div>+numberSystem §d </div>
1.8.1	supplementalData	/	version	<div>+cldrVersion §d </div>
1.8.1	supplementalData	/	+languageMatching	 
1.8.1	supplementalData	/	+dayPeriodRuleSet	 
1.8.1	supplementalData	/	+metaZones	 
1.8.1	supplementalData	/	+windowsZones	 
1.8.1	supplementalData	​/dayPeriodRuleSet/	+dayPeriodRules	<div>+locales §d </div>
1.8.1	supplementalData	​/dayPeriodRuleSet​/dayPeriodRules/	+dayPeriodRule	<div>+type §d </div><div>+at §d </div><div>+after §d </div><div>+from §d </div><div>+before §d </div><div>+to §d </div>
1.8.1	supplementalData	​/languageMatching/	+languageMatches	<div>+type §d </div>
1.8.1	supplementalData	​/languageMatching​/languageMatches/	+languageMatch	<div>+desired §d </div><div>+supported §d </div><div>+percent §d </div><div>+oneway §d ⟨true, false⟩</div>
1.8.1	supplementalData	​/metaZones/	+metazoneInfo	<div>⊕</div>
1.8.1	supplementalData	​/metaZones/	+mapTimezones	<div>⊕</div>
1.8.1	supplementalData	​/windowsZones/	+mapTimezones	<div>⊕</div>
1.8.1	ldmlBCP47	/	version	<div>+cldrVersion §d </div>
1.7.2	ldml	/	+rbnf	 
1.7.2	ldml	​/dates​/calendars​/calendar​/dateFormats​/dateFormatLength​/dateFormat/	pattern	<div>+numbers §d </div>
1.7.2	ldml	​/dates​/timeZoneNames/	+gmtZeroFormat	 
1.7.2	ldml	​/numbers/	+defaultNumberingSystem	 
1.7.2	ldml	​/rbnf/	+rulesetGrouping	<div>+type §d </div>
1.7.2	ldml	​/rbnf​/rulesetGrouping/	+ruleset	<div>+type §d </div><div>+access §d ⟨public, private⟩</div><div>+allowsParsing §d ⟨true, false⟩</div>
1.7.2	ldml	​/rbnf​/rulesetGrouping​/ruleset/	+rbnfrule	<div>+value §d </div><div>+radix §d </div><div>+decexp §d </div>
1.7.2	supplementalData	/	+postalCodeData	 
1.7.2	supplementalData	/	+calendarPreferenceData	 
1.7.2	supplementalData	/	+numberingSystems	 
1.7.2	supplementalData	/	+bcp47KeywordMappings	 
1.7.2	supplementalData	​/bcp47KeywordMappings/	+mapKeys	 
1.7.2	supplementalData	​/bcp47KeywordMappings/	+mapTypes	<div>+type §d </div>
1.7.2	supplementalData	​/bcp47KeywordMappings​/mapKeys/	+keyMap	<div>+type §d </div><div>+bcp47 §d </div>
1.7.2	supplementalData	​/bcp47KeywordMappings​/mapTypes/	+typeMap	<div>+type §d </div><div>+bcp47 §d </div>
1.7.2	supplementalData	​/calendarPreferenceData/	+calendarPreference	<div>+territories §d </div><div>+ordering §d </div>
1.7.2	supplementalData	​/currencyData​/region/	currency	<div>+tender §d ⟨true, false⟩</div>
1.7.2	supplementalData	​/numberingSystems/	+numberingSystem	<div>+id §d </div><div>+type §d ⟨numeric, algorithmic⟩</div><div>+radix §d </div><div>+digits §d </div><div>+rules §d </div>
1.7.2	supplementalData	​/postalCodeData/	+postCodeRegex	<div>+territoryId §d </div>
1.7.2	ldmlBCP47		+ldmlBCP47	 
1.7.2	ldmlBCP47	/	+version	<div>+number §d </div>
1.7.2	ldmlBCP47	/	+cldrVersion	<div>+version §d </div>
1.7.2	ldmlBCP47	/	+keyword	 
1.7.2	ldmlBCP47	/	+attribute	<div>+name §d </div>
1.7.2	ldmlBCP47	​/keyword/	+key	<div>+name §d </div><div>+alias §d </div><div>+since §d </div>
1.7.2	ldmlBCP47	​/keyword​/key/	+type	<div>+name §d </div><div>+alias §d </div><div>+since §d </div>
1.6.1	ldml	/	+units	<div>+validSubLocales §d </div>
1.6.1	ldml	​/dates​/calendars​/calendar​/dateFormats​/dateFormatLength​/dateFormat/	displayName	<div>+count §d ⟨zero, one, two, few, many, other⟩</div>
1.6.1	ldml	​/dates​/calendars​/calendar​/dateTimeFormats/	+intervalFormats	<div>+validSubLocales §d </div>
1.6.1	ldml	​/dates​/calendars​/calendar​/dateTimeFormats​/intervalFormats/	+intervalFormatFallback	<div>+validSubLocales §d </div>
1.6.1	ldml	​/dates​/calendars​/calendar​/dateTimeFormats​/intervalFormats/	+intervalFormatItem	<div>+id §d </div><div>+validSubLocales §d </div>
1.6.1	ldml	​/dates​/calendars​/calendar​/dateTimeFormats​/intervalFormats​/intervalFormatItem/	+greatestDifference	<div>+id §d </div><div>+validSubLocales §d </div>
1.6.1	ldml	​/localeDisplayNames/	+localeDisplayPattern	 
1.6.1	ldml	​/localeDisplayNames​/localeDisplayPattern/	+localePattern	 
1.6.1	ldml	​/localeDisplayNames​/localeDisplayPattern/	+localeSeparator	 
1.6.1	ldml	​/numbers​/currencyFormats/	+unitPattern	<div>+count §d ⟨zero, one, two, few, many, other⟩</div><div>+validSubLocales §d </div>
1.6.1	ldml	​/numbers​/symbols/	+currencyDecimal	 
1.6.1	ldml	​/numbers​/symbols/	+currencyGroup	 
1.6.1	ldml	​/units/	+unit	<div>+type §d </div><div>+validSubLocales §d </div>
1.6.1	ldml	​/units​/unit/	+unitPattern	<div>⊕</div>
1.6.1	supplementalData	/	+cldrVersion	<div>+version §d </div>
1.6.1	supplementalData	/	+likelySubtags	 
1.6.1	supplementalData	/	+metazoneInfo	 
1.6.1	supplementalData	/	+plurals	 
1.6.1	supplementalData	/	+telephoneCodeData	 
1.6.1	supplementalData	​/likelySubtags/	+likelySubtag	<div>+from §d </div><div>+to §d </div>
1.6.1	supplementalData	​/metazoneInfo/	+timezone	<div>+type §d </div>
1.6.1	supplementalData	​/metazoneInfo​/timezone/	+usesMetazone	<div>+mzone §d </div><div>+from §d </div><div>+to §d </div>
1.6.1	supplementalData	​/plurals/	+pluralRules	<div>+locales §d </div>
1.6.1	supplementalData	​/plurals​/pluralRules/	+pluralRule	<div>+count §d ⟨zero, one, two, few, many⟩</div>
1.6.1	supplementalData	​/telephoneCodeData/	+codesByTerritory	<div>+territory §d </div>
1.6.1	supplementalData	​/telephoneCodeData​/codesByTerritory/	+telephoneCountryCode	<div>+code §d </div><div>+from §d </div><div>+to §d </div>
1.5.0.1	ldml	/	+fallback	 
1.5.0.1	ldml	​/characters/	exemplarCharacters	<div>type ⟨… standard⟩➠⟨… standard, currencySymbol⟩</div>
1.5.0.1	ldml	​/dates/	+dateRangePattern	<div>+validSubLocales §d </div>
1.5.0.1	ldml	​/dates​/timeZoneNames/	+metazone	<div>+type §d </div><div>+validSubLocales §d </div>
1.5.0.1	ldml	​/dates​/timeZoneNames​/metazone/	+long	<div>⊕</div>
1.5.0.1	ldml	​/dates​/timeZoneNames​/metazone/	+short	<div>⊕</div>
1.5.0.1	ldml	​/dates​/timeZoneNames​/metazone/	+commonlyUsed	<div>⊕</div>
1.5.0.1	ldml	​/dates​/timeZoneNames​/zone/	+commonlyUsed	<div>+used §d ⟨true, false⟩</div>
1.5.0.1	ldml	​/dates​/timeZoneNames​/zone/	+usesMetazone	<div>+mzone §d </div><div>+from §d </div><div>+to §d </div>
1.5.0.1	ldml	​/layout/	inList	<div>casing ⟨… titlecase-firstword⟩➠⟨… titlecase-firstword, lowercase-words, mixed⟩</div>
1.5.0.1	ldml	​/layout/	+inText	<div>+type §d ⟨languages, scripts, territories, variants, keys, types, measurementSystemNames, monthWidth, dayWidth, quarterWidth, long, fields, currency⟩</div>
1.5.0.1	ldml	​/localeDisplayNames/	+codePatterns	 
1.5.0.1	ldml	​/localeDisplayNames​/codePatterns/	+codePattern	<div>+type §d </div>
1.5.0.1	supplementalData	/	+territoryInfo	 
1.5.0.1	supplementalData	/	+codeMappings	 
1.5.0.1	supplementalData	/	+references	 
1.5.0.1	supplementalData	​/calendarData​/calendar/	+calendarSystem	<div>+type §d ⟨solar, lunar, lunisolar, other⟩</div>
1.5.0.1	supplementalData	​/calendarData​/calendar/	+eras	 
1.5.0.1	supplementalData	​/calendarData​/calendar​/eras/	+era	<div>+type §d </div><div>+start §d </div><div>+end §d </div>
1.5.0.1	supplementalData	​/codeMappings/	+languageCodes	<div>+type §d </div><div>+alpha3 §d </div>
1.5.0.1	supplementalData	​/codeMappings/	+territoryCodes	<div>+type §d </div><div>+numeric §d </div><div>+alpha3 §d </div><div>+fips10 §d </div><div>+internet §d </div>
1.5.0.1	supplementalData	​/metadata/	+distinguishing	 
1.5.0.1	supplementalData	​/metadata/	+blocking	 
1.5.0.1	supplementalData	​/metadata/	+defaultContent	<div>+locales §d </div>
1.5.0.1	supplementalData	​/metadata​/blocking/	+blockingItems	<div>+elements §d </div>
1.5.0.1	supplementalData	​/metadata​/coverageAdditions/	+currencyCoverage	<div>+type §d </div><div>+values §d </div>
1.5.0.1	supplementalData	​/metadata​/distinguishing/	+distinguishingItems	<div>+exclude §d ⟨true, false⟩</div><div>+elements §d </div><div>+attributes §d </div>
1.5.0.1	supplementalData	​/references/	+reference	<div>+type §d </div><div>+uri §d </div>
1.5.0.1	supplementalData	​/territoryInfo/	+territory	<div>+type §d </div><div>+gdp §d </div><div>+literacyPercent §d </div><div>+population §d </div>
1.5.0.1	supplementalData	​/territoryInfo​/territory/	+languagePopulation	<div>+type §d </div><div>+writingPercent §d </div><div>+populationPercent §d </div><div>+officialStatus §d ⟨de_facto_official, official, official_regional, official_minority⟩</div>
1.5.0.1	supplementalData	​/timezoneData​/mapTimezones/	mapZone	<div>+territory §d </div>
1.4	ldml	/	+segmentations	<div>+validSubLocales §d </div>
1.4	ldml	​/characters/	mapping	<div>+choice §d </div>
1.4	ldml	​/collations​/collation/	settings	<div>+hiraganaQuaternary §d ⟨on, off⟩</div><div>+variableTop §d </div>
1.4	ldml	​/dates​/calendars/	default	<div>+choice §d </div>
1.4	ldml	​/dates​/calendars​/calendar/	+quarters	<div>+validSubLocales §d </div>
1.4	ldml	​/dates​/calendars​/calendar​/dateTimeFormats/	+availableFormats	<div>+validSubLocales §d </div>
1.4	ldml	​/dates​/calendars​/calendar​/dateTimeFormats/	+appendItems	<div>+validSubLocales §d </div>
1.4	ldml	​/dates​/calendars​/calendar​/dateTimeFormats​/appendItems/	+appendItem	<div>+request §d </div>
1.4	ldml	​/dates​/calendars​/calendar​/dateTimeFormats​/availableFormats/	+dateFormatItem	<div>+id §d </div>
1.4	ldml	​/dates​/calendars​/calendar​/eras/	+eraNarrow	<div>+validSubLocales §d </div>
1.4	ldml	​/dates​/calendars​/calendar​/eras​/eraNarrow/	+era	<div>⊕</div>
1.4	ldml	​/dates​/calendars​/calendar​/quarters/	+default	<div>⊕</div>
1.4	ldml	​/dates​/calendars​/calendar​/quarters/	+quarterContext	<div>+type §d ⟨format, stand-alone⟩</div><div>+validSubLocales §d </div>
1.4	ldml	​/dates​/calendars​/calendar​/quarters​/quarterContext/	+default	<div>⊕</div>
1.4	ldml	​/dates​/calendars​/calendar​/quarters​/quarterContext/	+quarterWidth	<div>+type §d </div><div>+validSubLocales §d </div>
1.4	ldml	​/dates​/calendars​/calendar​/quarters​/quarterContext​/quarterWidth/	+quarter	<div>+type §d ⟨1, 2, 3, 4⟩</div>
1.4	ldml	​/dates​/timeZoneNames/	abbreviationFallback	<div>+choice §d ⟨GMT, standard⟩</div>
1.4	ldml	​/dates​/timeZoneNames/	preferenceOrdering	<div>+choice §d </div>
1.4	ldml	​/localeDisplayNames/	+measurementSystemNames	<div>+validSubLocales §d </div>
1.4	ldml	​/localeDisplayNames​/measurementSystemNames/	+measurementSystemName	<div>+type §d ⟨US, metric, UK⟩</div>
1.4	ldml	​/measurement/	measurementSystem	<div>+choice §d ⟨metric, US, UK⟩</div>
1.4	ldml	​/numbers​/currencies​/currency/	symbol	<div>+choice §d ⟨true, false⟩</div>
1.4	ldml	​/segmentations/	+segmentation	<div>+type §d </div><div>+validSubLocales §d </div>
1.4	ldml	​/segmentations​/segmentation/	+variables	 
1.4	ldml	​/segmentations​/segmentation/	+segmentRules	 
1.4	ldml	​/segmentations​/segmentation​/segmentRules/	+rule	<div>+id §d </div>
1.4	ldml	​/segmentations​/segmentation​/variables/	+variable	<div>+id §d </div>
1.4	supplementalData	/	+calendarData	 
1.4	supplementalData	/	+weekData	 
1.4	supplementalData	/	+measurementData	 
1.4	supplementalData	/	+transforms	 
1.4	supplementalData	​/calendarData/	+calendar	<div>+type §d </div><div>+territories §d </div>
1.4	supplementalData	​/measurementData/	+measurementSystem	<div>+type §d ⟨metric, US, UK⟩</div><div>+territories §d </div>
1.4	supplementalData	​/measurementData/	+paperSize	<div>+type §d ⟨A4, US-Letter⟩</div><div>+territories §d </div>
1.4	supplementalData	​/metadata/	+attributeOrder	 
1.4	supplementalData	​/metadata/	+elementOrder	 
1.4	supplementalData	​/metadata/	+serialElements	 
1.4	supplementalData	​/metadata/	+suppress	 
1.4	supplementalData	​/metadata/	+validity	 
1.4	supplementalData	​/metadata/	+coverageAdditions	 
1.4	supplementalData	​/metadata/	+skipDefaultLocale	<div>+services §d </div>
1.4	supplementalData	​/metadata​/alias/	+zoneAlias	<div>+type §d </div><div>+replacement §d </div>
1.4	supplementalData	​/metadata​/coverageAdditions/	+languageCoverage	<div>+type §d </div><div>+values §d </div>
1.4	supplementalData	​/metadata​/coverageAdditions/	+scriptCoverage	<div>+type §d </div><div>+values §d </div>
1.4	supplementalData	​/metadata​/coverageAdditions/	+territoryCoverage	<div>+type §d </div><div>+values §d </div>
1.4	supplementalData	​/metadata​/coverageAdditions/	+timezoneCoverage	<div>+type §d </div><div>+values §d </div>
1.4	supplementalData	​/metadata​/suppress/	+attributes	<div>+element §d </div><div>+attribute §d </div><div>+attributeValue §d </div>
1.4	supplementalData	​/metadata​/validity/	+variable	<div>+id §d </div><div>+type §d </div>
1.4	supplementalData	​/metadata​/validity/	+attributeValues	<div>+elements §d </div><div>+attributes §d </div><div>+type §d </div><div>+order §d </div>
1.4	supplementalData	​/timezoneData/	+zoneFormatting	<div>+multizone §d </div><div>+tzidVersion §d </div>
1.4	supplementalData	​/timezoneData​/zoneFormatting/	+zoneItem	<div>+type §d </div><div>+territory §d </div><div>+aliases §d </div>
1.4	supplementalData	​/transforms/	+transform	<div>+source §d </div><div>+target §d </div><div>+variant §d </div><div>+direction §d ⟨forward, backward, both⟩</div><div>+visibility §d ⟨internal, external⟩</div>
1.4	supplementalData	​/transforms​/transform/	+comment	 
1.4	supplementalData	​/transforms​/transform/	+tRule	 
1.4	supplementalData	​/weekData/	+minDays	<div>+count §d ⟨1, 2, 3, 4, 5, 6, 7⟩</div><div>+territories §d </div>
1.4	supplementalData	​/weekData/	+firstDay	<div>+day §d ⟨sun, mon, tue, wed, thu, fri, sat⟩</div><div>+territories §d </div>
1.4	supplementalData	​/weekData/	+weekendStart	<div>+day §d ⟨sun, mon, tue, wed, thu, fri, sat⟩</div><div>+territories §d </div>
1.4	supplementalData	​/weekData/	+weekendEnd	<div>+day §d ⟨sun, mon, tue, wed, thu, fri, sat⟩</div><div>+territories §d </div>
1.3	ldml	/	posix	<div>+validSubLocales §d </div>
1.3	ldml	/	+references	 
1.3	ldml	​/dates​/calendars​/calendar​/fields​/field/	relative	<div>+validSubLocales §d </div>
1.3	ldml	​/dates​/timeZoneNames/	+singleCountries	<div>+list §d </div>
1.3	ldml	​/layout/	+inList	<div>+casing §d ⟨titlecase-words, titlecase-firstword⟩</div>
1.3	ldml	​/numbers​/currencyFormats/	+currencySpacing	 
1.3	ldml	​/numbers​/currencyFormats​/currencySpacing/	+beforeCurrency	 
1.3	ldml	​/numbers​/currencyFormats​/currencySpacing/	+afterCurrency	 
1.3	ldml	​/numbers​/currencyFormats​/currencySpacing​/afterCurrency/	+currencyMatch	<div>⊕</div>
1.3	ldml	​/numbers​/currencyFormats​/currencySpacing​/afterCurrency/	+surroundingMatch	<div>⊕</div>
1.3	ldml	​/numbers​/currencyFormats​/currencySpacing​/afterCurrency/	+insertBetween	<div>⊕</div>
1.3	ldml	​/numbers​/currencyFormats​/currencySpacing​/beforeCurrency/	+currencyMatch	 
1.3	ldml	​/numbers​/currencyFormats​/currencySpacing​/beforeCurrency/	+surroundingMatch	 
1.3	ldml	​/numbers​/currencyFormats​/currencySpacing​/beforeCurrency/	+insertBetween	 
1.3	ldml	​/posix/	messages	<div>+validSubLocales §d </div>
1.3	ldml	​/references/	+reference	<div>+type §d </div><div>+uri §d </div>
1.3	supplementalData	/	+version	<div>+number §d </div>
1.3	supplementalData	/	+territoryContainment	 
1.3	supplementalData	/	+languageData	 
1.3	supplementalData	/	+timezoneData	 
1.3	supplementalData	/	+characters	 
1.3	supplementalData	/	+metadata	 
1.3	supplementalData	​/characters/	+character-fallback	 
1.3	supplementalData	​/characters​/character-fallback/	+character	<div>+value §d </div>
1.3	supplementalData	​/characters​/character-fallback​/character/	+substitute	 
1.3	supplementalData	​/currencyData​/region/	currency	<div>+from §d </div><div>+to §d </div>
1.3	supplementalData	​/languageData/	+language	<div>+type §d </div><div>+scripts §d </div><div>+territories §d </div><div>+variants §d </div>
1.3	supplementalData	​/metadata/	+alias	 
1.3	supplementalData	​/metadata/	+deprecated	 
1.3	supplementalData	​/metadata​/alias/	+languageAlias	<div>+type §d </div><div>+replacement §d </div>
1.3	supplementalData	​/metadata​/alias/	+scriptAlias	<div>+type §d </div><div>+replacement §d </div>
1.3	supplementalData	​/metadata​/alias/	+territoryAlias	<div>+type §d </div><div>+replacement §d </div>
1.3	supplementalData	​/metadata​/alias/	+variantAlias	<div>+type §d </div><div>+replacement §d </div>
1.3	supplementalData	​/metadata​/deprecated/	+deprecatedItems	<div>+type §d ⟨standard, supplemental⟩</div><div>+elements §d </div><div>+attributes §d </div><div>+values §d </div>
1.3	supplementalData	​/territoryContainment/	+group	<div>+type §d </div><div>+contains §d </div>
1.3	supplementalData	​/timezoneData/	+mapTimezones	<div>+type §d </div>
1.3	supplementalData	​/timezoneData​/mapTimezones/	+mapZone	<div>+type §d </div><div>+other §d </div>
1.2	ldml	/	delimiters	<div>+validSubLocales §d </div>
1.2	ldml	/	measurement	<div>+validSubLocales §d </div>
1.2	ldml	/	dates	<div>+validSubLocales §d </div>
1.2	ldml	/	numbers	<div>+validSubLocales §d </div>
1.2	ldml	/	collations	<div>+validSubLocales §d </div>
1.2	ldml	​/characters/	exemplarCharacters	<div>+type §d ⟨auxiliary, standard⟩</div><div>+validSubLocales §d </div>
1.2	ldml	​/characters/	mapping	<div>+validSubLocales §d </div>
1.2	ldml	​/collations/	collation	<div>+validSubLocales §d </div>
1.2	ldml	​/dates/	localizedPatternChars	<div>+validSubLocales §d </div>
1.2	ldml	​/dates/	calendars	<div>+validSubLocales §d </div>
1.2	ldml	​/dates/	timeZoneNames	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars/	calendar	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar/	months	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar/	days	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar/	week	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar/	am	<div>+validSubLocales §d </div>
1.2	ldml	​/dates​/calendars​/calendar/	pm	<div>+validSubLocales §d </div>
