# Grammatical Features
German	de	grammaticalCase	general	nominative, accusative, genitive, dative
German	de	grammaticalGender	general	neuter, masculine, feminine

# Minimal Pairs
Plural	one	{0} Tag	<div class='cldr_example'><span class='cldr_substituted'>1</span> Tag</div>
Plural	other	{0} Tage	<div class='cldr_example'><span class='cldr_substituted'>2</span> Tage</div>
Case	accusative	… für {0} …	<div class='cldr_example'>… für <span class='cldr_substituted'>1 metrische Pint</span> …</div>
Case	dative	… mit {0} …	<div class='cldr_example'>… mit <span class='cldr_substituted'>1 metrischen Pint</span> …</div>
Case	genitive	Anstatt {0} …	<div class='cldr_example'>Anstatt <span class='cldr_substituted'>1 metrischen Pints</span> …</div>
Case	nominative	{0} kostet (kosten) € 3,50.	<div class='cldr_example'><span class='cldr_substituted'>2 metrische Pints</span> kostet (kosten) € 3,50.</div>
Gender	feminine	Die {0} ist …	<div class='cldr_example'>Die <span class='cldr_substituted'>Stunde</span> ist …</div>
Gender	masculine	Der {0} ist …	<div class='cldr_example'>Der <span class='cldr_substituted'>Meter</span> ist …</div>
Gender	neuter	Das {0} ist …	<div class='cldr_example'>Das <span class='cldr_substituted'>mol</span> ist …</div>

# Unit Case and Gender Info
acceleration	meters per second squared	masculine	Der Meter pro Quadratsekunde ist …	nominative	{0} Meter pro Quadratsekunde	1 Meter pro Quadratsekunde kostet (kosten) € 3,50.	{0} Meter pro Quadratsekunde	2 Meter pro Quadratsekunde kostet (kosten) € 3,50.
acceleration	meters per second squared	masculine	Der Meter pro Quadratsekunde ist …	accusative	{0} Meter pro Quadratsekunde	… für 1 Meter pro Quadratsekunde …	{0} Meter pro Quadratsekunde	… für 2 Meter pro Quadratsekunde …
acceleration	meters per second squared	masculine	Der Meter pro Quadratsekunde ist …	genitive	{0} Meters pro Quadratsekunde	Anstatt 1 Meters pro Quadratsekunde …	{0} Meter pro Quadratsekunde	Anstatt 2 Meter pro Quadratsekunde …
acceleration	meters per second squared	masculine	Der Meter pro Quadratsekunde ist …	dative	{0} Meter pro Quadratsekunde	… mit 1 Meter pro Quadratsekunde …	{0} Metern pro Quadratsekunde	… mit 2 Metern pro Quadratsekunde …
acceleration	g-force ( = 9.80665 m/s²)	feminine	Die G ist …	nominative	{0} G	1 G kostet (kosten) € 3,50.	{0} G	2 G kostet (kosten) € 3,50.
acceleration	g-force ( = 9.80665 m/s²)	feminine	Die G ist …	accusative	{0} G	… für 1 G …	{0} G	… für 2 G …
acceleration	g-force ( = 9.80665 m/s²)	feminine	Die G ist …	genitive	{0} G	Anstatt 1 G …	{0} G	Anstatt 2 G …
acceleration	g-force ( = 9.80665 m/s²)	feminine	Die G ist …	dative	{0} G	… mit 1 G …	{0} G	… mit 2 G …
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Die Winkelsekunde ist …	nominative	{0} Winkelsekunde	1 Winkelsekunde kostet (kosten) € 3,50.	{0} Winkelsekunden	2 Winkelsekunden kostet (kosten) € 3,50.
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Die Winkelsekunde ist …	accusative	{0} Winkelsekunde	… für 1 Winkelsekunde …	{0} Winkelsekunden	… für 2 Winkelsekunden …
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Die Winkelsekunde ist …	genitive	{0} Winkelsekunde	Anstatt 1 Winkelsekunde …	{0} Winkelsekunden	Anstatt 2 Winkelsekunden …
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	Die Winkelsekunde ist …	dative	{0} Winkelsekunde	… mit 1 Winkelsekunde …	{0} Winkelsekunden	… mit 2 Winkelsekunden …
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Die Winkelminute ist …	nominative	{0} Winkelminute	1 Winkelminute kostet (kosten) € 3,50.	{0} Winkelminuten	2 Winkelminuten kostet (kosten) € 3,50.
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Die Winkelminute ist …	accusative	{0} Winkelminute	… für 1 Winkelminute …	{0} Winkelminuten	… für 2 Winkelminuten …
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Die Winkelminute ist …	genitive	{0} Winkelminute	Anstatt 1 Winkelminute …	{0} Winkelminuten	Anstatt 2 Winkelminuten …
angle	arc-minute ( = 0.00004˙629 rev)	feminine	Die Winkelminute ist …	dative	{0} Winkelminute	… mit 1 Winkelminute …	{0} Winkelminuten	… mit 2 Winkelminuten …
angle	degree ( = 0.002˙7 rev)	neuter	Das Grad ist …	nominative	{0} Grad	1 Grad kostet (kosten) € 3,50.	{0} Grad	2 Grad kostet (kosten) € 3,50.
angle	degree ( = 0.002˙7 rev)	neuter	Das Grad ist …	accusative	{0} Grad	… für 1 Grad …	{0} Grad	… für 2 Grad …
angle	degree ( = 0.002˙7 rev)	neuter	Das Grad ist …	genitive	{0} Grads	Anstatt 1 Grads …	{0} Grad	Anstatt 2 Grad …
angle	degree ( = 0.002˙7 rev)	neuter	Das Grad ist …	dative	{0} Grad	… mit 1 Grad …	{0} Grad	… mit 2 Grad …
angle	radian ( = ~0.1591549430918953 rev)	masculine	Der Radiant ist …	nominative	{0} Radiant	1 Radiant kostet (kosten) € 3,50.	{0} Radiant	2 Radiant kostet (kosten) € 3,50.
angle	radian ( = ~0.1591549430918953 rev)	masculine	Der Radiant ist …	accusative	{0} Radiant	… für 1 Radiant …	{0} Radiant	… für 2 Radiant …
angle	radian ( = ~0.1591549430918953 rev)	masculine	Der Radiant ist …	genitive	{0} Radiant	Anstatt 1 Radiant …	{0} Radiant	Anstatt 2 Radiant …
angle	radian ( = ~0.1591549430918953 rev)	masculine	Der Radiant ist …	dative	{0} Radiant	… mit 1 Radiant …	{0} Radiant	… mit 2 Radiant …
angle	revolutions	feminine	Die Umdrehung ist …	nominative	{0} Umdrehung	1 Umdrehung kostet (kosten) € 3,50.	{0} Umdrehungen	2 Umdrehungen kostet (kosten) € 3,50.
angle	revolutions	feminine	Die Umdrehung ist …	accusative	{0} Umdrehung	… für 1 Umdrehung …	{0} Umdrehungen	… für 2 Umdrehungen …
angle	revolutions	feminine	Die Umdrehung ist …	genitive	{0} Umdrehung	Anstatt 1 Umdrehung …	{0} Umdrehungen	Anstatt 2 Umdrehungen …
angle	revolutions	feminine	Die Umdrehung ist …	dative	{0} Umdrehung	… mit 1 Umdrehung …	{0} Umdrehungen	… mit 2 Umdrehungen …
area	square centimeters	masculine	Der Quadratzentimeter ist …	nominative	{0} Quadratzentimeter	1 Quadratzentimeter kostet (kosten) € 3,50.	{0} Quadratzentimeter	2 Quadratzentimeter kostet (kosten) € 3,50.
area	square centimeters	masculine	Der Quadratzentimeter ist …	accusative	{0} Quadratzentimeter	… für 1 Quadratzentimeter …	{0} Quadratzentimeter	… für 2 Quadratzentimeter …
area	square centimeters	masculine	Der Quadratzentimeter ist …	genitive	{0} Quadratzentimeters	Anstatt 1 Quadratzentimeters …	{0} Quadratzentimeter	Anstatt 2 Quadratzentimeter …
area	square centimeters	masculine	Der Quadratzentimeter ist …	dative	{0} Quadratzentimeter	… mit 1 Quadratzentimeter …	{0} Quadratzentimetern	… mit 2 Quadratzentimetern …
area	square-foot ( = 929.0304 cm²)	masculine	Der Quadratfuß ist …	nominative	{0} Quadratfuß	1 Quadratfuß kostet (kosten) € 3,50.	{0} Quadratfuß	2 Quadratfuß kostet (kosten) € 3,50.
area	square-foot ( = 929.0304 cm²)	masculine	Der Quadratfuß ist …	accusative	{0} Quadratfuß	… für 1 Quadratfuß …	{0} Quadratfuß	… für 2 Quadratfuß …
area	square-foot ( = 929.0304 cm²)	masculine	Der Quadratfuß ist …	genitive	{0} Quadratfußes	Anstatt 1 Quadratfußes …	{0} Quadratfuß	Anstatt 2 Quadratfuß …
area	square-foot ( = 929.0304 cm²)	masculine	Der Quadratfuß ist …	dative	{0} Quadratfuß	… mit 1 Quadratfuß …	{0} Quadratfuß	… mit 2 Quadratfuß …
area	square meters	masculine	Der Quadratmeter ist …	nominative	{0} Quadratmeter	1 Quadratmeter kostet (kosten) € 3,50.	{0} Quadratmeter	2 Quadratmeter kostet (kosten) € 3,50.
area	square meters	masculine	Der Quadratmeter ist …	accusative	{0} Quadratmeter	… für 1 Quadratmeter …	{0} Quadratmeter	… für 2 Quadratmeter …
area	square meters	masculine	Der Quadratmeter ist …	genitive	{0} Quadratmeters	Anstatt 1 Quadratmeters …	{0} Quadratmeter	Anstatt 2 Quadratmeter …
area	square meters	masculine	Der Quadratmeter ist …	dative	{0} Quadratmeter	… mit 1 Quadratmeter …	{0} Quadratmetern	… mit 2 Quadratmetern …
area	acre ( = 4,046.8564224 m²)	masculine	Der Acre ist …	nominative	{0} Acre	1 Acre kostet (kosten) € 3,50.	{0} Acres	2 Acres kostet (kosten) € 3,50.
area	acre ( = 4,046.8564224 m²)	masculine	Der Acre ist …	accusative	{0} Acre	… für 1 Acre …	{0} Acre	… für 2 Acre …
area	acre ( = 4,046.8564224 m²)	masculine	Der Acre ist …	genitive	{0} Acres	Anstatt 1 Acres …	{0} Acre	Anstatt 2 Acre …
area	acre ( = 4,046.8564224 m²)	masculine	Der Acre ist …	dative	{0} Acre	… mit 1 Acre …	{0} Acre	… mit 2 Acre …
area	hectares	masculine	Der Hektar ist …	nominative	{0} Hektar	1 Hektar kostet (kosten) € 3,50.	{0} Hektar	2 Hektar kostet (kosten) € 3,50.
area	hectares	masculine	Der Hektar ist …	accusative	{0} Hektar	… für 1 Hektar …	{0} Hektar	… für 2 Hektar …
area	hectares	masculine	Der Hektar ist …	genitive	{0} Hektars	Anstatt 1 Hektars …	{0} Hektar	Anstatt 2 Hektar …
area	hectares	masculine	Der Hektar ist …	dative	{0} Hektar	… mit 1 Hektar …	{0} Hektar	… mit 2 Hektar …
area	square kilometers	masculine	Der Quadratkilometer ist …	nominative	{0} Quadratkilometer	1 Quadratkilometer kostet (kosten) € 3,50.	{0} Quadratkilometer	2 Quadratkilometer kostet (kosten) € 3,50.
area	square kilometers	masculine	Der Quadratkilometer ist …	accusative	{0} Quadratkilometer	… für 1 Quadratkilometer …	{0} Quadratkilometer	… für 2 Quadratkilometer …
area	square kilometers	masculine	Der Quadratkilometer ist …	genitive	{0} Quadratkilometers	Anstatt 1 Quadratkilometers …	{0} Quadratkilometer	Anstatt 2 Quadratkilometer …
area	square kilometers	masculine	Der Quadratkilometer ist …	dative	{0} Quadratkilometer	… mit 1 Quadratkilometer …	{0} Quadratkilometern	… mit 2 Quadratkilometern …
area	square-mile ( = 2.589988110336 km²)	feminine	Die Quadratmeile ist …	nominative	{0} Quadratmeile	1 Quadratmeile kostet (kosten) € 3,50.	{0} Quadratmeilen	2 Quadratmeilen kostet (kosten) € 3,50.
area	square-mile ( = 2.589988110336 km²)	feminine	Die Quadratmeile ist …	accusative	{0} Quadratmeile	… für 1 Quadratmeile …	{0} Quadratmeilen	… für 2 Quadratmeilen …
area	square-mile ( = 2.589988110336 km²)	feminine	Die Quadratmeile ist …	genitive	{0} Quadratmeile	Anstatt 1 Quadratmeile …	{0} Quadratmeilen	Anstatt 2 Quadratmeilen …
area	square-mile ( = 2.589988110336 km²)	feminine	Die Quadratmeile ist …	dative	{0} Quadratmeile	… mit 1 Quadratmeile …	{0} Quadratmeilen	… mit 2 Quadratmeilen …
consumption	liters per 100 kilometers	masculine	Der Liter pro 100 Kilometer ist …	nominative	{0} Liter pro 100 Kilometer	1 Liter pro 100 Kilometer kostet (kosten) € 3,50.	{0} Liter pro 100 Kilometer	2 Liter pro 100 Kilometer kostet (kosten) € 3,50.
consumption	liters per 100 kilometers	masculine	Der Liter pro 100 Kilometer ist …	accusative	{0} Liter pro 100 Kilometer	… für 1 Liter pro 100 Kilometer …	{0} Liter pro 100 Kilometer	… für 2 Liter pro 100 Kilometer …
consumption	liters per 100 kilometers	masculine	Der Liter pro 100 Kilometer ist …	genitive	{0} Liters pro 100 Kilometer	Anstatt 1 Liters pro 100 Kilometer …	{0} Liter pro 100 Kilometer	Anstatt 2 Liter pro 100 Kilometer …
