# Section	Page	Header	Code	Locale	Old	New	Level
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	af	▷missing◁	Engeland	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng	af	Engeland	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	af	▷missing◁	Skotland	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct	af	Skotland	▷removed◁	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	af	▷missing◁	Wallis	modern
Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls	af	Wallis	▷removed◁	modern
Special	Suppress	Generic	Formats - Standard - Date Formats-full	af	▷missing◁	GyMMMMEEEEdd	comprehensive
Special	Suppress	Generic	Formats - Standard - Date Formats-full	af_NA	▷missing◁	GyMMMMEEEEd	comprehensive
Special	Suppress	Generic	Formats - Standard - Date Formats-long	af	▷missing◁	GyMMMMdd	comprehensive
Special	Suppress	Generic	Formats - Standard - Date Formats-long	af_NA	▷missing◁	GyMMMMd	comprehensive
Special	Suppress	Generic	Formats - Standard - Date Formats-medium	af	▷missing◁	GyMMMdd	comprehensive
Special	Suppress	Generic	Formats - Standard - Date Formats-medium	af_NA	▷missing◁	GyMMMd	comprehensive
Special	Suppress	Generic	Formats - Standard - Date Formats-short	af	▷missing◁	GGGGGyMMdd	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Date Formats-full	af	▷missing◁	yMMMMEEEEdd	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Date Formats-full	af_NA	▷missing◁	yMMMMEEEEd	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Date Formats-long	af	▷missing◁	yMMMMdd	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Date Formats-long	af_NA	▷missing◁	yMMMMd	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Date Formats-medium	af	▷missing◁	yMMMdd	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Date Formats-medium	af_NA	▷missing◁	yMMMd	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Date Formats-short	af	▷missing◁	yMMdd	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Time Formats-full	af	▷missing◁	HHmmsszzzz	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Time Formats-full	af_NA	▷missing◁	ahmmsszzzz	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Time Formats-long	af	▷missing◁	HHmmssz	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Time Formats-long	af_NA	▷missing◁	ahmmssz	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Time Formats-medium	af	▷missing◁	HHmmss	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Time Formats-medium	af_NA	▷missing◁	ahmmss	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Time Formats-short	af	▷missing◁	HHmm	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Time Formats-short	af_NA	▷missing◁	ahmm	comprehensive
Special	Suppress	Generic	Formats - Standard - Date Formats-full	agq	▷missing◁	GyMMMMEEEEd	comprehensive
Special	Suppress	Generic	Formats - Standard - Date Formats-long	agq	▷missing◁	GyMMMMd	comprehensive
Special	Suppress	Generic	Formats - Standard - Date Formats-medium	agq	▷missing◁	GyMMMd	comprehensive
Special	Suppress	Generic	Formats - Standard - Date Formats-short	agq	▷missing◁	GGGGGyMd	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Date Formats-full	agq	▷missing◁	yMMMMEEEEd	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Date Formats-long	agq	▷missing◁	yMMMMd	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Date Formats-medium	agq	▷missing◁	yMMMd	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Date Formats-short	agq	▷missing◁	yMd	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Time Formats-full	agq	▷missing◁	HHmmsszzzz	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Time Formats-long	agq	▷missing◁	HHmmssz	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Time Formats-medium	agq	▷missing◁	HHmmss	comprehensive
Special	Suppress	Gregorian	Formats - Standard - Time Formats-short	agq	▷missing◁	HHmm	comprehensive
Special	Suppress	Generic	Formats - Standard - Date Formats-full	ak	▷missing◁	GyMMMMEEEEdd	comprehensive
Special	Suppress	Generic	Formats - Standard - Date Formats-long	ak	▷missing◁	GyMMMMd	comprehensive
Special	Suppress	Generic	Formats - Standard - Date Formats-medium	ak	▷missing◁	GyMMMd	comprehensive
Special	Suppress	Generic	Formats - Standard - Date Formats-short	ak	▷missing◁	GGGGGyyMMdd	comprehensive
