# Count	Section	Page	Subhead	Code

14	Date & Time	Gregorian	Formats - Flexible - Date Formats	MEd
9	Currencies	Northern/Western Europe	Western Europe: Switzerland	CHF-symbol-narrow
6	Date & Time	Gregorian	Formats - Flexible - Date Formats	MMMEd
5	Core Data	Alphabetic Information	Characters in Use	Main Letters
5	Date & Time	Gregorian	Formats - Standard - Date Formats	full
5	Date & Time	Gregorian	Day Periods - wide - Formatting	am
5	Units	Energy and Power	calorie-it	narrow-other-nominative
5	Units	Electrical and Frequency	coulomb	narrow-other-nominative
5	Units	Electrical and Frequency	farad	narrow-other-nominative
5	Units	Electrical and Frequency	henry	narrow-other-nominative
4	Date & Time	Gregorian	Day Periods - wide - Formatting	pm
4	Numbers	Symbols	Symbols 	group
4	Units	Energy and Power	calorie-it	narrow-one-nominative
4	Units	Energy and Power	becquerel	narrow-other-nominative
4	Units	Energy and Power	sievert	narrow-other-nominative
4	Units	Energy and Power	gray	narrow-other-nominative
4	Units	Electrical and Frequency	henry	narrow-one-nominative
4	Units	Electrical and Frequency	siemens	narrow-other-nominative
4	Date & Time	Gregorian	Formats - Standard - Date Formats	short
3	Numbers	Compact Decimal Formatting	Short Currency 	4-digits-short-other-alphaNextToNumber
3	Numbers	Compact Decimal Formatting	Short Currency 	6-digits-short-other-alphaNextToNumber
3	Date & Time	Gregorian	Formats - Standard - Date Formats	medium
3	Units	Other Units Metric	ofglucose	short-one-nominative
3	Units	Other Units Metric	katal	short-one-nominative
3	Units	Other Units Metric	katal	narrow-one-nominative
3	Date & Time	Gregorian	Day Periods - abbreviated - Formatting	am
3	Units	Energy and Power	becquerel	narrow-one-nominative
3	Units	Energy and Power	sievert	narrow-one-nominative
3	Units	Energy and Power	gray	narrow-one-nominative
3	Units	Electrical and Frequency	coulomb	narrow-one-nominative
3	Units	Electrical and Frequency	farad	narrow-one-nominative
3	Numbers	Compact Decimal Formatting	Short Currency 	12-digits-short-other-alphaNextToNumber
3	Date & Time	Gregorian	Formats - Flexible - Append	Era
3	Date & Time	Generic	Formats - Flexible - Append	Era
3	Special	Suppress	Append-Fallback-chinese	Era
3	Special	Suppress	Append-Fallback-iso8601	Era
2	Numbers	Compact Decimal Formatting	Short Currency 	4-digits-short-one-alphaNextToNumber
2	Numbers	Compact Decimal Formatting	Short Currency 	5-digits-short-other-alphaNextToNumber
2	Numbers	Compact Decimal Formatting	Short Currency 	6-digits-short-one-alphaNextToNumber
2	Date & Time	Generic	Formats - Intervals - Date Formats	Bh/h
2	Date & Time	Generic	Formats - Intervals - Date Formats	Bhm/h
2	Date & Time	Generic	Formats - Intervals - Date Formats	Bhm/m
2	Date & Time	Fields	Date Fields	era
2	Date & Time	Fields	Date Fields	week
2	Date & Time	Fields	Date Fields	day
2	Date & Time	Fields	Date Fields	hour
2	Date & Time	Fields	Date Fields	second
2	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency
2	Units	Other Units Metric	ofglucose	short-other-nominative
2	Date & Time	Gregorian	Day Periods - abbreviated - Formatting	pm
2	Units	Other Units Metric	steradian	short-one-nominative
2	Units	Other Units Metric	steradian	short-other-nominative
2	Units	Other Units Metric	katal	short-other-nominative
2	Units	Other Units Metric	kilogram-force	narrow-other-nominative
2	Units	Other Units Metric	tesla	short-one-nominative
2	Units	Other Units Metric	tesla	short-other-nominative
2	Units	Other Units Metric	weber	short-one-nominative
2	Units	Other Units Metric	weber	short-other-nominative
2	Numbers	Number Formatting Patterns	Standard Patterns 	accounting-currency
2	Units	Electrical and Frequency	siemens	narrow-one-nominative
2	Units	Other Units Metric	katal	narrow-other-nominative
2	Units	Other Units Metric	tesla	narrow-other-nominative
2	Units	Other Units Metric	weber	narrow-other-nominative
2	Units	Other Units Metric	part	long-one-nominative
2	Numbers	Compact Decimal Formatting	Short Currency 	9-digits-short-one
2	Numbers	Compact Decimal Formatting	Short Currency 	10-digits-short-other-alphaNextToNumber
2	Numbers	Compact Decimal Formatting	Short Currency 	11-digits-short-other-alphaNextToNumber
2	Numbers	Compact Decimal Formatting	Short Currency 	13-digits-short-other-alphaNextToNumber
2	Numbers	Compact Decimal Formatting	Short Currency 	14-digits-short-other-alphaNextToNumber
2	Numbers	Compact Decimal Formatting	Short Currency 	15-digits-short-other-alphaNextToNumber
2	Date & Time	Gregorian	Formats - Standard - Date Formats	long
2	Units	Other Units Metric	ofglucose	narrow-other-nominative
2	Locale Display Names	Territories (Asia)	Southeast Asia	ID
2	Date & Time	Gregorian	Formats - Standard - Time Formats	short
2	Date & Time	Gregorian	Formats - Flexible - Append	Day-Of-Week
2	Date & Time	Generic	Formats - Flexible - Append	Day-Of-Week
2	Special	Suppress	Append-Fallback-chinese	Day-Of-Week
2	Special	Suppress	Append-Fallback-iso8601	Day-Of-Week
