#Path Level	#Locales	Locales	Section	Page	Header	Code
modern	1	yue_Hans	Characters	Emoji Symbols	punctuation	❗ –keywords
modern	1	yue_Hans	Characters	Emoji Symbols	punctuation	❗ -name
modern	1	rm	Characters	People & Body	person-role	👨‍⚖ –keywords
modern	1	rm	Characters	People & Body	person-role	👨‍⚖ -name
modern	1	rm	Characters	People & Body	person-role	👨‍✈ –keywords
modern	1	rm	Characters	People & Body	person-role	👨‍✈ -name
modern	1	rm	Characters	People & Body	person-role	👨‍🌾 –keywords
modern	1	rm	Characters	People & Body	person-role	👨‍🌾 -name
modern	1	rm	Characters	People & Body	person-role	👨‍🍳 –keywords
modern	1	rm	Characters	People & Body	person-role	👨‍🍳 -name
modern	1	rm	Characters	People & Body	person-role	👨‍🎓 –keywords
modern	1	rm	Characters	People & Body	person-role	👨‍🎓 -name
modern	1	rm	Characters	People & Body	person-role	👨‍🎤 –keywords
modern	1	rm	Characters	People & Body	person-role	👨‍🎤 -name
modern	1	rm	Characters	People & Body	person-role	👨‍🎨 –keywords
modern	1	rm	Characters	People & Body	person-role	👨‍🎨 -name
modern	1	rm	Characters	People & Body	person-role	👨‍🏫 –keywords
modern	1	rm	Characters	People & Body	person-role	👨‍🏫 -name
modern	1	rm	Characters	People & Body	person-role	👨‍💻 –keywords
modern	1	rm	Characters	People & Body	person-role	👨‍💻 -name
modern	1	rm	Characters	People & Body	person-role	👨‍💼 –keywords
modern	1	rm	Characters	People & Body	person-role	👨‍💼 -name
modern	1	rm	Characters	People & Body	person-role	👨‍🔧 –keywords
modern	1	rm	Characters	People & Body	person-role	👨‍🔧 -name
modern	1	rm	Characters	People & Body	person-role	👨‍🔬 –keywords
modern	1	rm	Characters	People & Body	person-role	👨‍🔬 -name
modern	1	rm	Characters	People & Body	person-role	👨‍🚀 –keywords
modern	1	rm	Characters	People & Body	person-role	👨‍🚀 -name
modern	1	rm	Characters	People & Body	person-role	👨‍🚒 –keywords
modern	1	rm	Characters	People & Body	person-role	👨‍🚒 -name
