# Count	Section	Page	Subhead	Code

218	Special	Deprecated	British	standard-long
218	Special	Deprecated	Irish	standard-long
170	Timezones	Europe	Irish	daylight-long
169	Timezones	Overrides	Europe/Dublin	daylight-long
168	Timezones	Europe	British	daylight-long
166	Timezones	Overrides	Europe/London	daylight-long
163	Timezones	Oceania	Samoa	daylight-long
158	Timezones	Oceania	Samoa	generic-long
145	Date & Time	Gregorian	Formats - Flexible - Date Formats	yMMMMEd
144	Date & Time	Generic	Formats - Intervals - Range	mixed
144	Date & Time	Chinese	Formats - Intervals - Range	mixed
144	Date & Time	Gregorian	Formats - Flexible - Date Formats	yMMMMd
142	Locale Display Names	Keys	Hour Cycle	hc-c12
142	Locale Display Names	Keys	Hour Cycle	hc-c24
141	Date & Time	Generic	Formats - Intervals - Range	non-numeric
141	Date & Time	Chinese	Formats - Intervals - Range	non-numeric
134	Date & Time	Generic	Formats - Intervals - Range	numeric
134	Date & Time	Chinese	Formats - Intervals - Range	numeric
133	Timezones	Europe	British	generic-long
133	Timezones	Europe	Irish	generic-long
128	Date & Time	Gregorian	Formats - Intervals - Range	mixed
128	Date & Time	Gregorian	Formats - Intervals - Range	non-numeric
128	Date & Time	Gregorian YMD	Formats - Intervals - Range	mixed
128	Date & Time	Gregorian YMD	Formats - Intervals - Range	non-numeric
128	Timezones	North America	Hawaii	standard-long
127	Date & Time	Generic	Formats - Numeric - separator	Date
127	Date & Time	Chinese	Formats - Numeric - separator	Date
125	Locale Display Names	Keys	calendar	calendar-iso8601-core
125	Date & Time	Gregorian	Formats - Numeric - separator	Date
123	Date & Time	Gregorian	Formats - Intervals - Range	numeric
123	Date & Time	Gregorian YMD	Formats - Intervals - Range	numeric
122	Timezones	Eastern Asia	Urumqi	standard-long
118	Timezones	North America	Greenland	daylight-long
117	Locale Display Names	Keys	Type Values	no
117	Locale Display Names	Keys	Type Values	yes
116	Timezones	North America	Greenland	generic-long
116	Timezones	North America	Greenland	standard-long
114	Locale Display Names	Keys	calendar	calendar-islamic-rgsa-core
113	Locale Display Names	Keys	Hour Cycle	hc-c12-core
113	Locale Display Names	Keys	Hour Cycle	hc-c24-core
113	Characters	Food & Drink	food-vegetable	🫝 –keywords
111	Locale Display Names	Keys	mu	mu
110	Locale Display Names	Keys	colCaseFirst	colCaseFirst-lower-core
110	Locale Display Names	Keys	colCaseFirst	colCaseFirst-no-core
110	Locale Display Names	Keys	colCaseFirst	colCaseFirst-upper-core
110	Locale Display Names	Keys	collation	collation-emoji-core
110	Locale Display Names	Keys	colStrength	colStrength-primary-core
