# Section	Page	Header	Code	Old	New
#Section	Page	Header	Code	Old	New
BCP47	u_Extension	lw-phrase	_deprecated	▷missing◁	false
BCP47	u_Extension	lw-phrase	_description	▷missing◁	Prioritize keeping natural phrases (of multiple words) together when breaking, used in short text like title and headline
BCP47	u_Extension	tz-uaiev	_description	…	Kyiv, Ukraine
BCP47	t_Extension	d0-morse	_deprecated	▷missing◁	false
BCP47	t_Extension	d0-morse	_description	▷missing◁	map Unicode to Morse Code encoding
BCP47	t_Extension	m0-aethiopi	_deprecated	▷missing◁	false
BCP47	t_Extension	m0-aethiopi	_description	▷missing◁	Encylopedia Aethiopica Transliteration
BCP47	t_Extension	m0-betamets	_alias	▷missing◁	beta-metsehaf
BCP47	t_Extension	m0-betamets	_deprecated	▷missing◁	false
BCP47	t_Extension	m0-betamets	_description	▷missing◁	Beta Maṣāḥǝft Transliteration
BCP47	t_Extension	m0-es3842	_deprecated	▷missing◁	false
BCP47	t_Extension	m0-es3842	_description	▷missing◁	Ethiopian Standards Agency ES 3842:2014 Ethiopic-Latin Transliteration
BCP47	t_Extension	m0-gurage	_deprecated	▷missing◁	false
BCP47	t_Extension	m0-gurage	_description	▷missing◁	Gurage Legacy to Modern Transliteration
BCP47	t_Extension	m0-gutgarts	_deprecated	▷missing◁	false
BCP47	t_Extension	m0-gutgarts	_description	▷missing◁	Yaros Gutgarts Ethiopic-Cyrillic Transliteration
BCP47	t_Extension	m0-iesjes	_alias	▷missing◁	ies-jes
BCP47	t_Extension	m0-iesjes	_deprecated	▷missing◁	false
BCP47	t_Extension	m0-iesjes	_description	▷missing◁	IES/JES Amharic Transliteration
BCP47	t_Extension	m0-lambdin	_deprecated	▷missing◁	false
BCP47	t_Extension	m0-lambdin	_description	▷missing◁	Thomas Oden Lambdin Ethiopic-Latin Transliteration
BCP47	t_Extension	m0-sera	_deprecated	▷missing◁	false
BCP47	t_Extension	m0-sera	_description	▷missing◁	System for Ethiopic Representation in ASCII
BCP47	t_Extension	m0-tekieali	_alias	▷missing◁	tekie-alibekit
