# Count	Section	Page	Subhead	Code

72	Currencies	Western Asia (C)	Western Asia: Georgia	GEL-symbol-variant
1	Characters	People & Body	hands	🙌 –keywords
1	Characters	People & Body	hands	🫶 -name
1	Characters	People & Body	hands	🫶 –keywords
1	Characters	People & Body	hands	🤲 -name
1	Characters	People & Body	hands	🤲 –keywords
1	Characters	People & Body	hands	🙏 -name
1	Characters	People & Body	hands	🙏 –keywords
1	Characters	People & Body	hand-prop	✍ -name
1	Characters	People & Body	hand-prop	✍ –keywords
1	Characters	People & Body	body-parts	🦻 -name
1	Characters	People & Body	body-parts	🦻 –keywords
1	Characters	People & Body	person	👱 –keywords
1	Characters	People & Body	person	👱‍♀ –keywords
1	Characters	People & Body	person	👱‍♂ –keywords
1	Characters	People & Body	person-gesture	🙍 -name
1	Characters	People & Body	person-gesture	🙍 –keywords
1	Characters	People & Body	person-gesture	🙍‍♂ -name
1	Characters	People & Body	person-gesture	🙍‍♂ –keywords
1	Characters	People & Body	person-gesture	🙍‍♀ -name
1	Characters	People & Body	person-gesture	🙍‍♀ –keywords
1	Characters	People & Body	person-gesture	🙎 -name
1	Characters	People & Body	person-gesture	🙎 –keywords
1	Characters	People & Body	person-gesture	🙎‍♂ -name
1	Characters	People & Body	person-gesture	🙎‍♂ –keywords
1	Characters	People & Body	person-gesture	🙎‍♀ -name
1	Characters	People & Body	person-gesture	🙎‍♀ –keywords
1	Characters	People & Body	person-gesture	🙅 -name
1	Characters	People & Body	person-gesture	🙅 –keywords
1	Characters	People & Body	person-gesture	🙅‍♂ -name
1	Characters	People & Body	person-gesture	🙅‍♂ –keywords
1	Characters	People & Body	person-gesture	🙅‍♀ -name
1	Characters	People & Body	person-gesture	🙅‍♀ –keywords
1	Characters	People & Body	person-gesture	🙆 -name
1	Characters	People & Body	person-gesture	🙆 –keywords
1	Characters	People & Body	person-gesture	🙆‍♂ -name
1	Characters	People & Body	person-gesture	🙆‍♂ –keywords
1	Characters	People & Body	person-gesture	🙆‍♀ -name
1	Characters	People & Body	person-gesture	🙆‍♀ –keywords
1	Characters	People & Body	person-gesture	💁 -name
1	Characters	People & Body	person-gesture	💁 –keywords
1	Characters	People & Body	person-gesture	💁‍♂ -name
1	Characters	People & Body	person-gesture	💁‍♂ –keywords
1	Characters	People & Body	person-gesture	💁‍♀ -name
1	Characters	People & Body	person-gesture	💁‍♀ –keywords
1	Characters	People & Body	person-gesture	🙋 -name
1	Characters	People & Body	person-gesture	🙋 –keywords
1	Characters	People & Body	person-gesture	🙋‍♂ -name
1	Characters	People & Body	person-gesture	🙋‍♂ –keywords
1	Characters	People & Body	person-gesture	🙋‍♀ -name
1	Characters	People & Body	person-gesture	🙋‍♀ –keywords
1	Characters	People & Body	person-gesture	🙇 -name
1	Characters	People & Body	person-gesture	🙇 –keywords
1	Characters	People & Body	person-gesture	🙇‍♂ -name
1	Characters	People & Body	person-gesture	🙇‍♂ –keywords
1	Characters	People & Body	person-gesture	🙇‍♀ -name
1	Characters	People & Body	person-gesture	🙇‍♀ –keywords
1	Characters	People & Body	person-gesture	🤦 -name
1	Characters	People & Body	person-gesture	🤦 –keywords
1	Characters	People & Body	person-gesture	🤦‍♂ -name
1	Characters	People & Body	person-gesture	🤦‍♂ –keywords
1	Characters	People & Body	person-gesture	🤦‍♀ -name
1	Characters	People & Body	person-gesture	🤦‍♀ –keywords
1	Characters	People & Body	person-gesture	🤷 -name
1	Characters	People & Body	person-gesture	🤷 –keywords
1	Characters	People & Body	person-gesture	🤷‍♂ -name
1	Characters	People & Body	person-gesture	🤷‍♂ –keywords
1	Characters	People & Body	person-gesture	🤷‍♀ -name
1	Characters	People & Body	person-gesture	🤷‍♀ –keywords
1	Characters	People & Body	person-role	🫅 -name
1	Characters	People & Body	person-role	🫅 –keywords
1	Characters	People & Body	person-role	👳 -name
1	Characters	People & Body	person-role	👳 –keywords
1	Characters	People & Body	person-role	👳‍♂ -name
1	Characters	People & Body	person-role	👳‍♂ –keywords
1	Characters	People & Body	person-role	👳‍♀ -name
1	Characters	People & Body	person-role	👳‍♀ –keywords
1	Characters	People & Body	person-role	👲 -name
1	Characters	People & Body	person-role	👲 –keywords
1	Characters	People & Body	person-role	🧕 -name
1	Characters	People & Body	person-role	🧕 –keywords
1	Characters	People & Body	person-role	🤵 -name
1	Characters	People & Body	person-role	🤵 –keywords
1	Characters	People & Body	person-role	🤵‍♂ -name
1	Characters	People & Body	person-role	🤵‍♂ –keywords
1	Characters	People & Body	person-role	🤵‍♀ -name
1	Characters	People & Body	person-role	🤵‍♀ –keywords
1	Characters	People & Body	person-role	👰‍♀ -name
1	Characters	People & Body	person-role	👰‍♀ –keywords
1	Characters	People & Body	person-role	👩‍🍼 -name
1	Characters	People & Body	person-role	👩‍🍼 –keywords
1	Characters	People & Body	person-role	👨‍🍼 -name
1	Characters	People & Body	person-role	👨‍🍼 –keywords
1	Characters	People & Body	person-role	🧑‍🍼 -name
1	Characters	People & Body	person-role	🧑‍🍼 –keywords
1	Characters	People & Body	person-activity	💆 -name
1	Characters	People & Body	person-activity	💆 –keywords
1	Characters	People & Body	person-activity	💆‍♂ -name
1	Characters	People & Body	person-activity	💆‍♂ –keywords
1	Characters	People & Body	person-activity	💆‍♀ -name
1	Characters	People & Body	person-activity	💆‍♀ –keywords
1	Characters	People & Body	person-activity	💇 -name
1	Characters	People & Body	person-activity	💇 –keywords
1	Characters	People & Body	person-activity	💇‍♂ -name
1	Characters	People & Body	person-activity	💇‍♂ –keywords
1	Characters	People & Body	person-activity	💇‍♀ -name
1	Characters	People & Body	person-activity	💇‍♀ –keywords
1	Characters	People & Body	person-activity	🚶 -name
1	Characters	People & Body	person-activity	🚶 –keywords
1	Characters	People & Body	person-activity	🚶‍♂ -name
1	Characters	People & Body	person-activity	🚶‍♂ –keywords
1	Characters	People & Body	person-activity	🚶‍♀ -name
1	Characters	People & Body	person-activity	🚶‍♀ –keywords
1	Characters	People & Body	person-activity	🧍 -name
1	Characters	People & Body	person-activity	🧍 –keywords
1	Characters	People & Body	person-activity	🧍‍♂ -name
1	Characters	People & Body	person-activity	🧍‍♂ –keywords
1	Characters	People & Body	person-activity	🧍‍♀ -name
1	Characters	People & Body	person-activity	🧍‍♀ –keywords
1	Characters	People & Body	person-activity	🧎 -name
1	Characters	People & Body	person-activity	🧎 –keywords
1	Characters	People & Body	person-activity	🧎‍♂ -name
1	Characters	People & Body	person-activity	🧎‍♂ –keywords
1	Characters	People & Body	person-activity	🧎‍♀ -name
1	Characters	People & Body	person-activity	🧎‍♀ –keywords
1	Characters	People & Body	person-activity	🧑‍🦯 -name
1	Characters	People & Body	person-activity	🧑‍🦯 –keywords
1	Characters	People & Body	person-activity	👨‍🦯 -name
1	Characters	People & Body	person-activity	👨‍🦯 –keywords
1	Characters	People & Body	person-activity	👩‍🦯 -name
1	Characters	People & Body	person-activity	👩‍🦯 –keywords
1	Characters	People & Body	person-activity	🧑‍🦼 -name
1	Characters	People & Body	person-activity	🧑‍🦼 –keywords
1	Characters	People & Body	person-activity	👨‍🦼 -name
1	Characters	People & Body	person-activity	👨‍🦼 –keywords
1	Characters	People & Body	person-activity	👩‍🦼 -name
1	Characters	People & Body	person-activity	👩‍🦼 –keywords
1	Characters	People & Body	person-activity	🧑‍🦽 -name
1	Characters	People & Body	person-activity	🧑‍🦽 –keywords
1	Characters	People & Body	person-activity	👨‍🦽 -name
1	Characters	People & Body	person-activity	👨‍🦽 –keywords
1	Characters	People & Body	person-activity	👩‍🦽 -name
1	Characters	People & Body	person-activity	👩‍🦽 –keywords
1	Characters	People & Body	person-activity	🏃 -name
1	Characters	People & Body	person-activity	🏃 –keywords
1	Characters	People & Body	person-activity	🏃‍♂ -name
1	Characters	People & Body	person-activity	🏃‍♂ –keywords
1	Characters	People & Body	person-activity	🏃‍♀ -name
1	Characters	People & Body	person-activity	🏃‍♀ –keywords
1	Characters	People & Body	person-activity	💃 -name
1	Characters	People & Body	person-activity	💃 –keywords
1	Characters	People & Body	person-activity	🕺 -name
1	Characters	People & Body	person-activity	🕺 –keywords
1	Characters	People & Body	person-activity	🕴 -name
1	Characters	People & Body	person-activity	🕴 –keywords
1	Characters	People & Body	person-activity	👯 -name
1	Characters	People & Body	person-activity	👯 –keywords
1	Characters	People & Body	person-activity	👯‍♂ -name
1	Characters	People & Body	person-activity	👯‍♂ –keywords
1	Characters	People & Body	person-activity	👯‍♀ -name
1	Characters	People & Body	person-activity	👯‍♀ –keywords
1	Characters	People & Body	person-activity	🧖 -name
1	Characters	People & Body	person-activity	🧖 –keywords
1	Characters	People & Body	person-activity	🧖‍♂ -name
1	Characters	People & Body	person-activity	🧖‍♂ –keywords
1	Characters	People & Body	person-activity	🧖‍♀ -name
1	Characters	People & Body	person-activity	🧖‍♀ –keywords
1	Characters	People & Body	person-activity	🧗 -name
1	Characters	People & Body	person-activity	🧗 –keywords
1	Characters	People & Body	person-activity	🧗‍♂ -name
1	Characters	People & Body	person-activity	🧗‍♂ –keywords
1	Characters	People & Body	person-activity	🧗‍♀ -name
1	Characters	People & Body	person-activity	🧗‍♀ –keywords
1	Characters	People & Body	person-sport	🤺 -name
1	Characters	People & Body	person-sport	🤺 –keywords
1	Characters	People & Body	person-sport	🏌 -name
1	Characters	People & Body	person-sport	🏌 –keywords
1	Characters	People & Body	person-sport	🏌‍♂ -name
1	Characters	People & Body	person-sport	🏌‍♂ –keywords
1	Characters	People & Body	person-sport	🏌‍♀ -name
1	Characters	People & Body	person-sport	🏌‍♀ –keywords
1	Characters	People & Body	person-sport	🏄 -name
1	Characters	People & Body	person-sport	🏄 –keywords
1	Characters	People & Body	person-sport	🏄‍♂ -name
1	Characters	People & Body	person-sport	🏄‍♂ –keywords
1	Characters	People & Body	person-sport	🏄‍♀ -name
1	Characters	People & Body	person-sport	🏄‍♀ –keywords
1	Characters	People & Body	person-sport	🚣 -name
1	Characters	People & Body	person-sport	🚣 –keywords
1	Characters	People & Body	person-sport	🚣‍♂ -name
1	Characters	People & Body	person-sport	🚣‍♂ –keywords
1	Characters	People & Body	person-sport	🚣‍♀ -name
1	Characters	People & Body	person-sport	🚣‍♀ –keywords
1	Characters	People & Body	person-sport	🏊 -name
1	Characters	People & Body	person-sport	🏊 –keywords
1	Characters	People & Body	person-sport	🏊‍♂ -name
1	Characters	People & Body	person-sport	🏊‍♂ –keywords
1	Characters	People & Body	person-sport	🏊‍♀ -name
1	Characters	People & Body	person-sport	🏊‍♀ –keywords
1	Characters	People & Body	person-sport	⛹ -name
1	Characters	People & Body	person-sport	⛹ –keywords
1	Characters	People & Body	person-sport	⛹‍♂ -name
1	Characters	People & Body	person-sport	⛹‍♂ –keywords
1	Characters	People & Body	person-sport	⛹‍♀ -name
1	Characters	People & Body	person-sport	⛹‍♀ –keywords
1	Characters	People & Body	person-sport	🏋 -name
1	Characters	People & Body	person-sport	🏋 –keywords
1	Characters	People & Body	person-sport	🏋‍♂ -name
1	Characters	People & Body	person-sport	🏋‍♂ –keywords
1	Characters	People & Body	person-sport	🏋‍♀ -name
1	Characters	People & Body	person-sport	🏋‍♀ –keywords
1	Characters	People & Body	person-sport	🚴 -name
1	Characters	People & Body	person-sport	🚴 –keywords
1	Characters	People & Body	person-sport	🚴‍♂ -name
1	Characters	People & Body	person-sport	🚴‍♂ –keywords
1	Characters	People & Body	person-sport	🚴‍♀ -name
1	Characters	People & Body	person-sport	🚴‍♀ –keywords
1	Characters	People & Body	person-sport	🚵 -name
1	Characters	People & Body	person-sport	🚵 –keywords
1	Characters	People & Body	person-sport	🚵‍♂ -name
1	Characters	People & Body	person-sport	🚵‍♂ –keywords
1	Characters	People & Body	person-sport	🚵‍♀ -name
1	Characters	People & Body	person-sport	🚵‍♀ –keywords
1	Characters	People & Body	person-sport	🤸 -name
1	Characters	People & Body	person-sport	🤸 –keywords
1	Characters	People & Body	person-sport	🤸‍♂ -name
1	Characters	People & Body	person-sport	🤸‍♂ –keywords
1	Characters	People & Body	person-sport	🤸‍♀ -name
1	Characters	People & Body	person-sport	🤸‍♀ –keywords
1	Characters	People & Body	person-sport	🤼 -name
1	Characters	People & Body	person-sport	🤼 –keywords
1	Characters	People & Body	person-sport	🤼‍♂ -name
1	Characters	People & Body	person-sport	🤼‍♂ –keywords
1	Characters	People & Body	person-sport	🤼‍♀ -name
1	Characters	People & Body	person-sport	🤼‍♀ –keywords
1	Characters	People & Body	person-sport	🤽 -name
1	Characters	People & Body	person-sport	🤽 –keywords
1	Characters	People & Body	person-sport	🤽‍♂ -name
1	Characters	People & Body	person-sport	🤽‍♂ –keywords
1	Characters	People & Body	person-sport	🤽‍♀ -name
1	Characters	People & Body	person-sport	🤽‍♀ –keywords
1	Characters	People & Body	person-sport	🤾 -name
1	Characters	People & Body	person-sport	🤾 –keywords
1	Characters	People & Body	person-sport	🤾‍♂ -name
1	Characters	People & Body	person-sport	🤾‍♂ –keywords
1	Characters	People & Body	person-sport	🤾‍♀ -name
1	Characters	People & Body	person-sport	🤾‍♀ –keywords
1	Characters	People & Body	person-sport	🤹 -name
1	Characters	People & Body	person-sport	🤹 –keywords
1	Characters	People & Body	person-sport	🤹‍♂ -name
1	Characters	People & Body	person-sport	🤹‍♂ –keywords
1	Characters	People & Body	person-sport	🤹‍♀ -name
1	Characters	People & Body	person-sport	🤹‍♀ –keywords
1	Characters	People & Body	person-resting	🧘 -name
1	Characters	People & Body	person-resting	🧘 –keywords
1	Characters	People & Body	person-resting	🧘‍♂ -name
1	Characters	People & Body	person-resting	🧘‍♂ –keywords
1	Characters	People & Body	person-resting	🧘‍♀ -name
1	Characters	People & Body	person-resting	🧘‍♀ –keywords
1	Characters	People & Body	person-resting	🛀 –keywords
1	Characters	People & Body	person-resting	🛌 -name
1	Characters	People & Body	person-resting	🛌 –keywords
1	Characters	People & Body	family	🧑‍🤝‍🧑 -name
1	Characters	People & Body	family	🧑‍🤝‍🧑 –keywords
1	Characters	People & Body	family	👭 -name
1	Characters	People & Body	family	👭 –keywords
1	Characters	People & Body	family	👫 -name
1	Characters	People & Body	family	👫 –keywords
1	Characters	People & Body	family	👬 -name
1	Characters	People & Body	family	👬 –keywords
1	Characters	People & Body	family	💑 -name
1	Characters	People & Body	family	💑 –keywords
1	Characters	People & Body	person-symbol	🗣 -name
1	Characters	People & Body	person-symbol	🗣 –keywords
1	Characters	People & Body	person-symbol	👤 -name
1	Characters	People & Body	person-symbol	👤 –keywords
1	Characters	People & Body	person-symbol	👥 -name
1	Characters	People & Body	person-symbol	👥 –keywords
1	Characters	People & Body	person-symbol	🫂 -name
1	Characters	People & Body	person-symbol	🫂 –keywords
1	Characters	Animals & Nature	animal-mammal	🐪 –keywords
1	Characters	Animals & Nature	animal-mammal	🐫 -name
1	Characters	Animals & Nature	animal-mammal	🐫 –keywords
1	Characters	Animals & Nature	animal-mammal	🐾 -name
1	Characters	Animals & Nature	animal-mammal	🐾 –keywords
1	Characters	Animals & Nature	animal-bird	🐣 -name
1	Characters	Animals & Nature	animal-bird	🐣 –keywords
1	Characters	Animals & Nature	animal-bird	🐥 -name
1	Characters	Animals & Nature	animal-bird	🐥 –keywords
1	Characters	Animals & Nature	animal-marine	🐳 -name
1	Characters	Animals & Nature	animal-marine	🐳 –keywords
1	Characters	Animals & Nature	plant-flower	🥀 -name
1	Characters	Animals & Nature	plant-flower	🥀 –keywords
1	Characters	Animals & Nature	plant-other	🪴 -name
1	Characters	Animals & Nature	plant-other	🪴 –keywords
1	Characters	Animals & Nature	plant-other	🌾 -name
1	Characters	Animals & Nature	plant-other	🌾 –keywords
1	Characters	Animals & Nature	plant-other	🍀 -name
1	Characters	Animals & Nature	plant-other	🍀 –keywords
1	Characters	Animals & Nature	plant-other	🍂 -name
1	Characters	Animals & Nature	plant-other	🍂 –keywords
1	Characters	Animals & Nature	plant-other	🍃 -name
1	Characters	Animals & Nature	plant-other	🍃 –keywords
1	Characters	Animals & Nature	plant-other	🪹 -name
1	Characters	Animals & Nature	plant-other	🪹 –keywords
1	Characters	Animals & Nature	plant-other	🪺 -name
1	Characters	Animals & Nature	plant-other	🪺 –keywords
1	Characters	Food & Drink	food-prepared	🧇 –keywords
1	Characters	Food & Drink	food-prepared	🍖 -name
1	Characters	Food & Drink	food-prepared	🍖 –keywords
1	Characters	Food & Drink	food-prepared	🍗 -name
1	Characters	Food & Drink	food-prepared	🥩 -name
1	Characters	Food & Drink	food-prepared	🥩 –keywords
1	Characters	Food & Drink	food-prepared	🥙 -name
1	Characters	Food & Drink	food-prepared	🥙 –keywords
1	Characters	Food & Drink	food-prepared	🥘 -name
1	Characters	Food & Drink	food-prepared	🥘 –keywords
1	Characters	Food & Drink	food-prepared	🍲 -name
1	Characters	Food & Drink	food-prepared	🍲 –keywords
1	Characters	Food & Drink	food-prepared	🥣 -name
1	Characters	Food & Drink	food-prepared	🥣 –keywords
1	Characters	Food & Drink	food-prepared	🧂 -name
1	Characters	Food & Drink	food-prepared	🧂 –keywords
1	Characters	Food & Drink	food-asian	🍥 -name
1	Characters	Food & Drink	food-asian	🍥 –keywords
1	Characters	Food & Drink	drink	🥛 -name
1	Characters	Food & Drink	drink	🥛 –keywords
1	Characters	Food & Drink	drink	🍵 -name
1	Characters	Food & Drink	drink	🍵 –keywords
1	Characters	Food & Drink	drink	🍶 –keywords
1	Characters	Food & Drink	drink	🍾 -name
1	Characters	Food & Drink	drink	🍾 –keywords
1	Characters	Food & Drink	drink	🍻 -name
1	Characters	Food & Drink	drink	🍻 –keywords
1	Characters	Food & Drink	drink	🥂 -name
1	Characters	Food & Drink	drink	🥂 –keywords
1	Characters	Food & Drink	drink	🥤 -name
1	Characters	Food & Drink	drink	🥤 –keywords
1	Characters	Food & Drink	dishware	🍽 -name
1	Characters	Food & Drink	dishware	🍽 –keywords
1	Characters	Food & Drink	dishware	🍴 -name
1	Characters	Food & Drink	dishware	🍴 –keywords
1	Characters	Food & Drink	dishware	🫙 –keywords
1	Characters	Travel & Places	place-map	🌍 -name
1	Characters	Travel & Places	place-map	🌍 –keywords
1	Characters	Travel & Places	place-map	🌎 -name
1	Characters	Travel & Places	place-map	🌎 –keywords
1	Characters	Travel & Places	place-map	🌏 -name
1	Characters	Travel & Places	place-map	🌏 –keywords
1	Characters	Travel & Places	place-map	🌐 -name
1	Characters	Travel & Places	place-map	🌐 –keywords
1	Characters	Travel & Places	place-map	🗾 -name
1	Characters	Travel & Places	place-map	🗾 –keywords
1	Characters	Travel & Places	place-geographic	🗻 -name
1	Characters	Travel & Places	place-geographic	🗻 –keywords
1	Characters	Travel & Places	place-geographic	🏖 -name
1	Characters	Travel & Places	place-geographic	🏖 –keywords
1	Characters	Travel & Places	place-building	🏛 –keywords
1	Characters	Travel & Places	place-building	🏡 -name
1	Characters	Travel & Places	place-building	🏡 –keywords
1	Characters	Travel & Places	place-religious	🕌 –keywords
1	Characters	Travel & Places	place-religious	🛕 -name
1	Characters	Travel & Places	place-religious	🛕 –keywords
1	Characters	Travel & Places	place-religious	🕋 -name
1	Characters	Travel & Places	place-religious	🕋 –keywords
1	Characters	Travel & Places	place-other	🌃 -name
1	Characters	Travel & Places	place-other	🌃 –keywords
1	Characters	Travel & Places	place-other	🌆 -name
1	Characters	Travel & Places	place-other	🌆 –keywords
1	Characters	Travel & Places	place-other	🌉 -name
1	Characters	Travel & Places	place-other	🌉 –keywords
1	Characters	Travel & Places	transport-ground	🚍 -name
1	Characters	Travel & Places	transport-ground	🚍 –keywords
1	Characters	Travel & Places	transport-ground	🚔 -name
1	Characters	Travel & Places	transport-ground	🚔 –keywords
1	Characters	Travel & Places	transport-ground	🚖 -name
1	Characters	Travel & Places	transport-ground	🚖 –keywords
1	Characters	Travel & Places	transport-ground	🚘 -name
1	Characters	Travel & Places	transport-ground	🚘 –keywords
1	Characters	Travel & Places	transport-ground	🚙 –keywords
1	Characters	Travel & Places	transport-ground	🛞 –keywords
1	Characters	Travel & Places	transport-ground	🚨 -name
1	Characters	Travel & Places	transport-ground	🚨 –keywords
1	Characters	Travel & Places	time	🕡 –keywords
1	Characters	Travel & Places	sky & weather	🌝 -name
1	Characters	Travel & Places	sky & weather	🌝 –keywords
1	Characters	Travel & Places	sky & weather	🌞 -name
1	Characters	Travel & Places	sky & weather	🌞 –keywords
1	Characters	Travel & Places	sky & weather	🪐 -name
1	Characters	Travel & Places	sky & weather	🪐 –keywords
1	Characters	Travel & Places	sky & weather	🌟 -name
1	Characters	Travel & Places	sky & weather	🌟 –keywords
1	Characters	Travel & Places	sky & weather	⛅ -name
1	Characters	Travel & Places	sky & weather	⛅ –keywords
1	Characters	Travel & Places	sky & weather	⛈ -name
1	Characters	Travel & Places	sky & weather	⛈ –keywords
1	Characters	Travel & Places	sky & weather	🌤 -name
1	Characters	Travel & Places	sky & weather	🌤 –keywords
1	Characters	Travel & Places	sky & weather	🌥 -name
1	Characters	Travel & Places	sky & weather	🌥 –keywords
1	Characters	Travel & Places	sky & weather	🌦 -name
1	Characters	Travel & Places	sky & weather	🌦 –keywords
1	Characters	Travel & Places	sky & weather	🌧 -name
1	Characters	Travel & Places	sky & weather	🌧 –keywords
1	Characters	Travel & Places	sky & weather	🌨 -name
1	Characters	Travel & Places	sky & weather	🌨 –keywords
1	Characters	Travel & Places	sky & weather	🌩 -name
1	Characters	Travel & Places	sky & weather	🌩 –keywords
1	Characters	Travel & Places	sky & weather	🌂 -name
1	Characters	Travel & Places	sky & weather	🌂 –keywords
1	Characters	Travel & Places	sky & weather	☔ -name
1	Characters	Travel & Places	sky & weather	☔ –keywords
1	Characters	Travel & Places	sky & weather	⛱ -name
1	Characters	Travel & Places	sky & weather	⛱ –keywords
1	Characters	Travel & Places	sky & weather	⛄ -name
1	Characters	Travel & Places	sky & weather	⛄ –keywords
1	Characters	Activities	event	🎑 -name
1	Characters	Activities	event	🎑 –keywords
1	Characters	Activities	game	🪄 -name
1	Characters	Activities	game	🪄 –keywords
1	Characters	Activities	game	🧿 -name
1	Characters	Activities	game	🧿 –keywords
1	Characters	Activities	game	🪬 –keywords
1	Characters	Activities	game	🧩 -name
1	Characters	Activities	game	🧩 –keywords
1	Characters	Activities	arts & crafts	🖼 -name
1	Characters	Activities	arts & crafts	🖼 –keywords
1	Characters	Objects	clothing	🥽 –keywords
1	Characters	Objects	clothing	🩱 –keywords
1	Characters	Objects	clothing	🩴 –keywords
1	Characters	Objects	clothing	🥿 –keywords
1	Characters	Objects	clothing	👠 -name
1	Characters	Objects	clothing	👠 –keywords
1	Characters	Objects	clothing	👡 -name
1	Characters	Objects	clothing	👡 –keywords
1	Characters	Objects	clothing	👢 -name
1	Characters	Objects	clothing	👢 –keywords
1	Characters	Objects	clothing	👒 -name
1	Characters	Objects	clothing	👒 –keywords
1	Characters	Objects	clothing	⛑ -name
1	Characters	Objects	clothing	⛑ –keywords
1	Characters	Objects	clothing	📿 -name
1	Characters	Objects	clothing	📿 –keywords
1	Characters	Objects	sound	🔇 -name
1	Characters	Objects	sound	🔇 –keywords
1	Characters	Objects	sound	🔈 -name
1	Characters	Objects	sound	🔈 –keywords
1	Characters	Objects	sound	🔉 -name
1	Characters	Objects	sound	🔉 –keywords
1	Characters	Objects	sound	🔊 -name
1	Characters	Objects	sound	🔊 –keywords
1	Characters	Objects	sound	📯 -name
1	Characters	Objects	sound	🔕 -name
1	Characters	Objects	sound	🔕 –keywords
1	Characters	Objects	phone	📲 -name
1	Characters	Objects	phone	📲 –keywords
1	Characters	Objects	light & video	📸 -name
1	Characters	Objects	light & video	📸 –keywords
1	Characters	Objects	light & video	🔍 -name
1	Characters	Objects	light & video	🔍 –keywords
1	Characters	Objects	light & video	🔎 -name
1	Characters	Objects	light & video	🔎 –keywords
1	Characters	Objects	light & video	🏮 -name
1	Characters	Objects	light & video	🏮 –keywords
1	Characters	Objects	book-paper	📔 -name
1	Characters	Objects	book-paper	📔 –keywords
1	Characters	Objects	book-paper	📃 -name
1	Characters	Objects	book-paper	📃 –keywords
1	Characters	Objects	book-paper	🗞 -name
1	Characters	Objects	book-paper	🗞 –keywords
1	Characters	Objects	money	💰 -name
1	Characters	Objects	money	💰 –keywords
1	Characters	Objects	money	💷 –keywords
1	Characters	Objects	money	💸 -name
1	Characters	Objects	money	💸 –keywords
1	Characters	Objects	money	💹 -name
1	Characters	Objects	money	💹 –keywords
1	Characters	Objects	mail	📩 -name
1	Characters	Objects	mail	📩 –keywords
1	Characters	Objects	mail	📫 -name
1	Characters	Objects	mail	📫 –keywords
1	Characters	Objects	mail	📪 -name
1	Characters	Objects	mail	📪 –keywords
1	Characters	Objects	mail	📬 -name
1	Characters	Objects	mail	📬 –keywords
1	Characters	Objects	mail	📭 -name
1	Characters	Objects	mail	📭 –keywords
1	Characters	Objects	mail	🗳 -name
1	Characters	Objects	mail	🗳 –keywords
1	Characters	Objects	office	🖇 -name
1	Characters	Objects	office	🖇 –keywords
1	Characters	Objects	lock	🔒 –keywords
1	Characters	Objects	lock	🔓 –keywords
1	Characters	Objects	lock	🔏 -name
1	Characters	Objects	lock	🔏 –keywords
1	Characters	Objects	lock	🔐 -name
1	Characters	Objects	lock	🔐 –keywords
1	Characters	Objects	lock	🗝 -name
1	Characters	Objects	lock	🗝 –keywords
1	Characters	Objects	tool	🔨 -name
1	Characters	Objects	tool	🔨 –keywords
1	Characters	Objects	tool	🪓 -name
1	Characters	Objects	tool	🪓 –keywords
1	Characters	Objects	tool	⛏ -name
1	Characters	Objects	tool	⛏ –keywords
1	Characters	Objects	tool	⚒ -name
1	Characters	Objects	tool	⚒ –keywords
1	Characters	Objects	tool	🛠 -name
1	Characters	Objects	tool	🛠 –keywords
1	Characters	Objects	tool	🗡 -name
1	Characters	Objects	tool	🗡 –keywords
1	Characters	Objects	tool	🔫 -name
1	Characters	Objects	tool	🔫 –keywords
1	Characters	Objects	tool	🏹 -name
1	Characters	Objects	tool	🏹 –keywords
1	Characters	Objects	tool	🪚 -name
1	Characters	Objects	tool	🪚 –keywords
1	Characters	Objects	tool	🔩 -name
1	Characters	Objects	tool	🔩 –keywords
1	Characters	Objects	tool	⚖ -name
1	Characters	Objects	tool	⚖ –keywords
1	Characters	Objects	tool	🦯 –keywords
1	Characters	Objects	medical	🩸 -name
1	Characters	Objects	medical	🩸 –keywords
1	Characters	Objects	medical	🩹 -name
1	Characters	Objects	medical	🩹 –keywords
1	Characters	Objects	household	🛋 -name
1	Characters	Objects	household	🛋 –keywords
1	Characters	Objects	household	🪒 –keywords
1	Characters	Objects	household	🧻 -name
1	Characters	Objects	household	🧻 –keywords
1	Characters	Objects	other-object	🪪 –keywords
1	Characters	Symbols2	transport-sign	🚮 -name
1	Characters	Symbols2	transport-sign	🚮 –keywords
1	Characters	Symbols2	transport-sign	🚰 -name
1	Characters	Symbols2	transport-sign	🚰 –keywords
1	Characters	Symbols2	transport-sign	🚾 –keywords
1	Characters	Symbols2	transport-sign	🛅 -name
1	Characters	Symbols2	transport-sign	🛅 –keywords
1	Characters	Symbols2	warning	🚸 -name
1	Characters	Symbols2	warning	🚸 –keywords
1	Characters	Symbols2	warning	🚱 -name
1	Characters	Symbols2	warning	🚱 –keywords
1	Characters	Symbols2	warning	🚷 -name
1	Characters	Symbols2	warning	🚷 –keywords
1	Characters	Symbols2	warning	📵 -name
1	Characters	Symbols2	warning	📵 –keywords
1	Characters	Symbols2	warning	🔞 -name
1	Characters	Symbols2	warning	🔞 –keywords
1	Characters	Symbols2	arrow	⬆ -name
1	Characters	Symbols2	arrow	⬆ –keywords
1	Characters	Symbols2	arrow	↩ -name
1	Characters	Symbols2	arrow	↩ –keywords
1	Characters	Symbols2	arrow	↪ -name
1	Characters	Symbols2	arrow	↪ –keywords
1	Characters	Symbols2	arrow	⤴ -name
