#Path Level	#Locales	Locales	Section	Page	Header	Code
modern	1	zu	Characters	Symbols2	punctuation	! –keywords
modern	1	zu	Characters	Symbols2	punctuation	! -name
modern	1	zu	Characters	Symbols2	punctuation	# –keywords
modern	1	zu	Characters	Symbols2	punctuation	# -name
modern	1	zu	Characters	Symbols2	punctuation	% –keywords
modern	1	zu	Characters	Symbols2	punctuation	% -name
modern	1	zu	Characters	Symbols2	punctuation	& –keywords
modern	1	zu	Characters	Symbols2	punctuation	& -name
modern	1	zu	Characters	Symbols2	punctuation	* –keywords
modern	1	zu	Characters	Symbols2	punctuation	* -name
modern	1	uz	Characters	Symbols2	punctuation	. –keywords
modern	1	uz	Characters	Symbols2	punctuation	. -name
modern	1	zu	Characters	Symbols2	punctuation	/ –keywords
modern	1	zu	Characters	Symbols2	punctuation	/ -name
modern	1	zu	Characters	Symbols2	punctuation	: –keywords
modern	1	zu	Characters	Symbols2	punctuation	: -name
modern	1	zu	Characters	Symbols2	punctuation	; –keywords
modern	1	zu	Characters	Symbols2	punctuation	; -name
modern	1	zu	Characters	Symbols2	punctuation	? –keywords
modern	1	zu	Characters	Symbols2	punctuation	? -name
modern	1	zu	Characters	Symbols2	punctuation	@ –keywords
modern	1	zu	Characters	Symbols2	punctuation	@ -name
modern	1	zu	Characters	Symbols2	punctuation	\ –keywords
modern	1	zu	Characters	Symbols2	punctuation	\ -name
modern	1	zu	Characters	Symbols2	punctuation	^ -name
modern	1	zu	Characters	Symbols2	punctuation	` –keywords
modern	1	zu	Characters	Symbols2	punctuation	` -name
modern	1	sq	Characters	Symbols2	math	~ –keywords
modern	1	sq	Characters	Symbols2	math	~ -name
modern	1	zu	Characters	Symbols2	punctuation	¡ –keywords
modern	1	zu	Characters	Symbols2	punctuation	¡ -name
modern	1	zu	Characters	Symbols2	punctuation	¶ –keywords
modern	1	zu	Characters	Symbols2	punctuation	¶ -name
modern	1	zu	Characters	Symbols2	punctuation	¿ –keywords
modern	1	zu	Characters	Symbols2	punctuation	¿ -name
modern	1	zu	Characters	Symbols2	punctuation	؛ –keywords
modern	1	zu	Characters	Symbols2	punctuation	؛ -name
modern	1	zu	Characters	Symbols2	punctuation	؟ –keywords
modern	1	zu	Characters	Symbols2	punctuation	؟ -name
modern	1	zu	Characters	Symbols2	punctuation	‰ –keywords
modern	1	zu	Characters	Symbols2	punctuation	‰ -name
