# Grammatical Features
#Locale	ID	Feature	Usage	Values
Tamil	ta	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental, ablative
Tamil	ta	grammaticalCase	units	nominative, accusative, dative, ablative

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} நாள்	<div class='cldr_example'><span class='cldr_substituted'>1</span> நாள்</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> நாள்</div>
Plural	other	{0} நாட்கள்	<div class='cldr_example'><span class='cldr_substituted'>2</span> நாட்கள்</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> நாட்கள்</div>
Case (for measurement units)	nominative	{0} ரூ. 50 மதிப்புடையது	<div class='cldr_example'><span class='cldr_substituted'>1 சென்டிமீட்டர்</span> ரூ. 50 மதிப்புடையது</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 சென்டிமீட்டரில்</span> ரூ. 50 மதிப்புடையது</div>
Case (for measurement units)	accusative	… என்பதை {0} … ஆல் பெருக்குதல்	<div class='cldr_example'>… என்பதை <span class='cldr_substituted'>1 சென்டிமீட்டரை</span> … ஆல் பெருக்குதல்</div><div class='cldr_example'>❌  … என்பதை <span class='cldr_substituted'>1 சென்டிமீட்டரில்</span> … ஆல் பெருக்குதல்</div>
Case (for measurement units)	dative	… என்பதற்கு {0} …	<div class='cldr_example'>… என்பதற்கு <span class='cldr_substituted'>1 சென்டிமீட்டருக்கு</span> …</div><div class='cldr_example'>❌  … என்பதற்கு <span class='cldr_substituted'>1 சென்டிமீட்டரில்</span> …</div>
Case (for measurement units)	ablative	… என்பதிலிருந்து {0} …	<div class='cldr_example'>… என்பதிலிருந்து <span class='cldr_substituted'>1 சென்டிமீட்டரில்</span> …</div><div class='cldr_example'>❌  … என்பதிலிருந்து <span class='cldr_substituted'>1 சென்டிமீட்டரை</span> …</div>

# Unit Case and Gender Info
#Quantity	Unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for other	Case MP + pattern with 2.0
duration	nanoseconds	nominative	{0} நானோசெகண்டு	1 நானோசெகண்டு ரூ. 50 மதிப்புடையது	{0} நானோசெகண்டுகள்	2 நானோசெகண்டுகள் ரூ. 50 மதிப்புடையது
duration	nanoseconds	accusative	{0} நானோசெகண்டை	… என்பதை 1 நானோசெகண்டை … ஆல் பெருக்குதல்	{0} நானோசெகண்டுகளை	… என்பதை 2 நானோசெகண்டுகளை … ஆல் பெருக்குதல்
duration	nanoseconds	dative	{0} நானோசெகண்டுக்கு	… என்பதற்கு 1 நானோசெகண்டுக்கு …	{0} நானோசெகண்டுகளுக்கு	… என்பதற்கு 2 நானோசெகண்டுகளுக்கு …
duration	nanoseconds	ablative	{0} நானோசெகண்டில்	… என்பதிலிருந்து 1 நானோசெகண்டில் …	{0} நானோசெகண்டுகளில்	… என்பதிலிருந்து 2 நானோசெகண்டுகளில் …
duration	microseconds	nominative	{0} மைக்ரோவிநாடி	1 மைக்ரோவிநாடி ரூ. 50 மதிப்புடையது	{0} மைக்ரோவிநாடிகள்	2 மைக்ரோவிநாடிகள் ரூ. 50 மதிப்புடையது
duration	microseconds	accusative	{0} மைக்ரோவிநாடியை	… என்பதை 1 மைக்ரோவிநாடியை … ஆல் பெருக்குதல்	{0} மைக்ரோவிநாடிகளை	… என்பதை 2 மைக்ரோவிநாடிகளை … ஆல் பெருக்குதல்
duration	microseconds	dative	{0} மைக்ரோவிநாடிக்கு	… என்பதற்கு 1 மைக்ரோவிநாடிக்கு …	{0} மைக்ரோவிநாடிகளுக்கு	… என்பதற்கு 2 மைக்ரோவிநாடிகளுக்கு …
duration	microseconds	ablative	{0} மைக்ரோவிநாடியில்	… என்பதிலிருந்து 1 மைக்ரோவிநாடியில் …	{0} மைக்ரோவிநாடிகளில்	… என்பதிலிருந்து 2 மைக்ரோவிநாடிகளில் …
duration	milliseconds	nominative	{0} மில்லிவிநாடி	1 மில்லிவிநாடி ரூ. 50 மதிப்புடையது	{0} மில்லிவிநாடிகள்	2 மில்லிவிநாடிகள் ரூ. 50 மதிப்புடையது
duration	milliseconds	accusative	{0} மில்லிவிநாடியை	… என்பதை 1 மில்லிவிநாடியை … ஆல் பெருக்குதல்	{0} மில்லிவிநாடிகளை	… என்பதை 2 மில்லிவிநாடிகளை … ஆல் பெருக்குதல்
duration	milliseconds	dative	{0} மில்லிவிநாடிக்கு	… என்பதற்கு 1 மில்லிவிநாடிக்கு …	{0} மில்லிவிநாடிகளுக்கு	… என்பதற்கு 2 மில்லிவிநாடிகளுக்கு …
duration	milliseconds	ablative	{0} மில்லிவிநாடியில்	… என்பதிலிருந்து 1 மில்லிவிநாடியில் …	{0} மில்லிவிநாடிகளில்	… என்பதிலிருந்து 2 மில்லிவிநாடிகளில் …
duration	seconds	nominative	{0} விநாடி	1 விநாடி ரூ. 50 மதிப்புடையது	{0} விநாடிகள்	2 விநாடிகள் ரூ. 50 மதிப்புடையது
duration	seconds	accusative	{0} விநாடியை	… என்பதை 1 விநாடியை … ஆல் பெருக்குதல்	{0} விநாடிகளை	… என்பதை 2 விநாடிகளை … ஆல் பெருக்குதல்
duration	seconds	dative	{0} விநாடிக்கு	… என்பதற்கு 1 விநாடிக்கு …	{0} விநாடிகளுக்கு	… என்பதற்கு 2 விநாடிகளுக்கு …
duration	seconds	ablative	{0} விநாடியில்	… என்பதிலிருந்து 1 விநாடியில் …	{0} விநாடிகளில்	… என்பதிலிருந்து 2 விநாடிகளில் …
duration	minute • ( = 60 sec)	nominative	{0} நிமிடம்	1 நிமிடம் ரூ. 50 மதிப்புடையது	{0} நிமிடங்கள்	2 நிமிடங்கள் ரூ. 50 மதிப்புடையது
duration	minute • ( = 60 sec)	accusative	{0} நிமிடத்தை	… என்பதை 1 நிமிடத்தை … ஆல் பெருக்குதல்	{0} நிமிடங்களை	… என்பதை 2 நிமிடங்களை … ஆல் பெருக்குதல்
duration	minute • ( = 60 sec)	dative	{0} நிமிடத்திற்கு	… என்பதற்கு 1 நிமிடத்திற்கு …	{0} நிமிடங்களுக்கு	… என்பதற்கு 2 நிமிடங்களுக்கு …
duration	minute • ( = 60 sec)	ablative	{0} நிமிடத்தில்	… என்பதிலிருந்து 1 நிமிடத்தில் …	{0} நிமிடங்களில்	… என்பதிலிருந்து 2 நிமிடங்களில் …
duration	hour • ( = 3,600 sec)	nominative	{0} மணிநேரம்	1 மணிநேரம் ரூ. 50 மதிப்புடையது	{0} மணிநேரங்கள்	2 மணிநேரங்கள் ரூ. 50 மதிப்புடையது
duration	hour • ( = 3,600 sec)	accusative	{0} மணிநேரத்தை	… என்பதை 1 மணிநேரத்தை … ஆல் பெருக்குதல்	{0} மணிநேரங்களை	… என்பதை 2 மணிநேரங்களை … ஆல் பெருக்குதல்
duration	hour • ( = 3,600 sec)	dative	{0} மணிநேரத்திற்கு	… என்பதற்கு 1 மணிநேரத்திற்கு …	{0} மணிநேரங்களுக்கு	… என்பதற்கு 2 மணிநேரங்களுக்கு …
duration	hour • ( = 3,600 sec)	ablative	{0} மணிநேரத்தில்	… என்பதிலிருந்து 1 மணிநேரத்தில் …	{0} மணிநேரங்களில்	… என்பதிலிருந்து 2 மணிநேரங்களில் …
duration	day • ( = 86,400 sec)	nominative	{0} நாள்	1 நாள் ரூ. 50 மதிப்புடையது	{0} நாட்கள்	2 நாட்கள் ரூ. 50 மதிப்புடையது
duration	day • ( = 86,400 sec)	accusative	நாளை	… என்பதை நாளை … ஆல் பெருக்குதல்	{0} நாட்களை	… என்பதை 2 நாட்களை … ஆல் பெருக்குதல்
duration	day • ( = 86,400 sec)	dative	{0} நாளுக்கு	… என்பதற்கு 1 நாளுக்கு …	{0} நாட்களுக்கு	… என்பதற்கு 2 நாட்களுக்கு …
duration	day • ( = 86,400 sec)	ablative	{0} நாளில்	… என்பதிலிருந்து 1 நாளில் …	{0} நாட்களில்	… என்பதிலிருந்து 2 நாட்களில் …
duration	day-person • ( = 86,400 sec)	nominative	{0} நாள்	1 நாள் ரூ. 50 மதிப்புடையது	{0} நாட்கள்	2 நாட்கள் ரூ. 50 மதிப்புடையது
duration	day-person • ( = 86,400 sec)	accusative	நாளை	… என்பதை நாளை … ஆல் பெருக்குதல்	{0} நாட்களை	… என்பதை 2 நாட்களை … ஆல் பெருக்குதல்
duration	day-person • ( = 86,400 sec)	dative	{0} நாளுக்கு	… என்பதற்கு 1 நாளுக்கு …	{0} நாட்களுக்கு	… என்பதற்கு 2 நாட்களுக்கு …
duration	day-person • ( = 86,400 sec)	ablative	{0} நாளில்	… என்பதிலிருந்து 1 நாளில் …	{0} நாட்களில்	… என்பதிலிருந்து 2 நாட்களில் …
duration	week • ( = 604,800 sec)	nominative	{0} வாரம்	1 வாரம் ரூ. 50 மதிப்புடையது	{0} வாரங்கள்	2 வாரங்கள் ரூ. 50 மதிப்புடையது
duration	week • ( = 604,800 sec)	accusative	{0} வாரத்தை	… என்பதை 1 வாரத்தை … ஆல் பெருக்குதல்	{0} வாரங்களை	… என்பதை 2 வாரங்களை … ஆல் பெருக்குதல்
duration	week • ( = 604,800 sec)	dative	{0} வாரத்திற்கு	… என்பதற்கு 1 வாரத்திற்கு …	{0} வாரங்களுக்கு	… என்பதற்கு 2 வாரங்களுக்கு …
duration	week • ( = 604,800 sec)	ablative	{0} வாரத்தில்	… என்பதிலிருந்து 1 வாரத்தில் …	{0} வாரங்களில்	… என்பதிலிருந்து 2 வாரங்களில் …
electric-current	milliamperes	nominative	{0} மில்லி ஆம்பியர்	1 மில்லி ஆம்பியர் ரூ. 50 மதிப்புடையது	{0} மில்லி ஆம்பியர்கள்	2 மில்லி ஆம்பியர்கள் ரூ. 50 மதிப்புடையது
electric-current	milliamperes	accusative	{0} மில்லி ஆம்பியரை	… என்பதை 1 மில்லி ஆம்பியரை … ஆல் பெருக்குதல்	{0} மில்லி ஆம்பியர்களை	… என்பதை 2 மில்லி ஆம்பியர்களை … ஆல் பெருக்குதல்
electric-current	milliamperes	dative	{0} மில்லி ஆம்பியருக்கு	… என்பதற்கு 1 மில்லி ஆம்பியருக்கு …	{0} மில்லி ஆம்பியர்களுக்கு	… என்பதற்கு 2 மில்லி ஆம்பியர்களுக்கு …
electric-current	milliamperes	ablative	{0} மில்லி ஆம்பியரில்	… என்பதிலிருந்து 1 மில்லி ஆம்பியரில் …	{0} மில்லி ஆம்பியர்களில்	… என்பதிலிருந்து 2 மில்லி ஆம்பியர்களில் …
electric-current	amperes	nominative	{0} ஆம்பியர்	1 ஆம்பியர் ரூ. 50 மதிப்புடையது	{0} ஆம்பியர்கள்	2 ஆம்பியர்கள் ரூ. 50 மதிப்புடையது
electric-current	amperes	accusative	{0} ஆம்பியரை	… என்பதை 1 ஆம்பியரை … ஆல் பெருக்குதல்	{0} ஆம்பியர்களை	… என்பதை 2 ஆம்பியர்களை … ஆல் பெருக்குதல்
electric-current	amperes	dative	{0} ஆம்பியருக்கு	… என்பதற்கு 1 ஆம்பியருக்கு …	{0} ஆம்பியர்களுக்கு	… என்பதற்கு 2 ஆம்பியர்களுக்கு …
electric-current	amperes	ablative	{0} ஆம்பியரில்	… என்பதிலிருந்து 1 ஆம்பியரில் …	{0} ஆம்பியர்களில்	… என்பதிலிருந்து 2 ஆம்பியர்களில் …
electric-resistance	ohms	nominative	{0} ஓம்	1 ஓம் ரூ. 50 மதிப்புடையது	{0} ஓம்ஸ்	2 ஓம்ஸ் ரூ. 50 மதிப்புடையது
electric-resistance	ohms	accusative	{0} ஓம்-ஐ	… என்பதை 1 ஓம்-ஐ … ஆல் பெருக்குதல்	{0} ஓம்ஸை	… என்பதை 2 ஓம்ஸை … ஆல் பெருக்குதல்
electric-resistance	ohms	dative	{0} ஓம்-க்கு	… என்பதற்கு 1 ஓம்-க்கு …	{0} ஓம்ஸுக்கு	… என்பதற்கு 2 ஓம்ஸுக்கு …
electric-resistance	ohms	ablative	{0} ஓம்-இல்	… என்பதிலிருந்து 1 ஓம்-இல் …	{0} ஓம்ஸில்	… என்பதிலிருந்து 2 ஓம்ஸில் …
energy	joules	nominative	{0} ஜூல்	1 ஜூல் ரூ. 50 மதிப்புடையது	{0} ஜூல்கள்	2 ஜூல்கள் ரூ. 50 மதிப்புடையது
energy	joules	accusative	{0} ஜூல்-ஐ	… என்பதை 1 ஜூல்-ஐ … ஆல் பெருக்குதல்	{0} ஜூல்களை	… என்பதை 2 ஜூல்களை … ஆல் பெருக்குதல்
energy	joules	dative	{0} ஜூல்-க்கு	… என்பதற்கு 1 ஜூல்-க்கு …	{0} ஜூல்களுக்கு	… என்பதற்கு 2 ஜூல்களுக்கு …
energy	joules	ablative	{0} ஜூல்-இல்	… என்பதிலிருந்து 1 ஜூல்-இல் …	{0} ஜூல்களில்	… என்பதிலிருந்து 2 ஜூல்களில் …
energy	newton-meter • ( = 1 J)	nominative	{0} நியூட்டன் மீட்டர்	1 நியூட்டன் மீட்டர் ரூ. 50 மதிப்புடையது	{0} நியூட்டன் மீட்டர்கள்	2 நியூட்டன் மீட்டர்கள் ரூ. 50 மதிப்புடையது
energy	newton-meter • ( = 1 J)	accusative	{0} நியூட்டன் மீட்டரை	… என்பதை 1 நியூட்டன் மீட்டரை … ஆல் பெருக்குதல்	{0} நியூட்டன் மீட்டர்களை	… என்பதை 2 நியூட்டன் மீட்டர்களை … ஆல் பெருக்குதல்
energy	newton-meter • ( = 1 J)	dative	{0} நியூட்டன் மீட்டருக்கு	… என்பதற்கு 1 நியூட்டன் மீட்டருக்கு …	{0} நியூட்டன் மீட்டர்களுக்கு	… என்பதற்கு 2 நியூட்டன் மீட்டர்களுக்கு …
energy	newton-meter • ( = 1 J)	ablative	{0} நியூட்டன் மீட்டரில்	… என்பதிலிருந்து 1 நியூட்டன் மீட்டரில் …	{0} நியூட்டன் மீட்டர்களில்	… என்பதிலிருந்து 2 நியூட்டன் மீட்டர்களில் …
energy	calorie • ( = 4.184 J)	nominative	{0} கலோரி	1 கலோரி ரூ. 50 மதிப்புடையது	{0} கலோரிகள்	2 கலோரிகள் ரூ. 50 மதிப்புடையது
energy	calorie • ( = 4.184 J)	accusative	{0} கலோரியை	… என்பதை 1 கலோரியை … ஆல் பெருக்குதல்	{0} கலோரிகளை	… என்பதை 2 கலோரிகளை … ஆல் பெருக்குதல்
energy	calorie • ( = 4.184 J)	dative	{0} கலோரிக்கு	… என்பதற்கு 1 கலோரிக்கு …	{0} கலோரிகளுக்கு	… என்பதற்கு 2 கலோரிகளுக்கு …
energy	calorie • ( = 4.184 J)	ablative	{0} கலோரியில்	… என்பதிலிருந்து 1 கலோரியில் …	{0} கலோரிகளில்	… என்பதிலிருந்து 2 கலோரிகளில் …
energy	kilojoules	nominative	{0} கிலோஜூல்	1 கிலோஜூல் ரூ. 50 மதிப்புடையது	{0} கிலோஜூல்கள்	2 கிலோஜூல்கள் ரூ. 50 மதிப்புடையது
energy	kilojoules	accusative	{0} கிலோஜூலை	… என்பதை 1 கிலோஜூலை … ஆல் பெருக்குதல்	{0} கிலோஜூல்களை	… என்பதை 2 கிலோஜூல்களை … ஆல் பெருக்குதல்
energy	kilojoules	dative	{0} கிலோஜூலுக்கு	… என்பதற்கு 1 கிலோஜூலுக்கு …	{0} கிலோஜூல்களுக்கு	… என்பதற்கு 2 கிலோஜூல்களுக்கு …
energy	kilojoules	ablative	{0} கிலோஜூலில்	… என்பதிலிருந்து 1 கிலோஜூலில் …	{0} கிலோஜூல்களில்	… என்பதிலிருந்து 2 கிலோஜூல்களில் …
energy	kilowatt-hour • ( = 3,600,000 kilogram-square meter-seconds per cubic second)	nominative	{0} கிலோவாட் மணிநேரம்	1 கிலோவாட் மணிநேரம் ரூ. 50 மதிப்புடையது	{0} கிலோவாட் மணிநேரம்	2 கிலோவாட் மணிநேரம் ரூ. 50 மதிப்புடையது
energy	kilowatt-hour • ( = 3,600,000 kilogram-square meter-seconds per cubic second)	accusative	{0} கிலோவாட் மணிநேரத்தை	… என்பதை 1 கிலோவாட் மணிநேரத்தை … ஆல் பெருக்குதல்	{0} கிலோவாட் மணிநேரத்தை	… என்பதை 2 கிலோவாட் மணிநேரத்தை … ஆல் பெருக்குதல்
energy	kilowatt-hour • ( = 3,600,000 kilogram-square meter-seconds per cubic second)	dative	{0} கிலோவாட் மணிநேரத்திற்கு	… என்பதற்கு 1 கிலோவாட் மணிநேரத்திற்கு …	{0} கிலோவாட் மணிநேரத்திற்கு	… என்பதற்கு 2 கிலோவாட் மணிநேரத்திற்கு …
energy	kilowatt-hour • ( = 3,600,000 kilogram-square meter-seconds per cubic second)	ablative	{0} கிலோவாட் மணிநேரத்தில்	… என்பதிலிருந்து 1 கிலோவாட் மணிநேரத்தில் …	{0} கிலோவாட் மணிநேரத்தில்	… என்பதிலிருந்து 2 கிலோவாட் மணிநேரத்தில் …
force	newtons	nominative	{0} நியூட்டன்	1 நியூட்டன் ரூ. 50 மதிப்புடையது	{0} நியூட்டன்ஸ்	2 நியூட்டன்ஸ் ரூ. 50 மதிப்புடையது
force	newtons	accusative	{0} நியூட்டனை	… என்பதை 1 நியூட்டனை … ஆல் பெருக்குதல்	{0} நியூட்டன்ஸை	… என்பதை 2 நியூட்டன்ஸை … ஆல் பெருக்குதல்
force	newtons	dative	{0} நியூட்டனுக்கு	… என்பதற்கு 1 நியூட்டனுக்கு …	{0} நியூட்டன்ஸுக்கு	… என்பதற்கு 2 நியூட்டன்ஸுக்கு …
force	newtons	ablative	{0} நியூட்டனில்	… என்பதிலிருந்து 1 நியூட்டனில் …	{0} நியூட்டன்ஸில்	… என்பதிலிருந்து 2 நியூட்டன்ஸில் …
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	nominative	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டர்	1 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டர் ரூ. 50 மதிப்புடையது	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டர்	2 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டர் ரூ. 50 மதிப்புடையது
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	accusative	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரை	… என்பதை 1 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரை … ஆல் பெருக்குதல்	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரை	… என்பதை 2 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரை … ஆல் பெருக்குதல்
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	dative	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டருக்கு	… என்பதற்கு 1 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டருக்கு …	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டருக்கு	… என்பதற்கு 2 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டருக்கு …
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	ablative	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரில்	… என்பதிலிருந்து 1 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரில் …	{0} கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரில்	… என்பதிலிருந்து 2 கிலோவாட்-மணிநேரம்/100 கிலோமீட்டரில் …
frequency	hertz	nominative	{0} ஹெர்ட்ஸ்	1 ஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது	{0} ஹெர்ட்ஸ்	2 ஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது
frequency	hertz	accusative	{0} ஹெர்ட்ஸை	… என்பதை 1 ஹெர்ட்ஸை … ஆல் பெருக்குதல்	{0} ஹெர்ட்ஸை	… என்பதை 2 ஹெர்ட்ஸை … ஆல் பெருக்குதல்
frequency	hertz	dative	{0} ஹெர்ட்ஸுக்கு	… என்பதற்கு 1 ஹெர்ட்ஸுக்கு …	{0} ஹெர்ட்ஸுக்கு	… என்பதற்கு 2 ஹெர்ட்ஸுக்கு …
frequency	hertz	ablative	{0} ஹெர்ட்ஸில்	… என்பதிலிருந்து 1 ஹெர்ட்ஸில் …	{0} ஹெர்ட்ஸில்	… என்பதிலிருந்து 2 ஹெர்ட்ஸில் …
frequency	kilohertz	nominative	{0} கிலோஹெர்ட்ஸ்	1 கிலோஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது	{0} கிலோஹெர்ட்ஸ்	2 கிலோஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது
frequency	kilohertz	accusative	{0} கிலோஹெர்ட்ஸை	… என்பதை 1 கிலோஹெர்ட்ஸை … ஆல் பெருக்குதல்	{0} கிலோஹெர்ட்ஸை	… என்பதை 2 கிலோஹெர்ட்ஸை … ஆல் பெருக்குதல்
frequency	kilohertz	dative	{0} கிலோஹெர்ட்ஸுக்கு	… என்பதற்கு 1 கிலோஹெர்ட்ஸுக்கு …	{0} கிலோஹெர்ட்ஸுக்கு	… என்பதற்கு 2 கிலோஹெர்ட்ஸுக்கு …
frequency	kilohertz	ablative	{0} கிலோஹெர்ட்ஸில்	… என்பதிலிருந்து 1 கிலோஹெர்ட்ஸில் …	{0} கிலோஹெர்ட்ஸில்	… என்பதிலிருந்து 2 கிலோஹெர்ட்ஸில் …
frequency	megahertz	nominative	{0} மெகாஹெர்ட்ஸ்	1 மெகாஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது	{0} மெகாஹெர்ட்ஸ்	2 மெகாஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது
frequency	megahertz	accusative	{0} மெகாஹெர்ட்ஸை	… என்பதை 1 மெகாஹெர்ட்ஸை … ஆல் பெருக்குதல்	{0} மெகாஹெர்ட்ஸை	… என்பதை 2 மெகாஹெர்ட்ஸை … ஆல் பெருக்குதல்
frequency	megahertz	dative	{0} மெகாஹெர்ட்ஸுக்கு	… என்பதற்கு 1 மெகாஹெர்ட்ஸுக்கு …	{0} மெகாஹெர்ட்ஸுக்கு	… என்பதற்கு 2 மெகாஹெர்ட்ஸுக்கு …
frequency	megahertz	ablative	{0} மெகாஹெர்ட்ஸில்	… என்பதிலிருந்து 1 மெகாஹெர்ட்ஸில் …	{0} மெகாஹெர்ட்ஸில்	… என்பதிலிருந்து 2 மெகாஹெர்ட்ஸில் …
frequency	gigahertz	nominative	{0} கிகாஹெர்ட்ஸ்	1 கிகாஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது	{0} கிகாஹெர்ட்ஸ்	2 கிகாஹெர்ட்ஸ் ரூ. 50 மதிப்புடையது
frequency	gigahertz	accusative	{0} கிகாஹெர்ட்ஸை	… என்பதை 1 கிகாஹெர்ட்ஸை … ஆல் பெருக்குதல்	{0} கிகாஹெர்ட்ஸை	… என்பதை 2 கிகாஹெர்ட்ஸை … ஆல் பெருக்குதல்
frequency	gigahertz	dative	{0} கிகாஹெர்ட்ஸுக்கு	… என்பதற்கு 1 கிகாஹெர்ட்ஸுக்கு …	{0} கிகாஹெர்ட்ஸுக்கு	… என்பதற்கு 2 கிகாஹெர்ட்ஸுக்கு …
frequency	gigahertz	ablative	{0} கிகாஹெர்ட்ஸில்	… என்பதிலிருந்து 1 கிகாஹெர்ட்ஸில் …	{0} கிகாஹெர்ட்ஸில்	… என்பதிலிருந்து 2 கிகாஹெர்ட்ஸில் …
graphics	pixel • ( = 1 px)	nominative	{0} பிக்சல்	1 பிக்சல் ரூ. 50 மதிப்புடையது	{0} பிக்சல்கள்	2 பிக்சல்கள் ரூ. 50 மதிப்புடையது
graphics	pixel • ( = 1 px)	accusative	{0} பிக்சலை	… என்பதை 1 பிக்சலை … ஆல் பெருக்குதல்	{0} பிக்சல்களை	… என்பதை 2 பிக்சல்களை … ஆல் பெருக்குதல்
graphics	pixel • ( = 1 px)	dative	{0} பிக்சலுக்கு	… என்பதற்கு 1 பிக்சலுக்கு …	{0} பிக்சல்களுக்கு	… என்பதற்கு 2 பிக்சல்களுக்கு …
graphics	pixel • ( = 1 px)	ablative	{0} பிக்சலில்	… என்பதிலிருந்து 1 பிக்சலில் …	{0} பிக்சல்களில்	… என்பதிலிருந்து 2 பிக்சல்களில் …
graphics	megapixels	nominative	{0} மெகாபிக்சல்	1 மெகாபிக்சல் ரூ. 50 மதிப்புடையது	{0} மெகாபிக்சல்கள்	2 மெகாபிக்சல்கள் ரூ. 50 மதிப்புடையது
graphics	megapixels	accusative	{0} மெகாபிக்சலை	… என்பதை 1 மெகாபிக்சலை … ஆல் பெருக்குதல்	{0} மெகாபிக்சல்களை	… என்பதை 2 மெகாபிக்சல்களை … ஆல் பெருக்குதல்
graphics	megapixels	dative	{0} மெகாபிக்சலுக்கு	… என்பதற்கு 1 மெகாபிக்சலுக்கு …	{0} மெகாபிக்சல்களுக்கு	… என்பதற்கு 2 மெகாபிக்சல்களுக்கு …
graphics	megapixels	ablative	{0} மெகாபிக்சலில்	… என்பதிலிருந்து 1 மெகாபிக்சலில் …	{0} மெகாபிக்சல்களில்	… என்பதிலிருந்து 2 மெகாபிக்சல்களில் …
illuminance	lux	nominative	{0} லக்ஸ்	1 லக்ஸ் ரூ. 50 மதிப்புடையது	{0} லக்ஸ்	2 லக்ஸ் ரூ. 50 மதிப்புடையது
illuminance	lux	accusative	{0} லக்ஸை	… என்பதை 1 லக்ஸை … ஆல் பெருக்குதல்	{0} லக்ஸை	… என்பதை 2 லக்ஸை … ஆல் பெருக்குதல்
illuminance	lux	dative	{0} லக்ஸுக்கு	… என்பதற்கு 1 லக்ஸுக்கு …	{0} லக்ஸுக்கு	… என்பதற்கு 2 லக்ஸுக்கு …
illuminance	lux	ablative	{0} லக்ஸில்	… என்பதிலிருந்து 1 லக்ஸில் …	{0} லக்ஸில்	… என்பதிலிருந்து 2 லக்ஸில் …
length	picometers	nominative	{0} பைக்கோமீட்டர்	1 பைக்கோமீட்டர் ரூ. 50 மதிப்புடையது	{0} பைக்கோமீட்டர்கள்	2 பைக்கோமீட்டர்கள் ரூ. 50 மதிப்புடையது
length	picometers	accusative	{0} பைக்கோமீட்டரை	… என்பதை 1 பைக்கோமீட்டரை … ஆல் பெருக்குதல்	{0} பைக்கோமீட்டர்களை	… என்பதை 2 பைக்கோமீட்டர்களை … ஆல் பெருக்குதல்
length	picometers	dative	{0} பைக்கோமீட்டருக்கு	… என்பதற்கு 1 பைக்கோமீட்டருக்கு …	{0} பைக்கோமீட்டர்களுக்கு	… என்பதற்கு 2 பைக்கோமீட்டர்களுக்கு …
length	picometers	ablative	{0} பைக்கோமீட்டரில்	… என்பதிலிருந்து 1 பைக்கோமீட்டரில் …	{0} பைக்கோமீட்டர்களில்	… என்பதிலிருந்து 2 பைக்கோமீட்டர்களில் …
length	nanometers	nominative	{0} நானோமீட்டர்	1 நானோமீட்டர் ரூ. 50 மதிப்புடையது	{0} நானோமீட்டர்கள்	2 நானோமீட்டர்கள் ரூ. 50 மதிப்புடையது
length	nanometers	accusative	{0} நானோமீட்டரை	… என்பதை 1 நானோமீட்டரை … ஆல் பெருக்குதல்	{0} நானோமீட்டர்களை	… என்பதை 2 நானோமீட்டர்களை … ஆல் பெருக்குதல்
length	nanometers	dative	{0} நானோமீட்டருக்கு	… என்பதற்கு 1 நானோமீட்டருக்கு …	{0} நானோமீட்டர்களுக்கு	… என்பதற்கு 2 நானோமீட்டர்களுக்கு …
length	nanometers	ablative	{0} நானோமீட்டரில்	… என்பதிலிருந்து 1 நானோமீட்டரில் …	{0} நானோமீட்டர்களில்	… என்பதிலிருந்து 2 நானோமீட்டர்களில் …
