#Locale	Prov.	Unconf.	Missing	Path*	Attributes
gv	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback	gregorian; iso8601
gv	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat	
gv	1	0	0	//ldml/dates/timeZoneNames/gmtFormat	
gv	1	0	0	//ldml/dates/timeZoneNames/gmtUnknownFormat	
gv	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat	
gv	1	0	0	//ldml/dates/timeZoneNames/hourFormat	
gv	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard	GMT
gv	1	0	0	//ldml/dates/timeZoneNames/regionFormat	
gv	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']	daylight
gv	1	0	0	//ldml/delimiters/alternateQuotationEnd	
gv	1	0	0	//ldml/delimiters/alternateQuotationStart	
gv	1	0	0	//ldml/delimiters/quotationEnd	
gv	1	0	0	//ldml/delimiters/quotationStart	
gv	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']	language; script; territory
gv	1	0	0	//ldml/localeDisplayNames/languages/language[@type='*']	en
gv	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern	
gv	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator	
gv	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']	UK; US; metric
gv	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']	Latn
gv	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']	latn
gv	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']	latn
gv	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']	latn
gv	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal	latn
gv	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group	latn
gv	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign	latn
gv	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign	latn
gv	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign	latn
gv	49	0	0	Totals	
					
ha_Arab	16	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']	gregorian, Hm; gregorian, Hms; gregorian, Hmsv; gregorian, hm; gregorian, hms; gregorian, hmsv; gregorian, yMMMd; gregorian, yMd; iso8601, Hm; iso8601, Hms; iso8601, Hmsv; iso8601, hm; iso8601, hms; iso8601, hmsv; iso8601, yMMMd; iso8601, yMd
ha_Arab	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback	gregorian; iso8601
ha_Arab	0	0	2	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']	gregorian, format, wide, am; gregorian, format, wide, pm
ha_Arab	0	0	7	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']	gregorian, format, wide, fri; gregorian, format, wide, mon; gregorian, format, wide, sat; gregorian, format, wide, sun; gregorian, format, wide, thu; gregorian, format, wide, tue; gregorian, format, wide, wed
ha_Arab	0	0	12	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']	gregorian, format, wide, 1; gregorian, format, wide, 10; gregorian, format, wide, 11; gregorian, format, wide, 12; gregorian, format, wide, 2; gregorian, format, wide, 3; gregorian, format, wide, 4; gregorian, format, wide, 5; gregorian, format, wide, 6; gregorian, format, wide, 7; gregorian, format, wide, 8; gregorian, format, wide, 9
ha_Arab	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat	
ha_Arab	1	0	0	//ldml/dates/timeZoneNames/gmtFormat	
ha_Arab	1	0	0	//ldml/dates/timeZoneNames/gmtUnknownFormat	
ha_Arab	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat	
ha_Arab	1	0	0	//ldml/dates/timeZoneNames/hourFormat	
ha_Arab	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard	GMT
ha_Arab	1	0	0	//ldml/dates/timeZoneNames/regionFormat	
ha_Arab	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']	daylight
ha_Arab	1	0	0	//ldml/delimiters/alternateQuotationEnd	
ha_Arab	1	0	0	//ldml/delimiters/alternateQuotationStart	
ha_Arab	1	0	0	//ldml/delimiters/quotationEnd	
ha_Arab	1	0	0	//ldml/delimiters/quotationStart	
ha_Arab	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']	language; script; territory
ha_Arab	3	0	0	//ldml/localeDisplayNames/languages/language[@type='*']	en; ha
ha_Arab	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern	
ha_Arab	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator	
ha_Arab	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']	UK; US; metric
ha_Arab	2	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']	Arab; Latn
ha_Arab	5	0	0	//ldml/localeDisplayNames/territories/territory[@type='*']	GH; NE; NG; SD
ha_Arab	3	0	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']	arab; arabext; latn
ha_Arab	3	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']	arab; arabext; latn
ha_Arab	3	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']	arab; arabext; latn
ha_Arab	3	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']	arab; arabext; latn
ha_Arab	3	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal	arab; arabext; latn
ha_Arab	3	0	0	//ldml/numbers/symbols[@numberSystem='*']/group	arab; arabext; latn
ha_Arab	3	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign	arab; arabext; latn
ha_Arab	3	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign	arab; arabext; latn
ha_Arab	3	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign	arab; arabext; latn
ha_Arab	76	0	21	Totals	
					
haw	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']	iso8601, Hm; iso8601, Hms; iso8601, Hmsv; iso8601, hm; iso8601, hms; iso8601, hmsv; iso8601, yMMMd; iso8601, yMd
haw	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback	iso8601
haw	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat	
haw	1	0	0	//ldml/dates/timeZoneNames/gmtFormat	
haw	1	0	0	//ldml/dates/timeZoneNames/gmtUnknownFormat	
haw	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat	
haw	1	0	0	//ldml/dates/timeZoneNames/hourFormat	
haw	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard	GMT
haw	1	0	0	//ldml/dates/timeZoneNames/regionFormat	
haw	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']	daylight
haw	1	0	0	//ldml/delimiters/alternateQuotationEnd	
haw	1	0	0	//ldml/delimiters/alternateQuotationStart	
haw	1	0	0	//ldml/delimiters/quotationEnd	
haw	1	0	0	//ldml/delimiters/quotationStart	
haw	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']	language; script; territory
haw	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern	
haw	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator	
haw	1	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']	UK
haw	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']	Latn
haw	29	0	0	Totals	
					
hnj	16	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']	gregorian, Hm; gregorian, Hms; gregorian, Hmsv; gregorian, hm; gregorian, hms; gregorian, hmsv; gregorian, yMMMd; gregorian, yMd; iso8601, Hm; iso8601, Hms; iso8601, Hmsv; iso8601, hm; iso8601, hms; iso8601, hmsv; iso8601, yMMMd; iso8601, yMd
hnj	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback	gregorian; iso8601
hnj	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']	gregorian, format, wide, am; gregorian, format, wide, pm
hnj	7	0	0	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']	gregorian, format, wide, fri; gregorian, format, wide, mon; gregorian, format, wide, sat; gregorian, format, wide, sun; gregorian, format, wide, thu; gregorian, format, wide, tue; gregorian, format, wide, wed
hnj	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat	
hnj	1	0	0	//ldml/dates/timeZoneNames/gmtFormat	
hnj	1	0	0	//ldml/dates/timeZoneNames/gmtUnknownFormat	
hnj	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat	
hnj	1	0	0	//ldml/dates/timeZoneNames/hourFormat	
hnj	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard	GMT
hnj	1	0	0	//ldml/dates/timeZoneNames/regionFormat	
hnj	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']	daylight
hnj	1	0	0	//ldml/delimiters/alternateQuotationEnd	
hnj	1	0	0	//ldml/delimiters/alternateQuotationStart	
hnj	1	0	0	//ldml/delimiters/quotationEnd	
hnj	1	0	0	//ldml/delimiters/quotationStart	
hnj	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']	language; script; territory
hnj	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern	
hnj	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator	
hnj	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']	UK; US; metric
hnj	1	0	1	//ldml/localeDisplayNames/scripts/script[@type='*']	Hmnp; Laoo
hnj	2	0	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']	hmnp; latn
hnj	2	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']	hmnp; latn
hnj	2	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']	hmnp; latn
hnj	2	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']	hmnp; latn
hnj	2	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal	hmnp; latn
hnj	2	0	0	//ldml/numbers/symbols[@numberSystem='*']/group	hmnp; latn
hnj	2	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign	hmnp; latn
hnj	2	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign	hmnp; latn
hnj	2	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign	hmnp; latn
hnj	67	0	1	Totals	
					
ht	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']	gregorian, Hm; gregorian, Hms; gregorian, Hmsv; gregorian, hm; gregorian, hms; gregorian, hmsv; gregorian, yMMMd; gregorian, yMd
ht	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback	gregorian
ht	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']	gregorian, format, wide, am; gregorian, format, wide, pm
ht	7	0	0	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']	gregorian, format, wide, fri; gregorian, format, wide, mon; gregorian, format, wide, sat; gregorian, format, wide, sun; gregorian, format, wide, thu; gregorian, format, wide, tue; gregorian, format, wide, wed
ht	12	0	0	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']	gregorian, format, wide, 1; gregorian, format, wide, 10; gregorian, format, wide, 11; gregorian, format, wide, 12; gregorian, format, wide, 2; gregorian, format, wide, 3; gregorian, format, wide, 4; gregorian, format, wide, 5; gregorian, format, wide, 6; gregorian, format, wide, 7; gregorian, format, wide, 8; gregorian, format, wide, 9
ht	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat	
ht	1	0	0	//ldml/dates/timeZoneNames/gmtFormat	
ht	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat	
ht	1	0	0	//ldml/dates/timeZoneNames/hourFormat	
ht	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard	GMT
ht	1	0	0	//ldml/dates/timeZoneNames/regionFormat	
ht	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']	daylight
ht	1	0	0	//ldml/delimiters/alternateQuotationEnd	
ht	1	0	0	//ldml/delimiters/alternateQuotationStart	
ht	1	0	0	//ldml/delimiters/quotationEnd	
ht	1	0	0	//ldml/delimiters/quotationStart	
ht	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']	language; script; territory
ht	1	0	0	//ldml/localeDisplayNames/languages/language[@type='*']	en
ht	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern	
ht	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator	
ht	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']	UK; US; metric
ht	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']	Latn
ht	2	0	0	//ldml/localeDisplayNames/territories/territory[@type='*']	HT
ht	1	0	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']	latn
ht	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']	latn
ht	1	0	0	//ldml/numbers/defaultNumberingSystem	
ht	1	0	0	//ldml/numbers/otherNumberingSystems/native	
ht	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']	latn
ht	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']	latn
ht	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign	latn
ht	61	0	0	Totals	
					
ie	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']	iso8601, Hm; iso8601, Hms; iso8601, Hmsv; iso8601, hm; iso8601, hms; iso8601, hmsv; iso8601, yMMMd; iso8601, yMd
ie	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback	iso8601
ie	1	0	0	//ldml/dates/timeZoneNames/gmtUnknownFormat	
ie	10	0	0	Totals	
					
ii	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']	iso8601, Hm; iso8601, Hms; iso8601, Hmsv; iso8601, hm; iso8601, hms; iso8601, hmsv; iso8601, yMMMd; iso8601, yMd
ii	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback	iso8601
ii	1	0	0	//ldml/dates/timeZoneNames/gmtUnknownFormat	
ii	10	0	0	Totals	
					
io	16	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']	gregorian, Hm; gregorian, Hms; gregorian, Hmsv; gregorian, hm; gregorian, hms; gregorian, hmsv; gregorian, yMMMd; gregorian, yMd; iso8601, Hm; iso8601, Hms; iso8601, Hmsv; iso8601, hm; iso8601, hms; iso8601, hmsv; iso8601, yMMMd; iso8601, yMd
io	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback	gregorian; iso8601
io	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']	gregorian, format, wide, am; gregorian, format, wide, pm
io	7	0	0	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']	gregorian, format, wide, fri; gregorian, format, wide, mon; gregorian, format, wide, sat; gregorian, format, wide, sun; gregorian, format, wide, thu; gregorian, format, wide, tue; gregorian, format, wide, wed
io	12	0	0	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']	gregorian, format, wide, 1; gregorian, format, wide, 10; gregorian, format, wide, 11; gregorian, format, wide, 12; gregorian, format, wide, 2; gregorian, format, wide, 3; gregorian, format, wide, 4; gregorian, format, wide, 5; gregorian, format, wide, 6; gregorian, format, wide, 7; gregorian, format, wide, 8; gregorian, format, wide, 9
io	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat	
io	1	0	0	//ldml/dates/timeZoneNames/gmtFormat	
io	1	0	0	//ldml/dates/timeZoneNames/gmtUnknownFormat	
io	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat	
io	1	0	0	//ldml/dates/timeZoneNames/hourFormat	
io	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard	GMT
io	1	0	0	//ldml/dates/timeZoneNames/regionFormat	
io	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']	daylight
io	1	0	0	//ldml/delimiters/alternateQuotationEnd	
io	1	0	0	//ldml/delimiters/alternateQuotationStart	
io	1	0	0	//ldml/delimiters/quotationEnd	
io	1	0	0	//ldml/delimiters/quotationStart	
io	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']	language; script; territory
io	1	0	0	//ldml/localeDisplayNames/languages/language[@type='*']	en
io	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern	
io	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator	
io	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']	UK; US; metric
io	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']	Latn
io	2	0	0	//ldml/localeDisplayNames/territories/territory[@type='*']	001
io	1	0	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']	latn
io	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']	latn
io	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']	latn
io	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']	latn
io	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal	latn
io	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group	latn
io	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign	latn
io	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign	latn
io	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign	latn
io	73	0	0	Totals	
					
iu	10	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']	gregorian, Hmsv; gregorian, hmsv; iso8601, Hm; iso8601, Hms; iso8601, Hmsv; iso8601, hm; iso8601, hms; iso8601, hmsv; iso8601, yMMMd; iso8601, yMd
iu	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback	gregorian; iso8601
iu	0	0	2	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']	gregorian, format, wide, am; gregorian, format, wide, pm
iu	0	0	7	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']	gregorian, format, wide, fri; gregorian, format, wide, mon; gregorian, format, wide, sat; gregorian, format, wide, sun; gregorian, format, wide, thu; gregorian, format, wide, tue; gregorian, format, wide, wed
iu	0	0	12	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']	gregorian, format, wide, 1; gregorian, format, wide, 10; gregorian, format, wide, 11; gregorian, format, wide, 12; gregorian, format, wide, 2; gregorian, format, wide, 3; gregorian, format, wide, 4; gregorian, format, wide, 5; gregorian, format, wide, 6; gregorian, format, wide, 7; gregorian, format, wide, 8; gregorian, format, wide, 9
iu	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat	
iu	1	0	0	//ldml/dates/timeZoneNames/gmtFormat	
iu	1	0	0	//ldml/dates/timeZoneNames/gmtUnknownFormat	
iu	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat	
iu	1	0	0	//ldml/dates/timeZoneNames/hourFormat	
iu	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard	GMT
iu	1	0	0	//ldml/dates/timeZoneNames/regionFormat	
iu	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']	daylight
iu	1	0	0	//ldml/delimiters/alternateQuotationEnd	
iu	1	0	0	//ldml/delimiters/alternateQuotationStart	
iu	1	0	0	//ldml/delimiters/quotationEnd	
iu	1	0	0	//ldml/delimiters/quotationStart	
iu	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']	language; script; territory
iu	1	0	1	//ldml/localeDisplayNames/languages/language[@type='*']	en; iu
iu	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern	
iu	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator	
iu	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']	UK; US; metric
iu	2	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']	Cans; Latn
iu	0	0	1	//ldml/localeDisplayNames/territories/territory[@type='*']	CA
iu	1	0	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']	latn
iu	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']	latn
iu	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']	latn
iu	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']	latn
iu	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal	latn
iu	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group	latn
iu	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign	latn
iu	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign	latn
iu	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign	latn
iu	45	0	23	Totals	
					
iu_Latn	16	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']	gregorian, Hm; gregorian, Hms; gregorian, Hmsv; gregorian, hm; gregorian, hms; gregorian, hmsv; gregorian, yMMMd; gregorian, yMd; iso8601, Hm; iso8601, Hms; iso8601, Hmsv; iso8601, hm; iso8601, hms; iso8601, hmsv; iso8601, yMMMd; iso8601, yMd
iu_Latn	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback	gregorian; iso8601
iu_Latn	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']	gregorian, format, wide, am; gregorian, format, wide, pm
iu_Latn	7	0	0	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']	gregorian, format, wide, fri; gregorian, format, wide, mon; gregorian, format, wide, sat; gregorian, format, wide, sun; gregorian, format, wide, thu; gregorian, format, wide, tue; gregorian, format, wide, wed
iu_Latn	12	0	0	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']	gregorian, format, wide, 1; gregorian, format, wide, 10; gregorian, format, wide, 11; gregorian, format, wide, 12; gregorian, format, wide, 2; gregorian, format, wide, 3; gregorian, format, wide, 4; gregorian, format, wide, 5; gregorian, format, wide, 6; gregorian, format, wide, 7; gregorian, format, wide, 8; gregorian, format, wide, 9
iu_Latn	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat	
iu_Latn	1	0	0	//ldml/dates/timeZoneNames/gmtFormat	
iu_Latn	1	0	0	//ldml/dates/timeZoneNames/gmtUnknownFormat	
iu_Latn	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat	
iu_Latn	1	0	0	//ldml/dates/timeZoneNames/hourFormat	
iu_Latn	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard	GMT
iu_Latn	1	0	0	//ldml/dates/timeZoneNames/regionFormat	
iu_Latn	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']	daylight
iu_Latn	1	0	0	//ldml/delimiters/alternateQuotationEnd	
iu_Latn	1	0	0	//ldml/delimiters/alternateQuotationStart	
iu_Latn	1	0	0	//ldml/delimiters/quotationEnd	
iu_Latn	1	0	0	//ldml/delimiters/quotationStart	
iu_Latn	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']	language; script; territory
iu_Latn	3	0	0	//ldml/localeDisplayNames/languages/language[@type='*']	en; iu
iu_Latn	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern	
iu_Latn	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator	
iu_Latn	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']	UK; US; metric
iu_Latn	2	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']	Cans; Latn
iu_Latn	2	0	0	//ldml/localeDisplayNames/territories/territory[@type='*']	CA
iu_Latn	1	0	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']	latn
iu_Latn	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']	latn
iu_Latn	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']	latn
iu_Latn	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']	latn
iu_Latn	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal	latn
iu_Latn	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group	latn
iu_Latn	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign	latn
iu_Latn	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign	latn
