# Section	Page	Header	Code	Old	New
#Section	Page	Header	Code	Old	New
BCP47	u_Extension	tz-ancur	_region	▷missing◁	CW
Supplemental	Language	sck	territories-secondary	IN	▷removed◁
Supplemental	Language	sco	territories-secondary	GB	▷removed◁
Supplemental	Language	sd	territories-secondary	IN	▷removed◁
Supplemental	Language	sd	territories-secondary	PK	▷removed◁
Supplemental	Language	sdh	territories-secondary	IR	▷removed◁
Supplemental	Language	se	territories-secondary	NO	▷removed◁
Supplemental	Language	sef	territories-secondary	CI	▷removed◁
Supplemental	Language	seh	territories-secondary	MZ	▷removed◁
Supplemental	Language	sg	territories	CF	▷removed◁
Supplemental	Language	shi	territories-secondary	MA	▷removed◁
Supplemental	Language	shn	territories-secondary	MM	▷removed◁
Supplemental	Language	si	territories	LK	▷removed◁
Supplemental	Language	sid	territories-secondary	ET	▷removed◁
Supplemental	Language	sk	territories	SK	▷removed◁
Supplemental	Language	sk	territories-secondary	CZ	▷removed◁
Supplemental	Language	sk	territories-secondary	RS	▷removed◁
Supplemental	Language	skr	territories-secondary	PK	▷removed◁
Supplemental	Language	sl	territories	SI	▷removed◁
Supplemental	Language	sl	territories-secondary	AT	▷removed◁
Supplemental	Language	sm	territories	AS	▷removed◁
Supplemental	Language	sm	territories	WS	▷removed◁
Supplemental	Language	sm	territories-secondary	TK	▷removed◁
Supplemental	Language	sms	territories-secondary	FI	▷removed◁
Supplemental	Language	sn	territories	ZW	▷removed◁
Supplemental	Language	snf	territories-secondary	SN	▷removed◁
Supplemental	Language	snk	territories-secondary	ML	▷removed◁
Supplemental	Language	so	territories	SO	▷removed◁
Supplemental	Language	so	territories-secondary	DJ	▷removed◁
Supplemental	Language	so	territories-secondary	ET	▷removed◁
Supplemental	Language	sou	territories-secondary	TH	▷removed◁
Supplemental	Language	sq	territories	AL	▷removed◁
Supplemental	Language	sq	territories	XK	▷removed◁
Supplemental	Language	sq	territories-secondary	MK	▷removed◁
Supplemental	Language	sq	territories-secondary	RS	▷removed◁
Supplemental	Language	sr	territories	BA	▷removed◁
Supplemental	Language	sr	territories	ME	▷removed◁
Supplemental	Language	sr	territories	RS	▷removed◁
Supplemental	Language	sr	territories	XK	▷removed◁
Supplemental	Language	srn	territories-secondary	SR	▷removed◁
Supplemental	Language	srr	territories-secondary	SN	▷removed◁
Supplemental	Language	ss	territories	SZ	▷removed◁
Supplemental	Language	ss	territories-secondary	ZA	▷removed◁
Supplemental	Language	st	territories	LS	▷removed◁
Supplemental	Language	st	territories-secondary	ZA	▷removed◁
Supplemental	Language	su	territories-secondary	ID	▷removed◁
Supplemental	Language	suk	territories-secondary	TZ	▷removed◁
Supplemental	Language	sus	territories-secondary	GN	▷removed◁
Supplemental	Language	sv	territories	AX	▷removed◁
Supplemental	Language	sv	territories	FI	▷removed◁
Supplemental	Language	sv	territories	SE	▷removed◁
Supplemental	Language	sw	territories	KE	▷removed◁
Supplemental	Language	sw	territories	TZ	▷removed◁
Supplemental	Language	sw	territories	UG	▷removed◁
Supplemental	Language	sw	territories-secondary	CD	▷removed◁
Supplemental	Language	swb	territories-secondary	YT	▷removed◁
Supplemental	Language	swv	territories-secondary	IN	▷removed◁
Supplemental	Language	syl	territories-secondary	BD	▷removed◁
Supplemental	Language	ta	territories	LK	▷removed◁
Supplemental	Language	ta	territories	SG	▷removed◁
Supplemental	Language	ta	territories-secondary	GB	▷removed◁
Supplemental	Language	ta	territories-secondary	IN	▷removed◁
Supplemental	Language	ta	territories-secondary	MY	▷removed◁
Supplemental	Language	tcy	territories-secondary	IN	▷removed◁
Supplemental	Language	te	territories-secondary	IN	▷removed◁
Supplemental	Language	tem	territories-secondary	SL	▷removed◁
Supplemental	Language	teo	territories-secondary	UG	▷removed◁
Supplemental	Language	tet	territories	TL	▷removed◁
Supplemental	Language	tg	territories	TJ	▷removed◁
Supplemental	Language	th	territories	TH	▷removed◁
Supplemental	Language	ti	territories	ER	▷removed◁
Supplemental	Language	ti	territories-secondary	ET	▷removed◁
Supplemental	Language	tig	territories-secondary	ER	▷removed◁
Supplemental	Language	tiv	territories-secondary	NG	▷removed◁
Supplemental	Language	tk	territories	TM	▷removed◁
Supplemental	Language	tk	territories-secondary	AF	▷removed◁
Supplemental	Language	tk	territories-secondary	IR	▷removed◁
Supplemental	Language	tkl	territories	TK	▷removed◁
Supplemental	Language	tly	territories-secondary	AZ	▷removed◁
Supplemental	Language	tmh	territories-secondary	NE	▷removed◁
Supplemental	Language	tn	territories	BW	▷removed◁
Supplemental	Language	tn	territories-secondary	ZA	▷removed◁
Supplemental	Language	tnr	territories-secondary	SN	▷removed◁
Supplemental	Language	to	territories	TO	▷removed◁
Supplemental	Language	toi	territories-secondary	ZM	▷removed◁
Supplemental	Language	tpi	territories	PG	▷removed◁
Supplemental	Language	tr	territories	CY	▷removed◁
Supplemental	Language	tr	territories	TR	▷removed◁
Supplemental	Language	tr	territories-secondary	DE	▷removed◁
Supplemental	Language	ts	territories-secondary	MZ	▷removed◁
Supplemental	Language	ts	territories-secondary	ZA	▷removed◁
Supplemental	Language	tsg	territories-secondary	PH	▷removed◁
Supplemental	Language	tt	territories-secondary	RU	▷removed◁
Supplemental	Language	tts	territories-secondary	TH	▷removed◁
Supplemental	Language	tum	territories-secondary	MW	▷removed◁
Supplemental	Language	tvl	territories	TV	▷removed◁
Supplemental	Language	ty	territories	PF	▷removed◁
Supplemental	Language	tyv	territories-secondary	RU	▷removed◁
Supplemental	Language	tzm	territories	MA	▷removed◁
Supplemental	Language	udm	territories-secondary	RU	▷removed◁
Supplemental	Language	ug	territories-secondary	CN	▷removed◁
Supplemental	Language	uk	territories	UA	▷removed◁
Supplemental	Language	uk	territories-secondary	RS	▷removed◁
Supplemental	Language	umb	territories-secondary	AO	▷removed◁
Supplemental	Language	und	territories-secondary	AQ	▷removed◁
Supplemental	Language	und	territories-secondary	CP	▷removed◁
Supplemental	Language	und	territories-secondary	HM	▷removed◁
Supplemental	Language	unr	territories-secondary	IN	▷removed◁
Supplemental	Language	ur	territories	PK	▷removed◁
Supplemental	Language	ur	territories-secondary	GB	▷removed◁
Supplemental	Language	ur	territories-secondary	IN	▷removed◁
Supplemental	Language	uz	territories	UZ	▷removed◁
Supplemental	Language	uz	territories-secondary	AF	▷removed◁
Supplemental	Language	ve	territories-secondary	ZA	▷removed◁
Supplemental	Language	vec	territories-secondary	BR	▷removed◁
Supplemental	Language	vec	territories-secondary	HR	▷removed◁
Supplemental	Language	vec	territories-secondary	IT	▷removed◁
Supplemental	Language	vec	territories-secondary	SI	▷removed◁
Supplemental	Language	vi	territories	VN	▷removed◁
Supplemental	Language	vi	territories-secondary	US	▷removed◁
Supplemental	Language	vls	territories-secondary	BE	▷removed◁
Supplemental	Language	vmf	territories-secondary	DE	▷removed◁
Supplemental	Language	vmw	territories-secondary	MZ	▷removed◁
Supplemental	Language	wal	territories-secondary	ET	▷removed◁
Supplemental	Language	war	territories-secondary	PH	▷removed◁
Supplemental	Language	wbq	territories-secondary	IN	▷removed◁
Supplemental	Language	wbr	territories-secondary	IN	▷removed◁
Supplemental	Language	wls	territories-secondary	WF	▷removed◁
Supplemental	Language	wni	territories	KM	▷removed◁
Supplemental	Language	wo	territories	SN	▷removed◁
Supplemental	Language	wtm	territories-secondary	IN	▷removed◁
Supplemental	Language	wuu	territories-secondary	CN	▷removed◁
Supplemental	Language	xh	territories-secondary	ZA	▷removed◁
Supplemental	Language	xnr	territories-secondary	IN	▷removed◁
Supplemental	Language	xog	territories-secondary	UG	▷removed◁
Supplemental	Language	yo	territories	NG	▷removed◁
Supplemental	Language	yue	scripts	…	…
Supplemental	Language	yue	scripts-secondary	▷missing◁	Hans
Supplemental	Language	yue	territories	MO	▷removed◁
Supplemental	Language	yue	territories-secondary	CN	▷removed◁
Supplemental	Language	yue	territories-secondary	HK	▷removed◁
Supplemental	Language	za	territories-secondary	CN	▷removed◁
Supplemental	Language	zdj	territories	KM	▷removed◁
Supplemental	Language	zgh	territories-secondary	MA	▷removed◁
Supplemental	Language	zh	scripts	…	…
Supplemental	Language	zh	scripts-secondary	…	… • Hant • …
Supplemental	Language	zh	territories	CN	▷removed◁
Supplemental	Language	zh	territories	HK	▷removed◁
Supplemental	Language	zh	territories	MO	▷removed◁
Supplemental	Language	zh	territories	SG	▷removed◁
Supplemental	Language	zh	territories	TW	▷removed◁
Supplemental	Language	zh	territories-secondary	CA	▷removed◁
Supplemental	Language	zh	territories-secondary	ID	▷removed◁
Supplemental	Language	zh	territories-secondary	MY	▷removed◁
Supplemental	Language	zh	territories-secondary	TH	▷removed◁
Supplemental	Language	zh	territories-secondary	US	▷removed◁
Supplemental	Language	zh	territories-secondary	VN	▷removed◁
Supplemental	Language	zu	territories-secondary	ZA	▷removed◁
Supplemental	Language	zza	territories-secondary	TR	▷removed◁
