#Language	English Name	Native Name	Script	Default Region	№ Locales	Target Level	≟	Computed Level	ICU	Confirmed	🄼%	ⓜ%	ⓑ%	ⓒ%	Missing Features
hu	Hungarian	magyar	Latn	HU	1	modern	 ≡	modern	ICU	1.0	0.9999196980647234	1.0	1.0	1.0	🄼 digits_ordinals
da	Danish	dansk	Latn	DK	2	modern	 ≡	modern	ICU	1.0	0.9999158744847312	1.0	1.0	1.0	🄼 digits_ordinals
no	Norwegian	norsk	Latn	NO	0	modern	 ≡	modern	ICU	1.0	0.9999158603281447	1.0	1.0	1.0	🄼 digits_ordinals
tr	Turkish	Türkçe	Latn	TR	2	modern	 ≡	modern	ICU	1.0	0.9999145006839946	1.0	1.0	1.0	🄼 digits_ordinals
ne	Nepali	नेपाली	Deva	NP	2	modern	 ≡	modern	ICU	1.0	0.9999138673557278	1.0	1.0	1.0	🄼 digits_ordinals
bg	Bulgarian	български	Cyrl	BG	1	modern	 ≡	modern	ICU	1.0	0.9999132396321361	1.0	1.0	1.0	🄼 grammar
zh_Hant	Chinese (Traditional)	繁體中文	Hant	TW	0	modern	 ≡	modern	ICU	1.0	0.9999090743771595	1.0	1.0	1.0	🄼 grammar
my	Burmese	မြန်မာ	Mymr	MM	1	modern	 ≡	modern	ICU	1.0	0.9999035586845405	1.0	1.0	1.0	🄼 digits_ordinals
km	Khmer	ខ្មែរ	Khmr	KH	1	modern	 ≡	modern	ICU	1.0	0.9999034469440958	1.0	1.0	1.0	🄼 grammar
cs	Czech	čeština	Latn	CZ	1	modern	 ≡	modern	ICU	1.0	0.9998776459072556	1.0	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals
sk	Slovak	slovenčina	Latn	SK	1	modern	 ≡	modern	ICU	1.0	0.9998774059090352	1.0	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals
ga	Irish	Gaeilge	Latn	IE	2	modern	 ≡	modern	ICU	1.0	0.9998638900231387	1.0	1.0	1.0	🄼 spellout_ordinal, 🄼 grammar
lv	Latvian	latviešu	Latn	LV	1	modern	 ≡	modern	ICU	1.0	0.9998582866860342	1.0	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals
sr_Latn	Serbian (Latin)	srpski (latinica)	Latn	RS	4	‡modern	 ≡	modern	ICU	1.0	0.9998569487161147	1.0	1.0	1.0	🄼 digits_ordinals, 🄼 grammar
be	Belarusian	беларуская	Cyrl	BY	1	modern	 ≡	modern	ICU	1.0	0.9998521366257578	1.0	1.0	1.0	🄼 digits_ordinals, 🄼 grammar
hy	Armenian	հայերեն	Armn	AM	1	modern	 ≡	modern	ICU	1.0	0.9998380042118905	1.0	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals
is	Icelandic	íslenska	Latn	IS	1	modern	 ≡	modern	ICU	1.0	0.9998374115925535	1.0	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals
hi	Hindi	हिन्दी	Deva	IN	1	modern	 ≡	modern	ICU	1.0	0.9998353909465021	1.0	1.0	1.0	
fr	French	français	Latn	FR	46	modern	 ≡	modern	ICU	1.0	0.9998323413530052	1.0	1.0	1.0	
fa	Persian	‫فارسی‬	Arab	IR	2	modern	 ≡	modern	ICU	1.0	0.9998316498316498	1.0	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals
cy	Welsh	Cymraeg	Latn	GB	1	modern	 ≡	modern	ICU	1.0	0.9998108210367007	1.0	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
lo	Lao	ລາວ	Laoo	LA	1	modern	 ≡	modern	ICU	1.0	0.9998069498069498	1.0	1.0	1.0	
kn	Kannada	ಕನ್ನಡ	Knda	IN	1	modern	 ≡	modern	ICU	1.0	0.9997658079625292	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals
bs	Bosnian	bosanski	Latn	BA	1	modern	 ≡	modern	ICU	1.0	0.9997604599169594	1.0	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
ml	Malayalam	മലയാളം	Mlym	IN	1	modern	 ≡	modern	ICU	1.0	0.9997577910544163	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals
pa	Punjabi	ਪੰਜਾਬੀ	Guru	IN	1	modern	 ≡	modern	ICU	1.0	0.9997550820475141	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals
sl	Slovenian	slovenščina	Latn	SI	1	modern	 ≡	modern	ICU	1.0	0.999753861300843	1.0	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals
ur	Urdu	‫اردو‬	Arab	PK	2	modern	 ≡	modern	ICU	1.0	0.9997497914929108	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals
bn	Bangla	বাংলা	Beng	BD	2	modern	 ≡	modern	ICU	1.0	0.9997468568053329	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals
uz	Uzbek	o‘zbek	Latn	UZ	1	modern	 ≡	modern	ICU	1.0	0.9997461714189018	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals
te	Telugu	తెలుగు	Telu	IN	1	modern	 ≡	modern	ICU	1.0	0.9997421351211965	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals
sq	Albanian	shqip	Latn	AL	3	modern	 ≡	modern	ICU	1.0	0.9997417577687872	1.0	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
si	Sinhala	සිංහල	Sinh	LK	1	modern	 ≡	modern	ICU	1.0	0.9997381970503534	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals
mk	Macedonian	македонски	Cyrl	MK	1	modern	 ≡	modern	ICU	1.0	0.9997377163839832	1.0	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
et	Estonian	eesti	Latn	EE	1	modern	 ≡	modern	ICU	1.0	0.9997376934510799	1.0	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
ka	Georgian	ქართული	Geor	GE	1	modern	 ≡	modern	ICU	1.0	0.9997359619785249	1.0	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
hsb	Upper Sorbian	hornjoserbšćina	Latn	DE	1	‡modern	 ≡	modern	ICU	1.0	0.9996979308261592	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
dsb	Lower Sorbian	dolnoserbšćina	Latn	DE	1	‡modern	 ≡	modern	ICU	1.0	0.9996940960538391	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
nn	Norwegian Nynorsk	norsk nynorsk	Latn	NO	1	modern	 ≡	modern	ICU	0.9997895844292478	0.9996629308165501	1.0	1.0	1.0	🄼 digits_ordinals, 🄼 ordinals
ps	Pashto	‫پښتو‬	Arab	AF	2	modern	 ≡	modern	ICU	1.0	0.9996602972399151	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
tk	Turkmen	türkmen dili	Latn	TM	1	modern	 ≡	modern	ICU	1.0	0.9996559139784946	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
mn	Mongolian	монгол	Cyrl	MN	1	modern	 ≡	modern	ICU	1.0	0.9996557362940012	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
kok	Konkani	कोंकणी	Deva	IN	1	modern	 ≡	modern	ICU	1.0	0.9996551426847142	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
or	Odia	ଓଡ଼ିଆ	Orya	IN	1	modern	 ≡	modern	ICU	1.0	0.9996536196744025	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
gl	Galician	galego	Latn	ES	1	modern	 ≡	modern	ICU	1.0	0.9996516286361261	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
zu	Zulu	isiZulu	Latn	ZA	1	modern	 ≡	modern	ICU	1.0	0.9996506245086907	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
mr	Marathi	मराठी	Deva	IN	1	modern	 ≡	modern	ICU	1.0	0.9996263358493386	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals
ha	Hausa	Hausa	Latn	NG	3	modern	 ≡	modern	ICU	1.0	0.9995702252019941	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
chr	Cherokee	ᏣᎳᎩ	Cher	US	1	‡modern	 ≡	modern	ICU	1.0	0.9995606712942624	1.0	1.0	1.0	🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 romanization, 🄼 grammar
ig	Igbo	Igbo	Latn	NG	1	modern	 ≡	modern	ICU	1.0	0.9995130502532139	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
yo	Yoruba	Èdè Yorùbá	Latn	NG	2	modern	 ≡	modern	ICU	1.0	0.9995127655427792	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
as	Assamese	অসমীয়া	Beng	IN	1	modern	 ≡	modern	ICU	1.0	0.9994799341249891	1.0	1.0	1.0	🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
sw	Swahili	Kiswahili	Latn	TZ	4	modern	 ≡	modern	ICU	1.0	0.9994764397905759	1.0	1.0	1.0	🄼 digits_ordinals, 🄼 grammar
gd	Scottish Gaelic	Gàidhlig	Latn	GB	1	modern	 ≡	modern	ICU	1.0	0.9994115916446014	0.9996339677891655	1.0	1.0	ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
sd	Sindhi	‫سنڌي‬	Arab	PK	1	modern	 ≡	modern	ICU	1.0	0.9994902727041033	0.9996061441512406	1.0	1.0	ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
so	Somali	Soomaali	Latn	SO	4	modern	 ≡	modern	ICU	1.0	0.9994030868934937	0.9995991983967936	1.0	1.0	ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
eu	Basque	euskara	Latn	ES	1	modern	 ≡	modern	ICU	1.0	0.9994768050226718	0.9995812395309883	1.0	1.0	ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
yue	Cantonese	粵語	Hant	HK	3	modern	 ≡	modern	ICU	1.0	0.9997157745144482	0.9995588883987648	1.0	1.0	ⓜ collation, 🄼 grammar
yue_Hans	Cantonese (Simplified)	粤语 (简体)	Hans	CN	0	‡modern	 ≡	modern	ICU	1.0	0.9997157745144482	0.9995588883987648	1.0	1.0	ⓜ collation, 🄼 grammar
pcm	Nigerian Pidgin	Naijíriá Píjin	Latn	NG	1	modern	 ≡	modern	ICU	1.0	0.9992076767321068	0.9991405242801891	1.0	1.0	ⓜ casing, ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
jv	Javanese	Jawa	Latn	ID	1	modern	 ≡	modern	ICU	1.0	0.9991392501912777	0.9990970654627539	1.0	1.0	ⓜ casing, ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
qu	Quechua	Runasimi	Latn	PE	3	‡modern	 ≡	modern	ICU	1.0	0.9989223082198492	0.999057936881771	1.0	1.0	ⓜ plurals, ⓜ collation, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
kk_Arab	Kazakh (Arabic)	‫قازاق ءتىلى [توتە]‬	Arab	CN	0		 <	modern		1.0	0.9997413124083815	1.0	1.0	1.0	🄼 grammar
ti	Tigrinya	ትግርኛ	Ethi	ET	2	moderate	 <	modern	ICU	1.0	0.9994011463769356	0.9995990376904571	1.0	1.0	ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
rm	Romansh	rumantsch	Latn	CH	1	‡basic	 <	modern	ICU	1.0	0.9979767769176636	0.9995764506565015	1.0	1.0	ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
ak	Akan	Akan	Latn	GH	1	moderate	 <	modern	ICU	1.0	0.9954923104118791	0.9995709995709996	1.0	1.0	ⓜ collation, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
cv	Chuvash	чӑваш чӗлхи	Cyrl	RU	1		 <	modern	ICU	1.0	0.9993523316062176	0.9992066640222134	1.0	1.0	ⓜ casing, ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 grammar
shn	Shan	တႆး	Mymr	MM	2		 <	modern		1.0	0.9961891733437561	0.99906191369606	1.0	1.0	ⓜ plurals, ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
ba	Bashkir	башҡорт	Cyrl	RU	1		 <	modern		1.0	0.996172342722544	0.9985855728429985	1.0	1.0	ⓜ casing, ⓜ plurals, ⓜ collation, 🄼 spellout_cardinal, 🄼 spellout_ordinal, 🄼 digits_ordinals, 🄼 ordinals, 🄼 grammar
fo	Faroese	føroyskt	Latn	FO	2	‡moderate	 ≡	moderate	ICU	1.0	0.9409006458462356	1.0	1.0	1.0	
xh	Xhosa	IsiXhosa	Latn	ZA	1	moderate	 ≡	moderate	ICU	1.0	0.8491234283690455	1.0	1.0	1.0	
ceb	Cebuano	Cebuano	Latn	PH	1	moderate	 ≡	moderate	ICU	0.9932030586236194	0.5415853545209554	1.0	1.0	1.0	
wo	Wolof	Wolof	Latn	SN	1	moderate	 ≡	moderate	ICU	1.0	0.8297390448055145	0.9995280792826805	1.0	1.0	ⓜ casing
tg	Tajik	тоҷикӣ	Cyrl	TJ	1	moderate	 ≡	moderate	ICU	0.999414405621706	0.7353852303387629	0.9991075412762159	1.0	1.0	ⓜ plurals, ⓜ collation
mi	Māori	Māori	Latn	NZ	1	moderate	 ≡	moderate	ICU	1.0	0.7876712328767124	0.9985855728429985	1.0	1.0	ⓜ casing, ⓜ plurals, ⓜ collation
tt	Tatar	татар	Cyrl	RU	1	moderate	 ≡	moderate	ICU	0.7851925630810093	0.45319450060655075	0.9985855728429985	1.0	1.0	ⓜ casing, ⓜ plurals, ⓜ collation
sc	Sardinian	sardu	Latn	IT	1	‡moderate	 ≡	moderate	ICU	1.0	0.8407016922122796	0.9982847341337907	1.0	1.0	ⓜ collation
br	Breton	brezhoneg	Latn	FR	1	‡moderate	 ≡	moderate	ICU	0.9913606911447084	0.8338852097130243	0.9958904109589041	1.0	1.0	
eo	Esperanto	Esperanto	Latn	001	1		 <	moderate	ICU	1.0	0.6090259159964254	1.0	1.0	1.0	
blo	Anii	anii kagɩja	Latn	BJ	1		 <	moderate	ICU	1.0	0.599803343166175	0.9996089166992569	1.0	1.0	ⓜ casing
ia	Interlingua	interlingua	Latn	001	1	‡basic	 <	moderate	ICU	1.0	0.6170021567217829	0.999569151227919	1.0	1.0	ⓜ collation
vec	Venetian	veneto	Latn	IT	1		 <	moderate	ICU	1.0	0.5890977781775659	0.9991419991419992	1.0	1.0	ⓜ casing, ⓜ collation
bs_Cyrl	Bosnian (Cyrillic)	босански (ћирилица)	Cyrl	BA	1	‡basic	 ≡	basic	ICU	0.9994447529150472	0.5213880776498884	0.9678683385579937	1.0	1.0	
brx	Bodo	बर’	Deva	IN	1	basic	 ≡	basic	ICU	0.9946023749550198	0.4650731888085974	0.9415692821368948	1.0	1.0	
ee	Ewe	eʋegbe	Latn	GH	2	basic	 ≡	basic	ICU	0.9630238290879212	0.4174157303370786	0.9080756013745704	1.0	1.0	
ks	Kashmiri	‫کٲشُر‬	Arab	IN	1	basic	 ≡	basic	ICU	0.9656652360515021	0.366743648960739	0.8023927392739274	1.0	1.0	
om	Oromo	Oromoo	Latn	ET	2	basic	 ≡	basic	ICU	0.9950210647261586	0.6537676317743133	0.77428810720268	1.0	1.0	
mai	Maithili	मैथिली	Deva	IN	1	basic	 ≡	basic	ICU	1.0	0.37516472377090726	0.7630375114364135	1.0	1.0	
kea	Kabuverdianu	kabuverdianu	Latn	CV	1	‡basic	 ≡	basic	ICU	0.9945098039215686	0.42168544194107455	0.7451949478308622	1.0	1.0	
uz_Cyrl	Uzbek (Cyrillic)	ўзбекча (Кирил)	Cyrl	UZ	1	‡basic	 ≡	basic	ICU	0.9461770623742455	0.29661775232641374	0.566798418972332	1.0	1.0	
rw	Kinyarwanda	Ikinyarwanda	Latn	RW	1	basic	 ≡	basic	ICU	0.9953410981697172	0.3903846153846154	0.2749551703526599	1.0	1.0	
su	Sundanese	Basa Sunda	Latn	ID	1	basic	 ≡	basic	ICU	0.9890829694323144	0.10346725371491469	0.2734418865805727	1.0	1.0	
doi	Dogri	डोगरी	Deva	IN	1	basic	 ≡	basic	ICU	0.998193315266486	0.15974587975324556	0.26571067060312104	1.0	1.0	
sa	Sanskrit	संस्कृत भाषा	Deva	IN	1	basic	 ≡	basic	ICU	0.9572815533980582	0.10673018447192378	0.2561756633119854	1.0	1.0	
mni	Manipuri	মৈতৈলোন্	Beng	IN	1	basic	 ≡	basic	ICU	1.0	0.09434725452523006	0.23010459299681674	1.0	1.0	
ks_Deva	Kashmiri (Devanagari)	कॉशुर (देवनागरी)	Deva	IN	1	basic	 ≡	basic	ICU	1.0	0.09316483719214094	0.2265625	1.0	1.0	
tn	Tswana	Setswana	Latn	ZA	2	basic	 ≡	basic	ICU	0.9745158002038736	0.33897256034660617	0.22497308934337998	1.0	1.0	
nso	Northern Sotho	Sesotho sa Leboa	Latn	ZA	1	basic	 ≡	basic	ICU	1.0	0.338491695037656	0.22347872913301023	1.0	1.0	
st	Southern Sotho	Sesotho	Latn	ZA	2	basic	 ≡	basic	ICU	0.8029197080291971	0.07592325149577057	0.2185145317545748	1.0	1.0	
sd_Deva	Sindhi (Devanagari)	सिन्धी (देवनागिरी)	Deva	IN	0	basic	 ≡	basic	ICU	1.0	0.08875739644970414	0.21548956661316213	1.0	1.0	
sat	Santali	ᱥᱟᱱᱛᱟᱲᱤ	Olck	IN	1	basic	 ≡	basic	ICU	0.25533980582524274	0.0923829130211014	0.21216788602233347	1.0	1.0	
gaa	Ga	Gã	Latn	GH	1	basic	 ≡	basic	ICU	0.07468354430379746	0.03166007081857946	0.0910871694417238	1.0	1.0	
bgc	Haryanvi	हरियाणवी	Deva	IN	1	basic	 ≡	basic	ICU	1.0	0.029241547365214744	0.08494031221303948	1.0	1.0	
raj	Rajasthani	राजस्थानी	Deva	IN	1	basic	 ≡	basic	ICU	1.0	0.029241547365214744	0.08494031221303948	1.0	1.0	
bho	Bhojpuri	भोजपुरी	Deva	IN	1	basic	 ≡	basic	ICU	1.0	0.02532236965053261	0.07366638441998306	1.0	1.0	
kgp	Kaingang	kanhgág	Latn	BR	1	‡moderate	 >	basic	ICU	0.9941958887545345	0.592619926199262	0.9788404570461278	1.0	1.0	
yrl	Nheengatu	nheẽgatu	Latn	BR	3	‡moderate	 >	basic	ICU	0.9941888619854722	0.5923566878980892	0.9788225328250741	1.0	1.0	
ff_Adlm	Fula (Adlam)	‫𞤆𞤵𞤤𞤢𞤪 (𞤀𞤁𞤂𞤢𞤃)‬	Adlm	GN	12	‡moderate	 >	basic	ICU	0.9916953615556006	0.6306517399982643	0.9689415610952187	1.0	1.0	
ast	Asturian	asturianu	Latn	ES	1	‡moderate	 >	basic	ICU	0.9945150835203191	0.5597501357957632	0.9428448646325741	1.0	1.0	
to	Tongan	lea fakatonga	Latn	TO	1	‡moderate	 >	basic	ICU	0.9102147039687704	0.860340109460516	0.8480300187617261	1.0	1.0	
bal_Latn	Baluchi (Latin)	Balóchi [Látin]	Latn	PK	1		 <	basic		1.0	0.5157501820830298	0.9860712822613683	1.0	1.0	
scn	Sicilian	sicilianu	Latn	IT	1		 <	basic		1.0	0.4559633884374708	0.9826931194596876	1.0	1.0	
xnr	Kangri	कांगड़ी	Deva	IN	1		 <	basic	ICU	1.0	0.47770700636942676	0.982672138622891	1.0	1.0	
ku	Kurdish	kurdî [kurmancî]	Latn	TR	3		 <	basic	ICU	0.9840559440559441	0.5323991431631561	0.9694928684627575	1.0	1.0	
lb	Luxembourgish	Lëtzebuergesch	Latn	LU	1		 <	basic	ICU	0.9934747145187602	0.7142153482415525	0.8853853853853854	1.0	1.0	
nqo	N’Ko	‫ߒߞߏ‬	Nkoo	GN	1		 <	basic	ICU	0.9989631933644375	0.3763716541893139	0.8248935163274964	1.0	1.0	
syr	Syriac	‫ܣܘܪܝܝܐ‬	Syrc	IQ	2		 <	basic	ICU	0.9902912621359223	0.5311400422237861	0.8192468619246862	1.0	1.0	
fy	Western Frisian	Frysk	Latn	NL	1		 <	basic	ICU	0.7708196721311475	0.39258907363420426	0.8008093525179856	1.0	1.0	
kxv	Kuvi	kuvi	Latn	IN	1		 <	basic	ICU	1.0	0.32864038616251007	0.728874830546769	1.0	1.0	
ug	Uyghur	‫ئۇيغۇرچە‬	Arab	CN	1		 <	basic	ICU	0.9699937486976453	0.5818115077544278	0.700332502078138	1.0	1.0	
kxv_Deva	Kuvi (Devanagari)	कुवि (देवनागरी)	Deva	IN	1		 <	basic	ICU	1.0	0.302477840451249	0.6725463591135233	1.0	1.0	
kxv_Orya	Kuvi (Odia)	କୁୱି (ଅଡ଼ିଆ)	Orya	IN	1		 <	basic	ICU	1.0	0.30106768734891215	0.6693803708729081	1.0	1.0	
kxv_Telu	Kuvi (Telugu)	కువి (తెలుగు)	Telu	IN	1		 <	basic	ICU	1.0	0.29582997582594683	0.6576209859791949	1.0	1.0	
kok_Latn	Konkani (Latin)	Konknni (Romi)	Latn	IN	1		 <	basic	ICU	1.0	0.2970238095238095	0.5485971943887775	1.0	1.0	
mt	Maltese	Malti	Latn	MT	1		 <	basic	ICU	0.9600538599640933	0.42115253207805026	0.4469883761887989	1.0	1.0	
tyv	Tuvinian	Тыва	Cyrl	RU	1		 <	basic		1.0	0.13185230895814049	0.3211920529801324	1.0	1.0	
