# CountSame	Section	Page	Subhead	Code

1	Supplemental	Language	rmt	territories-secondary
1	Supplemental	Language	rmu	scripts
1	Supplemental	Language	rn	scripts
1	Supplemental	Language	rn	territories
1	Supplemental	Language	rng	scripts
1	Supplemental	Language	rng	territories-secondary
1	Supplemental	Language	ro	scripts
1	Supplemental	Language	ro	scripts-secondary
1	Supplemental	Language	ro	territories
1	Supplemental	Language	ro	territories-secondary
1	Supplemental	Language	rob	scripts
1	Supplemental	Language	rof	scripts
1	Supplemental	Language	rom	scripts
1	Supplemental	Language	rom	scripts-secondary
1	Supplemental	Language	rtm	scripts
1	Supplemental	Language	ru	scripts
1	Supplemental	Language	ru	territories
1	Supplemental	Language	ru	territories-secondary
1	Supplemental	Language	rue	scripts
1	Supplemental	Language	rug	scripts
1	Supplemental	Language	rup	scripts
1	Supplemental	Language	rw	scripts
1	Supplemental	Language	rw	territories
1	Supplemental	Language	rwk	scripts
1	Supplemental	Language	ryu	scripts
1	Supplemental	Language	sa	scripts-secondary
1	Supplemental	Language	sa	territories-secondary
1	Supplemental	Language	sad	scripts
1	Supplemental	Language	saf	scripts
1	Supplemental	Language	sah	scripts
1	Supplemental	Language	sah	territories-secondary
1	Supplemental	Language	sam	scripts-secondary
1	Supplemental	Language	saq	scripts
1	Supplemental	Language	sas	scripts
1	Supplemental	Language	sas	territories-secondary
1	Supplemental	Language	sat	scripts
1	Supplemental	Language	sat	scripts-secondary
1	Supplemental	Language	sat	territories-secondary
1	Supplemental	Language	sav	territories-secondary
1	Supplemental	Language	saz	scripts
1	Supplemental	Language	sbp	scripts
1	Supplemental	Language	sc	scripts
1	Supplemental	Language	sc	territories-secondary
1	Supplemental	Language	sck	scripts
1	Supplemental	Language	sck	territories-secondary
1	Supplemental	Language	scn	scripts
1	Supplemental	Language	sco	scripts
1	Supplemental	Language	sco	territories-secondary
1	Supplemental	Language	scs	scripts
1	Supplemental	Language	sd	scripts
1	Supplemental	Language	sd	scripts-secondary
1	Supplemental	Language	sd	territories-secondary
1	Supplemental	Language	sdc	scripts
1	Supplemental	Language	sdh	scripts
1	Supplemental	Language	sdh	territories-secondary
1	Supplemental	Language	se	scripts
1	Supplemental	Language	se	scripts-secondary
1	Supplemental	Language	se	territories-secondary
1	Supplemental	Language	see	scripts
1	Supplemental	Language	sef	scripts
1	Supplemental	Language	sef	territories-secondary
1	Supplemental	Language	seh	scripts
1	Supplemental	Language	seh	territories-secondary
1	Supplemental	Language	sei	scripts
1	Supplemental	Language	sel	scripts-secondary
1	Supplemental	Language	ses	scripts
1	Supplemental	Language	sg	scripts
1	Supplemental	Language	sg	territories
1	Supplemental	Language	sga	scripts-secondary
1	Supplemental	Language	sgs	scripts
1	Supplemental	Language	shi	scripts
1	Supplemental	Language	shi	territories-secondary
1	Supplemental	Language	shn	scripts
1	Supplemental	Language	shn	territories-secondary
1	Supplemental	Language	si	scripts
1	Supplemental	Language	si	territories
1	Supplemental	Language	sid	scripts
1	Supplemental	Language	sid	territories-secondary
1	Supplemental	Language	sk	scripts
1	Supplemental	Language	sk	territories
1	Supplemental	Language	sk	territories-secondary
1	Supplemental	Language	skr	scripts
1	Supplemental	Language	skr	territories-secondary
1	Supplemental	Language	sl	scripts
1	Supplemental	Language	sl	territories
1	Supplemental	Language	sl	territories-secondary
1	Supplemental	Language	sli	scripts
1	Supplemental	Language	sly	scripts
1	Supplemental	Language	sm	scripts
1	Supplemental	Language	sm	territories
1	Supplemental	Language	sma	scripts
1	Supplemental	Language	smj	scripts
1	Supplemental	Language	smn	scripts
1	Supplemental	Language	smp	scripts-secondary
1	Supplemental	Language	sms	scripts
1	Supplemental	Language	sms	territories-secondary
1	Supplemental	Language	sn	scripts
1	Supplemental	Language	sn	territories
1	Supplemental	Language	snf	territories-secondary
1	Supplemental	Language	snk	scripts
1	Supplemental	Language	snk	territories-secondary
1	Supplemental	Language	so	scripts
1	Supplemental	Language	so	scripts-secondary
1	Supplemental	Language	so	territories
1	Supplemental	Language	so	territories-secondary
1	Supplemental	Language	sou	scripts
1	Supplemental	Language	sou	territories-secondary
1	Supplemental	Language	sq	scripts
1	Supplemental	Language	sq	scripts-secondary
1	Supplemental	Language	sq	territories
1	Supplemental	Language	sq	territories-secondary
1	Supplemental	Language	sr	scripts
1	Supplemental	Language	sr	territories
1	Supplemental	Language	srb	scripts
1	Supplemental	Language	srb	scripts-secondary
1	Supplemental	Language	srn	scripts
1	Supplemental	Language	srn	territories-secondary
1	Supplemental	Language	srr	scripts
1	Supplemental	Language	srr	territories-secondary
1	Supplemental	Language	srx	scripts
1	Supplemental	Language	ss	scripts
1	Supplemental	Language	ss	territories
1	Supplemental	Language	ss	territories-secondary
1	Supplemental	Language	ssy	scripts
1	Supplemental	Language	st	scripts
1	Supplemental	Language	st	territories
1	Supplemental	Language	st	territories-secondary
1	Supplemental	Language	stq	scripts
1	Supplemental	Language	su	scripts
1	Supplemental	Language	su	scripts-secondary
1	Supplemental	Language	su	territories-secondary
1	Supplemental	Language	suk	scripts
1	Supplemental	Language	suk	territories-secondary
1	Supplemental	Language	sus	scripts
1	Supplemental	Language	sus	scripts-secondary
1	Supplemental	Language	sus	territories-secondary
1	Supplemental	Language	sv	scripts
1	Supplemental	Language	sv	territories
1	Supplemental	Language	sw	scripts
1	Supplemental	Language	sw	territories
1	Supplemental	Language	sw	territories-secondary
1	Supplemental	Language	swb	scripts
1	Supplemental	Language	swb	scripts-secondary
1	Supplemental	Language	swb	territories-secondary
1	Supplemental	Language	swg	scripts
1	Supplemental	Language	swv	scripts
1	Supplemental	Language	swv	territories-secondary
1	Supplemental	Language	sxn	scripts
1	Supplemental	Language	syi	scripts
1	Supplemental	Language	syl	scripts
1	Supplemental	Language	syl	scripts-secondary
1	Supplemental	Language	syl	territories-secondary
1	Supplemental	Language	syr	scripts-secondary
1	Supplemental	Language	szl	scripts
1	Supplemental	Language	ta	scripts
1	Supplemental	Language	ta	territories
1	Supplemental	Language	ta	territories-secondary
1	Supplemental	Language	tab	scripts
1	Supplemental	Language	taj	scripts
1	Supplemental	Language	taj	scripts-secondary
1	Supplemental	Language	tbw	scripts
1	Supplemental	Language	tbw	scripts-secondary
1	Supplemental	Language	tcy	scripts
1	Supplemental	Language	tcy	territories-secondary
1	Supplemental	Language	tdd	scripts
1	Supplemental	Language	tdg	scripts
1	Supplemental	Language	tdg	scripts-secondary
1	Supplemental	Language	tdh	scripts
1	Supplemental	Language	te	scripts
1	Supplemental	Language	te	territories-secondary
1	Supplemental	Language	tem	scripts
1	Supplemental	Language	tem	territories-secondary
1	Supplemental	Language	teo	scripts
1	Supplemental	Language	teo	territories-secondary
1	Supplemental	Language	ter	scripts
1	Supplemental	Language	tet	scripts
1	Supplemental	Language	tet	territories
1	Supplemental	Language	tg	scripts
1	Supplemental	Language	tg	territories
1	Supplemental	Language	th	scripts
1	Supplemental	Language	th	territories
1	Supplemental	Language	thl	scripts
1	Supplemental	Language	thq	scripts
1	Supplemental	Language	thr	scripts
1	Supplemental	Language	ti	scripts
1	Supplemental	Language	ti	territories
1	Supplemental	Language	ti	territories-secondary
1	Supplemental	Language	tig	scripts
1	Supplemental	Language	tig	territories-secondary
1	Supplemental	Language	tiv	scripts
1	Supplemental	Language	tiv	territories-secondary
1	Supplemental	Language	tk	scripts
1	Supplemental	Language	tk	territories
1	Supplemental	Language	tk	territories-secondary
1	Supplemental	Language	tkl	scripts
1	Supplemental	Language	tkl	territories
1	Supplemental	Language	tkr	scripts
1	Supplemental	Language	tkt	scripts
1	Supplemental	Language	tli	scripts
1	Supplemental	Language	tly	scripts
1	Supplemental	Language	tly	territories-secondary
1	Supplemental	Language	tmh	scripts
1	Supplemental	Language	tmh	territories-secondary
1	Supplemental	Language	tn	scripts
1	Supplemental	Language	tn	territories
1	Supplemental	Language	tn	territories-secondary
1	Supplemental	Language	tnr	territories-secondary
1	Supplemental	Language	to	scripts
1	Supplemental	Language	to	territories
1	Supplemental	Language	tog	scripts
1	Supplemental	Language	tok	scripts-secondary
1	Supplemental	Language	tpi	scripts
1	Supplemental	Language	tpi	territories
1	Supplemental	Language	tr	scripts
1	Supplemental	Language	tr	scripts-secondary
1	Supplemental	Language	tr	territories
1	Supplemental	Language	tr	territories-secondary
1	Supplemental	Language	tru	scripts
1	Supplemental	Language	tru	scripts-secondary
1	Supplemental	Language	trv	scripts
1	Supplemental	Language	trw	scripts
1	Supplemental	Language	ts	scripts
1	Supplemental	Language	ts	territories-secondary
1	Supplemental	Language	tsd	scripts
1	Supplemental	Language	tsg	scripts
1	Supplemental	Language	tsg	territories-secondary
1	Supplemental	Language	tsi	scripts
1	Supplemental	Language	tsj	scripts
1	Supplemental	Language	tt	scripts
1	Supplemental	Language	tt	territories-secondary
1	Supplemental	Language	ttj	scripts
1	Supplemental	Language	tts	scripts
1	Supplemental	Language	tts	territories-secondary
1	Supplemental	Language	ttt	scripts
1	Supplemental	Language	ttt	scripts-secondary
1	Supplemental	Language	tum	scripts
1	Supplemental	Language	tum	territories-secondary
1	Supplemental	Language	tvl	scripts
1	Supplemental	Language	tvl	territories
1	Supplemental	Language	twq	scripts
1	Supplemental	Language	ty	scripts
1	Supplemental	Language	ty	territories
1	Supplemental	Language	tyv	scripts
1	Supplemental	Language	tyv	territories-secondary
1	Supplemental	Language	tzm	scripts
1	Supplemental	Language	tzm	territories
1	Supplemental	Language	ude	scripts
1	Supplemental	Language	udm	scripts
1	Supplemental	Language	udm	scripts-secondary
1	Supplemental	Language	udm	territories-secondary
1	Supplemental	Language	ug	scripts
1	Supplemental	Language	ug	scripts-secondary
1	Supplemental	Language	ug	territories-secondary
1	Supplemental	Language	uga	scripts-secondary
1	Supplemental	Language	uk	scripts
1	Supplemental	Language	uk	territories
1	Supplemental	Language	uk	territories-secondary
1	Supplemental	Language	uli	scripts
1	Supplemental	Language	umb	scripts
1	Supplemental	Language	umb	territories-secondary
1	Supplemental	Language	und	territories-secondary
1	Supplemental	Language	unr	scripts
1	Supplemental	Language	unr	territories-secondary
1	Supplemental	Language	unx	scripts
1	Supplemental	Language	ur	scripts
1	Supplemental	Language	ur	territories
1	Supplemental	Language	ur	territories-secondary
1	Supplemental	Language	uz	scripts
1	Supplemental	Language	uz	territories
1	Supplemental	Language	uz	territories-secondary
1	Supplemental	Language	vai	scripts
1	Supplemental	Language	ve	scripts
1	Supplemental	Language	ve	territories-secondary
1	Supplemental	Language	vec	scripts
1	Supplemental	Language	vec	territories-secondary
1	Supplemental	Language	vep	scripts
1	Supplemental	Language	vi	scripts
1	Supplemental	Language	vi	scripts-secondary
1	Supplemental	Language	vi	territories
1	Supplemental	Language	vi	territories-secondary
1	Supplemental	Language	vic	scripts
1	Supplemental	Language	vls	scripts
1	Supplemental	Language	vls	territories-secondary
1	Supplemental	Language	vmf	scripts
1	Supplemental	Language	vmf	territories-secondary
1	Supplemental	Language	vmw	scripts
1	Supplemental	Language	vmw	territories-secondary
1	Supplemental	Language	vo	scripts-secondary
1	Supplemental	Language	vot	scripts-secondary
1	Supplemental	Language	vro	scripts
1	Supplemental	Language	vun	scripts
1	Supplemental	Language	wa	scripts
1	Supplemental	Language	wae	scripts
1	Supplemental	Language	wal	scripts
1	Supplemental	Language	wal	territories-secondary
1	Supplemental	Language	war	scripts
1	Supplemental	Language	war	territories-secondary
1	Supplemental	Language	was	scripts
1	Supplemental	Language	wbp	scripts
1	Supplemental	Language	wbq	scripts
1	Supplemental	Language	wbq	territories-secondary
1	Supplemental	Language	wbr	scripts
1	Supplemental	Language	wbr	territories-secondary
1	Supplemental	Language	wls	scripts
1	Supplemental	Language	wls	territories-secondary
1	Supplemental	Language	wni	scripts
1	Supplemental	Language	wni	territories
1	Supplemental	Language	wo	scripts
1	Supplemental	Language	wo	scripts-secondary
1	Supplemental	Language	wo	territories
1	Supplemental	Language	wtm	scripts
1	Supplemental	Language	wtm	territories-secondary
1	Supplemental	Language	wuu	scripts
1	Supplemental	Language	wuu	territories-secondary
1	Supplemental	Language	xal	scripts
1	Supplemental	Language	xav	scripts
1	Supplemental	Language	xcr	scripts-secondary
1	Supplemental	Language	xh	scripts
1	Supplemental	Language	xh	territories-secondary
1	Supplemental	Language	xlc	scripts-secondary
1	Supplemental	Language	xld	scripts-secondary
1	Supplemental	Language	xmf	scripts
1	Supplemental	Language	xmn	scripts-secondary
1	Supplemental	Language	xmr	scripts-secondary
1	Supplemental	Language	xna	scripts-secondary
1	Supplemental	Language	xnr	scripts
1	Supplemental	Language	xnr	territories-secondary
1	Supplemental	Language	xog	scripts
1	Supplemental	Language	xog	territories-secondary
1	Supplemental	Language	xpr	scripts-secondary
1	Supplemental	Language	xsa	scripts-secondary
1	Supplemental	Language	xsr	scripts
1	Supplemental	Language	xum	scripts-secondary
1	Supplemental	Language	yao	scripts
1	Supplemental	Language	yap	scripts
1	Supplemental	Language	yav	scripts
1	Supplemental	Language	ybb	scripts
1	Supplemental	Language	yi	scripts
1	Supplemental	Language	yo	scripts
1	Supplemental	Language	yo	territories
1	Supplemental	Language	yrk	scripts
1	Supplemental	Language	yrl	scripts
1	Supplemental	Language	yua	scripts
1	Supplemental	Language	yue	scripts
1	Supplemental	Language	yue	territories-secondary
1	Supplemental	Language	za	scripts
1	Supplemental	Language	za	scripts-secondary
1	Supplemental	Language	za	territories-secondary
1	Supplemental	Language	zag	scripts
1	Supplemental	Language	zap	scripts
1	Supplemental	Language	zdj	scripts
1	Supplemental	Language	zdj	territories
1	Supplemental	Language	zea	scripts
1	Supplemental	Language	zen	scripts-secondary
1	Supplemental	Language	zgh	scripts
1	Supplemental	Language	zgh	territories-secondary
1	Supplemental	Language	zh	scripts
1	Supplemental	Language	zh	scripts-secondary
1	Supplemental	Language	zh	territories
1	Supplemental	Language	zh	territories-secondary
1	Supplemental	Language	zmi	scripts
1	Supplemental	Language	zu	scripts
1	Supplemental	Language	zu	territories-secondary
1	Supplemental	Language	zun	scripts
1	Supplemental	Language	zza	scripts
1	Supplemental	Language	zza	territories-secondary
1	Supplemental	Likely	Subtag	aa
1	Supplemental	Likely	Subtag	aaa
1	Supplemental	Likely	Subtag	aab
1	Supplemental	Likely	Subtag	aac
1	Supplemental	Likely	Subtag	aad
1	Supplemental	Likely	Subtag	aae
1	Supplemental	Likely	Subtag	aae_Grek
1	Supplemental	Likely	Subtag	aaf
1	Supplemental	Likely	Subtag	aaf_Arab
1	Supplemental	Likely	Subtag	aag
1	Supplemental	Likely	Subtag	aah
1	Supplemental	Likely	Subtag	aai
1	Supplemental	Likely	Subtag	aak
1	Supplemental	Likely	Subtag	aal
1	Supplemental	Likely	Subtag	aan
1	Supplemental	Likely	Subtag	aao
1	Supplemental	Likely	Subtag	aap
1	Supplemental	Likely	Subtag	aaq
1	Supplemental	Likely	Subtag	aas
1	Supplemental	Likely	Subtag	aat
1	Supplemental	Likely	Subtag	aau
1	Supplemental	Likely	Subtag	aaw
1	Supplemental	Likely	Subtag	aax
1	Supplemental	Likely	Subtag	aaz
1	Supplemental	Likely	Subtag	ab
1	Supplemental	Likely	Subtag	aba
1	Supplemental	Likely	Subtag	abb
1	Supplemental	Likely	Subtag	abc
1	Supplemental	Likely	Subtag	abd
1	Supplemental	Likely	Subtag	abe
1	Supplemental	Likely	Subtag	abf
1	Supplemental	Likely	Subtag	abg
1	Supplemental	Likely	Subtag	abh
1	Supplemental	Likely	Subtag	abi
1	Supplemental	Likely	Subtag	abl
1	Supplemental	Likely	Subtag	abl_Latn
1	Supplemental	Likely	Subtag	abm
1	Supplemental	Likely	Subtag	abn
1	Supplemental	Likely	Subtag	abo
1	Supplemental	Likely	Subtag	abp
1	Supplemental	Likely	Subtag	abr
1	Supplemental	Likely	Subtag	abs
1	Supplemental	Likely	Subtag	abt
1	Supplemental	Likely	Subtag	abu
1	Supplemental	Likely	Subtag	abv
1	Supplemental	Likely	Subtag	abw
1	Supplemental	Likely	Subtag	abx
1	Supplemental	Likely	Subtag	aby
1	Supplemental	Likely	Subtag	abz
1	Supplemental	Likely	Subtag	aca
1	Supplemental	Likely	Subtag	acb
1	Supplemental	Likely	Subtag	acd
1	Supplemental	Likely	Subtag	ace
1	Supplemental	Likely	Subtag	acf
1	Supplemental	Likely	Subtag	ach
1	Supplemental	Likely	Subtag	acm
1	Supplemental	Likely	Subtag	acn
1	Supplemental	Likely	Subtag	acp
1	Supplemental	Likely	Subtag	acq
1	Supplemental	Likely	Subtag	acr
1	Supplemental	Likely	Subtag	acs
1	Supplemental	Likely	Subtag	act
1	Supplemental	Likely	Subtag	acu
1	Supplemental	Likely	Subtag	acv
1	Supplemental	Likely	Subtag	acw
1	Supplemental	Likely	Subtag	acx
1	Supplemental	Likely	Subtag	acy
1	Supplemental	Likely	Subtag	acy_Arab
1	Supplemental	Likely	Subtag	acy_Grek
1	Supplemental	Likely	Subtag	acz
1	Supplemental	Likely	Subtag	ada
1	Supplemental	Likely	Subtag	adb
1	Supplemental	Likely	Subtag	add
1	Supplemental	Likely	Subtag	ade
1	Supplemental	Likely	Subtag	adf
1	Supplemental	Likely	Subtag	adg
1	Supplemental	Likely	Subtag	adh
1	Supplemental	Likely	Subtag	adi
1	Supplemental	Likely	Subtag	adi_Tibt
1	Supplemental	Likely	Subtag	adj
1	Supplemental	Likely	Subtag	adl
1	Supplemental	Likely	Subtag	adn
1	Supplemental	Likely	Subtag	ado
1	Supplemental	Likely	Subtag	adq
1	Supplemental	Likely	Subtag	adr
1	Supplemental	Likely	Subtag	adt
1	Supplemental	Likely	Subtag	adu
1	Supplemental	Likely	Subtag	adw
1	Supplemental	Likely	Subtag	adx
1	Supplemental	Likely	Subtag	ady
1	Supplemental	Likely	Subtag	adz
1	Supplemental	Likely	Subtag	ae
1	Supplemental	Likely	Subtag	aea
1	Supplemental	Likely	Subtag	aeb
1	Supplemental	Likely	Subtag	aec
1	Supplemental	Likely	Subtag	aee
1	Supplemental	Likely	Subtag	aek
1	Supplemental	Likely	Subtag	ael
1	Supplemental	Likely	Subtag	aem
1	Supplemental	Likely	Subtag	aeq
1	Supplemental	Likely	Subtag	aer
1	Supplemental	Likely	Subtag	aeu
1	Supplemental	Likely	Subtag	aew
1	Supplemental	Likely	Subtag	aey
1	Supplemental	Likely	Subtag	aez
1	Supplemental	Likely	Subtag	af
1	Supplemental	Likely	Subtag	afb
1	Supplemental	Likely	Subtag	afd
1	Supplemental	Likely	Subtag	afe
1	Supplemental	Likely	Subtag	afh
1	Supplemental	Likely	Subtag	afi
1	Supplemental	Likely	Subtag	afk
1	Supplemental	Likely	Subtag	afn
1	Supplemental	Likely	Subtag	afo
1	Supplemental	Likely	Subtag	afp
1	Supplemental	Likely	Subtag	afs
1	Supplemental	Likely	Subtag	afu
1	Supplemental	Likely	Subtag	afz
1	Supplemental	Likely	Subtag	aga
1	Supplemental	Likely	Subtag	agb
1	Supplemental	Likely	Subtag	agc
1	Supplemental	Likely	Subtag	agd
1	Supplemental	Likely	Subtag	age
1	Supplemental	Likely	Subtag	agf
1	Supplemental	Likely	Subtag	agg
1	Supplemental	Likely	Subtag	agh
1	Supplemental	Likely	Subtag	agi
1	Supplemental	Likely	Subtag	agj
1	Supplemental	Likely	Subtag	agj_Arab
1	Supplemental	Likely	Subtag	agk
1	Supplemental	Likely	Subtag	agl
1	Supplemental	Likely	Subtag	agm
1	Supplemental	Likely	Subtag	agn
1	Supplemental	Likely	Subtag	ago
1	Supplemental	Likely	Subtag	agq
1	Supplemental	Likely	Subtag	agr
1	Supplemental	Likely	Subtag	ags
1	Supplemental	Likely	Subtag	agt
1	Supplemental	Likely	Subtag	agu
1	Supplemental	Likely	Subtag	agv
1	Supplemental	Likely	Subtag	agw
1	Supplemental	Likely	Subtag	agx
1	Supplemental	Likely	Subtag	agy
1	Supplemental	Likely	Subtag	agz
1	Supplemental	Likely	Subtag	aha
1	Supplemental	Likely	Subtag	ahb
1	Supplemental	Likely	Subtag	ahg
1	Supplemental	Likely	Subtag	ahh
1	Supplemental	Likely	Subtag	ahi
1	Supplemental	Likely	Subtag	ahk
1	Supplemental	Likely	Subtag	ahk_Mymr
1	Supplemental	Likely	Subtag	ahk_TH
1	Supplemental	Likely	Subtag	ahk_Thai
1	Supplemental	Likely	Subtag	ahl
1	Supplemental	Likely	Subtag	ahm
1	Supplemental	Likely	Subtag	ahn
1	Supplemental	Likely	Subtag	aho
1	Supplemental	Likely	Subtag	ahp
1	Supplemental	Likely	Subtag	ahr
1	Supplemental	Likely	Subtag	ahs
1	Supplemental	Likely	Subtag	aht
1	Supplemental	Likely	Subtag	aia
1	Supplemental	Likely	Subtag	aib
1	Supplemental	Likely	Subtag	aic
1	Supplemental	Likely	Subtag	aid
1	Supplemental	Likely	Subtag	aie
1	Supplemental	Likely	Subtag	aif
1	Supplemental	Likely	Subtag	aig
1	Supplemental	Likely	Subtag	aij
1	Supplemental	Likely	Subtag	aik
1	Supplemental	Likely	Subtag	ail
1	Supplemental	Likely	Subtag	aim
1	Supplemental	Likely	Subtag	ain
1	Supplemental	Likely	Subtag	ain_Latn
1	Supplemental	Likely	Subtag	aio
1	Supplemental	Likely	Subtag	aip
1	Supplemental	Likely	Subtag	aiq
1	Supplemental	Likely	Subtag	air
1	Supplemental	Likely	Subtag	ait
1	Supplemental	Likely	Subtag	aiw
1	Supplemental	Likely	Subtag	aiw_Arab
1	Supplemental	Likely	Subtag	aiw_Ethi
1	Supplemental	Likely	Subtag	aix
1	Supplemental	Likely	Subtag	aiy
1	Supplemental	Likely	Subtag	aja
1	Supplemental	Likely	Subtag	ajg
1	Supplemental	Likely	Subtag	aji
1	Supplemental	Likely	Subtag	ajn
1	Supplemental	Likely	Subtag	ajw
1	Supplemental	Likely	Subtag	ajz
1	Supplemental	Likely	Subtag	ak
1	Supplemental	Likely	Subtag	akb
1	Supplemental	Likely	Subtag	akb_Batk
1	Supplemental	Likely	Subtag	akc
1	Supplemental	Likely	Subtag	akd
1	Supplemental	Likely	Subtag	ake
1	Supplemental	Likely	Subtag	akf
1	Supplemental	Likely	Subtag	akg
1	Supplemental	Likely	Subtag	akh
1	Supplemental	Likely	Subtag	aki
1	Supplemental	Likely	Subtag	akk
1	Supplemental	Likely	Subtag	akl
1	Supplemental	Likely	Subtag	ako
1	Supplemental	Likely	Subtag	akp
1	Supplemental	Likely	Subtag	akq
1	Supplemental	Likely	Subtag	akr
1	Supplemental	Likely	Subtag	aks
1	Supplemental	Likely	Subtag	akt
1	Supplemental	Likely	Subtag	aku
1	Supplemental	Likely	Subtag	akv
1	Supplemental	Likely	Subtag	akw
1	Supplemental	Likely	Subtag	akz
1	Supplemental	Likely	Subtag	ala
1	Supplemental	Likely	Subtag	alc
1	Supplemental	Likely	Subtag	ald
1	Supplemental	Likely	Subtag	ale
1	Supplemental	Likely	Subtag	alf
1	Supplemental	Likely	Subtag	alh
1	Supplemental	Likely	Subtag	ali
1	Supplemental	Likely	Subtag	alj
1	Supplemental	Likely	Subtag	alk
1	Supplemental	Likely	Subtag	all
1	Supplemental	Likely	Subtag	alm
1	Supplemental	Likely	Subtag	aln
1	Supplemental	Likely	Subtag	alo
1	Supplemental	Likely	Subtag	alp
1	Supplemental	Likely	Subtag	alq
1	Supplemental	Likely	Subtag	alr
1	Supplemental	Likely	Subtag	alt
1	Supplemental	Likely	Subtag	alu
1	Supplemental	Likely	Subtag	alw
1	Supplemental	Likely	Subtag	alx
1	Supplemental	Likely	Subtag	aly
1	Supplemental	Likely	Subtag	alz
1	Supplemental	Likely	Subtag	am
1	Supplemental	Likely	Subtag	ama
1	Supplemental	Likely	Subtag	amb
1	Supplemental	Likely	Subtag	amc
1	Supplemental	Likely	Subtag	ame
1	Supplemental	Likely	Subtag	amf
1	Supplemental	Likely	Subtag	amf_Ethi
1	Supplemental	Likely	Subtag	amg
1	Supplemental	Likely	Subtag	ami
1	Supplemental	Likely	Subtag	amj
1	Supplemental	Likely	Subtag	amk
1	Supplemental	Likely	Subtag	amm
1	Supplemental	Likely	Subtag	amn
1	Supplemental	Likely	Subtag	amo
1	Supplemental	Likely	Subtag	amp
1	Supplemental	Likely	Subtag	amq
1	Supplemental	Likely	Subtag	amr
1	Supplemental	Likely	Subtag	ams
1	Supplemental	Likely	Subtag	amt
1	Supplemental	Likely	Subtag	amu
1	Supplemental	Likely	Subtag	amv
1	Supplemental	Likely	Subtag	amw
1	Supplemental	Likely	Subtag	amw_Arab
1	Supplemental	Likely	Subtag	amw_Armi
1	Supplemental	Likely	Subtag	amw_Latn
1	Supplemental	Likely	Subtag	amx
1	Supplemental	Likely	Subtag	amy
1	Supplemental	Likely	Subtag	amz
1	Supplemental	Likely	Subtag	an
1	Supplemental	Likely	Subtag	ana
1	Supplemental	Likely	Subtag	anb
1	Supplemental	Likely	Subtag	anc
1	Supplemental	Likely	Subtag	and
1	Supplemental	Likely	Subtag	ane
1	Supplemental	Likely	Subtag	anf
1	Supplemental	Likely	Subtag	ang
1	Supplemental	Likely	Subtag	anh
1	Supplemental	Likely	Subtag	ani
1	Supplemental	Likely	Subtag	anj
1	Supplemental	Likely	Subtag	ank
1	Supplemental	Likely	Subtag	anl
1	Supplemental	Likely	Subtag	anm
1	Supplemental	Likely	Subtag	ann
1	Supplemental	Likely	Subtag	ano
1	Supplemental	Likely	Subtag	anp
1	Supplemental	Likely	Subtag	anr
1	Supplemental	Likely	Subtag	ans
1	Supplemental	Likely	Subtag	ant
1	Supplemental	Likely	Subtag	anu
1	Supplemental	Likely	Subtag	anu_Arab
1	Supplemental	Likely	Subtag	anu_Latn
1	Supplemental	Likely	Subtag	anv
1	Supplemental	Likely	Subtag	anw
1	Supplemental	Likely	Subtag	anx
1	Supplemental	Likely	Subtag	any
1	Supplemental	Likely	Subtag	anz
1	Supplemental	Likely	Subtag	aoa
1	Supplemental	Likely	Subtag	aob
1	Supplemental	Likely	Subtag	aoc
1	Supplemental	Likely	Subtag	aod
1	Supplemental	Likely	Subtag	aoe
1	Supplemental	Likely	Subtag	aof
1	Supplemental	Likely	Subtag	aog
1	Supplemental	Likely	Subtag	aoi
1	Supplemental	Likely	Subtag	aoj
1	Supplemental	Likely	Subtag	aok
1	Supplemental	Likely	Subtag	aol
1	Supplemental	Likely	Subtag	aom
1	Supplemental	Likely	Subtag	aon
1	Supplemental	Likely	Subtag	aor
1	Supplemental	Likely	Subtag	aos
1	Supplemental	Likely	Subtag	aot
1	Supplemental	Likely	Subtag	aot_Latn
1	Supplemental	Likely	Subtag	aox
1	Supplemental	Likely	Subtag	aoz
1	Supplemental	Likely	Subtag	apb
1	Supplemental	Likely	Subtag	apc
1	Supplemental	Likely	Subtag	apd
1	Supplemental	Likely	Subtag	ape
1	Supplemental	Likely	Subtag	apf
1	Supplemental	Likely	Subtag	apg
1	Supplemental	Likely	Subtag	aph
1	Supplemental	Likely	Subtag	api
1	Supplemental	Likely	Subtag	apj
1	Supplemental	Likely	Subtag	apk
1	Supplemental	Likely	Subtag	apl
1	Supplemental	Likely	Subtag	apm
1	Supplemental	Likely	Subtag	apn
1	Supplemental	Likely	Subtag	apo
1	Supplemental	Likely	Subtag	app
1	Supplemental	Likely	Subtag	apr
1	Supplemental	Likely	Subtag	aps
1	Supplemental	Likely	Subtag	apt
1	Supplemental	Likely	Subtag	apu
1	Supplemental	Likely	Subtag	apv
1	Supplemental	Likely	Subtag	apw
1	Supplemental	Likely	Subtag	apx
1	Supplemental	Likely	Subtag	apy
1	Supplemental	Likely	Subtag	apz
1	Supplemental	Likely	Subtag	aqc
1	Supplemental	Likely	Subtag	aqd
1	Supplemental	Likely	Subtag	aqg
1	Supplemental	Likely	Subtag	aqk
1	Supplemental	Likely	Subtag	aqm
1	Supplemental	Likely	Subtag	aqn
1	Supplemental	Likely	Subtag	aqr
