# Section	Page	Header	Code	Old	New
#Section	Page	Header	Code	Old	New
BCP47	u_Extension	cu-zwg	_deprecated	▷missing◁	false
BCP47	u_Extension	cu-zwg	_description	▷missing◁	Zimbabwean Gold
BCP47	u_Extension	cu-zwl	_description	…	Zimbabwean Dollar (2009-2024)
BCP47	u_Extension	nu-gara	_deprecated	▷missing◁	false
BCP47	u_Extension	nu-gara	_description	▷missing◁	Garay digits
BCP47	u_Extension	nu-gukh	_deprecated	▷missing◁	false
BCP47	u_Extension	nu-gukh	_description	▷missing◁	Gurung Khema digits
BCP47	u_Extension	nu-krai	_deprecated	▷missing◁	false
BCP47	u_Extension	nu-krai	_description	▷missing◁	Kirat Rai digits
BCP47	u_Extension	nu-mymrepka	_deprecated	▷missing◁	false
BCP47	u_Extension	nu-mymrepka	_description	▷missing◁	Myanmar Eastern Pwo Karen digits
BCP47	u_Extension	nu-mymrpao	_deprecated	▷missing◁	false
BCP47	u_Extension	nu-mymrpao	_description	▷missing◁	Myanmar Pao digits
BCP47	u_Extension	nu-onao	_deprecated	▷missing◁	false
BCP47	u_Extension	nu-onao	_description	▷missing◁	Ol Onal digits
BCP47	u_Extension	nu-outlined	_deprecated	▷missing◁	false
BCP47	u_Extension	nu-outlined	_description	▷missing◁	Legacy computing outlined digits
BCP47	u_Extension	nu-sunu	_deprecated	▷missing◁	false
BCP47	u_Extension	nu-sunu	_description	▷missing◁	Sunuwar digits
BCP47	u_Extension	tz-bebru	_alias	…	Europe/Brussels CET MET
BCP47	u_Extension	tz-cst6cdt	_alias	CST6CDT	▷removed◁
BCP47	u_Extension	tz-cst6cdt	_deprecated	…	true
BCP47	u_Extension	tz-cst6cdt	_preferred	▷missing◁	uschi
BCP47	u_Extension	tz-est5edt	_alias	EST5EDT	▷removed◁
BCP47	u_Extension	tz-est5edt	_deprecated	…	true
BCP47	u_Extension	tz-est5edt	_preferred	▷missing◁	usnyc
BCP47	u_Extension	tz-grath	_alias	…	Europe/Athens EET
BCP47	u_Extension	tz-mncoq	_alias	Asia/Choibalsan	▷removed◁
BCP47	u_Extension	tz-mncoq	_deprecated	…	true
BCP47	u_Extension	tz-mncoq	_preferred	▷missing◁	mnuln
BCP47	u_Extension	tz-mnuln	_alias	…	Asia/Ulaanbaatar Asia/Ulan_Bator Asia/Choibalsan
BCP47	u_Extension	tz-mst7mdt	_alias	MST7MDT	▷removed◁
BCP47	u_Extension	tz-mst7mdt	_deprecated	…	true
BCP47	u_Extension	tz-mst7mdt	_preferred	▷missing◁	usden
BCP47	u_Extension	tz-papty	_alias	…	America/Panama EST
BCP47	u_Extension	tz-pst8pdt	_alias	PST8PDT	▷removed◁
BCP47	u_Extension	tz-pst8pdt	_deprecated	…	true
BCP47	u_Extension	tz-pst8pdt	_preferred	▷missing◁	uslax
BCP47	u_Extension	tz-ptlis	_alias	…	Europe/Lisbon Portugal WET
BCP47	u_Extension	tz-unk	_alias	…	Etc/Unknown Factory
BCP47	u_Extension	tz-uschi	_alias	…	America/Chicago US/Central CST6CDT
BCP47	u_Extension	tz-usden	_alias	…	America/Denver America/Shiprock Navajo US/Mountain MST7MDT
BCP47	u_Extension	tz-ushnl	_alias	…	Pacific/Honolulu US/Hawaii Pacific/Johnston HST
BCP47	u_Extension	tz-uslax	_alias	…	America/Los_Angeles US/Pacific US/Pacific-New PST8PDT
BCP47	u_Extension	tz-usnyc	_alias	…	America/New_York US/Eastern EST5EDT
BCP47	u_Extension	tz-usphx	_alias	…	America/Phoenix US/Arizona MST
BCP47	u_Extension	tz-utcw05	_alias	…	Etc/GMT+5
BCP47	u_Extension	tz-utcw07	_alias	…	Etc/GMT+7
BCP47	u_Extension	tz-utcw10	_alias	…	Etc/GMT+10
#Section	Page	Header	Code	Old	New
Supplemental	Alias	language	gom-reason	▷missing◁	macrolanguage
Supplemental	Alias	language	gom-replacement	▷missing◁	kok
Supplemental	Alias	language	knn-reason	macrolanguage	▷removed◁
Supplemental	Alias	language	knn-replacement	kok	▷removed◁
Supplemental	Alias	subdivision	frgua-reason	▷missing◁	deprecated
Supplemental	Alias	subdivision	frgua-replacement	▷missing◁	GP
Supplemental	Alias	subdivision	frlre-reason	▷missing◁	deprecated
Supplemental	Alias	subdivision	frlre-replacement	▷missing◁	RE
Supplemental	Alias	subdivision	frmay-reason	▷missing◁	deprecated
Supplemental	Alias	subdivision	frmay-replacement	▷missing◁	YT
Supplemental	Alias	zone	Asia/Choibalsan-reason	▷missing◁	deprecated
Supplemental	Alias	zone	Asia/Choibalsan-replacement	▷missing◁	Asia/Ulaanbaatar
Supplemental	Alias	zone	CST6CDT-reason	▷missing◁	deprecated
Supplemental	Alias	zone	CST6CDT-replacement	▷missing◁	America/Chicago
Supplemental	Alias	zone	EST-replacement	…	America/Panama
Supplemental	Alias	zone	EST5EDT-reason	▷missing◁	deprecated
Supplemental	Alias	zone	EST5EDT-replacement	▷missing◁	America/New_York
Supplemental	Alias	zone	MST7MDT-reason	▷missing◁	deprecated
Supplemental	Alias	zone	MST7MDT-replacement	▷missing◁	America/Denver
Supplemental	Alias	zone	PST8PDT-reason	▷missing◁	deprecated
Supplemental	Alias	zone	PST8PDT-replacement	▷missing◁	America/Los_Angeles
Supplemental	IdValidity	currency	regular	…	… • ZWG
Supplemental	IdValidity	language	deprecated	…	… • gom • …
Supplemental	IdValidity	language	regular	…	… • cls~u • … • goa~l • gon~z • … • ist~v • … • kni~z • … • rrm • … • vsn • …
Supplemental	IdValidity	script	regular	…	… • Gara • … • Gukh • … • Krai • … • Onao • … • Sunu • … • Todr • … • Tutg • …
Supplemental	IdValidity	subdivision	deprecated	…	… • gbnth • … • inct • … • inor • intg • inut • … • isakh • … • isblo • … • ishel • ishut • issbh • … • issku • isssf • … • kzakm • kzakt • kzala • kzalm • kzast • kzaty • … • kzkar • kzkus • kzkzy • kzman • kzpav • kzsev • kzshy • kzvos • kzyuz • kzzap • kzzha • … • np1~5 • npba • npbh • npdh • npga • npja • npka • npko • nplu • npma • npme • npna • npra • npsa • npse • … • phmag • …
Supplemental	IdValidity	subdivision	regular	…	… • dz40~9 • dz50~8 • … • etsw • … • gbnnh • … • gbwnh • … • idpd~e • … • idps~t • … • incg~h • … • inod • … • intr~s • inuk • … • ishug • … • isskr • … • kp13~5 • … • kz10~1 • kz15 • kz19 • kz23 • kz27 • kz31 • kz33 • kz35 • kz39 • kz43 • kz47 • kz55 • kz59 • kz61~3 • kz71 • kz75 • kz79 • … • me20~5 • … • phmgn • phmgs • …
Supplemental	IdValidity	unit	regular	…	… • concentr-portion-per-1e9 • … • duration-night • … • speed-light-speed • …
Supplemental	IdValidity	variant	deprecated	…	… • laukika • vaidika
Supplemental	IdValidity	variant	regular	…	… • anpezo • … • fascia • fodom • … • gherd • … • pehoeji • … • tailo • … • valbadia • …
Supplemental	Locale	Parent	root	…	… • kaa_Latn • … • kok_Latn • …
Supplemental	Locale	DefaultContent	plain	…	… • kaa_Cyrl • kaa_Cyrl_UZ • kaa_Latn_UZ • … • kk_Arab_CN • kk_Cyrl • kk_Cyrl_KZ • … • kok_Deva • kok_Deva_IN • kok_Latn_IN • … • lld_IT • … • ltg_LV • … • mhn_IT • … • zh_Latn_CN • …
Supplemental	WZoneMapping	Central Standard Time	ZZ	CST6CDT	▷removed◁
Supplemental	WZoneMapping	Eastern Standard Time	ZZ	EST5EDT	▷removed◁
Supplemental	WZoneMapping	Mountain Standard Time	ZZ	MST7MDT	▷removed◁
Supplemental	WZoneMapping	Pacific Standard Time	ZZ	PST8PDT	▷removed◁
Supplemental	WZoneMapping	Ulaanbaatar Standard Time	MN	…	Asia/Ulaanbaatar
Supplemental	Units	speed/wind	CN	▷missing◁	meter-per-second
Supplemental	Units	speed/wind	DK	▷missing◁	meter-per-second
Supplemental	Units	speed/wind	JP	▷missing◁	meter-per-second
Supplemental	Units	Quantity	night-value	▷missing◁	night-duration
Supplemental	Units	Quantity	night-status	▷missing◁	simple
Supplemental	Units	Convert	light-speed-baseUnit	▷missing◁	meter-per-second
Supplemental	Units	Convert	night-baseUnit	▷missing◁	night
Supplemental	Units	Convert	light-speed-factor	▷missing◁	speed_of_light_meters_per_second
Supplemental	Units	Convert	gasoline-energy-density-systems	…	…
Supplemental	Units	Convert	light-speed-systems	▷missing◁	si_acceptable
Supplemental	Units	Convert	light-speed-systems	▷missing◁	uksystem
Supplemental	Units	Convert	light-speed-systems	▷missing◁	ussystem
Supplemental	Units	Convert	night-systems	▷missing◁	metric_adjacent
Supplemental	Units	Convert	night-systems	▷missing◁	uksystem
Supplemental	Units	Convert	night-systems	▷missing◁	ussystem
Supplemental	Likely	Subtag	aae_Grek	aae_Grek_IT	▷removed◁
Supplemental	Likely	Subtag	aaf_Arab	aaf_Arab_IN	▷removed◁
Supplemental	Likely	Subtag	abl_Latn	abl_Latn_ID	▷removed◁
Supplemental	Likely	Subtag	acy_Arab	acy_Arab_CY	▷removed◁
Supplemental	Likely	Subtag	acy_Grek	acy_Grek_CY	▷removed◁
Supplemental	Likely	Subtag	adi_Tibt	adi_Tibt_CN	▷removed◁
Supplemental	Likely	Subtag	agj_Arab	agj_Arab_ET	▷removed◁
Supplemental	Likely	Subtag	ahk_Mymr	ahk_Mymr_MM	▷removed◁
Supplemental	Likely	Subtag	ahk_TH	ahk_Latn_TH	▷removed◁
Supplemental	Likely	Subtag	ahk_Thai	ahk_Thai_TH	▷removed◁
Supplemental	Likely	Subtag	aii	▷missing◁	aii_Syrc_IQ
Supplemental	Likely	Subtag	ain_Latn	ain_Latn_JP	▷removed◁
Supplemental	Likely	Subtag	aiw_Arab	aiw_Arab_ET	▷removed◁
Supplemental	Likely	Subtag	aiw_Ethi	aiw_Ethi_ET	▷removed◁
Supplemental	Likely	Subtag	akb_Batk	akb_Batk_ID	▷removed◁
Supplemental	Likely	Subtag	amf_Ethi	amf_Ethi_ET	▷removed◁
Supplemental	Likely	Subtag	amw_Arab	amw_Arab_SY	▷removed◁
Supplemental	Likely	Subtag	amw_Armi	amw_Armi_SY	▷removed◁
Supplemental	Likely	Subtag	amw_Latn	amw_Latn_SY	▷removed◁
Supplemental	Likely	Subtag	anq	▷missing◁	anq_Deva_IN
Supplemental	Likely	Subtag	anu_Arab	anu_Arab_SS	▷removed◁
Supplemental	Likely	Subtag	anu_Latn	anu_Latn_SS	▷removed◁
Supplemental	Likely	Subtag	aot_Latn	aot_Latn_IN	▷removed◁
Supplemental	Likely	Subtag	arc_Hatr	▷missing◁	arc_Hatr_IQ
Supplemental	Likely	Subtag	asr	▷missing◁	asr_Deva_IN
Supplemental	Likely	Subtag	atb_Lisu	atb_Lisu_CN	▷removed◁
Supplemental	Likely	Subtag	auj_Latn	auj_Latn_LY	▷removed◁
Supplemental	Likely	Subtag	auj_Tfng	auj_Tfng_LY	▷removed◁
Supplemental	Likely	Subtag	avu_SD	avu_Latn_SD	▷removed◁
Supplemental	Likely	Subtag	azb_Cyrl	azb_Cyrl_AZ	▷removed◁
Supplemental	Likely	Subtag	azb_Latn	azb_Latn_AZ	▷removed◁
Supplemental	Likely	Subtag	bap_Krai	▷missing◁	bap_Krai_IN
Supplemental	Likely	Subtag	bca_Hani	bca_Hani_CN	▷removed◁
Supplemental	Likely	Subtag	bcq_Latn	bcq_Latn_ET	▷removed◁
Supplemental	Likely	Subtag	bea_Cans	bea_Cans_CA	▷removed◁
Supplemental	Likely	Subtag	bex_Arab	bex_Arab_SS	▷removed◁
Supplemental	Likely	Subtag	bfa_Arab	bfa_Arab_SS	▷removed◁
Supplemental	Likely	Subtag	bfs_Hani	bfs_Hani_CN	▷removed◁
Supplemental	Likely	Subtag	bfu_Takr	bfu_Takr_IN	▷removed◁
Supplemental	Likely	Subtag	bhd_Arab	bhd_Arab_IN	▷removed◁
Supplemental	Likely	Subtag	bhd_Takr	bhd_Takr_IN	▷removed◁
Supplemental	Likely	Subtag	bhh_Hebr	bhh_Hebr_IL	▷removed◁
Supplemental	Likely	Subtag	bhh_Latn	bhh_Latn_IL	▷removed◁
Supplemental	Likely	Subtag	bht	…	bht_Deva_IN
Supplemental	Likely	Subtag	bht_Deva	bht_Deva_IN	▷removed◁
Supplemental	Likely	Subtag	bht_Latn	bht_Latn_IN	▷removed◁
Supplemental	Likely	Subtag	bji_Ethi	bji_Ethi_ET	▷removed◁
Supplemental	Likely	Subtag	bkk	▷missing◁	bkk_Tibt_IN
Supplemental	Likely	Subtag	blr_Tale	blr_Tale_CN	▷removed◁
Supplemental	Likely	Subtag	blr_Thai	blr_Thai_TH	▷removed◁
Supplemental	Likely	Subtag	boz_Arab	boz_Arab_ML	▷removed◁
Supplemental	Likely	Subtag	bqf_Arab	bqf_Arab_GN	▷removed◁
Supplemental	Likely	Subtag	brb_Laoo	brb_Laoo_LA	▷removed◁
Supplemental	Likely	Subtag	brb_Latn	brb_Latn_VN	▷removed◁
Supplemental	Likely	Subtag	bro	▷missing◁	bro_Tibt_BT
Supplemental	Likely	Subtag	bru_Laoo	bru_Laoo_LA	▷removed◁
Supplemental	Likely	Subtag	bru_Thai	bru_Thai_LA	▷removed◁
Supplemental	Likely	Subtag	brw	▷missing◁	brw_Knda_IN
Supplemental	Likely	Subtag	bsk_Latn	bsk_Latn_PK	▷removed◁
Supplemental	Likely	Subtag	bst_Latn	bst_Latn_ET	▷removed◁
Supplemental	Likely	Subtag	bsv_Arab	bsv_Arab_GN	▷removed◁
Supplemental	Likely	Subtag	bsw_Ethi	bsw_Ethi_ET	▷removed◁
Supplemental	Likely	Subtag	bts_Batk	bts_Batk_ID	▷removed◁
Supplemental	Likely	Subtag	btx_Batk	btx_Batk_ID	▷removed◁
Supplemental	Likely	Subtag	bud_Brai	bud_Brai_TG	▷removed◁
Supplemental	Likely	Subtag	bwe_Latn	bwe_Latn_MM	▷removed◁
Supplemental	Likely	Subtag	bwo_Ethi	bwo_Ethi_ET	▷removed◁
Supplemental	Likely	Subtag	bxm_Latn	bxm_Latn_MN	▷removed◁
Supplemental	Likely	Subtag	bxm_Mong	bxm_Mong_MN	▷removed◁
Supplemental	Likely	Subtag	bxu_Cyrl	bxu_Cyrl_CN	▷removed◁
Supplemental	Likely	Subtag	bxu_Latn	bxu_Latn_CN	▷removed◁
Supplemental	Likely	Subtag	caf_Cans	caf_Cans_CA	▷removed◁
Supplemental	Likely	Subtag	caj	…	caj_Latn_BO
Supplemental	Likely	Subtag	cbk_Brai	cbk_Brai_PH	▷removed◁
Supplemental	Likely	Subtag	cdf_Beng	cdf_Beng_IN	▷removed◁
Supplemental	Likely	Subtag	cdh_Takr	cdh_Takr_IN	▷removed◁
Supplemental	Likely	Subtag	cdm_Latn	cdm_Latn_NP	▷removed◁
Supplemental	Likely	Subtag	cdo_Hant	cdo_Hant_CN	▷removed◁
Supplemental	Likely	Subtag	cdo_Latn	cdo_Latn_CN	▷removed◁
Supplemental	Likely	Subtag	cfm_Beng	cfm_Beng_IN	▷removed◁
Supplemental	Likely	Subtag	chn_Dupl	chn_Dupl_US	▷removed◁
Supplemental	Likely	Subtag	cia_Arab	cia_Arab_ID	▷removed◁
Supplemental	Likely	Subtag	cia_Hang	cia_Hang_ID	▷removed◁
Supplemental	Likely	Subtag	ciw_Cans	ciw_Cans_US	▷removed◁
Supplemental	Likely	Subtag	cjs_Cyrl	cjs_Cyrl_RU	▷removed◁
Supplemental	Likely	Subtag	cjy_Hant	cjy_Hant_CN	▷removed◁
Supplemental	Likely	Subtag	ckm_Glag	ckm_Glag_HR	▷removed◁
