Loc	Version	Value	PrevValue	EVersion	EValue	EPrevValue	Path
as	1.6.1	মুদ্ৰা	�	1.9.1	Currency	�	//ldml/localeDisplayNames/keys/key[@type="currency"]
as	1.6.1	ইচলামী-নাগৰিকৰ পঞ্জিকা	�	24.0	Islamic Calendar (tabular, civil epoch)	Islamic-Civil Calendar	//ldml/localeDisplayNames/types/type[@key="calendar"][@type="islamic-civil"]
as	1.6.1	স্ট্ৰোক শৃঙ্খলাবদ্ধ কৰাৰ ক্ৰম	�	2.0.1	Stroke Sort Order	Traditional Chinese Stroke Sort Order	//ldml/localeDisplayNames/types/type[@key="collation"][@type="stroke"]
as	21.0	¤ #,##,##0.00	�	24.0	¤#,##0.00	¤#,##0.00;(¤#,##0.00)	//ldml/numbers/currencyFormats[@numberSystem="latn"]/currencyFormatLength/currencyFormat[@type="standard"]/pattern[@type="standard"]
as	23.1	দিন	�	28.0	day	Day	//ldml/dates/fields/field[@type="day"]/displayName
as	23.1	কালি	�	24.0	yesterday	Yesterday	//ldml/dates/fields/field[@type="day"]/relative[@type="-1"]
as	23.1	কাইলৈ	�	24.0	tomorrow	Tomorrow	//ldml/dates/fields/field[@type="day"]/relative[@type="1"]
as	23.1	যুগ	�	28.0	era	Era	//ldml/dates/fields/field[@type="era"]/displayName
as	23.1	ঘণ্টা	�	28.0	hour	Hour	//ldml/dates/fields/field[@type="hour"]/displayName
as	23.1	মিনিট	�	28.0	minute	Minute	//ldml/dates/fields/field[@type="minute"]/displayName
as	23.1	মাহ	�	28.0	month	Month	//ldml/dates/fields/field[@type="month"]/displayName
as	23.1	ছেকেণ্ড	�	28.0	second	Second	//ldml/dates/fields/field[@type="second"]/displayName
as	23.1	সপ্তাহ	�	28.0	week	Week	//ldml/dates/fields/field[@type="week"]/displayName
as	23.1	বছৰ	�	28.0	year	Year	//ldml/dates/fields/field[@type="year"]/displayName
as	30.0	ডাৱৰ | বতৰ	�	32.0	cloud | weather	weather	//ldml/annotations/annotation[@cp="☁"]
as	30.0	টিউলিপ | ফুল	�	32.0	flower | tulip	flower	//ldml/annotations/annotation[@cp="🌷"]
as	30.0	গোলাপ | ফুল	�	32.0	flower | rose	flower	//ldml/annotations/annotation[@cp="🌹"]
as	30.0	জবাফুল | ফুল	�	32.0	flower | hibiscus	flower	//ldml/annotations/annotation[@cp="🌺"]
as	30.0	পুষ্প | ফুল	�	32.0	blossom | flower	flower	//ldml/annotations/annotation[@cp="🌼"]
as	30.0	আঙুৰ | ফল	�	32.0	fruit | grape | grapes	fruit | grape	//ldml/annotations/annotation[@cp="🍇"]
as	30.0	তৰমুজ | ফল	�	32.0	fruit | watermelon	fruit	//ldml/annotations/annotation[@cp="🍉"]
as	30.0	কল | ফল	�	32.0	banana | fruit	fruit	//ldml/annotations/annotation[@cp="🍌"]
as	30.0	আনাৰস | ফল	�	32.0	fruit | pineapple	fruit	//ldml/annotations/annotation[@cp="🍍"]
as	30.0	নাচপতি | ফল	�	32.0	fruit | pear	fruit	//ldml/annotations/annotation[@cp="🍐"]
as	30.0	নৰাবগৰি | ফল	�	32.0	fruit | peach	fruit	//ldml/annotations/annotation[@cp="🍑"]
as	30.0	আতচবাজী | উদযাপন	�	32.0	celebration | fireworks	celebration	//ldml/annotations/annotation[@cp="🎆"]
as	30.0	পৰুৱা | পোক	�	32.0	ant | insect	insect	//ldml/annotations/annotation[@cp="🐜"]
as	30.0	কাণ | শৰীৰ	�	32.0	body | ear	body	//ldml/annotations/annotation[@cp="👂"]
as	30.0	বাছ | বাহন	�	32.0	bus | vehicle	vehicle	//ldml/annotations/annotation[@cp="🚌"]
as	30.0	টেক্সি | বাহন	�	32.0	taxi | vehicle	vehicle	//ldml/annotations/annotation[@cp="🚕"]
as	30.0	ট্ৰেক্টৰ | বাহন	�	32.0	tractor | vehicle	vehicle	//ldml/annotations/annotation[@cp="🚜"]
as	32.0	{0}°	�	38.0	{0} degree	�	//ldml/units/unitLength[@type="long"]/unit[@type="temperature-generic"]/unitPattern[@count="one"]
as	32.0	{0}°	�	38.0	{0} degrees	�	//ldml/units/unitLength[@type="long"]/unit[@type="temperature-generic"]/unitPattern[@count="other"]
as	32.0	{0} km/h	�	33.1	{0}km/h	{0}kph	//ldml/units/unitLength[@type="narrow"]/unit[@type="speed-kilometer-per-hour"]/unitPattern[@count="one"]
as	32.0	{0} km/h	�	33.1	{0}km/h	{0}kph	//ldml/units/unitLength[@type="narrow"]/unit[@type="speed-kilometer-per-hour"]/unitPattern[@count="other"]
as	32.0	মাইক্ৰছেকেণ্ড	�	39.0	μsecs	µsecs	//ldml/units/unitLength[@type="short"]/unit[@type="duration-microsecond"]/displayName
as	33.0	অনুগ্ৰহ কৰি ৰখক | হাত	কাগাজ | দঙা হাত	38.0	hand | high 5 | high five | raised hand	hand | raised hand	//ldml/annotations/annotation[@cp="✋"]
as	33.0	আবেলি | চহৰ | পৰিদৃশ্য | সন্ধিয়া বেলিকা চহৰৰ দৃশ্য | সন্ধ্যা | সূৰ্যাস্ত | সূৰ্য্য	অট্টালিকা | গধুলি | চহৰ | লেণ্ডস্কেপ | সন্ধ্যা | সন্ধ্যাৰ চহৰ | সূৰ্যাস্ত	33.1	city | cityscape at dusk | dusk | evening | landscape | sunset	city | cityscape at dusk | dusk | evening | landscape | sun | sunset	//ldml/annotations/annotation[@cp="🌆"]
