# Count	Section	Page	Subhead	Code

106	Currencies	Central Asia (C)	Central Asia: Kyrgyzstan	KGS-symbol-narrow
9	Currencies	Western Africa	Western Africa: Liberia	LRD-name
9	Currencies	Western Africa	Western Africa: Mauritania	MRU-name-other
9	Currencies	Western Africa	Western Africa: Nigeria	NGN-name
9	Currencies	Western Africa	Western Africa: St. Helena	SHP-name
9	Currencies	Middle Africa	Middle Africa: Angola	AOA-name-other
9	Currencies	Middle Africa	Middle Africa: Angola	AOA-name
9	Currencies	Middle Africa	Middle Africa: Congo - Kinshasa	CDF-name
9	Currencies	Middle Africa	Middle Africa: São Tomé & Príncipe	STN-name
9	Currencies	Eastern Africa	Eastern Africa: Burundi	BIF-name-other
9	Currencies	Eastern Africa	Eastern Africa: Djibouti	DJF-name-other
9	Currencies	Eastern Africa	Eastern Africa: Djibouti	DJF-name
9	Currencies	Eastern Africa	Eastern Africa: Eritrea	ERN-name
9	Currencies	Eastern Africa	Eastern Africa: Ethiopia	ETB-name
9	Currencies	Eastern Africa	Eastern Africa: Kenya	KES-name-other
9	Currencies	Eastern Africa	Eastern Africa: Kenya	KES-name
9	Currencies	Eastern Africa	Eastern Africa: Comoros	KMF-name
9	Currencies	Eastern Africa	Eastern Africa: Malawi	MWK-name-other
9	Currencies	Eastern Africa	Eastern Africa: Malawi	MWK-name
9	Currencies	Eastern Africa	Eastern Africa: Mozambique	MZN-name-other
9	Currencies	Eastern Africa	Eastern Africa: Mozambique	MZN-name
9	Currencies	Eastern Africa	Eastern Africa: Rwanda	RWF-name-other
9	Currencies	Eastern Africa	Eastern Africa: Rwanda	RWF-name
9	Currencies	Eastern Africa	Eastern Africa: Somalia	SOS-name-other
9	Currencies	Eastern Africa	Eastern Africa: Tanzania	TZS-name-other
9	Currencies	Eastern Africa	Eastern Africa: Tanzania	TZS-name
9	Currencies	Eastern Africa	Eastern Africa: Uganda	UGX-name
9	Currencies	Eastern Africa	Eastern Africa: Zambia	ZMW-name-other
9	Currencies	Eastern Africa	Eastern Africa: Zambia	ZMW-name
9	Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name-other
9	Currencies	Southern Africa	Southern Africa: Namibia	NAD-name-other
9	Currencies	Southern Africa	Southern Africa: Namibia	NAD-name
9	Currencies	Southern Africa	Southern Africa: South Africa	ZAR-name
9	Currencies	Western Asia (C)	Western Asia: United Arab Emirates	AED-name-other
9	Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-name-other
9	Currencies	Western Asia (C)	Western Asia: Israel	ILS-name-other
9	Currencies	Eastern Asia (C)	Eastern Asia: China	CNY-name-other
9	Currencies	Eastern Asia (C)	Eastern Asia: China: CNH (offshore)	CNH-name-other
9	Currencies	Eastern Asia (C)	Eastern Asia: Japan	JPY-name
9	Currencies	Eastern Asia (C)	Eastern Asia: Mongolia	MNT-name-other
9	Currencies	Southeast Asia (C)	Southeast Asia: Laos	LAK-name-other
9	Currencies	Southeast Asia (C)	Southeast Asia: Thailand	THB-name-other
9	Currencies	Oceania (C)	Melanesia: Fiji	FJD-name
9	Currencies	Oceania (C)	Melanesia: Papua New Guinea	PGK-name
9	Currencies	Oceania (C)	Melanesia: Vanuatu	VUV-name-other
9	Currencies	Oceania (C)	Melanesia: Vanuatu	VUV-name
9	Currencies	Oceania (C)	Polynesia: Tonga	TOP-name-other
9	Currencies	Oceania (C)	Polynesia: Tonga	TOP-name
9	Currencies	Oceania (C)	Polynesia: Samoa	WST-name-other
9	Currencies	Oceania (C)	Polynesia: Samoa	WST-name
9	Currencies	Unknown Region (C)	Unknown Region: XXX	XXX-name
9	Units	Speed and Acceleration	mile-per-hour	narrow-other-nominative
9	Units	Mass and Weight	tonne	long-other-nominative
9	Units	Coordinates	all	long-displayName
9	Units	Coordinates	all	short-displayName
9	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeFull	surname-prefix
9	Miscellaneous	Person Name Formats	SampleName Fields for Item: nativeFull	surname2
9	Miscellaneous	Person Name Formats	PersonName Main Patterns for Order: givenFirst	medium-addressing-formal
9	Miscellaneous	Person Name Formats	PersonName Main Patterns for Order: surnameFirst	short-referring-formal
9	Miscellaneous	Person Name Formats	PersonName Sorting Patterns (Usage: referring)	long-formal
9	Miscellaneous	Person Name Formats	PersonName Sorting Patterns (Usage: referring)	short-informal
9	Miscellaneous	Person Name Formats	PersonName Monogram Patterns for Order: surnameFirst	medium-formal
9	Characters	Smileys & Emotion	heart	🩵 –keywords
9	Locale Display Names	Languages (E-J)	H	Hindi ► hi_Latn
9	Date & Time	Fields	Date Fields	month-narrow
9	Date & Time	Fields	Date Fields	hour-short
9	Date & Time	Fields	Relative Week	1
9	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	short
9	Date & Time	Gregorian	Months - abbreviated - Standalone	Sep
9	Characters	People & Body	person	🧔‍♀ -name
9	Characters	Flags	flag	🏳‍⚧ –keywords
9	Characters	People & Body	person-activity	👩‍🦯 –keywords
9	Characters	People & Body	person-activity	👩‍🦼 –keywords
9	Characters	People & Body	person-activity	👨‍🦽 –keywords
9	Characters	People & Body	person-role	🧑‍🎨 –keywords
9	Characters	People & Body	person-role	👨‍🍼 –keywords
9	Characters	Animals & Nature	animal-mammal	🐻‍❄ –keywords
9	Date & Time	Islamic	Formats - Standard - Date Formats	long
9	Date & Time	Islamic	Formats - Flexible - Date Formats	yyyyMMMEd
9	Characters	People & Body	hand-fingers-open	🫸 –keywords
9	Date & Time	Gregorian	Day Periods - narrow - Formatting	am
9	Date & Time	Gregorian	Day Periods - narrow - Formatting	pm
9	Characters	People & Body	person-role	🧑‍⚖ –keywords
9	Characters	People & Body	person-activity	🧑‍🦽 –keywords
9	Characters	Smileys & Emotion	face-hand	🫢 –keywords
9	Date & Time	Gregorian	Months - abbreviated - Standalone	Nov
9	Locale Display Names	Languages (O-S)	P	Portuguese ► pt_BR
8	Locale Display Names	Languages (O-S)	P	Pashto ► ps
8	Locale Display Names	Languages (E-J)	G	Galician ► gl
8	Locale Display Names	Languages (E-J)	H	Hebrew ► he
8	Locale Display Names	Languages (E-J)	J	Jju ► kaj
8	Locale Display Names	Languages (K-N)	K	Khmer ► km
8	Locale Display Names	Languages (K-N)	K	Klingon ► tlh
8	Locale Display Names	Languages (K-N)	K	Kuanyama ► kj
8	Locale Display Names	Languages (K-N)	L	Luxembourgish ► lb
8	Locale Display Names	Languages (K-N)	M	Maltese ► mt
8	Locale Display Names	Languages (K-N)	M	Māori ► mi
8	Locale Display Names	Languages (K-N)	M	Moose Cree ► crm
8	Locale Display Names	Languages (K-N)	N	Najdi Arabic ► ars
8	Locale Display Names	Languages (K-N)	N	Northern Frisian ► frr
8	Locale Display Names	Languages (O-S)	P	Plains Cree ► crk
8	Locale Display Names	Languages (O-S)	R	Romanian ► ro
8	Locale Display Names	Languages (O-S)	S	Slovenian ► sl
8	Locale Display Names	Languages (O-S)	S	Straits Salish ► str
8	Locale Display Names	Scripts	Major Use	Geor
8	Units	Mass and Weight	tonne	long-displayName
8	Miscellaneous	Displaying Lists	Short “and” List	end
8	Units	Compound Units	10p-27	narrow
8	Units	Graphics	em	narrow-one-nominative
8	Units	Graphics	megapixel	long-other-nominative
8	Units	Graphics	megapixel	narrow-other-nominative
8	Units	Graphics	pixel	long-displayName
8	Units	Graphics	pixel-per-centimeter	long-one-nominative
8	Miscellaneous	Person Name Formats	PersonName Main Patterns for Order: surnameFirst	long-referring-informal
8	Miscellaneous	Person Name Formats	PersonName Main Patterns for Order: surnameFirst	medium-referring-informal
8	Units	Volume	dessert-spoon-imperial	short-other-nominative
8	Miscellaneous	Person Name Formats	PersonName Monogram Patterns for Order: givenFirst	long-informal
8	Core Data	Alphabetic Information	Characters in Use	Others: auxiliary
8	Locale Display Names	Languages (A-D)	A	Arabic ► ar
8	Locale Display Names	Languages (A-D)	A	Azerbaijani ► az
8	Locale Display Names	Languages (A-D)	B	Belarusian ► be
8	Locale Display Names	Languages (A-D)	C	Cajun French ► frc
8	Locale Display Names	Languages (A-D)	C	Cantonese ► yue-menu
8	Locale Display Names	Languages (A-D)	C	Central Atlas Tamazight ► tzm
8	Locale Display Names	Languages (A-D)	C	Central Ojibwa ► ojc
8	Locale Display Names	Languages (A-D)	C	Chinese ► zh-menu
8	Locale Display Names	Languages (E-J)	H	Halkomelem ► hur
8	Locale Display Names	Languages (E-J)	H	Hmong ► hmn
8	Locale Display Names	Languages (K-N)	K	Kabyle ► kab
8	Locale Display Names	Languages (K-N)	K	Kuvi ► kxv
8	Locale Display Names	Languages (K-N)	L	Latin ► la
8	Locale Display Names	Languages (T-Z)	T	Turkish ► tr
8	Locale Display Names	Languages (T-Z)	Y	Yakut ► sah
8	Locale Display Names	Scripts	Major Use	Armn
8	Locale Display Names	Scripts	Major Use	Ethi
8	Locale Display Names	Scripts	Major Use	Gujr
8	Locale Display Names	Scripts	Major Use	Hang
8	Locale Display Names	Scripts	Major Use	Hans-stand-alone
8	Locale Display Names	Scripts	Major Use	Hant-stand-alone
8	Locale Display Names	Scripts	Major Use	Hebr
8	Locale Display Names	Scripts	Major Use	Hira
8	Locale Display Names	Scripts	Major Use	Kana
8	Locale Display Names	Scripts	Major Use	Mymr
8	Locale Display Names	Scripts	Major Use	Sinh
8	Locale Display Names	Scripts	Major Use	Taml
8	Locale Display Names	Scripts	Major Use	Thai
8	Locale Display Names	Scripts	Major Use	Tibt
8	Locale Display Names	Scripts	Major Use	Zyyy
8	Locale Display Names	Scripts	Limited Use	Cans
8	Locale Display Names	Scripts	Limited Use	Cher
8	Locale Display Names	Scripts	Limited Use	Mtei
8	Locale Display Names	Scripts	Limited Use	Syrc
8	Locale Display Names	Scripts	Historic	Mong
8	Locale Display Names	Geographic Regions	world	019
8	Locale Display Names	Geographic Regions	world	002
8	Locale Display Names	Geographic Regions	world	150
8	Locale Display Names	Geographic Regions	world	142
8	Locale Display Names	Geographic Regions	world	EU
8	Locale Display Names	Geographic Regions	Americas	003
8	Locale Display Names	Geographic Regions	Americas	021
8	Locale Display Names	Geographic Regions	Americas	005
8	Locale Display Names	Geographic Regions	Africa	015
8	Locale Display Names	Geographic Regions	Africa	011
8	Locale Display Names	Geographic Regions	Oceania	054
8	Locale Display Names	Geographic Regions	Oceania	061
8	Locale Display Names	Geographic Regions	Oceania	QO
8	Locale Display Names	Territories (North America)	Caribbean	AW
8	Locale Display Names	Territories (North America)	Caribbean	BL
8	Locale Display Names	Territories (North America)	Caribbean	KN
8	Locale Display Names	Territories (North America)	Caribbean	MS
8	Locale Display Names	Territories (South America)	South America	BV
8	Locale Display Names	Territories (South America)	South America	FK
8	Locale Display Names	Territories (South America)	South America	FK-variant
8	Locale Display Names	Territories (Africa)	Northern Africa	MA
8	Locale Display Names	Territories (Africa)	Northern Africa	EA
8	Locale Display Names	Territories (Africa)	Western Africa	BF
8	Locale Display Names	Territories (Africa)	Western Africa	BJ
8	Locale Display Names	Territories (Africa)	Western Africa	SL
8	Locale Display Names	Territories (Africa)	Western Africa	TG
8	Locale Display Names	Territories (Africa)	Middle Africa	GA
8	Locale Display Names	Territories (Africa)	Middle Africa	ST
8	Locale Display Names	Territories (Africa)	Middle Africa	TD
8	Locale Display Names	Territories (Africa)	Eastern Africa	BI
8	Locale Display Names	Territories (Africa)	Eastern Africa	MU
8	Locale Display Names	Territories (Africa)	Eastern Africa	RE
8	Locale Display Names	Territories (Africa)	Eastern Africa	SC
8	Locale Display Names	Territories (Africa)	Eastern Africa	SS
8	Locale Display Names	Territories (Africa)	Eastern Africa	TZ
8	Locale Display Names	Territories (Africa)	Southern Africa	LS
8	Locale Display Names	Territories (Europe)	Northern Europe	AX
8	Locale Display Names	Territories (Europe)	Northern Europe	LT
8	Locale Display Names	Territories (Asia)	Eastern Asia	HK-short
8	Locale Display Names	Territories (Asia)	Eastern Asia	MO-short
8	Locale Display Names	Territories (Oceania)	Melanesia	NC
8	Locale Display Names	Territories (Oceania)	Micronesian Region	KI
8	Locale Display Names	Territories (Oceania)	Micronesian Region	MH
8	Locale Display Names	Territories (Oceania)	Polynesia	CK
8	Locale Display Names	Territories (Oceania)	Polynesia	PN
8	Locale Display Names	Territories (Oceania)	Polynesia	TV
8	Locale Display Names	Territories (Oceania)	Polynesia	WF
8	Locale Display Names	Territories (Oceania)	Outlying Oceania	AQ
8	Locale Display Names	Territories (Oceania)	Outlying Oceania	AC
8	Locale Display Names	Territories (Oceania)	Outlying Oceania	CP
8	Locale Display Names	Keys	calendar	calendar-buddhist
8	Locale Display Names	Keys	calendar	calendar-chinese
8	Locale Display Names	Keys	calendar	calendar-ethiopic
8	Date & Time	Fields	Date Fields	weekday
8	Date & Time	Fields	Date Fields	minute-narrow
8	Date & Time	Fields	Relative Month	-1
8	Date & Time	Fields	Relative Week	Period
8	Date & Time	Gregorian	Quarters - abbreviated - Formatting	1
8	Date & Time	Gregorian	Quarters - abbreviated - Formatting	2
8	Date & Time	Gregorian	Quarters - abbreviated - Formatting	4
8	Date & Time	Gregorian	Months - abbreviated - Formatting	Mar
8	Date & Time	Gregorian	Months - abbreviated - Formatting	Apr
8	Date & Time	Gregorian	Months - narrow - Standalone	Feb
8	Date & Time	Gregorian	Months - narrow - Standalone	Jun
8	Date & Time	Gregorian	Months - narrow - Standalone	Sep
8	Date & Time	Gregorian	Months - narrow - Standalone	Nov
8	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	short-atTime
8	Date & Time	Gregorian	Formats - Flexible - Date Formats	Gy
8	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	full
8	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	long
8	Date & Time	Generic	Formats - Flexible - Date Formats	Ed
8	Date & Time	Generic	Formats - Flexible - Date Formats	GyMMM
8	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMM/G
8	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMM/M
8	Date & Time	Generic	Formats - Intervals - Date Formats	GyMMM/y
8	Date & Time	Generic	Formats - Intervals - Date Formats	y/y
8	Timezones	North America	Cities and Regions	St_Kitts
8	Timezones	South America	Cities and Regions	South_Georgia
8	Timezones	Africa	Africa_Eastern	standard-long
8	Timezones	Europe	Europe_Central	standard-long
8	Timezones	Europe	Europe_Central	daylight-long
8	Timezones	Europe	Europe_Eastern	generic-long
8	Timezones	Europe	Europe_Further_Eastern	standard-long
8	Timezones	Europe	Europe_Western	standard-long
8	Timezones	Europe	Europe_Western	daylight-long
8	Timezones	Europe	Cities and Regions	Athens
8	Timezones	Europe	Cities and Regions	Brussels
8	Timezones	Europe	Cities and Regions	Copenhagen
8	Timezones	Europe	Cities and Regions	Kiev
8	Timezones	Europe	Cities and Regions	Lisbon
8	Timezones	Europe	Cities and Regions	Monaco
8	Timezones	Europe	Cities and Regions	Rome
8	Timezones	Europe	Cities and Regions	Zurich
8	Timezones	Western Asia	Cities and Regions	Bahrain
8	Timezones	Western Asia	Cities and Regions	Damascus
8	Timezones	Western Asia	Cities and Regions	Dubai
8	Timezones	Western Asia	Cities and Regions	Jerusalem
8	Timezones	Western Asia	Cities and Regions	Riyadh
8	Timezones	Central Asia	Cities and Regions	Aqtau
8	Timezones	Central Asia	Cities and Regions	Atyrau
8	Timezones	Central Asia	Cities and Regions	Qyzylorda
8	Timezones	Eastern Asia	Cities and Regions	Seoul
8	Timezones	Eastern Asia	Cities and Regions	Shanghai
8	Timezones	Southern Asia	Cities and Regions	Dhaka
8	Timezones	Southern Asia	Cities and Regions	Maldives
8	Timezones	Southeast Asia	Cities and Regions	Singapore
8	Timezones	Overrides	Europe/Dublin	daylight-long
8	Numbers	Symbols	Symbols 	decimal
8	Numbers	Symbols	Symbols 	group
8	Currencies	South America (C)	South America: Brazil	BRL-name-other
8	Currencies	South America (C)	South America: Chile	CLP-name-other
8	Currencies	South America (C)	South America: Falkland Islands	FKP-name-other
8	Currencies	Northern/Western Europe	Northern Europe: Iceland	ISK-name-other
8	Currencies	Southern/Eastern Europe	Eastern Europe: Bulgaria	BGN-name-other
8	Currencies	Southern/Eastern Europe	Eastern Europe: Czechia	CZK-name-other
8	Currencies	Southern/Eastern Europe	Eastern Europe: Hungary	HUF-name-other
8	Currencies	Southern/Eastern Europe	Eastern Europe: Romania	RON-name-other
8	Currencies	Southern/Eastern Europe	Eastern Europe: Russia	RUB-name
8	Currencies	Southern/Eastern Europe	Southern Europe: Albania	ALL-name-other
8	Currencies	Southern/Eastern Europe	Southern Europe: Bosnia & Herzegovina	BAM-name-other
8	Currencies	Western Africa	Western Africa: Côte d’Ivoire	XOF-name-other
8	Currencies	Western Africa	Western Africa: St. Helena	SHP-name-other
8	Currencies	Middle Africa	Middle Africa: Congo - Kinshasa	CDF-name-other
8	Currencies	Middle Africa	Middle Africa: Cameroon	XAF-name-other
8	Currencies	Middle Africa	Middle Africa: São Tomé & Príncipe	STN-name-other
8	Currencies	Eastern Africa	Eastern Africa: Ethiopia	ETB-name-other
8	Currencies	Eastern Africa	Eastern Africa: Uganda	UGX-name-other
8	Currencies	Southern Asia (C)	Southern Asia: India	INR-name
8	Currencies	Oceania (C)	Australasia: Australia	AUD-name
8	Currencies	Oceania (C)	Australasia: New Zealand	NZD-name-other
8	Currencies	Oceania (C)	Australasia: New Zealand	NZD-name
8	Currencies	Oceania (C)	Melanesia: Fiji	FJD-name-other
8	Currencies	Oceania (C)	Melanesia: Papua New Guinea	PGK-name-other
8	Currencies	Oceania (C)	Polynesia: French Polynesia	XPF-name-other
8	Currencies	Unknown Region (C)	Unknown Region: XXX	XXX-name-other
8	Units	Length	earth-radius	long-other-nominative
8	Units	Length	nautical-mile	long-displayName
8	Units	Length	nautical-mile	long-other-nominative
8	Units	Volume	dessert-spoon	short-other-nominative
8	Units	Coordinates	east	long
8	Units	Coordinates	north	long
8	Units	Coordinates	south	long
8	Miscellaneous	Displaying Lists	“And” List	2
8	Miscellaneous	Person Name Formats	PersonName Main Patterns for Order: givenFirst	medium-addressing-informal
8	Miscellaneous	Person Name Formats	PersonName Main Patterns for Order: givenFirst	short-referring-formal
8	Miscellaneous	Person Name Formats	PersonName Main Patterns for Order: givenFirst	short-addressing-formal
8	Miscellaneous	Person Name Formats	PersonName Main Patterns for Order: givenFirst	short-addressing-informal
8	Miscellaneous	Person Name Formats	PersonName Main Patterns for Order: surnameFirst	short-referring-informal
8	Miscellaneous	Person Name Formats	PersonName Sorting Patterns (Usage: referring)	long-informal
8	Miscellaneous	Person Name Formats	PersonName Sorting Patterns (Usage: referring)	medium-informal
8	Miscellaneous	Person Name Formats	PersonName Monogram Patterns for Order: givenFirst	medium-formal
8	Miscellaneous	Person Name Formats	PersonName Monogram Patterns for Order: givenFirst	short-formal
8	Miscellaneous	Person Name Formats	PersonName Monogram Patterns for Order: surnameFirst	long-informal
8	Miscellaneous	Person Name Formats	PersonName Monogram Patterns for Order: surnameFirst	medium-informal
8	Core Data	Alphabetic Information	Characters in Use	Others: numbers
8	Locale Display Names	Languages (E-J)	E	English ► en_US
8	Locale Display Names	Territories (Africa)	Western Africa	CI-variant
8	Date & Time	Fields	Date Fields	year-narrow
8	Date & Time	Gregorian	Days - narrow - Standalone	sat
8	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	full
8	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	long
8	Date & Time	Generic	Formats - Intervals - Date Formats	MMM/M
8	Timezones	Timezone Display Patterns	null	GMT Zero Format
8	Currencies	Western Africa	Western Africa: Sierra Leone	SLL-name-one
8	Currencies	Eastern Africa	Eastern Africa: Eritrea	ERN-name-other
8	Units	Volume	cup-metric	narrow-other-nominative
8	Characters	People & Body	person-activity	👨‍🦯 –keywords
8	Characters	People & Body	person-activity	👨‍🦼 –keywords
8	Characters	People & Body	person-activity	👩‍🦽 –keywords
8	Characters	People & Body	family	🧑‍🤝‍🧑 –keywords
8	Characters	People & Body	person-role	🧑‍🎓 –keywords
8	Characters	People & Body	person-role	🧑‍🔧 –keywords
8	Characters	People & Body	person-role	🧑‍🏭 –keywords
8	Characters	People & Body	person-role	🧑‍✈ –keywords
8	Characters	People & Body	person-role	🧑‍🚒 –keywords
8	Characters	People & Body	person-role	🧑‍🍼 –keywords
8	Characters	Animals & Nature	animal-marine	🪼 –keywords
8	Characters	Objects	musical-instrument	🪈 –keywords
8	Date & Time	Islamic	Formats - Flexible - Date Formats	MMMd
8	Date & Time	Islamic	Formats - Flexible - Date Formats	yyyyMMMd
8	Locale Display Names	Territories (Asia)	Western Asia	TR-variant
8	Characters	People & Body	person-fantasy	🦹‍♂ –keywords
8	Characters	Food & Drink	food-vegetable	🫛 –keywords
8	Date & Time	Buddhist	Formats - Intervals - Date Formats	yM/M
8	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMd/y
8	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMEd/d
8	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMEd/M
8	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMEd/y
8	Characters	Animals & Nature	animal-mammal	🐈‍⬛ –keywords
8	Miscellaneous	Displaying Lists	Narrow Unit List	end
7	Locale Display Names	Languages (E-J)	G	Georgian ► ka
7	Locale Display Names	Languages (E-J)	J	Jola-Fonyi ► dyo
7	Locale Display Names	Languages (K-N)	K	Karelian ► krl
7	Locale Display Names	Languages (K-N)	K	Khasi ► kha
7	Locale Display Names	Languages (K-N)	K	Kurdish ► ku
7	Locale Display Names	Languages (K-N)	K	Kyrgyz ► ky
7	Locale Display Names	Languages (K-N)	L	Lower Sorbian ► dsb
7	Locale Display Names	Languages (K-N)	L	Lozi ► loz
7	Locale Display Names	Languages (K-N)	M	Macedonian ► mk
7	Locale Display Names	Languages (K-N)	M	Malay ► ms
7	Locale Display Names	Languages (K-N)	M	Malayalam ► ml
7	Locale Display Names	Languages (K-N)	M	Mi'kmaw ► mic
7	Locale Display Names	Languages (K-N)	M	Mirandese ► mwl
7	Locale Display Names	Languages (K-N)	M	Morisyen ► mfe
7	Locale Display Names	Languages (K-N)	M	Muscogee ► mus
7	Locale Display Names	Languages (K-N)	N	Northern East Cree ► crl
7	Locale Display Names	Languages (K-N)	N	Nyankole ► nyn
7	Locale Display Names	Languages (O-S)	P	Palauan ► pau
7	Locale Display Names	Languages (O-S)	P	Pangasinan ► pag
7	Locale Display Names	Languages (O-S)	Q	Quechua ► qu
7	Locale Display Names	Languages (O-S)	S	Samoan ► sm
7	Locale Display Names	Languages (O-S)	S	Sanskrit ► sa
7	Locale Display Names	Languages (O-S)	S	Sardinian ► sc
7	Locale Display Names	Languages (O-S)	S	Scottish Gaelic ► gd
7	Locale Display Names	Languages (O-S)	S	Sichuan Yi ► ii
7	Locale Display Names	Languages (O-S)	S	Southern East Cree ► crj
7	Locale Display Names	Languages (O-S)	S	Swati ► ss
7	Locale Display Names	Languages (O-S)	S	Swiss German ► gsw
7	Locale Display Names	Languages (T-Z)	T	Taita ► dav
7	Locale Display Names	Languages (T-Z)	T	Tajik ► tg
7	Locale Display Names	Languages (T-Z)	T	Turkmen ► tk
7	Locale Display Names	Languages (T-Z)	U	Uyghur ► ug
7	Date & Time	Gregorian	Months - abbreviated - Standalone	Jan
7	Locale Display Names	Keys	calendar	calendar-islamic-rgsa
7	Units	Length	meter	short-displayName
7	Miscellaneous	Person Name Formats	Default Parameters	length
7	Units	Duration	quarter	long-per
7	Units	Duration	quarter	narrow-other-nominative
7	Units	Duration	week	long-per
7	Units	Duration	minute	long-per
7	Units	Duration	second	long-per
7	Units	Graphics	megapixel	long-displayName
7	Units	Graphics	megapixel	narrow-one-nominative
7	Units	Graphics	pixel	short-displayName
7	Units	Graphics	pixel	long-one-nominative
7	Units	Graphics	pixel	short-other-nominative
7	Units	Graphics	pixel-per-centimeter	narrow-displayName
7	Units	Graphics	pixel-per-inch	narrow-displayName
7	Units	Length	foot	long-per
7	Units	Volume	teaspoon	short-displayName
7	Units	Volume	teaspoon	short-other-nominative
7	Units	Volume	teaspoon	narrow-other-nominative
7	Units	Volume	dessert-spoon-imperial	narrow-displayName
7	Units	Weather	inch-ofhg	narrow-other-nominative
7	Units	Digital	byte	narrow-displayName
7	Units	Other Units	millimole-per-liter	narrow-other-nominative
7	Miscellaneous	Person Name Formats	PersonName Main Patterns for Order: surnameFirst	long-addressing-informal
7	Units	Duration	year	short-per
7	Units	Duration	day	narrow-per
7	Units	Length	inch	narrow-other-nominative
7	Units	Length	light-year	short-displayName
7	Units	Volume	dessert-spoon-imperial	long-displayName
7	Units	Speed and Acceleration	beaufort	long-many-nominative
7	Locale Display Names	Languages (A-D)	A	Armenian ► hy
7	Locale Display Names	Languages (A-D)	A	Awadhi ► awa
7	Locale Display Names	Languages (A-D)	B	Basque ► eu
7	Locale Display Names	Languages (A-D)	B	Bena ► bez
7	Locale Display Names	Languages (A-D)	B	Bulgarian ► bg
7	Locale Display Names	Languages (A-D)	B	Burmese ► my
7	Locale Display Names	Languages (A-D)	C	Chipewyan ► chp
7	Locale Display Names	Languages (A-D)	C	Chuvash ► cv
7	Locale Display Names	Languages (A-D)	C	Czech ► cs
7	Locale Display Names	Languages (A-D)	D	Dakota ► dak
7	Locale Display Names	Languages (E-J)	F	Finnish ► fi
7	Locale Display Names	Languages (E-J)	G	Greek ► el
7	Locale Display Names	Languages (E-J)	G	Gwichʼin ► gwi
7	Locale Display Names	Languages (E-J)	H	Hawaiian ► haw
7	Locale Display Names	Languages (E-J)	H	Hungarian ► hu
7	Locale Display Names	Languages (E-J)	I	Icelandic ► is
7	Locale Display Names	Languages (E-J)	I	Irish ► ga
7	Locale Display Names	Languages (K-N)	K	Karachay-Balkar ► krc
7	Locale Display Names	Languages (K-N)	K	Kpelle ► kpe
7	Locale Display Names	Languages (K-N)	K	Kwasio ► nmg
7	Locale Display Names	Languages (K-N)	L	Lakota ► lkt
7	Locale Display Names	Languages (K-N)	L	Latvian ► lv
7	Locale Display Names	Languages (K-N)	L	Lithuanian ► lt
7	Locale Display Names	Languages (K-N)	M	Mongolian ► mn
7	Locale Display Names	Languages (K-N)	M	Multiple languages ► mul
7	Locale Display Names	Languages (K-N)	M	Mundang ► mua
7	Locale Display Names	Languages (O-S)	S	Santali ► sat
7	Locale Display Names	Languages (O-S)	S	Serbian ► sr
7	Locale Display Names	Languages (O-S)	S	South Ndebele ► nr
7	Locale Display Names	Languages (O-S)	S	Southern Altai ► alt
7	Locale Display Names	Languages (O-S)	S	Standard Moroccan Tamazight ► zgh
7	Locale Display Names	Languages (O-S)	S	Swedish ► sv
7	Locale Display Names	Languages (T-Z)	T	Tlingit ► tli
7	Locale Display Names	Languages (T-Z)	T	Toki Pona ► tok
7	Locale Display Names	Languages (T-Z)	U	Ukrainian ► uk
7	Locale Display Names	Languages (T-Z)	U	Uzbek ► uz
7	Locale Display Names	Languages (T-Z)	V	Vietnamese ► vi
7	Locale Display Names	Languages (T-Z)	W	Wolaytta ► wal
7	Locale Display Names	Languages (T-Z)	W	Wu Chinese ► wuu
7	Locale Display Names	Languages (T-Z)	Z	Zuni ► zun
7	Locale Display Names	Scripts	Major Use	Beng
7	Locale Display Names	Scripts	Major Use	Guru
7	Locale Display Names	Scripts	Major Use	Jamo
7	Locale Display Names	Scripts	Limited Use	Adlm
7	Locale Display Names	Scripts	Limited Use	Nkoo
7	Locale Display Names	Scripts	Limited Use	Olck
7	Locale Display Names	Scripts	Limited Use	Yiii
7	Locale Display Names	Geographic Regions	world	EZ
7	Locale Display Names	Geographic Regions	Africa	202
7	Locale Display Names	Territories (North America)	Caribbean	KY
7	Locale Display Names	Territories (North America)	Caribbean	LC
7	Locale Display Names	Territories (Africa)	Eastern Africa	DJ
7	Locale Display Names	Territories (Europe)	Eastern Europe	CZ-variant
7	Locale Display Names	Keys	calendar	calendar
