#Locale	Prov.	Unconf.	Missing	Path*
‡ff	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
‡ff	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
‡ff	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
‡ff	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
‡ff	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
‡ff	2	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
‡ff	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
‡ff	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
‡ff	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
‡ff	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
‡ff	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
‡ff	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
‡ff	32	0	0	Totals
				
frr	0	0	8	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
frr	0	0	1	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
frr	0	0	2	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
frr	0	0	7	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']
frr	0	0	12	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']
frr	0	0	1	//ldml/dates/timeZoneNames/fallbackFormat
frr	0	0	1	//ldml/dates/timeZoneNames/gmtFormat
frr	0	0	1	//ldml/dates/timeZoneNames/gmtZeroFormat
frr	0	0	1	//ldml/dates/timeZoneNames/hourFormat
frr	0	0	1	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
frr	0	0	1	//ldml/dates/timeZoneNames/regionFormat
frr	0	0	2	//ldml/dates/timeZoneNames/regionFormat[@type='*']
frr	0	0	1	//ldml/delimiters/alternateQuotationEnd
frr	0	0	1	//ldml/delimiters/alternateQuotationStart
frr	0	0	1	//ldml/delimiters/quotationEnd
frr	0	0	1	//ldml/delimiters/quotationStart
frr	0	0	3	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
frr	0	0	1	//ldml/localeDisplayNames/languages/language[@type='*']
frr	0	0	1	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
frr	0	0	1	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
frr	0	0	3	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
frr	0	0	1	//ldml/localeDisplayNames/scripts/script[@type='*']
frr	0	0	1	//ldml/localeDisplayNames/territories/territory[@type='*']
frr	0	0	1	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
frr	0	0	1	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
frr	0	0	1	//ldml/numbers/defaultNumberingSystem
frr	0	0	1	//ldml/numbers/otherNumberingSystems/native
frr	0	0	1	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
frr	0	0	1	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
frr	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/decimal
frr	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/group
frr	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/minusSign
frr	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/percentSign
frr	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/plusSign
frr	0	0	64	Totals
				
fur	7	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
fur	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
fur	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
fur	1	0	0	//ldml/dates/timeZoneNames/regionFormat
fur	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
fur	12	0	0	Totals
				
fy	0	0	1	//ldml/numbers/defaultNumberingSystem
fy	0	0	1	//ldml/numbers/otherNumberingSystems/native
fy	0	0	2	Totals
				
gaa	0	0	8	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
gaa	0	0	1	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
gaa	0	0	2	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
gaa	0	0	7	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']
gaa	0	0	12	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']
gaa	0	0	1	//ldml/dates/timeZoneNames/fallbackFormat
gaa	0	0	1	//ldml/dates/timeZoneNames/gmtFormat
gaa	0	0	1	//ldml/dates/timeZoneNames/gmtZeroFormat
gaa	0	0	1	//ldml/dates/timeZoneNames/hourFormat
gaa	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
gaa	0	0	1	//ldml/dates/timeZoneNames/regionFormat
gaa	0	0	2	//ldml/dates/timeZoneNames/regionFormat[@type='*']
gaa	0	0	1	//ldml/delimiters/alternateQuotationEnd
gaa	0	0	1	//ldml/delimiters/alternateQuotationStart
gaa	0	0	1	//ldml/delimiters/quotationEnd
gaa	0	0	1	//ldml/delimiters/quotationStart
gaa	0	0	3	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
gaa	0	0	1	//ldml/localeDisplayNames/languages/language[@type='*']
gaa	0	0	1	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
gaa	0	0	1	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
gaa	0	0	3	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
gaa	0	0	1	//ldml/localeDisplayNames/scripts/script[@type='*']
gaa	0	0	1	//ldml/localeDisplayNames/territories/territory[@type='*']
gaa	0	0	1	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
gaa	0	0	1	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
gaa	0	0	1	//ldml/numbers/defaultNumberingSystem
gaa	0	0	1	//ldml/numbers/otherNumberingSystems/native
gaa	0	0	1	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
gaa	0	0	1	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
gaa	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/decimal
gaa	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/group
gaa	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/minusSign
gaa	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/percentSign
gaa	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/plusSign
gaa	1	0	63	Totals
				
gez	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
gez	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
gez	0	0	2	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
gez	0	0	7	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']
gez	0	0	12	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']
gez	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
gez	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
gez	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
gez	1	0	0	//ldml/dates/timeZoneNames/hourFormat
gez	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
gez	1	0	0	//ldml/dates/timeZoneNames/regionFormat
gez	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
gez	1	0	0	//ldml/delimiters/alternateQuotationEnd
gez	1	0	0	//ldml/delimiters/alternateQuotationStart
gez	1	0	0	//ldml/delimiters/quotationEnd
gez	1	0	0	//ldml/delimiters/quotationStart
gez	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
gez	0	0	2	//ldml/localeDisplayNames/languages/language[@type='*']
gez	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
gez	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
gez	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
gez	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
gez	0	0	2	//ldml/localeDisplayNames/territories/territory[@type='*']
gez	1	0	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
gez	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
gez	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
gez	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
gez	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
gez	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/group
gez	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
gez	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
gez	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
gez	38	0	26	Totals
				
gn	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
gn	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
gn	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
gn	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
gn	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
gn	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
gn	1	0	0	//ldml/dates/timeZoneNames/hourFormat
gn	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
gn	1	0	0	//ldml/dates/timeZoneNames/regionFormat
gn	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
gn	1	0	0	//ldml/delimiters/alternateQuotationEnd
gn	1	0	0	//ldml/delimiters/alternateQuotationStart
gn	1	0	0	//ldml/delimiters/quotationEnd
gn	1	0	0	//ldml/delimiters/quotationStart
gn	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
gn	1	0	0	//ldml/localeDisplayNames/languages/language[@type='*']
gn	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
gn	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
gn	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
gn	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
gn	0	0	1	//ldml/localeDisplayNames/territories/territory[@type='*']
gn	1	0	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
gn	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
gn	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
gn	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
gn	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/decimal
gn	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/group
gn	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
gn	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
gn	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
gn	40	0	3	Totals
				
gsw	6	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
gsw	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
gsw	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
gsw	1	0	0	//ldml/dates/timeZoneNames/regionFormat
gsw	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
gsw	1	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
gsw	12	0	0	Totals
				
guz	5	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
guz	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
guz	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
guz	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
guz	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
guz	1	0	0	//ldml/dates/timeZoneNames/hourFormat
guz	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
guz	1	0	0	//ldml/dates/timeZoneNames/regionFormat
guz	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
guz	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
guz	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
guz	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
guz	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
guz	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
guz	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
guz	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
guz	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
guz	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
guz	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group
guz	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
guz	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
guz	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
guz	31	0	0	Totals
				
gv	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
gv	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
gv	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
gv	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
gv	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
gv	1	0	0	//ldml/dates/timeZoneNames/hourFormat
gv	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
gv	1	0	0	//ldml/dates/timeZoneNames/regionFormat
gv	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
gv	1	0	0	//ldml/delimiters/alternateQuotationEnd
gv	1	0	0	//ldml/delimiters/alternateQuotationStart
gv	1	0	0	//ldml/delimiters/quotationEnd
gv	1	0	0	//ldml/delimiters/quotationStart
gv	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
gv	1	0	0	//ldml/localeDisplayNames/languages/language[@type='*']
gv	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
gv	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
gv	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
gv	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
gv	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
gv	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
gv	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
gv	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
gv	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group
gv	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
gv	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
gv	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
gv	39	0	0	Totals
				
ha_Arab	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
ha_Arab	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
ha_Arab	0	0	2	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
ha_Arab	0	0	7	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']
ha_Arab	0	0	12	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']
ha_Arab	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
ha_Arab	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
ha_Arab	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
ha_Arab	1	0	0	//ldml/dates/timeZoneNames/hourFormat
ha_Arab	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
ha_Arab	1	0	0	//ldml/dates/timeZoneNames/regionFormat
ha_Arab	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
ha_Arab	1	0	0	//ldml/delimiters/alternateQuotationEnd
ha_Arab	1	0	0	//ldml/delimiters/alternateQuotationStart
ha_Arab	1	0	0	//ldml/delimiters/quotationEnd
ha_Arab	1	0	0	//ldml/delimiters/quotationStart
ha_Arab	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
ha_Arab	3	0	0	//ldml/localeDisplayNames/languages/language[@type='*']
ha_Arab	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
ha_Arab	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
ha_Arab	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
ha_Arab	2	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
ha_Arab	5	0	0	//ldml/localeDisplayNames/territories/territory[@type='*']
ha_Arab	1	0	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
ha_Arab	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
ha_Arab	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
ha_Arab	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
ha_Arab	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
ha_Arab	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group
ha_Arab	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
ha_Arab	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
ha_Arab	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
ha_Arab	48	0	21	Totals
				
haw	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
haw	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
haw	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
haw	1	0	0	//ldml/dates/timeZoneNames/hourFormat
haw	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
haw	1	0	0	//ldml/dates/timeZoneNames/regionFormat
haw	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
haw	1	0	0	//ldml/delimiters/alternateQuotationEnd
haw	1	0	0	//ldml/delimiters/alternateQuotationStart
haw	1	0	0	//ldml/delimiters/quotationEnd
haw	1	0	0	//ldml/delimiters/quotationStart
haw	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
haw	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
haw	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
haw	1	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
haw	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
haw	19	0	0	Totals
				
hnj	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
hnj	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
hnj	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
hnj	7	0	0	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']
hnj	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
hnj	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
hnj	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
hnj	1	0	0	//ldml/dates/timeZoneNames/hourFormat
hnj	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
hnj	1	0	0	//ldml/dates/timeZoneNames/regionFormat
hnj	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
hnj	1	0	0	//ldml/delimiters/alternateQuotationEnd
hnj	1	0	0	//ldml/delimiters/alternateQuotationStart
hnj	1	0	0	//ldml/delimiters/quotationEnd
hnj	1	0	0	//ldml/delimiters/quotationStart
hnj	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
hnj	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
hnj	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
hnj	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
hnj	1	0	1	//ldml/localeDisplayNames/scripts/script[@type='*']
hnj	1	0	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
hnj	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
hnj	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
hnj	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
hnj	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
hnj	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group
hnj	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
hnj	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
hnj	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
hnj	48	0	1	Totals
				
ie	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
ie	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
ie	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
ie	7	0	0	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']
ie	12	0	0	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']
ie	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
ie	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
ie	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
ie	1	0	0	//ldml/dates/timeZoneNames/hourFormat
ie	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
ie	1	0	0	//ldml/dates/timeZoneNames/regionFormat
ie	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
ie	1	0	0	//ldml/delimiters/alternateQuotationEnd
ie	1	0	0	//ldml/delimiters/alternateQuotationStart
ie	1	0	0	//ldml/delimiters/quotationEnd
ie	1	0	0	//ldml/delimiters/quotationStart
ie	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
ie	2	0	0	//ldml/localeDisplayNames/languages/language[@type='*']
ie	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
ie	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
ie	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
ie	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
ie	2	0	0	//ldml/localeDisplayNames/territories/territory[@type='*']
ie	1	0	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
ie	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
ie	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
ie	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
ie	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
ie	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group
ie	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
ie	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
ie	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
ie	64	0	0	Totals
				
ii	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
ii	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
ii	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
ii	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
ii	1	0	0	//ldml/dates/timeZoneNames/hourFormat
ii	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
ii	1	0	0	//ldml/dates/timeZoneNames/regionFormat
ii	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
ii	1	0	0	//ldml/delimiters/alternateQuotationEnd
