#Locale	Prov.	Unconf.	Missing	Path*
ksf	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
ksf	1	0	0	//ldml/dates/timeZoneNames/regionFormat
ksf	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
ksf	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
ksf	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
ksf	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
ksf	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
ksf	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
ksf	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
ksf	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
ksf	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
ksf	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
ksf	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
ksf	25	0	0	Totals
				
ksh	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
ksh	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
ksh	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
ksh	4	0	0	Totals
				
ku	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
ku	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
ku	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
ku	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
ku	1	0	0	//ldml/dates/timeZoneNames/hourFormat
ku	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
ku	1	0	0	//ldml/dates/timeZoneNames/regionFormat
ku	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
ku	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
ku	19	0	0	Totals
				
kw	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
kw	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
kw	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
kw	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
kw	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
kw	1	0	0	//ldml/dates/timeZoneNames/hourFormat
kw	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
kw	1	0	0	//ldml/dates/timeZoneNames/regionFormat
kw	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
kw	1	0	0	//ldml/delimiters/alternateQuotationEnd
kw	1	0	0	//ldml/delimiters/alternateQuotationStart
kw	1	0	0	//ldml/delimiters/quotationEnd
kw	1	0	0	//ldml/delimiters/quotationStart
kw	2	0	1	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
kw	0	0	1	//ldml/localeDisplayNames/languages/language[@type='*']
kw	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
kw	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
kw	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
kw	0	0	1	//ldml/localeDisplayNames/scripts/script[@type='*']
kw	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
kw	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
kw	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
kw	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
kw	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group
kw	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
kw	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
kw	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
kw	36	0	3	Totals
				
la	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
la	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
la	0	2	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
la	0	7	0	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']
la	0	12	0	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']
la	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
la	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
la	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
la	1	0	0	//ldml/dates/timeZoneNames/hourFormat
la	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
la	1	0	0	//ldml/dates/timeZoneNames/regionFormat
la	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
la	0	1	0	//ldml/delimiters/alternateQuotationEnd
la	0	1	0	//ldml/delimiters/alternateQuotationStart
la	0	1	0	//ldml/delimiters/quotationEnd
la	0	1	0	//ldml/delimiters/quotationStart
la	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
la	0	2	0	//ldml/localeDisplayNames/languages/language[@type='*']
la	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
la	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
la	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
la	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
la	0	1	0	//ldml/localeDisplayNames/territories/territory[@type='*']
la	1	0	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
la	0	1	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
la	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
la	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
la	0	1	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
la	0	1	0	//ldml/numbers/symbols[@numberSystem='*']/group
la	0	1	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
la	0	1	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
la	0	1	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
la	29	34	0	Totals
				
lag	5	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
lag	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
lag	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
lag	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
lag	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
lag	1	0	0	//ldml/dates/timeZoneNames/hourFormat
lag	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
lag	1	0	0	//ldml/dates/timeZoneNames/regionFormat
lag	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
lag	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
lag	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
lag	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
lag	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
lag	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
lag	1	0	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
lag	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
lag	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
lag	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
lag	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
lag	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group
lag	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
lag	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
lag	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
lag	32	0	0	Totals
				
lb	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
lb	2	0	0	Totals
				
lg	5	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
lg	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
lg	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
lg	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
lg	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
lg	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
lg	1	0	0	//ldml/dates/timeZoneNames/hourFormat
lg	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
lg	1	0	0	//ldml/dates/timeZoneNames/regionFormat
lg	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
lg	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
lg	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
lg	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
lg	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
lg	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
lg	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
lg	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
lg	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
lg	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
lg	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group
lg	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
lg	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
lg	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
lg	33	0	0	Totals
				
lij	0	0	8	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
lij	0	0	1	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
lij	0	0	2	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
lij	0	0	7	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']
lij	0	0	12	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']
lij	0	0	1	//ldml/dates/timeZoneNames/fallbackFormat
lij	0	0	1	//ldml/dates/timeZoneNames/gmtFormat
lij	0	0	1	//ldml/dates/timeZoneNames/gmtZeroFormat
lij	0	0	1	//ldml/dates/timeZoneNames/hourFormat
lij	0	0	1	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
lij	0	0	1	//ldml/dates/timeZoneNames/regionFormat
lij	0	0	2	//ldml/dates/timeZoneNames/regionFormat[@type='*']
lij	0	0	3	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
lij	0	0	1	//ldml/localeDisplayNames/languages/language[@type='*']
lij	0	0	3	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
lij	0	0	1	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
lij	0	0	1	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
lij	0	0	1	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
lij	0	0	1	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
lij	0	0	49	Totals
				
lkt	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
lkt	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
lkt	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
lkt	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
lkt	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
lkt	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
lkt	1	0	0	//ldml/dates/timeZoneNames/hourFormat
lkt	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
lkt	1	0	0	//ldml/dates/timeZoneNames/regionFormat
lkt	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
lkt	1	0	0	//ldml/delimiters/alternateQuotationEnd
lkt	1	0	0	//ldml/delimiters/alternateQuotationStart
lkt	1	0	0	//ldml/delimiters/quotationEnd
lkt	1	0	0	//ldml/delimiters/quotationStart
lkt	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
lkt	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
lkt	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
lkt	2	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
lkt	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
lkt	1	0	0	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
lkt	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
lkt	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
lkt	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
lkt	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/decimal
lkt	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/group
lkt	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/minusSign
lkt	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/percentSign
lkt	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/plusSign
lkt	35	0	5	Totals
				
lmo	0	0	8	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
lmo	0	0	1	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
lmo	0	0	2	//ldml/dates/calendars/calendar[@type='*']/dayPeriods/dayPeriodContext[@type='*']/dayPeriodWidth[@type='*']/dayPeriod[@type='*']
lmo	0	0	7	//ldml/dates/calendars/calendar[@type='*']/days/dayContext[@type='*']/dayWidth[@type='*']/day[@type='*']
lmo	0	0	12	//ldml/dates/calendars/calendar[@type='*']/months/monthContext[@type='*']/monthWidth[@type='*']/month[@type='*']
lmo	0	0	1	//ldml/dates/timeZoneNames/fallbackFormat
lmo	0	0	1	//ldml/dates/timeZoneNames/gmtFormat
lmo	0	0	1	//ldml/dates/timeZoneNames/gmtZeroFormat
lmo	0	0	1	//ldml/dates/timeZoneNames/hourFormat
lmo	0	0	1	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
lmo	0	0	1	//ldml/dates/timeZoneNames/regionFormat
lmo	0	0	2	//ldml/dates/timeZoneNames/regionFormat[@type='*']
lmo	0	0	1	//ldml/delimiters/alternateQuotationEnd
lmo	0	0	1	//ldml/delimiters/alternateQuotationStart
lmo	0	0	1	//ldml/delimiters/quotationEnd
lmo	0	0	1	//ldml/delimiters/quotationStart
lmo	0	0	3	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
lmo	0	0	2	//ldml/localeDisplayNames/languages/language[@type='*']
lmo	0	0	1	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
lmo	0	0	1	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
lmo	0	0	3	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
lmo	0	0	1	//ldml/localeDisplayNames/scripts/script[@type='*']
lmo	0	0	1	//ldml/localeDisplayNames/territories/territory[@type='*']
lmo	0	0	1	//ldml/numbers/currencyFormats[@numberSystem='*']/currencyFormatLength/currencyFormat[@type='*']/pattern[@type='*']
lmo	0	0	1	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
lmo	0	0	1	//ldml/numbers/defaultNumberingSystem
lmo	0	0	1	//ldml/numbers/otherNumberingSystems/native
lmo	0	0	1	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
lmo	0	0	1	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
lmo	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/decimal
lmo	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/group
lmo	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/minusSign
lmo	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/percentSign
lmo	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/plusSign
lmo	0	0	65	Totals
				
ln	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
ln	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
ln	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
ln	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
ln	1	0	0	//ldml/dates/timeZoneNames/hourFormat
ln	0	0	1	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
ln	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
ln	1	0	2	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
ln	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
ln	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
ln	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
ln	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
ln	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
ln	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
ln	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/minusSign
ln	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/percentSign
ln	0	0	1	//ldml/numbers/symbols[@numberSystem='*']/plusSign
ln	17	0	6	Totals
				
lrc	8	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
lrc	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
lrc	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
lrc	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
lrc	1	0	0	//ldml/dates/timeZoneNames/hourFormat
lrc	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
lrc	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
lrc	3	0	0	//ldml/localeDisplayNames/territories/territory[@type='*']
lrc	18	0	0	Totals
				
lu	2	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
lu	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
lu	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
lu	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
lu	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
lu	1	0	0	//ldml/dates/timeZoneNames/hourFormat
lu	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
lu	1	0	0	//ldml/dates/timeZoneNames/regionFormat
lu	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
lu	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
lu	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
lu	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
lu	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
lu	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
lu	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
lu	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
lu	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
lu	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
lu	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
lu	25	0	0	Totals
				
luo	5	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
luo	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
luo	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
luo	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
luo	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
luo	1	0	0	//ldml/dates/timeZoneNames/hourFormat
luo	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
luo	1	0	0	//ldml/dates/timeZoneNames/regionFormat
luo	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
luo	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
luo	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
luo	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
luo	3	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
luo	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
luo	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
luo	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
luo	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
luo	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
luo	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group
luo	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
luo	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
luo	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
luo	31	0	0	Totals
				
luy	5	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
luy	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
luy	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
luy	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
luy	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
luy	1	0	0	//ldml/dates/timeZoneNames/hourFormat
luy	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
luy	1	0	0	//ldml/dates/timeZoneNames/regionFormat
luy	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
luy	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
luy	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
luy	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
luy	2	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
luy	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
luy	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
luy	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
luy	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
luy	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
luy	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/group
luy	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/minusSign
luy	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/percentSign
luy	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/plusSign
luy	30	0	0	Totals
				
mas	5	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/availableFormats/dateFormatItem[@id='*']
mas	1	0	0	//ldml/dates/calendars/calendar[@type='*']/dateTimeFormats/intervalFormats/intervalFormatFallback
mas	1	0	0	//ldml/dates/timeZoneNames/fallbackFormat
mas	1	0	0	//ldml/dates/timeZoneNames/gmtFormat
mas	1	0	0	//ldml/dates/timeZoneNames/gmtZeroFormat
mas	1	0	0	//ldml/dates/timeZoneNames/hourFormat
mas	1	0	0	//ldml/dates/timeZoneNames/metazone[@type='*']/long/standard
mas	1	0	0	//ldml/dates/timeZoneNames/regionFormat
mas	2	0	0	//ldml/dates/timeZoneNames/regionFormat[@type='*']
mas	3	0	0	//ldml/localeDisplayNames/codePatterns/codePattern[@type='*']
mas	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localePattern
mas	1	0	0	//ldml/localeDisplayNames/localeDisplayPattern/localeSeparator
mas	2	0	0	//ldml/localeDisplayNames/measurementSystemNames/measurementSystemName[@type='*']
mas	1	0	0	//ldml/localeDisplayNames/scripts/script[@type='*']
mas	1	0	0	//ldml/numbers/decimalFormats[@numberSystem='*']/decimalFormatLength/decimalFormat[@type='*']/pattern[@type='*']
mas	1	0	0	//ldml/numbers/percentFormats[@numberSystem='*']/percentFormatLength/percentFormat[@type='*']/pattern[@type='*']
mas	1	0	0	//ldml/numbers/scientificFormats[@numberSystem='*']/scientificFormatLength/scientificFormat[@type='*']/pattern[@type='*']
mas	1	0	0	//ldml/numbers/symbols[@numberSystem='*']/decimal
