# Section	Page	Header	Code	Locale	Old	New	Level
#Section	Page	Header	Code	Locale	Old	New	Level
Core Data	Alphabetic Information	Characters in Use	Others: punctuation	fa	…[]…	…[]…	core
#Section	Page	Header	Code	Locale	Old	New	Level
Core Data	Alphabetic Information	Characters in Use	Main Letters	ff_Adlm	…[]…	…[]…	core
#Section	Page	Header	Code	Locale	Old	New	Level
Core Data	Alphabetic Information	Characters in Use	Main Letters	fi	…[]…	…[]…	core
Core Data	Alphabetic Information	Characters in Use	Others: auxiliary	fi	…[]…	…[]…	core
Core Data	Alphabetic Information	Characters in Use	Others: punctuation	fi	…[]…	…[]…	core
Core Data	Alphabetic Information	Parse	date-lenient(:)	fi	[\: ∶]	[\:∶]	moderate
Core Data	Alphabetic Information	Parse	general-lenient(£)	fi	[£ ₤]	[£₤]	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Core Data	Alphabetic Information	Characters in Use	Others: auxiliary	fil	…[]…	…[]…	core
Core Data	Alphabetic Information	Characters in Use	Others: punctuation	fil	…[]…	…[]…	core
Core Data	Alphabetic Information	Parse	date-lenient(:)	fil	[\: ∶]	[\:∶]	moderate
Core Data	Alphabetic Information	Parse	general-lenient(£)	fil	[£ ₤]	[£₤]	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Core Data	Alphabetic Information	Characters in Use	Main Letters	fo	…[]…	…[]…	core
Core Data	Alphabetic Information	Characters in Use	Others: index	fo	…[]…	…[]…	moderate
Core Data	Alphabetic Information	Characters in Use	Others: punctuation	fo	…[]…	…[]…	core
Core Data	Alphabetic Information	Parse	date-lenient(:)	fo	[\: ∶]	[\:∶]	moderate
Core Data	Alphabetic Information	Parse	general-lenient(£)	fo	[£ ₤]	[£₤]	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Core Data	Alphabetic Information	Characters in Use	Main Letters	fr	…[]…	…[]…	core
Core Data	Alphabetic Information	Characters in Use	Others: auxiliary	fr	…[]…	…[]…	core
Core Data	Alphabetic Information	Characters in Use	Others: auxiliary	fr_CA	…[]…	…[]…	core
Core Data	Alphabetic Information	Characters in Use	Others: numbers	fr	…[]…	…[]…	core
Core Data	Alphabetic Information	Characters in Use	Others: punctuation	fr	…[]…	…[]…	core
Core Data	Alphabetic Information	Parse	date-lenient(:)	fr	[\: ∶]	[\:∶]	moderate
Core Data	Alphabetic Information	Parse	general-lenient(£)	fr	[£ ₤]	[£₤]	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Core Data	Alphabetic Information	Characters in Use	Main Letters	ga	…[]…	…[]…	core
Core Data	Alphabetic Information	Characters in Use	Others: punctuation	ga	…[]…	…[]…	core
Core Data	Alphabetic Information	Parse	date-lenient(:)	ga	[\: ∶]	[\:∶]	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Core Data	Alphabetic Information	Characters in Use	Main Letters	gd	…[]…	…[]…	core
Core Data	Alphabetic Information	Characters in Use	Others: auxiliary	gd	…[]…	…[]…	core
Core Data	Alphabetic Information	Characters in Use	Others: punctuation	gd	…[]…	…[]…	core
Core Data	Alphabetic Information	Parse	date-lenient(:)	gd	[\: ∶]	[\:∶]	moderate
Core Data	Alphabetic Information	Parse	general-lenient(£)	gd	[£ ₤]	[£₤]	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Core Data	Alphabetic Information	Characters in Use	Main Letters	gl	…[]…	…[]…	core
Core Data	Alphabetic Information	Characters in Use	Others: auxiliary	gl	…[]…	…[]…	core
Core Data	Alphabetic Information	Characters in Use	Others: punctuation	gl	…[]…	…[]…	core
Core Data	Alphabetic Information	Parse	date-lenient(:)	gl	[\: ∶]	[\:∶]	moderate
Core Data	Alphabetic Information	Parse	general-lenient(£)	gl	[£ ₤]	[£₤]	moderate
#Section	Page	Header	Code	Locale	Old	New	Level
Core Data	Alphabetic Information	Characters in Use	Main Letters	gu	…[]…	…[]…	core
Core Data	Alphabetic Information	Characters in Use	Others: punctuation	gu	…[]…	…[]…	core
#Section	Page	Header	Code	Locale	Old	New	Level
Core Data	Alphabetic Information	Characters in Use	Others: punctuation	ha	…[]…	…[]…	core
#Section	Page	Header	Code	Locale	Old	New	Level
