#Path Level	#Locales	Locales	Section	Page	Header	Code
modern	1	mi	Characters	Symbols2	punctuation	! –keywords
modern	1	mi	Characters	Symbols2	punctuation	! -name
modern	1	mi	Characters	Symbols2	punctuation	# –keywords
modern	1	mi	Characters	Symbols2	punctuation	# -name
modern	1	mi	Characters	Symbols2	currency	$ –keywords
modern	1	mi	Characters	Symbols2	currency	$ -name
modern	1	mi	Characters	Symbols2	punctuation	% –keywords
modern	1	mi	Characters	Symbols2	punctuation	% -name
modern	1	mi	Characters	Symbols2	punctuation	& –keywords
modern	1	mi	Characters	Symbols2	punctuation	& -name
modern	1	mi	Characters	Symbols2	punctuation	' –keywords
modern	1	mi	Characters	Symbols2	punctuation	' -name
modern	1	mi	Characters	Symbols2	punctuation	) –keywords
modern	1	mi	Characters	Symbols2	punctuation	) -name
modern	2	zu mi	Characters	Symbols2	punctuation	* –keywords
modern	2	zu mi	Characters	Symbols2	punctuation	* -name
modern	1	mi	Characters	Symbols2	math	+ –keywords
modern	1	mi	Characters	Symbols2	math	+ -name
modern	1	mi	Characters	Symbols2	punctuation	, –keywords
modern	1	mi	Characters	Symbols2	punctuation	, -name
modern	1	mi	Characters	Symbols2	punctuation	- –keywords
modern	1	mi	Characters	Symbols2	punctuation	- -name
modern	1	mi	Characters	Symbols2	punctuation	. –keywords
modern	1	mi	Characters	Symbols2	punctuation	. -name
modern	1	mi	Characters	Symbols2	punctuation	/ –keywords
modern	1	mi	Characters	Symbols2	punctuation	/ -name
modern	1	mi	Characters	Symbols2	punctuation	: –keywords
modern	1	mi	Characters	Symbols2	punctuation	: -name
modern	1	mi	Characters	Symbols2	punctuation	; –keywords
modern	1	mi	Characters	Symbols2	punctuation	; -name
modern	1	mi	Characters	Symbols2	math	< –keywords
modern	1	mi	Characters	Symbols2	math	< -name
modern	1	mi	Characters	Symbols2	math	= –keywords
modern	1	mi	Characters	Symbols2	math	= -name
modern	1	mi	Characters	Symbols2	math	> –keywords
modern	1	mi	Characters	Symbols2	math	> -name
modern	1	mi	Characters	Symbols2	punctuation	? –keywords
modern	1	mi	Characters	Symbols2	punctuation	? -name
modern	1	mi	Characters	Symbols2	punctuation	@ –keywords
modern	1	mi	Characters	Symbols2	punctuation	@ -name
modern	1	mi	Characters	Symbols2	punctuation	[ –keywords
modern	1	mi	Characters	Symbols2	punctuation	[ -name
modern	1	mi	Characters	Symbols2	punctuation	\ –keywords
modern	1	mi	Characters	Symbols2	punctuation	\ -name
modern	1	mi	Characters	Symbols2	punctuation	] –keywords
modern	1	mi	Characters	Symbols2	punctuation	] -name
modern	1	mi	Characters	Symbols2	punctuation	^ –keywords
modern	2	zu mi	Characters	Symbols2	punctuation	^ -name
modern	1	mi	Characters	Symbols2	punctuation	_ –keywords
modern	1	mi	Characters	Symbols2	punctuation	_ -name
modern	2	zu mi	Characters	Symbols2	punctuation	` –keywords
modern	2	zu mi	Characters	Symbols2	punctuation	` -name
modern	1	mi	Characters	Symbols2	punctuation	{ –keywords
modern	1	mi	Characters	Symbols2	punctuation	{ -name
modern	1	mi	Characters	Symbols2	math	| –keywords
modern	1	mi	Characters	Symbols2	math	| -name
modern	1	mi	Characters	Symbols2	punctuation	} –keywords
modern	1	mi	Characters	Symbols2	punctuation	} -name
modern	1	mi	Characters	Symbols2	math	~ –keywords
modern	1	mi	Characters	Symbols2	math	~ -name
modern	1	mi	Characters	Symbols2	punctuation	¡ –keywords
modern	1	mi	Characters	Symbols2	punctuation	¡ -name
modern	1	mi	Characters	Symbols2	currency	¢ –keywords
modern	1	mi	Characters	Symbols2	currency	¢ -name
modern	1	mi	Characters	Symbols2	currency	£ –keywords
modern	1	mi	Characters	Symbols2	currency	£ -name
modern	1	mi	Characters	Symbols2	currency	¥ –keywords
modern	1	mi	Characters	Symbols2	currency	¥ -name
modern	1	mi	Characters	Symbols2	punctuation	§ –keywords
modern	1	mi	Characters	Symbols2	punctuation	§ -name
modern	1	mi	Characters	Symbols2	punctuation	¨ –keywords
modern	1	mi	Characters	Symbols2	punctuation	¨ -name
modern	1	mi	Characters	Symbols2	punctuation	« –keywords
modern	1	mi	Characters	Symbols2	punctuation	« -name
modern	1	mi	Characters	Symbols2	math	¬ –keywords
modern	1	mi	Characters	Symbols2	math	¬ -name
modern	1	mi	Characters	Symbols2	math	° –keywords
modern	1	mi	Characters	Symbols2	math	° -name
modern	1	mi	Characters	Symbols2	math	± –keywords
modern	1	mi	Characters	Symbols2	math	± -name
modern	1	mi	Characters	Symbols2	math	² –keywords
modern	1	mi	Characters	Symbols2	math	² -name
modern	1	mi	Characters	Symbols2	math	³ –keywords
modern	1	mi	Characters	Symbols2	math	³ -name
modern	1	mi	Characters	Symbols2	punctuation	´ –keywords
modern	1	mi	Characters	Symbols2	punctuation	´ -name
modern	1	mi	Characters	Symbols2	alphanum	µ –keywords
modern	1	mi	Characters	Symbols2	alphanum	µ -name
modern	1	mi	Characters	Symbols2	punctuation	¶ –keywords
modern	1	mi	Characters	Symbols2	punctuation	¶ -name
modern	1	mi	Characters	Symbols2	punctuation	· –keywords
modern	1	mi	Characters	Symbols2	punctuation	· -name
modern	1	mi	Characters	Symbols2	math	¹ –keywords
modern	1	mi	Characters	Symbols2	math	¹ -name
modern	1	mi	Characters	Symbols2	punctuation	» –keywords
modern	1	mi	Characters	Symbols2	punctuation	» -name
modern	1	mi	Characters	Symbols2	punctuation	¿ –keywords
modern	1	mi	Characters	Symbols2	punctuation	¿ -name
modern	1	mi	Characters	Symbols2	math	× –keywords
modern	1	mi	Characters	Symbols2	math	× -name
modern	1	mi	Characters	Symbols2	math	÷ –keywords
modern	1	mi	Characters	Symbols2	math	÷ -name
modern	1	mi	Characters	Symbols2	punctuation	، –keywords
modern	1	mi	Characters	Symbols2	punctuation	، -name
modern	1	mi	Characters	Symbols2	punctuation	؛ –keywords
modern	1	mi	Characters	Symbols2	punctuation	؛ -name
modern	1	mi	Characters	Symbols2	punctuation	؟ –keywords
modern	1	mi	Characters	Symbols2	punctuation	؟ -name
modern	1	mi	Characters	Symbols2	punctuation	‐ –keywords
modern	1	mi	Characters	Symbols2	punctuation	‐ -name
modern	1	mi	Characters	Symbols2	punctuation	– –keywords
modern	1	mi	Characters	Symbols2	punctuation	– -name
modern	1	mi	Characters	Symbols2	punctuation	— –keywords
modern	1	mi	Characters	Symbols2	punctuation	— -name
modern	1	mi	Characters	Symbols2	punctuation	― –keywords
modern	1	mi	Characters	Symbols2	punctuation	― -name
modern	1	mi	Characters	Symbols2	punctuation	‘ –keywords
modern	1	mi	Characters	Symbols2	punctuation	‘ -name
modern	1	mi	Characters	Symbols2	punctuation	’ –keywords
modern	1	mi	Characters	Symbols2	punctuation	’ -name
modern	1	mi	Characters	Symbols2	punctuation	‚ –keywords
modern	1	mi	Characters	Symbols2	punctuation	‚ -name
modern	1	mi	Characters	Symbols2	punctuation	“ –keywords
modern	1	mi	Characters	Symbols2	punctuation	“ -name
modern	1	mi	Characters	Symbols2	punctuation	” –keywords
modern	1	mi	Characters	Symbols2	punctuation	” -name
modern	1	mi	Characters	Symbols2	punctuation	„ –keywords
modern	1	mi	Characters	Symbols2	punctuation	„ -name
modern	1	mi	Characters	Symbols2	punctuation	† –keywords
modern	1	mi	Characters	Symbols2	punctuation	† -name
modern	1	mi	Characters	Symbols2	punctuation	‡ –keywords
modern	1	mi	Characters	Symbols2	punctuation	‡ -name
modern	1	mi	Characters	Symbols2	punctuation	• –keywords
modern	1	mi	Characters	Symbols2	punctuation	• -name
modern	1	mi	Characters	Symbols2	punctuation	… –keywords
modern	1	mi	Characters	Symbols2	punctuation	… -name
modern	1	mi	Characters	Symbols2	punctuation	‧ –keywords
modern	1	mi	Characters	Symbols2	punctuation	‧ -name
modern	2	zu mi	Characters	Symbols2	punctuation	‰ –keywords
modern	2	zu mi	Characters	Symbols2	punctuation	‰ -name
modern	1	mi	Characters	Symbols2	punctuation	′ –keywords
modern	1	mi	Characters	Symbols2	punctuation	′ -name
modern	1	mi	Characters	Symbols2	punctuation	″ –keywords
modern	1	mi	Characters	Symbols2	punctuation	″ -name
modern	1	mi	Characters	Symbols2	punctuation	‴ –keywords
modern	1	mi	Characters	Symbols2	punctuation	‴ -name
modern	1	pcm	Characters	Symbols2	other-symbol	‸ –keywords
modern	1	pcm	Characters	Symbols2	other-symbol	‸ -name
modern	1	mi	Characters	Symbols2	punctuation	※ –keywords
modern	1	mi	Characters	Symbols2	punctuation	※ -name
modern	1	pcm	Characters	Symbols2	other-symbol	‽ –keywords
modern	1	pcm	Characters	Symbols2	other-symbol	‽ -name
modern	1	pcm	Characters	Symbols2	other-symbol	‾ –keywords
modern	1	pcm	Characters	Symbols2	other-symbol	‾ -name
modern	1	pcm	Characters	Symbols2	other-symbol	⁂ –keywords
modern	1	pcm	Characters	Symbols2	other-symbol	⁂ -name
modern	2	pcm mi	Characters	Symbols2	other-symbol	⁄ –keywords
modern	2	pcm mi	Characters	Symbols2	other-symbol	⁄ -name
modern	1	mi	Characters	Symbols2	math	⁻ –keywords
modern	1	mi	Characters	Symbols2	math	⁻ -name
modern	2	pcm mi	Characters	Symbols2	other-symbol	₢ –keywords
modern	2	pcm mi	Characters	Symbols2	other-symbol	₢ -name
modern	2	pcm mi	Characters	Symbols2	other-symbol	₣ –keywords
modern	2	pcm mi	Characters	Symbols2	other-symbol	₣ -name
modern	2	pcm mi	Characters	Symbols2	other-symbol	₤ –keywords
modern	2	pcm mi	Characters	Symbols2	other-symbol	₤ -name
modern	1	mi	Characters	Symbols2	currency	₥ –keywords
modern	1	mi	Characters	Symbols2	currency	₥ -name
modern	2	pcm mi	Characters	Symbols2	other-symbol	₨ –keywords
modern	2	pcm mi	Characters	Symbols2	other-symbol	₨ -name
modern	1	mi	Characters	Symbols2	currency	₩ –keywords
modern	1	mi	Characters	Symbols2	currency	₩ -name
modern	1	mi	Characters	Symbols2	currency	€ –keywords
modern	1	mi	Characters	Symbols2	currency	€ -name
modern	2	pcm mi	Characters	Symbols2	other-symbol	₰ –keywords
modern	2	pcm mi	Characters	Symbols2	other-symbol	₰ -name
modern	1	mi	Characters	Symbols2	currency	₱ –keywords
modern	1	mi	Characters	Symbols2	currency	₱ -name
modern	2	pcm mi	Characters	Symbols2	other-symbol	₳ –keywords
modern	2	pcm mi	Characters	Symbols2	other-symbol	₳ -name
modern	2	pcm mi	Characters	Symbols2	other-symbol	₶ –keywords
modern	2	pcm mi	Characters	Symbols2	other-symbol	₶ -name
modern	2	pcm mi	Characters	Symbols2	other-symbol	₷ –keywords
modern	2	pcm mi	Characters	Symbols2	other-symbol	₷ -name
modern	1	mi	Characters	Symbols2	currency	₹ –keywords
modern	1	mi	Characters	Symbols2	currency	₹ -name
modern	1	mi	Characters	Symbols2	currency	₽ –keywords
modern	1	mi	Characters	Symbols2	currency	₽ -name
modern	1	mi	Characters	Symbols2	currency	₿ –keywords
modern	1	mi	Characters	Symbols2	currency	₿ -name
modern	1	mi	Characters	Symbols2	alphanum	℗ –keywords
modern	1	mi	Characters	Symbols2	alphanum	℗ -name
modern	1	mi	Characters	Symbols2	arrow	← –keywords
modern	1	mi	Characters	Symbols2	arrow	← -name
modern	1	mi	Characters	Symbols2	arrow	↑ –keywords
modern	1	mi	Characters	Symbols2	arrow	↑ -name
modern	1	mi	Characters	Symbols2	arrow	→ –keywords
modern	1	mi	Characters	Symbols2	arrow	→ -name
modern	1	mi	Characters	Symbols2	arrow	↓ –keywords
modern	1	mi	Characters	Symbols2	arrow	↓ -name
modern	2	pcm mi	Characters	Symbols2	other-symbol	↚ –keywords
modern	2	pcm mi	Characters	Symbols2	other-symbol	↚ -name
modern	2	pcm mi	Characters	Symbols2	other-symbol	↛ –keywords
modern	2	pcm mi	Characters	Symbols2	other-symbol	↛ -name
modern	2	pcm mi	Characters	Symbols2	other-symbol	↜ –keywords
modern	2	pcm mi	Characters	Symbols2	other-symbol	↜ -name
modern	2	pcm mi	Characters	Symbols2	other-symbol	↝ –keywords
