# Count	Section	Page	Subhead	Code

178	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbeng
176	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbsct
174	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	gbwls
106	Units	Other Units	milligram-ofglucose-per-deciliter	long-displayName
104	Units	Other Units	milligram-ofglucose-per-deciliter	short-other-nominative
103	Units	Other Units	milligram-per-deciliter	long-displayName
102	Locale Display Names	Languages (O-S)	R	Root ► root
101	Units	Other Units	milligram-ofglucose-per-deciliter	long-other-nominative
101	Units	Other Units	milligram-ofglucose-per-deciliter	short-displayName
100	Units	Other Units	milligram-per-deciliter	short-other-nominative
98	Units	Other Units	milligram-per-deciliter	long-other-nominative
98	Units	Other Units	milligram-per-deciliter	short-displayName
97	Currencies	Western Africa	Western Africa: Côte d’Ivoire	XOF-symbol
87	Units	Other Units	milligram-ofglucose-per-deciliter	short-one-nominative
85	Units	Length	micrometer	short-other-nominative
85	Units	Other Units	milligram-ofglucose-per-deciliter	long-one-nominative
84	Units	Other Units	milligram-per-deciliter	short-one-nominative
82	Units	Other Units	milligram-per-deciliter	long-one-nominative
81	Units	Mass and Weight	microgram	short-other-nominative
79	Units	Length	micrometer	short-displayName
74	Units	Mass and Weight	microgram	short-displayName
73	Units	Length	micrometer	short-one-nominative
71	Units	Mass and Weight	microgram	short-one-nominative
50	Locale Display Names	Languages (E-J)	E	English ► en_US-short
39	Units	Length	micrometer	narrow-other-nominative
36	Locale Display Names	Languages (E-J)	E	English ► en_GB-short
31	Units	Length	micrometer	narrow-one-nominative
29	Units	Mass and Weight	microgram	narrow-other-nominative
27	Units	Length	micrometer	narrow-displayName
25	Units	Compound Units	10p-6	narrow
24	Units	Compound Units	10p-6	short
23	Units	Mass and Weight	microgram	narrow-one-nominative
22	Units	Other Units	milligram-ofglucose-per-deciliter	narrow-other-nominative
21	Units	Mass and Weight	microgram	narrow-displayName
21	Units	Other Units	milligram-ofglucose-per-deciliter	narrow-displayName
21	Units	Other Units	milligram-per-deciliter	narrow-other-nominative
20	Units	Other Units	milligram-ofglucose-per-deciliter	narrow-one-nominative
20	Units	Other Units	milligram-per-deciliter	narrow-displayName
19	Units	Other Units	milligram-per-deciliter	narrow-one-nominative
18	Units	Other Units	milligram-ofglucose-per-deciliter	short-few-nominative
18	Units	Other Units	milligram-per-deciliter	long-few-nominative
18	Units	Other Units	milligram-per-deciliter	short-few-nominative
18	Units	Graphics	dot	short-displayName
