# Count	Section	Page	Subhead	Code

362	Locale Display Names	Languages (E-J)	H	Hindi ► hi_Latn-variant
243	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-noCurrency
178	Numbers	Number Formatting Patterns	Standard Patterns 	accounting-currency-noCurrency
164	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	full-atTime
164	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	long-atTime
164	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	short-atTime
162	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	medium-atTime
158	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	full-atTime
156	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	long-atTime
152	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	short-atTime
151	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	medium-atTime
132	Miscellaneous	Person Name Formats	NameOrder for Locales	surnameFirst
120	Units	Mass and Weight	tonne	long-displayName
119	Units	Mass and Weight	tonne	long-other-nominative
119	Units	Mass and Weight	metric-ton	long-displayName
118	Units	Mass and Weight	metric-ton	long-other-nominative
118	Miscellaneous	Person Name Formats	NameOrder for Locales	givenFirst
115	Locale Display Names	Languages (K-N)	N	Northern Tutchone ► ttm
114	Locale Display Names	Languages (K-N)	N	Northern East Cree ► crl
114	Locale Display Names	Languages (T-Z)	T	Toki Pona ► tok
113	Locale Display Names	Languages (A-D)	C	Carolina Algonquian ► crr
113	Locale Display Names	Languages (A-D)	C	Chilcotin ► clc
113	Locale Display Names	Languages (K-N)	N	Northwestern Ojibwa ► ojb
113	Locale Display Names	Languages (O-S)	P	Pijin ► pis
113	Locale Display Names	Languages (T-Z)	W	Western Canadian Inuktitut ► ikt
112	Locale Display Names	Languages (A-D)	A	Atikamekw ► atj
112	Locale Display Names	Languages (E-J)	H	Halkomelem ► hur
112	Locale Display Names	Languages (K-N)	M	Michif ► crg
112	Locale Display Names	Languages (O-S)	S	Southern Lushootseed ► slh
112	Locale Display Names	Languages (O-S)	S	Southern Tutchone ► tce
111	Locale Display Names	Languages (A-D)	C	Central Ojibwa ► ojc
111	Locale Display Names	Languages (K-N)	M	Maliseet-Passamaquoddy ► pqm
111	Locale Display Names	Languages (K-N)	M	Moose Cree ► crm
111	Locale Display Names	Languages (O-S)	O	Obolo ► ann
111	Locale Display Names	Languages (O-S)	O	Okanagan ► oka
111	Locale Display Names	Languages (O-S)	P	Plains Cree ► crk
111	Locale Display Names	Languages (O-S)	S	Southern East Cree ► crj
111	Locale Display Names	Languages (O-S)	S	Southern Haida ► hax
111	Locale Display Names	Languages (O-S)	S	Straits Salish ► str
111	Locale Display Names	Languages (O-S)	S	Swampy Cree ► csw
111	Locale Display Names	Languages (T-Z)	T	Tagish ► tgx
111	Locale Display Names	Languages (T-Z)	T	Tahltan ► tht
111	Locale Display Names	Languages (T-Z)	W	Western Ojibwa ► ojw
110	Locale Display Names	Languages (E-J)	I	Innu-aimun ► moe
110	Locale Display Names	Languages (K-N)	L	Lillooet ► lil
109	Locale Display Names	Languages (K-N)	K	Kwakʼwala ► kwk
109	Locale Display Names	Languages (O-S)	O	Oji-Cree ► ojs
109	Locale Display Names	Languages (O-S)	S	Saamia ► lsm
107	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-alphaNextToNumber
107	Units	Mass and Weight	tonne	short-other-nominative
107	Units	Mass and Weight	metric-ton	short-other-nominative
107	Characters	Smileys & Emotion	heart	🩶 –keywords
107	Characters	Food & Drink	food-vegetable	🫚 –keywords
106	Characters	Smileys & Emotion	face-neutral-skeptical	🫨 -name
106	Characters	Smileys & Emotion	face-neutral-skeptical	🫨 –keywords
106	Characters	Smileys & Emotion	heart	🩵 –keywords
106	Characters	Animals & Nature	animal-mammal	🫏 –keywords
106	Characters	Animals & Nature	animal-bird	🪽 –keywords
105	Units	Mass and Weight	tonne	short-displayName
105	Units	Mass and Weight	metric-ton	short-displayName
105	Characters	Smileys & Emotion	heart	🩵 -name
105	Characters	Animals & Nature	animal-bird	🪽 -name
105	Characters	Animals & Nature	animal-bird	🪿 –keywords
105	Characters	Food & Drink	food-vegetable	🫚 -name
104	Characters	Smileys & Emotion	heart	🩷 –keywords
104	Characters	Smileys & Emotion	heart	🩶 -name
104	Characters	People & Body	hand-fingers-open	🫷 –keywords
104	Characters	People & Body	hand-fingers-open	🫸 –keywords
104	Characters	Animals & Nature	animal-mammal	🫏 -name
104	Characters	Animals & Nature	animal-bird	🪿 -name
104	Characters	Animals & Nature	plant-flower	🪻 –keywords
104	Characters	Symbols2	av-symbol	🛜 –keywords
103	Characters	People & Body	hand-fingers-open	🫷 -name
103	Characters	People & Body	hand-fingers-open	🫸 -name
103	Characters	Animals & Nature	animal-marine	🪼 -name
103	Characters	Animals & Nature	animal-marine	🪼 –keywords
103	Characters	Objects	clothing	🪭 –keywords
103	Characters	Objects	clothing	🪮 -name
103	Characters	Objects	clothing	🪮 –keywords
102	Characters	Smileys & Emotion	heart	🩷 -name
102	Characters	Animals & Nature	animal-mammal	🫎 -name
102	Characters	Animals & Nature	animal-mammal	🫎 –keywords
102	Characters	Animals & Nature	plant-flower	🪻 -name
102	Characters	Food & Drink	food-vegetable	🫛 –keywords
102	Characters	Objects	musical-instrument	🪇 –keywords
102	Characters	Objects	musical-instrument	🪈 –keywords
102	Characters	Symbols2	av-symbol	🛜 -name
101	Units	Duration	quarter	long-displayName
101	Characters	Food & Drink	food-vegetable	🫛 -name
101	Characters	Objects	clothing	🪭 -name
101	Characters	Objects	musical-instrument	🪇 -name
101	Characters	Objects	musical-instrument	🪈 -name
101	Characters	Symbols2	religion	🪯 –keywords
101	Miscellaneous	Person Name Formats	SampleName Fields for Item: full	prefix
100	Units	Mass and Weight	tonne	long-one-nominative
100	Units	Mass and Weight	metric-ton	long-one-nominative
100	Characters	Symbols2	religion	🪯 -name
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: givenOnly	given
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: givenSurnameOnly	given
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: givenSurnameOnly	surname
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: given12Surname	given
100	Miscellaneous	Person Name Formats	SampleName Fields for Item: given12Surname	surname
99	Miscellaneous	Person Name Formats	SampleName Fields for Item: given12Surname	given2
99	Miscellaneous	Person Name Formats	SampleName Fields for Item: full	given
98	Units	Duration	quarter	short-displayName
98	Units	Duration	quarter	long-other-nominative
97	Miscellaneous	Person Name Formats	SampleName Fields for Item: full	given2
96	Miscellaneous	Person Name Formats	SampleName Fields for Item: full	given-informal
95	Units	Duration	quarter	short-other-nominative
95	Miscellaneous	Person Name Formats	SampleName Fields for Item: full	surname-core
94	Miscellaneous	Person Name Formats	SampleName Fields for Item: full	surname-prefix
93	Units	Duration	quarter	short-per
93	Units	Mass and Weight	tonne	short-one-nominative
93	Units	Mass and Weight	metric-ton	short-one-nominative
92	Locale Display Names	Territories (Oceania)	Australasia	NZ-variant
91	Units	Duration	quarter	long-per
91	Miscellaneous	Person Name Formats	SampleName Fields for Item: full	surname2
91	Miscellaneous	Person Name Formats	SampleName Fields for Item: full	suffix
90	Locale Display Names	Scripts	Limited Use	Rohg
89	Locale Display Names	Languages (K-N)	N	Nheengatu ► yrl
87	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: givenFirst-short	addressing-informal
87	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-short	addressing-informal
86	Numbers	Number Formatting Patterns	Standard Patterns 	accounting-currency-alphaNextToNumber
86	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-long	addressing-formal
86	Miscellaneous	Person Name Formats	PersonName Patterns for Order-Length: surnameFirst-long	addressing-informal
