# Grammatical Features
#Locale	ID	Feature	Usage	Values
Amharic	am	grammaticalCase	general	nominative, accusative
Amharic	am	grammaticalDefiniteness	general	indefinite, definite

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} ቀን	<div class='cldr_example'><span class='cldr_substituted'>1</span> ቀን</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> ቀን</div>
Plural	other	{0} ቀናት	<div class='cldr_example'><span class='cldr_substituted'>2</span> ቀናት</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> ቀናት</div>
Case (for measurement units)	nominative	የዩኬ {0} የሻይ ማንኪያ	<div class='cldr_example'>የዩኬ <span class='cldr_substituted'>1 mol</span> የሻይ ማንኪያ</div><div class='cldr_example'>❌  የዩኬ <span class='cldr_substituted'>1 mole</span> የሻይ ማንኪያ</div>
Case (for measurement units)	accusative	{0} ዩኬ የሻይ ማንኪያው	<div class='cldr_example'><span class='cldr_substituted'>1 mole</span> ዩኬ የሻይ ማንኪያው</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 mol</span> ዩኬ የሻይ ማንኪያው</div>

# Unit Case and Gender Info
#Quantity	Unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for other	Case MP + pattern with 3.0
temperature	fahrenheit • ( = 0.˙5 K)	nominative	{0} ዲግሪ ፋራንሃይት	የዩኬ 1 ዲግሪ ፋራንሃይት የሻይ ማንኪያ	{0} ዲግሪ ፋራንሃይት	የዩኬ 3 ዲግሪ ፋራንሃይት የሻይ ማንኪያ
temperature	fahrenheit • ( = 0.˙5 K)	accusative	{0} ዲግሪ ፋራንሃይት	1 ዲግሪ ፋራንሃይት ዩኬ የሻይ ማንኪያው	{0} ዲግሪ ፋራንሃይት	3 ዲግሪ ፋራንሃይት ዩኬ የሻይ ማንኪያው
temperature	celsius • ( = 1 K)	nominative	{0} ዲግሪ ሴልሺየስ	የዩኬ 1 ዲግሪ ሴልሺየስ የሻይ ማንኪያ	{0} ዲግሪ ሴልሺየስ	የዩኬ 3 ዲግሪ ሴልሺየስ የሻይ ማንኪያ
temperature	celsius • ( = 1 K)	accusative	{0} ዲግሪ ሴልሺየስ	1 ዲግሪ ሴልሺየስ ዩኬ የሻይ ማንኪያው	{0} ዲግሪ ሴልሺየስ	3 ዲግሪ ሴልሺየስ ዩኬ የሻይ ማንኪያው
temperature	kelvins	nominative	{0} K	የዩኬ 1 K የሻይ ማንኪያ	{0} K	የዩኬ 3 K የሻይ ማንኪያ
temperature	kelvins	accusative	{0} ኬልቪን	1 ኬልቪን ዩኬ የሻይ ማንኪያው	{0} ኬልቪኖች	3 ኬልቪኖች ዩኬ የሻይ ማንኪያው
typewidth	typographic ems	nominative	{0} em	የዩኬ 1 em የሻይ ማንኪያ	{0} em	የዩኬ 3 em የሻይ ማንኪያ
typewidth	typographic ems	accusative	{0} em	1 em ዩኬ የሻይ ማንኪያው	{0} em	3 em ዩኬ የሻይ ማንኪያው
voltage	volts	nominative	{0} V	የዩኬ 1 V የሻይ ማንኪያ	{0} V	የዩኬ 3 V የሻይ ማንኪያ
voltage	volts	accusative	{0} ቮልት	1 ቮልት ዩኬ የሻይ ማንኪያው	{0} ቮልቶች	3 ቮልቶች ዩኬ የሻይ ማንኪያው
volume	drop • ( = 0.0513429332682291˙6 mL)	nominative	{0} ጠብታ	የዩኬ 1 ጠብታ የሻይ ማንኪያ	{0} ጠብታ	የዩኬ 3 ጠብታ የሻይ ማንኪያ
volume	drop • ( = 0.0513429332682291˙6 mL)	accusative	{0} ጠብታ	1 ጠብታ ዩኬ የሻይ ማንኪያው	{0} ጠብታ	3 ጠብታ ዩኬ የሻይ ማንኪያው
volume	pinch • ( = 0.23104319970703125 mL)	nominative	{0} ቁንጥ	የዩኬ 1 ቁንጥ የሻይ ማንኪያ	{0} ቁንጥ	የዩኬ 3 ቁንጥ የሻይ ማንኪያ
volume	pinch • ( = 0.23104319970703125 mL)	accusative	{0} ቁንጥ	1 ቁንጥ ዩኬ የሻይ ማንኪያው	{0} ቁንጥ	3 ቁንጥ ዩኬ የሻይ ማንኪያው
volume	cubic-centimeter • ( = 1 mL)	nominative	{0} ሴሜ³	የዩኬ 1 ሴሜ³ የሻይ ማንኪያ	{0} ሴሜ³	የዩኬ 3 ሴሜ³ የሻይ ማንኪያ
volume	cubic-centimeter • ( = 1 mL)	accusative	{0} ሴሜ³	1 ሴሜ³ ዩኬ የሻይ ማንኪያው	{0} ሴሜ³	3 ሴሜ³ ዩኬ የሻይ ማንኪያው
volume	milliliters	nominative	{0} ሚሊ ሊትር	የዩኬ 1 ሚሊ ሊትር የሻይ ማንኪያ	{0} ሚሊ ሊትር	የዩኬ 3 ሚሊ ሊትር የሻይ ማንኪያ
volume	milliliters	accusative	{0} ሚሊ ሊትር	1 ሚሊ ሊትር ዩኬ የሻይ ማንኪያው	{0} ሚሊ ሊትር	3 ሚሊ ሊትር ዩኬ የሻይ ማንኪያው
volume	dessert-spoon • ( = 1.84834559765625 mL)	nominative	{0} የመምድረ በዳ ማንኪያ	የዩኬ 1 የመምድረ በዳ ማንኪያ የሻይ ማንኪያ	{0} የመምድረ በዳ ማንኪያ	የዩኬ 3 የመምድረ በዳ ማንኪያ የሻይ ማንኪያ
volume	dessert-spoon • ( = 1.84834559765625 mL)	accusative	{0} የመምድረ በዳ ማንኪያ	1 የመምድረ በዳ ማንኪያ ዩኬ የሻይ ማንኪያው	{0} የመምድረ በዳ ማንኪያ	3 የመምድረ በዳ ማንኪያ ዩኬ የሻይ ማንኪያው
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	nominative	{0} የምድረ በዳ ማንኪያ	የዩኬ 1 የምድረ በዳ ማንኪያ የሻይ ማንኪያ	{0} የምድረ በዳ ማንኪያ	የዩኬ 3 የምድረ በዳ ማንኪያ የሻይ ማንኪያ
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	accusative	{0} የምድረ በዳ ማንኪያ	1 የምድረ በዳ ማንኪያ ዩኬ የሻይ ማንኪያው	{0} የምድረ በዳ ማንኪያ	3 የምድረ በዳ ማንኪያ ዩኬ የሻይ ማንኪያው
volume	dram • ( = 3.6966911953125 mL)	nominative	{0} የክብደት መለኪያ	የዩኬ 1 የክብደት መለኪያ የሻይ ማንኪያ	{0} የክብደት መለኪያ	የዩኬ 3 የክብደት መለኪያ የሻይ ማንኪያ
volume	dram • ( = 3.6966911953125 mL)	accusative	{0} የክብደት መለኪያ	1 የክብደት መለኪያ ዩኬ የሻይ ማንኪያው	{0} የክብደት መለኪያ	3 የክብደት መለኪያ ዩኬ የሻይ ማንኪያው
volume	teaspoon • ( = 4.92892159375 mL)	nominative	{0} tsp	የዩኬ 1 tsp የሻይ ማንኪያ	{0} tsp	የዩኬ 3 tsp የሻይ ማንኪያ
volume	teaspoon • ( = 4.92892159375 mL)	accusative	{0} tsp	1 tsp ዩኬ የሻይ ማንኪያው	{0} tsp	3 tsp ዩኬ የሻይ ማንኪያው
volume	centiliters	nominative	{0} ሴንቲ ሊትር	የዩኬ 1 ሴንቲ ሊትር የሻይ ማንኪያ	{0} ሴንቲ ሊትር	የዩኬ 3 ሴንቲ ሊትር የሻይ ማንኪያ
volume	centiliters	accusative	{0} ሴንቲ ሊትር	1 ሴንቲ ሊትር ዩኬ የሻይ ማንኪያው	{0} ሴንቲ ሊትር	3 ሴንቲ ሊትር ዩኬ የሻይ ማንኪያው
volume	tablespoon • ( = 1.478676478125 cL)	nominative	{0} tbsp	የዩኬ 1 tbsp የሻይ ማንኪያ	{0} tbsp	የዩኬ 3 tbsp የሻይ ማንኪያ
volume	tablespoon • ( = 1.478676478125 cL)	accusative	{0} tbsp	1 tbsp ዩኬ የሻይ ማንኪያው	{0} tbsp	3 tbsp ዩኬ የሻይ ማንኪያው
volume	cubic-inch • ( = 1.6387064 cL)	nominative	{0} ኢንች³	የዩኬ 1 ኢንች³ የሻይ ማንኪያ	{0} ኢንች³	የዩኬ 3 ኢንች³ የሻይ ማንኪያ
volume	cubic-inch • ( = 1.6387064 cL)	accusative	{0} ኢንች³	1 ኢንች³ ዩኬ የሻይ ማንኪያው	{0} ኢንች³	3 ኢንች³ ዩኬ የሻይ ማንኪያው
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	nominative	{0} Imp. fluid ኦንስስ	የዩኬ 1 Imp. fluid ኦንስስ የሻይ ማንኪያ	{0} Imp. fluid ኦንስስ	የዩኬ 3 Imp. fluid ኦንስስ የሻይ ማንኪያ
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	accusative	{0} Imp. fluid ኦንስስ	1 Imp. fluid ኦንስስ ዩኬ የሻይ ማንኪያው	{0} Imp. fluid ኦንስስ	3 Imp. fluid ኦንስስ ዩኬ የሻይ ማንኪያው
volume	fluid-ounce • ( = 2.95735295625 cL)	nominative	{0} fl oz	የዩኬ 1 fl oz የሻይ ማንኪያ	{0} fl oz	የዩኬ 3 fl oz የሻይ ማንኪያ
volume	fluid-ounce • ( = 2.95735295625 cL)	accusative	{0} fl oz	1 fl oz ዩኬ የሻይ ማንኪያው	{0} fl oz	3 fl oz ዩኬ የሻይ ማንኪያው
volume	jigger • ( = 4.436029434375 cL)	nominative	{0} ሙጃሌ	የዩኬ 1 ሙጃሌ የሻይ ማንኪያ	{0} ሙጃሌ	የዩኬ 3 ሙጃሌ የሻይ ማንኪያ
volume	jigger • ( = 4.436029434375 cL)	accusative	{0} ሙጃሌ	1 ሙጃሌ ዩኬ የሻይ ማንኪያው	{0} ሙጃሌ	3 ሙጃሌ ዩኬ የሻይ ማንኪያው
volume	deciliter • ( = 10 cL)	nominative	{0} ዴሲ ሊትር	የዩኬ 1 ዴሲ ሊትር የሻይ ማንኪያ	{0} ዴሲ ሊትር	የዩኬ 3 ዴሲ ሊትር የሻይ ማንኪያ
volume	deciliter • ( = 10 cL)	accusative	{0} ዴሲ ሊትር	1 ዴሲ ሊትር ዩኬ የሻይ ማንኪያው	{0} ዴሲ ሊትር	3 ዴሲ ሊትር ዩኬ የሻይ ማንኪያው
volume	cup • ( = 23.65882365 cL)	nominative	{0} c	የዩኬ 1 c የሻይ ማንኪያ	{0} c	የዩኬ 3 c የሻይ ማንኪያ
volume	cup • ( = 23.65882365 cL)	accusative	{0} c	1 c ዩኬ የሻይ ማንኪያው	{0} c	3 c ዩኬ የሻይ ማንኪያው
volume	cup-metric • ( = 25 cL)	nominative	{0} mc	የዩኬ 1 mc የሻይ ማንኪያ	{0} mc	የዩኬ 3 mc የሻይ ማንኪያ
volume	cup-metric • ( = 25 cL)	accusative	{0} mc	1 mc ዩኬ የሻይ ማንኪያው	{0} mc	3 mc ዩኬ የሻይ ማንኪያው
volume	pint • ( = 47.3176473 cL)	nominative	{0} pt	የዩኬ 1 pt የሻይ ማንኪያ	{0} pt	የዩኬ 3 pt የሻይ ማንኪያ
volume	pint • ( = 47.3176473 cL)	accusative	{0} pt	1 pt ዩኬ የሻይ ማንኪያው	{0} pt	3 pt ዩኬ የሻይ ማንኪያው
volume	pint-metric • ( = 50 cL)	nominative	{0} mpt	የዩኬ 1 mpt የሻይ ማንኪያ	{0} mpt	የዩኬ 3 mpt የሻይ ማንኪያ
volume	pint-metric • ( = 50 cL)	accusative	{0} ሜትሪክ ፒንት	1 ሜትሪክ ፒንት ዩኬ የሻይ ማንኪያው	{0} ሜትሪክ ፒንቶች	3 ሜትሪክ ፒንቶች ዩኬ የሻይ ማንኪያው
volume	quart • ( = 0.946352946 L)	nominative	{0} qt	የዩኬ 1 qt የሻይ ማንኪያ	{0} qt	የዩኬ 3 qt የሻይ ማንኪያ
volume	quart • ( = 0.946352946 L)	accusative	{0} qt	1 qt ዩኬ የሻይ ማንኪያው	{0} qt	3 qt ዩኬ የሻይ ማንኪያው
volume	liters	nominative	{0} ሊትር	የዩኬ 1 ሊትር የሻይ ማንኪያ	{0} ሊትር	የዩኬ 3 ሊትር የሻይ ማንኪያ
volume	liters	accusative	{0} ሊትር	1 ሊትር ዩኬ የሻይ ማንኪያው	{0} ሊትር	3 ሊትር ዩኬ የሻይ ማንኪያው
volume	quart-imperial • ( = 1.1365225 L)	nominative	{0} የፈሳሽ መለኪያ	የዩኬ 1 የፈሳሽ መለኪያ የሻይ ማንኪያ	{0} የፈሳሽ መለኪያ	የዩኬ 3 የፈሳሽ መለኪያ የሻይ ማንኪያ
volume	quart-imperial • ( = 1.1365225 L)	accusative	{0} የፈሳሽ መለኪያ	1 የፈሳሽ መለኪያ ዩኬ የሻይ ማንኪያው	{0} የፈሳሽ መለኪያ	3 የፈሳሽ መለኪያ ዩኬ የሻይ ማንኪያው
volume	gallon • ( = 3.785411784 L)	nominative	{0} gal	የዩኬ 1 gal የሻይ ማንኪያ	{0} gal	የዩኬ 3 gal የሻይ ማንኪያ
volume	gallon • ( = 3.785411784 L)	accusative	{0} gal	1 gal ዩኬ የሻይ ማንኪያው	{0} gal	3 gal ዩኬ የሻይ ማንኪያው
volume	gallon-imperial • ( = 4.54609 L)	nominative	{0} gal Imp.	የዩኬ 1 gal Imp. የሻይ ማንኪያ	{0} gal Imp.	የዩኬ 3 gal Imp. የሻይ ማንኪያ
volume	gallon-imperial • ( = 4.54609 L)	accusative	{0} gal Imp.	1 gal Imp. ዩኬ የሻይ ማንኪያው	{0} gal Imp.	3 gal Imp. ዩኬ የሻይ ማንኪያው
volume	cubic-foot • ( = 28.316846592 L)	nominative	{0} ጫማ³	የዩኬ 1 ጫማ³ የሻይ ማንኪያ	{0} ጫማ³	የዩኬ 3 ጫማ³ የሻይ ማንኪያ
volume	cubic-foot • ( = 28.316846592 L)	accusative	{0} ጫማ³	1 ጫማ³ ዩኬ የሻይ ማንኪያው	{0} ጫማ³	3 ጫማ³ ዩኬ የሻይ ማንኪያው
volume	bushel • ( = 35.23907016688 L)	nominative	{0} ዳውላ	የዩኬ 1 ዳውላ የሻይ ማንኪያ	{0} ዳውላ	የዩኬ 3 ዳውላ የሻይ ማንኪያ
volume	bushel • ( = 35.23907016688 L)	accusative	{0} ዳውላ	1 ዳውላ ዩኬ የሻይ ማንኪያው	{0} ዳውላ	3 ዳውላ ዩኬ የሻይ ማንኪያው
volume	hectoliters	nominative	{0} hL	የዩኬ 1 hL የሻይ ማንኪያ	{0} hL	የዩኬ 3 hL የሻይ ማንኪያ
volume	hectoliters	accusative	{0} ሄሊ	1 ሄሊ ዩኬ የሻይ ማንኪያው	{0} ሄሊ	3 ሄሊ ዩኬ የሻይ ማንኪያው
volume	barrel • ( = 1.58987294928 hL)	nominative	{0} በርሜል	የዩኬ 1 በርሜል የሻይ ማንኪያ	{0} በርሜሎች	የዩኬ 3 በርሜሎች የሻይ ማንኪያ
volume	barrel • ( = 1.58987294928 hL)	accusative	{0} በርሜል	1 በርሜል ዩኬ የሻይ ማንኪያው	{0} በርሜሎች	3 በርሜሎች ዩኬ የሻይ ማንኪያው
volume	cubic-yard • ( = 0.764554857984 m³)	nominative	{0} yd³	የዩኬ 1 yd³ የሻይ ማንኪያ	{0} yd³	የዩኬ 3 yd³ የሻይ ማንኪያ
volume	cubic-yard • ( = 0.764554857984 m³)	accusative	{0} yd³	1 yd³ ዩኬ የሻይ ማንኪያው	{0} yd³	3 yd³ ዩኬ የሻይ ማንኪያው
volume	cubic meters	nominative	{0} ሜ³	የዩኬ 1 ሜ³ የሻይ ማንኪያ	{0} ሜ³	የዩኬ 3 ሜ³ የሻይ ማንኪያ
volume	cubic meters	accusative	{0} ሜ³	1 ሜ³ ዩኬ የሻይ ማንኪያው	{0} ሜ³	3 ሜ³ ዩኬ የሻይ ማንኪያው
volume	megaliters	nominative	{0} ML	የዩኬ 1 ML የሻይ ማንኪያ	{0} ML	የዩኬ 3 ML የሻይ ማንኪያ
volume	megaliters	accusative	{0} ሜሊ	1 ሜሊ ዩኬ የሻይ ማንኪያው	{0} ሜሊ	3 ሜሊ ዩኬ የሻይ ማንኪያው
volume	acre-foot • ( = 1.23348183754752 ML)	nominative	{0} ኤከር ጫማ	የዩኬ 1 ኤከር ጫማ የሻይ ማንኪያ	{0} ኤከር ጫማ	የዩኬ 3 ኤከር ጫማ የሻይ ማንኪያ
volume	acre-foot • ( = 1.23348183754752 ML)	accusative	{0} ኤከር ጫማ	1 ኤከር ጫማ ዩኬ የሻይ ማንኪያው	{0} ኤከር ጫማ	3 ኤከር ጫማ ዩኬ የሻይ ማንኪያው
volume	cubic kilometers	nominative	{0} ኩቢክ ኪሎሜትር	የዩኬ 1 ኩቢክ ኪሎሜትር የሻይ ማንኪያ	{0} ኩቢክ ኪሎሜትር	የዩኬ 3 ኩቢክ ኪሎሜትር የሻይ ማንኪያ
volume	cubic kilometers	accusative	{0} ኩቢክ ኪሎሜትር	1 ኩቢክ ኪሎሜትር ዩኬ የሻይ ማንኪያው	{0} ኩቢክ ኪሎሜትር	3 ኩቢክ ኪሎሜትር ዩኬ የሻይ ማንኪያው
volume	cubic-mile • ( = 4.168181825440579584 km³)	nominative	{0} ኩቢክ ማይል	የዩኬ 1 ኩቢክ ማይል የሻይ ማንኪያ	{0} ኩቢክ ማይል	የዩኬ 3 ኩቢክ ማይል የሻይ ማንኪያ
volume	cubic-mile • ( = 4.168181825440579584 km³)	accusative	{0} ኩቢክ ማይል	1 ኩቢክ ማይል ዩኬ የሻይ ማንኪያው	{0} ኩቢክ ማይል	3 ኩቢክ ማይል ዩኬ የሻይ ማንኪያው
year-duration	month • ( = 0.08˙3 yrs)	nominative	{0} ወር	የዩኬ 1 ወር የሻይ ማንኪያ	{0} ወራት	የዩኬ 3 ወራት የሻይ ማንኪያ
year-duration	month • ( = 0.08˙3 yrs)	accusative	{0} ወር	1 ወር ዩኬ የሻይ ማንኪያው	{0} ወራት	3 ወራት ዩኬ የሻይ ማንኪያው
year-duration	quarter • ( = 0.25 yrs)	nominative	{0} ሩ	የዩኬ 1 ሩ የሻይ ማንኪያ	{0} ሩ	የዩኬ 3 ሩ የሻይ ማንኪያ
year-duration	quarter • ( = 0.25 yrs)	accusative	{0} ሩ	1 ሩ ዩኬ የሻይ ማንኪያው	{0} ሩ	3 ሩ ዩኬ የሻይ ማንኪያው
year-duration	years	nominative	{0} ዓመት	የዩኬ 1 ዓመት የሻይ ማንኪያ	{0} ዓመታት	የዩኬ 3 ዓመታት የሻይ ማንኪያ
year-duration	years	accusative	{0} ዓመት	1 ዓመት ዩኬ የሻይ ማንኪያው	{0} ዓመታት	3 ዓመታት ዩኬ የሻይ ማንኪያው
year-duration	decades	nominative	{0} ዓሠርተ-ዓመት	የዩኬ 1 ዓሠርተ-ዓመት የሻይ ማንኪያ	{0} ዓሠርተ-ዓመታት	የዩኬ 3 ዓሠርተ-ዓመታት የሻይ ማንኪያ
year-duration	decades	accusative	{0} ዓሠርተ-ዓመት	1 ዓሠርተ-ዓመት ዩኬ የሻይ ማንኪያው	{0} ዓሠርተ-ዓመታት	3 ዓሠርተ-ዓመታት ዩኬ የሻይ ማንኪያው
year-duration	centuries	nominative	{0} ምዕተ ዓመት	የዩኬ 1 ምዕተ ዓመት የሻይ ማንኪያ	{0} ምዕተ ዓመት	የዩኬ 3 ምዕተ ዓመት የሻይ ማንኪያ
year-duration	centuries	accusative	{0} ምዕተ ዓመት	1 ምዕተ ዓመት ዩኬ የሻይ ማንኪያው	{0} ምዕተ ዓመት	3 ምዕተ ዓመት ዩኬ የሻይ ማንኪያው

# Unit Power Components
#Unit	Case	Gender	Pattern for one	Case MP + pattern with 1.0	Pattern for other	Case MP + pattern with 3.0
