# Grammatical Features
#Locale	ID	Feature	Usage	Values
Hungarian	hu	grammaticalCase	general	nominative, accusative, dative, instrumental, ablative, inessive, elative, illative, adessive, allative, essive, translative, causal, delative, sublative, superessive, terminative
Hungarian	hu	grammaticalCase	units	nominative, accusative, instrumental, translative, terminative

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	A kosár tartalma: {0} X. Megveszi?	<div class='cldr_example'>A kosár tartalma: <span class='cldr_substituted'>1</span> X. Megveszi?</div><div class='cldr_example'>❌  A kosár tartalma: <span class='cldr_substituted'>2</span> X. Megveszi?</div>
Plural	other	A kosár tartalma: {0} X. Megveszi őket?	<div class='cldr_example'>A kosár tartalma: <span class='cldr_substituted'>2</span> X. Megveszi őket?</div><div class='cldr_example'>❌  A kosár tartalma: <span class='cldr_substituted'>1</span> X. Megveszi őket?</div>
Case (for measurement units)	nominative	{0} év	<div class='cldr_example'><span class='cldr_substituted'>1 nap</span> év</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 napot</span> év</div>
Case (for measurement units)	accusative	{0} évet	<div class='cldr_example'><span class='cldr_substituted'>1 napot</span> évet</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 nappal</span> évet</div>
Case (for measurement units)	instrumental	{0} évvel	<div class='cldr_example'><span class='cldr_substituted'>1 nappal</span> évvel</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 napot</span> évvel</div>
Case (for measurement units)	translative	{0} évvé	<div class='cldr_example'><span class='cldr_substituted'>1 nappá</span> évvé</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 napot</span> évvé</div>
Case (for measurement units)	terminative	{0} évig	<div class='cldr_example'><span class='cldr_substituted'>1 napig</span> évig</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 napot</span> évig</div>

# Unit Case and Gender Info
#Quantity	Unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for other	Case MP + pattern with 2.0
duration	hour • ( = 3600 sec)	terminative	{0} óráig	1 óráig évig	{0} óráig	2 óráig évig
duration	day • ( = 86400 sec)	nominative	{0} nap	1 nap év	{0} nap	2 nap év
duration	day • ( = 86400 sec)	accusative	{0} napot	1 napot évet	{0} napot	2 napot évet
duration	day • ( = 86400 sec)	instrumental	{0} nappal	1 nappal évvel	{0} nappal	2 nappal évvel
duration	day • ( = 86400 sec)	translative	{0} nappá	1 nappá évvé	{0} nappá	2 nappá évvé
duration	day • ( = 86400 sec)	terminative	{0} napig	1 napig évig	{0} napig	2 napig évig
duration	day-person • ( = 86400 sec)	nominative	{0} nap	1 nap év	{0} nap	2 nap év
duration	day-person • ( = 86400 sec)	accusative	{0} napot	1 napot évet	{0} napot	2 napot évet
duration	day-person • ( = 86400 sec)	instrumental	{0} nappal	1 nappal évvel	{0} nappal	2 nappal évvel
duration	day-person • ( = 86400 sec)	translative	{0} nappá	1 nappá évvé	{0} nappá	2 nappá évvé
duration	day-person • ( = 86400 sec)	terminative	{0} napig	1 napig évig	{0} napig	2 napig évig
duration	week • ( = 604800 sec)	nominative	{0} hét	1 hét év	{0} hét	2 hét év
duration	week • ( = 604800 sec)	accusative	{0} hetet	1 hetet évet	{0} hetet	2 hetet évet
duration	week • ( = 604800 sec)	instrumental	{0} héttel	1 héttel évvel	{0} héttel	2 héttel évvel
duration	week • ( = 604800 sec)	translative	{0} hétté	1 hétté évvé	{0} hétté	2 hétté évvé
duration	week • ( = 604800 sec)	terminative	{0} hétig	1 hétig évig	{0} hétig	2 hétig évig
electric-current	milliamperes	nominative	{0} milliamper	1 milliamper év	{0} milliamper	2 milliamper év
electric-current	milliamperes	accusative	{0} milliampert	1 milliampert évet	{0} milliampert	2 milliampert évet
electric-current	milliamperes	instrumental	{0} milliamperrel	1 milliamperrel évvel	{0} milliamperrel	2 milliamperrel évvel
electric-current	milliamperes	translative	{0} milliamperré	1 milliamperré évvé	{0} milliamperré	2 milliamperré évvé
electric-current	milliamperes	terminative	{0} milliamperig	1 milliamperig évig	{0} milliamperig	2 milliamperig évig
electric-current	amperes	nominative	{0} amper	1 amper év	{0} amper	2 amper év
electric-current	amperes	accusative	{0} ampert	1 ampert évet	{0} ampert	2 ampert évet
electric-current	amperes	instrumental	{0} amperrel	1 amperrel évvel	{0} amperrel	2 amperrel évvel
electric-current	amperes	translative	{0} amperré	1 amperré évvé	{0} amperré	2 amperré évvé
electric-current	amperes	terminative	{0} amperig	1 amperig évig	{0} amperig	2 amperig évig
electric-resistance	ohms	nominative	{0} ohm	1 ohm év	{0} ohm	2 ohm év
electric-resistance	ohms	accusative	{0} ohmot	1 ohmot évet	{0} ohmot	2 ohmot évet
electric-resistance	ohms	instrumental	{0} ohmmal	1 ohmmal évvel	{0} ohmmal	2 ohmmal évvel
electric-resistance	ohms	translative	{0} ohmmá	1 ohmmá évvé	{0} ohmmá	2 ohmmá évvé
electric-resistance	ohms	terminative	{0} ohmig	1 ohmig évig	{0} ohmig	2 ohmig évig
energy	joules	nominative	{0} joule	1 joule év	{0} joule	2 joule év
energy	joules	accusative	{0} joule-t	1 joule-t évet	{0} joule-t	2 joule-t évet
energy	joules	instrumental	{0} joule-lal	1 joule-lal évvel	{0} joule-lal	2 joule-lal évvel
energy	joules	translative	{0} joule-lá	1 joule-lá évvé	{0} joule-lá	2 joule-lá évvé
energy	joules	terminative	{0} joule-ig	1 joule-ig évig	{0} joule-ig	2 joule-ig évig
energy	newton-meter • ( = 1 J)	nominative	{0} newtonméter	1 newtonméter év	{0} newtonméter	2 newtonméter év
energy	newton-meter • ( = 1 J)	accusative	{0} newtonmétert	1 newtonmétert évet	{0} newtonmétert	2 newtonmétert évet
energy	newton-meter • ( = 1 J)	instrumental	{0} newtonméterrel	1 newtonméterrel évvel	{0} newtonméterrel	2 newtonméterrel évvel
energy	newton-meter • ( = 1 J)	translative	{0} newtonméterré	1 newtonméterré évvé	{0} newtonméterré	2 newtonméterré évvé
energy	newton-meter • ( = 1 J)	terminative	{0} newtonméterig	1 newtonméterig évig	{0} newtonméterig	2 newtonméterig évig
energy	pound-force-foot • ( = 1.3558179483314004 J)	nominative	{0} fontláb	1 fontláb év	{0} fontláb	2 fontláb év
energy	pound-force-foot • ( = 1.3558179483314004 J)	accusative	{0} fontláb	1 fontláb évet	{0} fontláb	2 fontláb évet
energy	pound-force-foot • ( = 1.3558179483314004 J)	instrumental	{0} fontláb	1 fontláb évvel	{0} fontláb	2 fontláb évvel
energy	pound-force-foot • ( = 1.3558179483314004 J)	translative	{0} fontláb	1 fontláb évvé	{0} fontláb	2 fontláb évvé
energy	pound-force-foot • ( = 1.3558179483314004 J)	terminative	{0} fontláb	1 fontláb évig	{0} fontláb	2 fontláb évig
energy	calorie • ( = 4.184 J)	nominative	{0} kalória	1 kalória év	{0} kalória	2 kalória év
energy	calorie • ( = 4.184 J)	accusative	{0} kalóriát	1 kalóriát évet	{0} kalóriát	2 kalóriát évet
energy	calorie • ( = 4.184 J)	instrumental	{0} kalóriával	1 kalóriával évvel	{0} kalóriával	2 kalóriával évvel
energy	calorie • ( = 4.184 J)	translative	{0} kalóriává	1 kalóriává évvé	{0} kalóriává	2 kalóriává évvé
energy	calorie • ( = 4.184 J)	terminative	{0} kalóriáig	1 kalóriáig évig	{0} kalóriáig	2 kalóriáig évig
energy	kilojoules	nominative	{0} kilojoule	1 kilojoule év	{0} kilojoule	2 kilojoule év
energy	kilojoules	accusative	{0} kilojoule-t	1 kilojoule-t évet	{0} kilojoule-t	2 kilojoule-t évet
energy	kilojoules	instrumental	{0} kilojoule-lal	1 kilojoule-lal évvel	{0} kilojoule-lal	2 kilojoule-lal évvel
energy	kilojoules	translative	{0} kilojoule-lá	1 kilojoule-lá évvé	{0} kilojoule-lá	2 kilojoule-lá évvé
energy	kilojoules	terminative	{0} kilojoule-ig	1 kilojoule-ig évig	{0} kilojoule-ig	2 kilojoule-ig évig
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	nominative	{0} brit hőegység	1 brit hőegység év	{0} brit hőegység	2 brit hőegység év
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	accusative	{0} brit hőegység	1 brit hőegység évet	{0} brit hőegység	2 brit hőegység évet
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	instrumental	{0} brit hőegység	1 brit hőegység évvel	{0} brit hőegység	2 brit hőegység évvel
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	translative	{0} brit hőegység	1 brit hőegység évvé	{0} brit hőegység	2 brit hőegység évvé
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	terminative	{0} brit hőegység	1 brit hőegység évig	{0} brit hőegység	2 brit hőegység évig
energy	foodcalorie • ( = 4.184 kJ)	nominative	{0} kalória	1 kalória év	{0} kalória	2 kalória év
energy	foodcalorie • ( = 4.184 kJ)	accusative	{0} kalória	1 kalória évet	{0} kalória	2 kalória évet
energy	foodcalorie • ( = 4.184 kJ)	instrumental	{0} kalória	1 kalória évvel	{0} kalória	2 kalória évvel
energy	foodcalorie • ( = 4.184 kJ)	translative	{0} kalória	1 kalória évvé	{0} kalória	2 kalória évvé
energy	foodcalorie • ( = 4.184 kJ)	terminative	{0} kalória	1 kalória évig	{0} kalória	2 kalória évig
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	nominative	{0} kilowattóra	1 kilowattóra év	{0} kilowattóra	2 kilowattóra év
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	accusative	{0} kilowattórát	1 kilowattórát évet	{0} kilowattórát	2 kilowattórát évet
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	instrumental	{0} kilowattórával	1 kilowattórával évvel	{0} kilowattórával	2 kilowattórával évvel
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	translative	{0} kilowattórává	1 kilowattórává évvé	{0} kilowattórává	2 kilowattórává évvé
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	terminative	{0} kilowattóráig	1 kilowattóráig évig	{0} kilowattóráig	2 kilowattóráig évig
energy	therm-us • ( = 105480.4 kJ)	nominative	{0} amerikai therm	1 amerikai therm év	{0} amerikai therm	2 amerikai therm év
energy	therm-us • ( = 105480.4 kJ)	accusative	{0} amerikai therm	1 amerikai therm évet	{0} amerikai therm	2 amerikai therm évet
energy	therm-us • ( = 105480.4 kJ)	instrumental	{0} amerikai therm	1 amerikai therm évvel	{0} amerikai therm	2 amerikai therm évvel
energy	therm-us • ( = 105480.4 kJ)	translative	{0} amerikai therm	1 amerikai therm évvé	{0} amerikai therm	2 amerikai therm évvé
energy	therm-us • ( = 105480.4 kJ)	terminative	{0} amerikai therm	1 amerikai therm évig	{0} amerikai therm	2 amerikai therm évig
force	newtons	nominative	{0} newton	1 newton év	{0} newton	2 newton év
force	newtons	accusative	{0} newtont	1 newtont évet	{0} newtont	2 newtont évet
force	newtons	instrumental	{0} newtonnal	1 newtonnal évvel	{0} newtonnal	2 newtonnal évvel
force	newtons	translative	{0} newtonná	1 newtonná évvé	{0} newtonná	2 newtonná évvé
force	newtons	terminative	{0} newtonig	1 newtonig évig	{0} newtonig	2 newtonig évig
force	pound-force • ( = 4.4482216152605 N)	nominative	{0} fonterő	1 fonterő év	{0} fonterő	2 fonterő év
force	pound-force • ( = 4.4482216152605 N)	accusative	{0} fonterő	1 fonterő évet	{0} fonterő	2 fonterő évet
force	pound-force • ( = 4.4482216152605 N)	instrumental	{0} fonterő	1 fonterő évvel	{0} fonterő	2 fonterő évvel
force	pound-force • ( = 4.4482216152605 N)	translative	{0} fonterő	1 fonterő évvé	{0} fonterő	2 fonterő évvé
force	pound-force • ( = 4.4482216152605 N)	terminative	{0} fonterő	1 fonterő évig	{0} fonterő	2 fonterő évig
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	nominative	{0} kWh/100 km	1 kWh/100 km év	{0} kWh/100 km	2 kWh/100 km év
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	accusative	{0} kWh/100 km-t	1 kWh/100 km-t évet	{0} kWh/100 km-t	2 kWh/100 km-t évet
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	instrumental	{0} kWh/100 km-rel	1 kWh/100 km-rel évvel	{0} kWh/100 km-rel	2 kWh/100 km-rel évvel
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	translative	{0} kWh/100 km-ré	1 kWh/100 km-ré évvé	{0} kWh/100 km-ré	2 kWh/100 km-ré évvé
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	terminative	{0} kWh/100 km-ig	1 kWh/100 km-ig évig	{0} kWh/100 km-ig	2 kWh/100 km-ig évig
frequency	hertz	nominative	{0} hertz	1 hertz év	{0} hertz	2 hertz év
frequency	hertz	accusative	{0} hertzet	1 hertzet évet	{0} hertzet	2 hertzet évet
frequency	hertz	instrumental	{0} hertzcel	1 hertzcel évvel	{0} hertzcel	2 hertzcel évvel
frequency	hertz	translative	{0} hertzcé	1 hertzcé évvé	{0} hertzcé	2 hertzcé évvé
frequency	hertz	terminative	{0} hertzig	1 hertzig évig	{0} hertzig	2 hertzig évig
frequency	kilohertz	nominative	{0} kilohertz	1 kilohertz év	{0} kilohertz	2 kilohertz év
frequency	kilohertz	accusative	{0} kilohertzet	1 kilohertzet évet	{0} kilohertzet	2 kilohertzet évet
frequency	kilohertz	instrumental	{0} kilohertzcel	1 kilohertzcel évvel	{0} kilohertzcel	2 kilohertzcel évvel
frequency	kilohertz	translative	{0} kilohertzcé	1 kilohertzcé évvé	{0} kilohertzcé	2 kilohertzcé évvé
frequency	kilohertz	terminative	{0} kilohertzig	1 kilohertzig évig	{0} kilohertzig	2 kilohertzig évig
frequency	megahertz	nominative	{0} megahertz	1 megahertz év	{0} megahertz	2 megahertz év
frequency	megahertz	accusative	{0} megahertzet	1 megahertzet évet	{0} megahertzet	2 megahertzet évet
frequency	megahertz	instrumental	{0} megahertzcel	1 megahertzcel évvel	{0} megahertzcel	2 megahertzcel évvel
frequency	megahertz	translative	{0} megahertzcé	1 megahertzcé évvé	{0} megahertzcé	2 megahertzcé évvé
frequency	megahertz	terminative	{0} megahertzig	1 megahertzig évig	{0} megahertzig	2 megahertzig évig
frequency	gigahertz	nominative	{0} gigahertz	1 gigahertz év	{0} gigahertz	2 gigahertz év
frequency	gigahertz	accusative	{0} gigahertzet	1 gigahertzet évet	{0} gigahertzet	2 gigahertzet évet
frequency	gigahertz	instrumental	{0} gigahertzcel	1 gigahertzcel évvel	{0} gigahertzcel	2 gigahertzcel évvel
frequency	gigahertz	translative	{0} gigahertzcé	1 gigahertzcé évvé	{0} gigahertzcé	2 gigahertzcé évvé
frequency	gigahertz	terminative	{0} gigahertzig	1 gigahertzig évig	{0} gigahertzig	2 gigahertzig évig
graphics	pixel • ( = 1 dot)	nominative	{0} képpont	1 képpont év	{0} képpont	2 képpont év
graphics	pixel • ( = 1 dot)	accusative	{0} képpontot	1 képpontot évet	{0} képpontot	2 képpontot évet
graphics	pixel • ( = 1 dot)	instrumental	{0} képponttal	1 képponttal évvel	{0} képponttal	2 képponttal évvel
graphics	pixel • ( = 1 dot)	translative	{0} képponttá	1 képponttá évvé	{0} képponttá	2 képponttá évvé
graphics	pixel • ( = 1 dot)	terminative	{0} képpontig	1 képpontig évig	{0} képpontig	2 képpontig évig
graphics	megapixels	nominative	{0} millió képpont	1 millió képpont év	{0} millió képpont	2 millió képpont év
graphics	megapixels	accusative	{0} millió képpontot	1 millió képpontot évet	{0} millió képpontot	2 millió képpontot évet
graphics	megapixels	instrumental	{0} millió képponttal	1 millió képponttal évvel	{0} millió képponttal	2 millió képponttal évvel
graphics	megapixels	translative	{0} millió képponttá	1 millió képponttá évvé	{0} millió képponttá	2 millió képponttá évvé
graphics	megapixels	terminative	{0} millió képpontig	1 millió képpontig évig	{0} millió képpontig	2 millió képpontig évig
illuminance	lux	nominative	{0} lux	1 lux év	{0} lux	2 lux év
illuminance	lux	accusative	{0} luxot	1 luxot évet	{0} luxot	2 luxot évet
illuminance	lux	instrumental	{0} luxszal	1 luxszal évvel	{0} luxszal	2 luxszal évvel
illuminance	lux	translative	{0} luxszá	1 luxszá évvé	{0} luxszá	2 luxszá évvé
illuminance	lux	terminative	{0} luxig	1 luxig évig	{0} luxig	2 luxig évig
length	picometers	nominative	{0} pikométer	1 pikométer év	{0} pikométer	2 pikométer év
length	picometers	accusative	{0} pikométert	1 pikométert évet	{0} pikométert	2 pikométert évet
length	picometers	instrumental	{0} pikométerrel	1 pikométerrel évvel	{0} pikométerrel	2 pikométerrel évvel
length	picometers	translative	{0} pikométerré	1 pikométerré évvé	{0} pikométerré	2 pikométerré évvé
length	picometers	terminative	{0} pikométerig	1 pikométerig évig	{0} pikométerig	2 pikométerig évig
length	nanometers	nominative	{0} nanométer	1 nanométer év	{0} nanométer	2 nanométer év
length	nanometers	accusative	{0} nanométert	1 nanométert évet	{0} nanométert	2 nanométert évet
length	nanometers	instrumental	{0} nanométerrel	1 nanométerrel évvel	{0} nanométerrel	2 nanométerrel évvel
length	nanometers	translative	{0} nanométerré	1 nanométerré évvé	{0} nanométerré	2 nanométerré évvé
length	nanometers	terminative	{0} nanométerig	1 nanométerig évig	{0} nanométerig	2 nanométerig évig
length	micrometers	nominative	{0} mikrométer	1 mikrométer év	{0} mikrométer	2 mikrométer év
length	micrometers	accusative	{0} mikrométert	1 mikrométert évet	{0} mikrométert	2 mikrométert évet
length	micrometers	instrumental	{0} mikrométerrel	1 mikrométerrel évvel	{0} mikrométerrel	2 mikrométerrel évvel
length	micrometers	translative	{0} mikrométerré	1 mikrométerré évvé	{0} mikrométerré	2 mikrométerré évvé
length	micrometers	terminative	{0} mikrométerig	1 mikrométerig évig	{0} mikrométerig	2 mikrométerig évig
length	point • ( = 352.˙7 μm)	nominative	{0} pont	1 pont év	{0} pont	2 pont év
length	point • ( = 352.˙7 μm)	accusative	{0} pont	1 pont évet	{0} pont	2 pont évet
length	point • ( = 352.˙7 μm)	instrumental	{0} pont	1 pont évvel	{0} pont	2 pont évvel
length	point • ( = 352.˙7 μm)	translative	{0} pont	1 pont évvé	{0} pont	2 pont évvé
length	point • ( = 352.˙7 μm)	terminative	{0} pont	1 pont évig	{0} pont	2 pont évig
length	millimeters	nominative	{0} milliméter	1 milliméter év	{0} milliméter	2 milliméter év
length	millimeters	accusative	{0} millimétert	1 millimétert évet	{0} millimétert	2 millimétert évet
length	millimeters	instrumental	{0} milliméterrel	1 milliméterrel évvel	{0} milliméterrel	2 milliméterrel évvel
length	millimeters	translative	{0} milliméterré	1 milliméterré évvé	{0} milliméterré	2 milliméterré évvé
length	millimeters	terminative	{0} milliméterig	1 milliméterig évig	{0} milliméterig	2 milliméterig évig
length	centimeters	nominative	{0} centiméter	1 centiméter év	{0} centiméter	2 centiméter év
length	centimeters	accusative	{0} centimétert	1 centimétert évet	{0} centimétert	2 centimétert évet
length	centimeters	instrumental	{0} centiméterrel	1 centiméterrel évvel	{0} centiméterrel	2 centiméterrel évvel
length	centimeters	translative	{0} centiméterré	1 centiméterré évvé	{0} centiméterré	2 centiméterré évvé
length	centimeters	terminative	{0} centiméterig	1 centiméterig évig	{0} centiméterig	2 centiméterig évig
length	inch • ( = 2.54 cm)	nominative	{0} hüvelyk	1 hüvelyk év	{0} hüvelyk	2 hüvelyk év
length	inch • ( = 2.54 cm)	accusative	{0} hüvelyk	1 hüvelyk évet	{0} hüvelyk	2 hüvelyk évet
length	inch • ( = 2.54 cm)	instrumental	{0} hüvelyk	1 hüvelyk évvel	{0} hüvelyk	2 hüvelyk évvel
length	inch • ( = 2.54 cm)	translative	{0} hüvelyk	1 hüvelyk évvé	{0} hüvelyk	2 hüvelyk évvé
length	inch • ( = 2.54 cm)	terminative	{0} hüvelyk	1 hüvelyk évig	{0} hüvelyk	2 hüvelyk évig
length	decimeters	nominative	{0} deciméter	1 deciméter év	{0} deciméter	2 deciméter év
length	decimeters	accusative	{0} decimétert	1 decimétert évet	{0} decimétert	2 decimétert évet
length	decimeters	instrumental	{0} deciméterrel	1 deciméterrel évvel	{0} deciméterrel	2 deciméterrel évvel
length	decimeters	translative	{0} deciméterré	1 deciméterré évvé	{0} deciméterré	2 deciméterré évvé
length	decimeters	terminative	{0} deciméterig	1 deciméterig évig	{0} deciméterig	2 deciméterig évig
length	foot • ( = 3.048 dm)	nominative	{0} láb	1 láb év	{0} láb	2 láb év
length	foot • ( = 3.048 dm)	accusative	{0} láb	1 láb évet	{0} láb	2 láb évet
length	foot • ( = 3.048 dm)	instrumental	{0} láb	1 láb évvel	{0} láb	2 láb évvel
length	foot • ( = 3.048 dm)	translative	{0} láb	1 láb évvé	{0} láb	2 láb évvé
length	foot • ( = 3.048 dm)	terminative	{0} láb	1 láb évig	{0} láb	2 láb évig
length	yard • ( = 0.9144 m)	nominative	{0} yard	1 yard év	{0} yard	2 yard év
length	yard • ( = 0.9144 m)	accusative	{0} yard	1 yard évet	{0} yard	2 yard évet
length	yard • ( = 0.9144 m)	instrumental	{0} yard	1 yard évvel	{0} yard	2 yard évvel
length	yard • ( = 0.9144 m)	translative	{0} yard	1 yard évvé	{0} yard	2 yard évvé
length	yard • ( = 0.9144 m)	terminative	{0} yard	1 yard évig	{0} yard	2 yard évig
length	meters	nominative	{0} méter	1 méter év	{0} méter	2 méter év
length	meters	accusative	{0} métert	1 métert évet	{0} métert	2 métert évet
length	meters	instrumental	{0} méterrel	1 méterrel évvel	{0} méterrel	2 méterrel évvel
length	meters	translative	{0} méterré	1 méterré évvé	{0} méterré	2 méterré évvé
length	meters	terminative	{0} méterig	1 méterig évig	{0} méterig	2 méterig évig
length	fathom • ( = 1.8288 m)	nominative	{0} öl	1 öl év	{0} öl	2 öl év
length	fathom • ( = 1.8288 m)	accusative	{0} öl	1 öl évet	{0} öl	2 öl évet
length	fathom • ( = 1.8288 m)	instrumental	{0} öl	1 öl évvel	{0} öl	2 öl évvel
length	fathom • ( = 1.8288 m)	translative	{0} öl	1 öl évvé	{0} öl	2 öl évvé
length	fathom • ( = 1.8288 m)	terminative	{0} öl	1 öl évig	{0} öl	2 öl évig
length	furlong • ( = 201.168 m)	nominative	{0} furlong	1 furlong év	{0} furlong	2 furlong év
length	furlong • ( = 201.168 m)	accusative	{0} furlong	1 furlong évet	{0} furlong	2 furlong évet
length	furlong • ( = 201.168 m)	instrumental	{0} furlong	1 furlong évvel	{0} furlong	2 furlong évvel
length	furlong • ( = 201.168 m)	translative	{0} furlong	1 furlong évvé	{0} furlong	2 furlong évvé
length	furlong • ( = 201.168 m)	terminative	{0} furlong	1 furlong évig	{0} furlong	2 furlong évig
length	kilometers	nominative	{0} kilométer	1 kilométer év	{0} kilométer	2 kilométer év
length	kilometers	accusative	{0} kilométert	1 kilométert évet	{0} kilométert	2 kilométert évet
length	kilometers	instrumental	{0} kilométerrel	1 kilométerrel évvel	{0} kilométerrel	2 kilométerrel évvel
length	kilometers	translative	{0} kilométerré	1 kilométerré évvé	{0} kilométerré	2 kilométerré évvé
length	kilometers	terminative	{0} kilométerig	1 kilométerig évig	{0} kilométerig	2 kilométerig évig
length	mile • ( = 1.609344 km)	nominative	{0} mérföld	1 mérföld év	{0} mérföld	2 mérföld év
length	mile • ( = 1.609344 km)	accusative	{0} mérföld	1 mérföld évet	{0} mérföld	2 mérföld évet
length	mile • ( = 1.609344 km)	instrumental	{0} mérföld	1 mérföld évvel	{0} mérföld	2 mérföld évvel
length	mile • ( = 1.609344 km)	translative	{0} mérföld	1 mérföld évvé	{0} mérföld	2 mérföld évvé
length	mile • ( = 1.609344 km)	terminative	{0} mérföld	1 mérföld évig	{0} mérföld	2 mérföld évig
length	mile-scandinavian • ( = 10 km)	nominative	{0} svéd mérföld	1 svéd mérföld év	{0} svéd mérföld	2 svéd mérföld év
length	mile-scandinavian • ( = 10 km)	accusative	{0} svéd mérföldet	1 svéd mérföldet évet	{0} svéd mérföldet	2 svéd mérföldet évet
length	mile-scandinavian • ( = 10 km)	instrumental	{0} svéd mérfölddel	1 svéd mérfölddel évvel	{0} svéd mérfölddel	2 svéd mérfölddel évvel
length	mile-scandinavian • ( = 10 km)	translative	{0} svéd mérfölddé	1 svéd mérfölddé évvé	{0} svéd mérfölddé	2 svéd mérfölddé évvé
length	mile-scandinavian • ( = 10 km)	terminative	{0} svéd mérföldig	1 svéd mérföldig évig	{0} svéd mérföldig	2 svéd mérföldig évig
length	earth-radius • ( = 6378.1 km)	nominative	{0} földsugár	1 földsugár év	{0} földsugár	2 földsugár év
length	earth-radius • ( = 6378.1 km)	accusative	{0} földsugár	1 földsugár évet	{0} földsugár	2 földsugár évet
length	earth-radius • ( = 6378.1 km)	instrumental	{0} földsugár	1 földsugár évvel	{0} földsugár	2 földsugár évvel
length	earth-radius • ( = 6378.1 km)	translative	{0} földsugár	1 földsugár évvé	{0} földsugár	2 földsugár évvé
length	earth-radius • ( = 6378.1 km)	terminative	{0} földsugár	1 földsugár évig	{0} földsugár	2 földsugár évig
length	solar-radius • ( = 695700 km)	nominative	{0} Nap-sugár	1 Nap-sugár év	{0} Nap-sugár	2 Nap-sugár év
length	solar-radius • ( = 695700 km)	accusative	{0} Nap-sugár	1 Nap-sugár évet	{0} Nap-sugár	2 Nap-sugár évet
length	solar-radius • ( = 695700 km)	instrumental	{0} Nap-sugár	1 Nap-sugár évvel	{0} Nap-sugár	2 Nap-sugár évvel
length	solar-radius • ( = 695700 km)	translative	{0} Nap-sugár	1 Nap-sugár évvé	{0} Nap-sugár	2 Nap-sugár évvé
length	solar-radius • ( = 695700 km)	terminative	{0} Nap-sugár	1 Nap-sugár évig	{0} Nap-sugár	2 Nap-sugár évig
length	light-year • ( = 9460730472580.8 km)	nominative	{0} fényév	1 fényév év	{0} fényév	2 fényév év
length	light-year • ( = 9460730472580.8 km)	accusative	{0} fényév	1 fényév évet	{0} fényév	2 fényév évet
length	light-year • ( = 9460730472580.8 km)	instrumental	{0} fényév	1 fényév évvel	{0} fényév	2 fényév évvel
length	light-year • ( = 9460730472580.8 km)	translative	{0} fényév	1 fényév évvé	{0} fényév	2 fényév évvé
length	light-year • ( = 9460730472580.8 km)	terminative	{0} fényév	1 fényév évig	{0} fényév	2 fényév évig
length	parsec • ( = ~3.085677581491367E13 km)	nominative	{0} parszek	1 parszek év	{0} parszek	2 parszek év
length	parsec • ( = ~3.085677581491367E13 km)	accusative	{0} parszek	1 parszek évet	{0} parszek	2 parszek évet
length	parsec • ( = ~3.085677581491367E13 km)	instrumental	{0} parszek	1 parszek évvel	{0} parszek	2 parszek évvel
length	parsec • ( = ~3.085677581491367E13 km)	translative	{0} parszek	1 parszek évvé	{0} parszek	2 parszek évvé
length	parsec • ( = ~3.085677581491367E13 km)	terminative	{0} parszek	1 parszek évig	{0} parszek	2 parszek évig
luminous-flux	lumen	nominative	{0} lumen	1 lumen év	{0} lumen	2 lumen év
luminous-flux	lumen	accusative	{0} lument	1 lument évet	{0} lument	2 lument évet
luminous-flux	lumen	instrumental	{0} lumennel	1 lumennel évvel	{0} lumennel	2 lumennel évvel
luminous-flux	lumen	translative	{0} lumenné	1 lumenné évvé	{0} lumenné	2 lumenné évvé
luminous-flux	lumen	terminative	{0} lumenig	1 lumenig évig	{0} lumenig	2 lumenig évig
luminous-intensity	candela	nominative	{0} kandela	1 kandela év	{0} kandela	2 kandela év
luminous-intensity	candela	accusative	{0} kandelát	1 kandelát évet	{0} kandelát	2 kandelát évet
luminous-intensity	candela	instrumental	{0} kandelával	1 kandelával évvel	{0} kandelával	2 kandelával évvel
