# Grammatical Features
Urdu	ur	grammaticalCase	general	nominative, oblique
Urdu	ur	grammaticalGender	general	masculine, feminine

# Minimal Pairs
Plural	one	‫{0} گھنٹہ‬	‫<div class='cldr_example'><span class='cldr_substituted'>1</span> گھنٹہ</div>‬
Plural	other	‫{0} گھنٹے‬	‫<div class='cldr_example'><span class='cldr_substituted'>2</span> گھنٹے</div>‬
Case	nominative	‫دن باقی ہے۔ {0}‬	‫<div class='cldr_example'>دن باقی ہے۔ <span class='cldr_substituted'>1 گھنٹہ</span></div>‬
Case	oblique	‫باقی {0} دن۔‬	‫<div class='cldr_example'>باقی <span class='cldr_substituted'>1 گھنٹہ</span> دن۔</div>‬
Gender	feminine	‫{0} دنوں کی وارنٹی‬	‫<div class='cldr_example'><span class='cldr_substituted'>ریڈین</span> دنوں کی وارنٹی</div>‬
Gender	masculine	‫استعمال کے {0} دن‬	‫<div class='cldr_example'>استعمال کے <span class='cldr_substituted'>میٹر</span> دن</div>‬

# Unit Case and Gender Info
acceleration	g-force ( = 9.80665 m/s²)	feminine	‫جی-فورس دنوں کی وارنٹی‬	nominative	‫{0} جی-فورس‬	‫دن باقی ہے۔ 1 جی-فورس‬	‫{0} جی-فورس‬	‫دن باقی ہے۔ 2 جی-فورس‬
acceleration	g-force ( = 9.80665 m/s²)	feminine	‫جی-فورس دنوں کی وارنٹی‬	oblique	‫{0} جی-فورس‬	‫باقی 1 جی-فورس دن۔‬	‫{0} جی-فورس‬	‫باقی 2 جی-فورس دن۔‬
angle	arc-second ( = 0.0000007˙716049382 rev)	masculine	‫استعمال کے آرک سیکنڈ دن‬	nominative	‫{0} آرک سیکنڈ‬	‫دن باقی ہے۔ 1 آرک سیکنڈ‬	‫{0} آرک سیکنڈ‬	‫دن باقی ہے۔ 2 آرک سیکنڈ‬
angle	arc-second ( = 0.0000007˙716049382 rev)	masculine	‫استعمال کے آرک سیکنڈ دن‬	oblique	‫{0} آرک سیکنڈ‬	‫باقی 1 آرک سیکنڈ دن۔‬	‫{0} آرک سیکنڈ‬	‫باقی 2 آرک سیکنڈ دن۔‬
angle	arc-minute ( = 0.00004˙629 rev)	masculine	‫استعمال کے آرک منٹ دن‬	nominative	‫{0} آرک منٹ‬	‫دن باقی ہے۔ 1 آرک منٹ‬	‫{0} آرک منٹ‬	‫دن باقی ہے۔ 2 آرک منٹ‬
angle	arc-minute ( = 0.00004˙629 rev)	masculine	‫استعمال کے آرک منٹ دن‬	oblique	‫{0} آرک منٹ‬	‫باقی 1 آرک منٹ دن۔‬	‫{0} آرک منٹ‬	‫باقی 2 آرک منٹ دن۔‬
angle	degree ( = 0.002˙7 rev)	masculine	‫استعمال کے ڈگری دن‬	nominative	‫{0} ڈگری‬	‫دن باقی ہے۔ 1 ڈگری‬	‫{0} ڈگری‬	‫دن باقی ہے۔ 2 ڈگری‬
angle	degree ( = 0.002˙7 rev)	masculine	‫استعمال کے ڈگری دن‬	oblique	‫{0} ڈگری‬	‫باقی 1 ڈگری دن۔‬	‫{0} ڈگری‬	‫باقی 2 ڈگری دن۔‬
angle	radian ( = ~0.1591549430918953 rev)	feminine	‫ریڈین دنوں کی وارنٹی‬	nominative	‫{0} ریڈین‬	‫دن باقی ہے۔ 1 ریڈین‬	‫{0} ریڈینس‬	‫دن باقی ہے۔ 2 ریڈینس‬
angle	radian ( = ~0.1591549430918953 rev)	feminine	‫ریڈین دنوں کی وارنٹی‬	oblique	‫{0} ریڈین‬	‫باقی 1 ریڈین دن۔‬	‫{0} ریڈینس‬	‫باقی 2 ریڈینس دن۔‬
angle	revolutions	feminine	‫rev دنوں کی وارنٹی‬	nominative	{0} rev	‫دن باقی ہے۔ 1 rev‬	‫{0} گردش‬	‫دن باقی ہے۔ 2 گردش‬
angle	revolutions	feminine	‫rev دنوں کی وارنٹی‬	oblique	‫{0} گردش‬	‫باقی 1 گردش دن۔‬	‫{0} گردش‬	‫باقی 2 گردش دن۔‬
area	hectares	masculine	‫استعمال کے ہیکٹر دن‬	nominative	‫{0} ہیکٹر‬	‫دن باقی ہے۔ 1 ہیکٹر‬	‫{0} ہیکٹر‬	‫دن باقی ہے۔ 2 ہیکٹر‬
area	hectares	masculine	‫استعمال کے ہیکٹر دن‬	oblique	‫{0} ہیکٹر‬	‫باقی 1 ہیکٹر دن۔‬	‫{0} ہیکٹر‬	‫باقی 2 ہیکٹر دن۔‬
digital	bits	feminine	‫بٹ دنوں کی وارنٹی‬	nominative	‫{0} بٹ‬	‫دن باقی ہے۔ 1 بٹ‬	‫{0} بٹس‬	‫دن باقی ہے۔ 2 بٹس‬
digital	bits	feminine	‫بٹ دنوں کی وارنٹی‬	oblique	‫{0} بٹ‬	‫باقی 1 بٹ دن۔‬	‫{0} بٹس‬	‫باقی 2 بٹس دن۔‬
digital	byte ( = 8 bit)	feminine	‫بائٹ دنوں کی وارنٹی‬	nominative	‫{0} بائٹ‬	‫دن باقی ہے۔ 1 بائٹ‬	‫{0} بائٹس‬	‫دن باقی ہے۔ 2 بائٹس‬
digital	byte ( = 8 bit)	feminine	‫بائٹ دنوں کی وارنٹی‬	oblique	‫{0} بائٹ‬	‫باقی 1 بائٹ دن۔‬	‫{0} بائٹس‬	‫باقی 2 بائٹس دن۔‬
duration	seconds	masculine	‫استعمال کے سیکنڈ دن‬	nominative	‫{0} سیکنڈ‬	‫دن باقی ہے۔ 1 سیکنڈ‬	‫{0} سیکنڈ‬	‫دن باقی ہے۔ 2 سیکنڈ‬
duration	seconds	masculine	‫استعمال کے سیکنڈ دن‬	oblique	‫{0} سیکنڈ‬	‫باقی 1 سیکنڈ دن۔‬	‫{0} سیکنڈ‬	‫باقی 2 سیکنڈ دن۔‬
duration	minute ( = 60 sec)	masculine	‫استعمال کے منٹ دن‬	nominative	‫{0} منٹ‬	‫دن باقی ہے۔ 1 منٹ‬	‫{0} منٹ‬	‫دن باقی ہے۔ 2 منٹ‬
duration	minute ( = 60 sec)	masculine	‫استعمال کے منٹ دن‬	oblique	‫{0} منٹ‬	‫باقی 1 منٹ دن۔‬	‫{0} منٹ‬	‫باقی 2 منٹ دن۔‬
duration	hour ( = 3,600 sec)	masculine	‫استعمال کے گھنٹہ دن‬	nominative	‫{0} گھنٹہ‬	‫دن باقی ہے۔ 1 گھنٹہ‬	‫{0} گھنٹے‬	‫دن باقی ہے۔ 2 گھنٹے‬
duration	hour ( = 3,600 sec)	masculine	‫استعمال کے گھنٹہ دن‬	oblique	‫{0} گھنٹہ‬	‫باقی 1 گھنٹہ دن۔‬	‫{0} گھنٹے‬	‫باقی 2 گھنٹے دن۔‬
duration	day ( = 86,400 sec)	masculine	‫استعمال کے دن دن‬	nominative	‫{0} دن‬	‫دن باقی ہے۔ 1 دن‬	‫{0} دن‬	‫دن باقی ہے۔ 2 دن‬
duration	day ( = 86,400 sec)	masculine	‫استعمال کے دن دن‬	oblique	‫{0} دن‬	‫باقی 1 دن دن۔‬	‫{0} دن‬	‫باقی 2 دن دن۔‬
duration	day-person ( = 86,400 sec)	masculine	‫استعمال کے دن دن‬	nominative	‫{0} دن‬	‫دن باقی ہے۔ 1 دن‬	‫{0} دن‬	‫دن باقی ہے۔ 2 دن‬
duration	day-person ( = 86,400 sec)	masculine	‫استعمال کے دن دن‬	oblique	‫{0} دن‬	‫باقی 1 دن دن۔‬	‫{0} دن‬	‫باقی 2 دن دن۔‬
duration	week ( = 604,800 sec)	masculine	‫استعمال کے ہفتہ دن‬	nominative	‫{0} ہفتہ‬	‫دن باقی ہے۔ 1 ہفتہ‬	‫{0} ہفتے‬	‫دن باقی ہے۔ 2 ہفتے‬
duration	week ( = 604,800 sec)	masculine	‫استعمال کے ہفتہ دن‬	oblique	‫{0} ہفتہ‬	‫باقی 1 ہفتہ دن۔‬	‫{0} ہفتے‬	‫باقی 2 ہفتے دن۔‬
electric-current	amperes	masculine	‫استعمال کے ایمپیئر دن‬	nominative	‫{0} ایمپیئر‬	‫دن باقی ہے۔ 1 ایمپیئر‬	‫{0} ایمپیئر‬	‫دن باقی ہے۔ 2 ایمپیئر‬
electric-current	amperes	masculine	‫استعمال کے ایمپیئر دن‬	oblique	‫{0} ایمپیئر‬	‫باقی 1 ایمپیئر دن۔‬	‫{0} ایمپیئر‬	‫باقی 2 ایمپیئر دن۔‬
electric-resistance	ohms	masculine	‫استعمال کے اوہم دن‬	nominative	‫{0} اوہم‬	‫دن باقی ہے۔ 1 اوہم‬	‫{0} اوہم‬	‫دن باقی ہے۔ 2 اوہم‬
electric-resistance	ohms	masculine	‫استعمال کے اوہم دن‬	oblique	‫{0} اوہم‬	‫باقی 1 اوہم دن۔‬	‫{0} اوہم‬	‫باقی 2 اوہم دن۔‬
energy	joules	feminine	‫جول دنوں کی وارنٹی‬	nominative	‫{0} جول‬	‫دن باقی ہے۔ 1 جول‬	‫{0} جول‬	‫دن باقی ہے۔ 2 جول‬
energy	joules	feminine	‫جول دنوں کی وارنٹی‬	oblique	‫{0} جول‬	‫باقی 1 جول دن۔‬	‫{0} جول‬	‫باقی 2 جول دن۔‬
energy	calorie ( = 4.184 J)	feminine	‫کیلوری دنوں کی وارنٹی‬	nominative	‫{0} کیلوری‬	‫دن باقی ہے۔ 1 کیلوری‬	‫{0} کیلوریز‬	‫دن باقی ہے۔ 2 کیلوریز‬
energy	calorie ( = 4.184 J)	feminine	‫کیلوری دنوں کی وارنٹی‬	oblique	‫{0} کیلوری‬	‫باقی 1 کیلوری دن۔‬	‫{0} کیلوریز‬	‫باقی 2 کیلوریز دن۔‬
force	newtons	masculine	‫استعمال کے نیوٹن دن‬	nominative	‫{0} نیوٹن‬	‫دن باقی ہے۔ 1 نیوٹن‬	‫{0} نیوٹنز‬	‫دن باقی ہے۔ 2 نیوٹنز‬
force	newtons	masculine	‫استعمال کے نیوٹن دن‬	oblique	‫{0} نیوٹن‬	‫باقی 1 نیوٹن دن۔‬	‫{0} نیوٹنز‬	‫باقی 2 نیوٹنز دن۔‬
frequency	hertz	masculine	‫استعمال کے ہرٹز دن‬	nominative	‫{0} ہرٹز‬	‫دن باقی ہے۔ 1 ہرٹز‬	‫{0} ہرٹز‬	‫دن باقی ہے۔ 2 ہرٹز‬
frequency	hertz	masculine	‫استعمال کے ہرٹز دن‬	oblique	‫{0} ہرٹز‬	‫باقی 1 ہرٹز دن۔‬	‫{0} ہرٹز‬	‫باقی 2 ہرٹز دن۔‬
graphics	pixel ( = 1 px)	masculine	‫استعمال کے پکسل دن‬	nominative	‫{0} پکسل‬	‫دن باقی ہے۔ 1 پکسل‬	‫{0} پکسلز‬	‫دن باقی ہے۔ 2 پکسلز‬
graphics	pixel ( = 1 px)	masculine	‫استعمال کے پکسل دن‬	oblique	‫{0} پکسل‬	‫باقی 1 پکسل دن۔‬	‫{0} پکسلز‬	‫باقی 2 پکسلز دن۔‬
illuminance	lux	masculine	‫استعمال کے lux دن‬	nominative	{0} lux	‫دن باقی ہے۔ 1 lux‬	{0} lux	‫دن باقی ہے۔ 2 lux‬
illuminance	lux	masculine	‫استعمال کے lux دن‬	oblique	{0} lux	‫باقی 1 lux دن۔‬	{0} lux	‫باقی 2 lux دن۔‬
length	meters	masculine	‫استعمال کے میٹر دن‬	nominative	‫{0} میٹر‬	‫دن باقی ہے۔ 1 میٹر‬	‫{0} میٹر‬	‫دن باقی ہے۔ 2 میٹر‬
length	meters	masculine	‫استعمال کے میٹر دن‬	oblique	‫{0} میٹر‬	‫باقی 1 میٹر دن۔‬	‫{0} میٹر‬	‫باقی 2 میٹر دن۔‬
length	mile-scandinavian ( = 10 km)	masculine	‫استعمال کے اسکینڈی نیویائی میل دن‬	nominative	‫{0} اسکینڈی نیویائی میل‬	‫دن باقی ہے۔ 1 اسکینڈی نیویائی میل‬	‫{0} اسکینڈی نیویائی میل‬	‫دن باقی ہے۔ 2 اسکینڈی نیویائی میل‬
length	mile-scandinavian ( = 10 km)	masculine	‫استعمال کے اسکینڈی نیویائی میل دن‬	oblique	‫{0} اسکینڈی نیویائی میل‬	‫باقی 1 اسکینڈی نیویائی میل دن۔‬	‫{0} اسکینڈی نیویائی میل‬	‫باقی 2 اسکینڈی نیویائی میل دن۔‬
luminous-flux	lumen	feminine	‫لیومِن دنوں کی وارنٹی‬	nominative	‫{0} لیومِن‬	‫دن باقی ہے۔ 1 لیومِن‬	‫{0} لیومِن‬	‫دن باقی ہے۔ 2 لیومِن‬
luminous-flux	lumen	feminine	‫لیومِن دنوں کی وارنٹی‬	oblique	‫{0} لیومِن‬	‫باقی 1 لیومِن دن۔‬	‫{0} لیومِن‬	‫باقی 2 لیومِن دن۔‬
luminous-intensity	candela	masculine	‫استعمال کے کنڈیلا دن‬	nominative	‫{0} کنڈیلا‬	‫دن باقی ہے۔ 1 کنڈیلا‬	‫{0} کنڈیلا‬	‫دن باقی ہے۔ 2 کنڈیلا‬
luminous-intensity	candela	masculine	‫استعمال کے کنڈیلا دن‬	oblique	‫{0} کنڈیلا‬	‫باقی 1 کنڈیلا دن۔‬	‫{0} کنڈیلا‬	‫باقی 2 کنڈیلا دن۔‬
