# Grammatical Features
Slovak	sk	grammaticalCase	general	nominative, vocative, accusative, genitive, dative, locative, instrumental
Slovak	sk	grammaticalCase	units	nominative, accusative, genitive, instrumental
Slovak	sk	grammaticalGender	general	neuter, inanimate, animate, feminine
Slovak	sk	grammaticalGender	units	neuter, inanimate, feminine

# Minimal Pairs
Plural	few	{0} dni	<div class='cldr_example'><span class='cldr_substituted'>2</span> dni</div>
Plural	many	{0} dňa	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> dňa</div>
Plural	one	{0} deň	<div class='cldr_example'><span class='cldr_substituted'>1</span> deň</div>
Plural	other	{0} dní	<div class='cldr_example'><span class='cldr_substituted'>5</span> dní</div>
Case	accusative	{0}=akuzatív	<div class='cldr_example'><span class='cldr_substituted'>1 joule</span>=akuzatív</div>
Case	genitive	{0}=genitív	<div class='cldr_example'><span class='cldr_substituted'>2 joulov</span>=genitív</div>
Case	instrumental	{0}=inštrumentál	<div class='cldr_example'><span class='cldr_substituted'>1 joulom</span>=inštrumentál</div>
Case	nominative	{0}=nominatív	<div class='cldr_example'><span class='cldr_substituted'>joule</span>=nominatív</div>
Gender	feminine	{0}=ženský rod	<div class='cldr_example'><span class='cldr_substituted'>hodina</span>=ženský rod</div>
Gender	inanimate	{0}=mužský rod, neživotné	<div class='cldr_example'><span class='cldr_substituted'>meter</span>=mužský rod, neživotné</div>
Gender	neuter	{0}=stredný rod	<div class='cldr_example'><span class='cldr_substituted'>storočie</span>=stredný rod</div>

# Unit Case and Gender Info
acceleration	g-force ( = 9.80665 m/s²)	feminine	jednotka preťaženia=ženský rod	nominative	{0} jednotka preťaženia	1 jednotka preťaženia=nominatív	{0} jednotky preťaženia	3 jednotky preťaženia=nominatív	{0} jednotky preťaženia	0,1 jednotky preťaženia=nominatív	{0} jednotiek preťaženia	5 jednotiek preťaženia=nominatív
acceleration	g-force ( = 9.80665 m/s²)	feminine	jednotka preťaženia=ženský rod	accusative	{0} jednotku preťaženia	1 jednotku preťaženia=akuzatív	{0} jednotky preťaženia	3 jednotky preťaženia=akuzatív	{0} jednotky preťaženia	0,1 jednotky preťaženia=akuzatív	{0} jednotiek preťaženia	5 jednotiek preťaženia=akuzatív
acceleration	g-force ( = 9.80665 m/s²)	feminine	jednotka preťaženia=ženský rod	genitive	{0} jednotky preťaženia	1 jednotky preťaženia=genitív	{0} jednotiek preťaženia	3 jednotiek preťaženia=genitív	{0} jednotky preťaženia	0,1 jednotky preťaženia=genitív	{0} jednotiek preťaženia	5 jednotiek preťaženia=genitív
acceleration	g-force ( = 9.80665 m/s²)	feminine	jednotka preťaženia=ženský rod	instrumental	{0} jednotkou preťaženia	1 jednotkou preťaženia=inštrumentál	{0} jednotkami preťaženia	3 jednotkami preťaženia=inštrumentál	{0} jednotky preťaženia	0,1 jednotky preťaženia=inštrumentál	{0} jednotkami preťaženia	5 jednotkami preťaženia=inštrumentál
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	arcsekunda=ženský rod	nominative	{0} arcsekunda	1 arcsekunda=nominatív	{0} arcsekundy	3 arcsekundy=nominatív	{0} arcsekundy	0,1 arcsekundy=nominatív	{0} arcsekúnd	5 arcsekúnd=nominatív
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	arcsekunda=ženský rod	accusative	{0} arcsekundu	1 arcsekundu=akuzatív	{0} arcsekundy	3 arcsekundy=akuzatív	{0} arcsekundy	0,1 arcsekundy=akuzatív	{0} arcsekúnd	5 arcsekúnd=akuzatív
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	arcsekunda=ženský rod	genitive	{0} arcsekundy	1 arcsekundy=genitív	{0} arcsekúnd	3 arcsekúnd=genitív	{0} arcsekundy	0,1 arcsekundy=genitív	{0} arcsekúnd	5 arcsekúnd=genitív
angle	arc-second ( = 0.0000007˙716049382 rev)	feminine	arcsekunda=ženský rod	instrumental	{0} arcsekundou	1 arcsekundou=inštrumentál	{0} arcsekundami	3 arcsekundami=inštrumentál	{0} arcsekundy	0,1 arcsekundy=inštrumentál	{0} arcsekundami	5 arcsekundami=inštrumentál
angle	arc-minute ( = 0.00004˙629 rev)	feminine	arcminúta=ženský rod	nominative	{0} arcminúta	1 arcminúta=nominatív	{0} arcminúty	3 arcminúty=nominatív	{0} arcminúty	0,1 arcminúty=nominatív	{0} arcminút	5 arcminút=nominatív
angle	arc-minute ( = 0.00004˙629 rev)	feminine	arcminúta=ženský rod	accusative	{0} arcminútu	1 arcminútu=akuzatív	{0} arcminúty	3 arcminúty=akuzatív	{0} arcminúty	0,1 arcminúty=akuzatív	{0} arcminút	5 arcminút=akuzatív
