# Grammatical Features
Spanish	es	grammaticalGender	general	masculine, feminine

# Minimal Pairs
Plural	one	{0} día	<div class='cldr_example'><span class='cldr_substituted'>1</span> día</div>
Plural	other	{0} días	<div class='cldr_example'><span class='cldr_substituted'>2</span> días</div>
Gender	feminine	La {0} es...	<div class='cldr_example'>La <span class='cldr_substituted'>hora</span> es...</div>
Gender	masculine	El {0} es…	<div class='cldr_example'>El <span class='cldr_substituted'>metro</span> es…</div>

# Unit Case and Gender Info
acceleration	meters per second squared	masculine	El metro por segundo al cuadrado es…
acceleration	g-force ( = 9.80665 m/s²)	feminine	La unidad de fuerza g es...
angle	arc-second ( = 0.0000007˙716049382 rev)	masculine	El segundo de arco es…
angle	arc-minute ( = 0.00004˙629 rev)	masculine	El minuto de arco es…
angle	degree ( = 0.002˙7 rev)	masculine	El grado es…
angle	radian ( = ~0.1591549430918953 rev)	masculine	El radián es…
angle	revolutions	feminine	La revolución es...
area	square centimeters	masculine	El centímetro cuadrado es…
area	square-foot ( = 929.0304 cm²)	masculine	El pie cuadrado es…
area	square meters	masculine	El metro cuadrado es…
area	acre ( = 4,046.8564224 m²)	masculine	El acre es…
area	hectares	feminine	La hectárea es...
area	square kilometers	masculine	El kilómetro cuadrado es…
area	square-mile ( = 2.589988110336 km²)	feminine	La milla cuadrada es...
consumption	liters per 100 kilometers	masculine	El litro por 100 kilómetros es…
consumption-inverse	mile-per-gallon-imperial ( = ~354006.1899346471 meters per cubic meter)	feminine	La milla por galón imperial es...
consumption-inverse	mile-per-gallon ( = ~425143.707430272 meters per cubic meter)	feminine	La milla por galón es...
digital	bits	masculine	El bit es…
digital	byte ( = 8 bit)	masculine	El byte es…
digital	kilobits	masculine	El kilobit es…
digital	kilobyte ( = 8 kb)	masculine	El kilobyte es…
digital	megabits	masculine	El megabit es…
digital	megabyte ( = 8 Mb)	masculine	El megabyte es…
digital	gigabits	masculine	El gigabit es…
digital	gigabyte ( = 8 Gb)	masculine	El gigabyte es…
digital	terabyte ( = 8 Tb)	masculine	El terabyte es…
duration	seconds	masculine	El segundo es…
duration	minute ( = 60 sec)	masculine	El minuto es…
duration	hour ( = 3,600 sec)	feminine	La hora es...
duration	day ( = 86,400 sec)	masculine	El día es…
duration	day-person ( = 86,400 sec)	masculine	El d es…
duration	week ( = 604,800 sec)	feminine	La semana es...
electric-current	amperes	masculine	El amperio es…
electric-resistance	ohms	masculine	El ohmio es…
energy	dalton ( = 0.00000000014924180856 J)	masculine	El dalton es…
energy	joules	masculine	El julio es…
energy	calorie ( = 4.184 J)	feminine	La caloría es...
energy	foodcalorie ( = 4.184 kJ)	feminine	La kilocaloría es...
energy	kilocalorie ( = 4.184 kJ)	feminine	La kilocaloría es...
force	newtons	masculine	El newton es…
frequency	hertz	masculine	El hercio es…
graphics	pixel ( = 1 px)	masculine	El píxel es…
illuminance	lux	masculine	El lux es…
length	picometers	masculine	El picómetro es…
length	millimeters	masculine	El milímetro es…
length	centimeters	masculine	El centímetro es…
length	inch ( = 2.54 cm)	feminine	La pulgada es...
length	foot ( = 3.048 dm)	masculine	El pie es…
length	yard ( = 0.9144 m)	feminine	La yarda es...
length	meters	masculine	El metro es…
length	kilometers	masculine	El kilómetro es…
length	mile ( = 1.609344 km)	feminine	La milla es...
length	mile-scandinavian ( = 10 km)	feminine	La milla escandinava es...
length	solar-radius ( = 695,700 km)	masculine	El radio solar es…
length	parsec ( = 30,856,780,000,000 km)	masculine	El parsec es…
luminous-flux	lumen	masculine	El lumen es…
luminous-intensity	candela	feminine	La candela es...
mass	milligrams	masculine	El miligramo es…
mass	grain ( = 64.79891 mg)	masculine	El grano es…
mass	carat ( = 200 mg)	masculine	El quilate es…
mass	grams	masculine	El gramo es…
mass	ounce ( = 28.349523125 g)	feminine	La onza es...
mass	pound ( = 453.59237 g)	feminine	La libra es...
mass	kilograms	masculine	El kilogramo es…
mass	metric tons	feminine	La tonelada es...
mass	earth-mass ( = 5,972,200,000,000,000,000,000 t)	feminine	La masa terrestre es...
mass	solar-mass ( = 1,988,470,000,000,000,000,000,000,000 t)	feminine	La masa solar es...
portion	parts per million	feminine	La parte por millón es...
portion	permyriad	masculine	El por diez mil es…
portion	permille	masculine	El por mil es…
portion	percent	masculine	El por ciento es…
portion	karat ( = 4.1˙6%)	masculine	El quilate es…
power	watts	masculine	El vatio es…
power	kilowatts	masculine	El kilovatio es…
power	megawatts	masculine	El megavatio es…
power	solar-luminosity ( = 382,800,000,000,000,000 GW)	feminine	La luminosidad solar es...
pressure	pascals	masculine	El pascal es…
pressure	kilopascals	masculine	El kilopascal es…
pressure	bars	masculine	El bar es…
pressure	atmosphere ( = 1.01325 bar)	feminine	La atmósfera es...
speed	kilometer-per-hour ( = 0.2˙7 m/s)	masculine	El kilómetro por hora es…
speed	mile-per-hour ( = 0.44704 m/s)	feminine	La milla por hora es...
speed	meters per second	masculine	El metro por segundo es…
substance-amount	mole ( = 602,214,076,000,000,000,000,000 items)	masculine	El mol es…
temperature	°	masculine	El grado es…
temperature	fahrenheit ( = 0.˙5 K)	masculine	El grado Fahrenheit es…
temperature	celsius ( = 1 K)	masculine	El grado Celsius es…
temperature	kelvins	masculine	El kelvin es…
typewidth	typographic ems	masculine	El espacio eme es…
voltage	volts	masculine	El voltio es…
volume	drop ( = 0.0513429332682291˙6 mL)	feminine	La gota es...
volume	pinch ( = 0.23104319970703125 mL)	feminine	La pizca es...
volume	cubic-centimeter ( = 1 mL)	masculine	El centímetro cúbico es…
volume	milliliters	masculine	El mililitro es…
volume	dessert-spoon ( = 1.84834559765625 mL)	feminine	La cucharada de postre es...
volume	dessert-spoon-imperial ( = 2.2197705078125 mL)	feminine	La cucharada de postre imperial es...
volume	dram ( = 3.6966911953125 mL)	feminine	La dracma líquida es...
volume	teaspoon ( = 4.92892159375 mL)	feminine	La cucharadita es...
volume	centiliters	masculine	El centilitro es…
volume	tablespoon ( = 1.478676478125 cL)	feminine	La cucharada es...
volume	cubic-inch ( = 1.6387064 cL)	feminine	La pulgada cúbica es...
volume	fluid-ounce-imperial ( = 2.84130625 cL)	feminine	La onza líquida imperial es...
volume	fluid-ounce ( = 2.95735295625 cL)	feminine	La onza líquida es...
volume	jigger ( = 4.436029434375 cL)	masculine	El vaso medidor es…
volume	deciliters	masculine	El decilitro es…
volume	cup ( = 2.365882365 dL)	feminine	La taza es...
volume	cup-metric ( = 2.5 dL)	feminine	La taza métrica es...
volume	pint ( = 4.73176473 dL)	feminine	La pinta es...
volume	pint-metric ( = 5 dL)	feminine	La pinta métrica es...
volume	quart ( = 0.946352946 L)	masculine	El cuarto es…
volume	liters	masculine	El litro es…
volume	quart-imperial ( = 1.1365225 L)	masculine	El cuarto imperial es…
volume	gallon ( = 3.785411784 L)	masculine	El galón es…
volume	gallon-imperial ( = 4.54609 L)	masculine	El galón imperial es…
volume	cubic-foot ( = 28.316846592 L)	masculine	El pie cúbico es…
volume	hectoliters	masculine	El hectolitro es…
volume	cubic meters	masculine	El metro cúbico es…
volume	cubic kilometers	masculine	El kilómetro cúbico es…
volume	cubic-mile ( = 4.168181825440579584 km³)	feminine	La milla cúbica es...
year-duration	month ( = 0.08˙3 yrs)	masculine	El mes es…
year-duration	years	masculine	El año es…
year-duration	decades	feminine	La década es...
year-duration	centuries	masculine	El siglo es…

# Unit Power Components
power2	nominative	masculine (second)	{0} cuadrado	1 segundo cuadrado	{0} cuadrados	2 segundos cuadrados
power2	nominative	feminine (hour)	{0} cuadrada	1 hora cuadrada	{0} cuadradas	2 horas cuadradas
power3	nominative	masculine (second)	{0} cúbico	1 segundo cúbico	{0} cúbicos	2 segundos cúbicos
power3	nominative	feminine (hour)	{0} cúbica	1 hora cúbica	{0} cúbicas	2 horas cúbicas
