# Grammatical Features
Kannada	kn	grammaticalCase	general	nominative, vocative, accusative, genitive, dative, locative, instrumental
Kannada	kn	grammaticalCase	units	nominative, vocative, accusative, genitive, dative, locative
Kannada	kn	grammaticalGender	general	neuter, masculine, feminine

# Minimal Pairs
Plural	one	{0} ದಿನ	<div class='cldr_example'><span class='cldr_substituted'>1</span> ದಿನ</div>
Plural	other	{0} ದಿನಗಳು	<div class='cldr_example'><span class='cldr_substituted'>2</span> ದಿನಗಳು</div>
Case	accusative	{0} ರಾಮನು ಮರವನ್ನು ಹತ್ತಿದನು	<div class='cldr_example'><span class='cldr_substituted'>2 ದಿನಗಳನ್ನು</span> ರಾಮನು ಮರವನ್ನು ಹತ್ತಿದನು</div>
Case	dative	{0} ರಾಮನು ಮರಕ್ಕೆ ಕಲ್ಲು ಹೊಡೆದನು	<div class='cldr_example'><span class='cldr_substituted'>1 ದಿನಕ್ಕೆ</span> ರಾಮನು ಮರಕ್ಕೆ ಕಲ್ಲು ಹೊಡೆದನು</div>
Case	genitive	{0} ರಾಮನು ಮರದ ಬಳಿ ಹೋದನು	<div class='cldr_example'><span class='cldr_substituted'>2 ದಿನಗಳ</span> ರಾಮನು ಮರದ ಬಳಿ ಹೋದನು</div>
Case	locative	{0} ರಾಮನು ಮರದಲ್ಲಿ ಹಣ್ಣನ್ನು ನೋಡಿದನು	<div class='cldr_example'><span class='cldr_substituted'>2 ದಿನಗಳಲ್ಲಿ</span> ರಾಮನು ಮರದಲ್ಲಿ ಹಣ್ಣನ್ನು ನೋಡಿದನು</div>
Case	nominative	{0} ಮರವು ದೊಡ್ಡದಾಗಿದೆ	<div class='cldr_example'><span class='cldr_substituted'>2 ದಿನಗಳು</span> ಮರವು ದೊಡ್ಡದಾಗಿದೆ</div>
Case	vocative	{0} ಓಹ್ ಮರವೇ ! ಇದನ್ನು ಹತ್ತುವುದು ಬಹಳ ಕಷ್ಟ	<div class='cldr_example'><span class='cldr_substituted'>1 ದಿನ</span> ಓಹ್ ಮರವೇ ! ಇದನ್ನು ಹತ್ತುವುದು ಬಹಳ ಕಷ್ಟ</div>
Gender	feminine	{0} ಸ್ತ್ರೀಲಿಂಗ	<div class='cldr_example'><span class='cldr_substituted'>null</span> ಸ್ತ್ರೀಲಿಂಗ</div>
Gender	masculine	{0} ಪುಲ್ಲಿಂಗ	<div class='cldr_example'><span class='cldr_substituted'>null</span> ಪುಲ್ಲಿಂಗ</div>
Gender	neuter	{0} ಅದು ಚಲಿಸುತ್ತದೆ	<div class='cldr_example'><span class='cldr_substituted'>ಮೀಟರ್</span> ಅದು ಚಲಿಸುತ್ತದೆ</div>

# Unit Case and Gender Info
acceleration	g-force ( = 9.80665 m/s²)	neuter	ಜಿ-ಫೋರ್ಸ್ ಅದು ಚಲಿಸುತ್ತದೆ	nominative	{0} ಜಿ-ಫೋರ್ಸ್	1 ಜಿ-ಫೋರ್ಸ್ ಮರವು ದೊಡ್ಡದಾಗಿದೆ	{0} ಜಿ-ಫೋರ್ಸ್	3 ಜಿ-ಫೋರ್ಸ್ ಮರವು ದೊಡ್ಡದಾಗಿದೆ
acceleration	g-force ( = 9.80665 m/s²)	neuter	ಜಿ-ಫೋರ್ಸ್ ಅದು ಚಲಿಸುತ್ತದೆ	vocative	{0} ಜಿ-ಫೋರ್ಸ್	1 ಜಿ-ಫೋರ್ಸ್ ಓಹ್ ಮರವೇ ! ಇದನ್ನು ಹತ್ತುವುದು ಬಹಳ ಕಷ್ಟ	{0} ಜಿ-ಫೋರ್ಸ್	3 ಜಿ-ಫೋರ್ಸ್ ಓಹ್ ಮರವೇ ! ಇದನ್ನು ಹತ್ತುವುದು ಬಹಳ ಕಷ್ಟ
acceleration	g-force ( = 9.80665 m/s²)	neuter	ಜಿ-ಫೋರ್ಸ್ ಅದು ಚಲಿಸುತ್ತದೆ	accusative	{0} ಜಿ-ಫೋರ್ಸ್ ಅನ್ನು	1 ಜಿ-ಫೋರ್ಸ್ ಅನ್ನು ರಾಮನು ಮರವನ್ನು ಹತ್ತಿದನು	{0} ಜಿ-ಫೋರ್ಸ್‌ಗಳನ್ನು	3 ಜಿ-ಫೋರ್ಸ್‌ಗಳನ್ನು ರಾಮನು ಮರವನ್ನು ಹತ್ತಿದನು
acceleration	g-force ( = 9.80665 m/s²)	neuter	ಜಿ-ಫೋರ್ಸ್ ಅದು ಚಲಿಸುತ್ತದೆ	genitive	{0} ಜಿ-ಫೋರ್ಸ್‌ನ	1 ಜಿ-ಫೋರ್ಸ್‌ನ ರಾಮನು ಮರದ ಬಳಿ ಹೋದನು	{0} ಜಿ-ಫೋರ್ಸ್‌ಗಳ	3 ಜಿ-ಫೋರ್ಸ್‌ಗಳ ರಾಮನು ಮರದ ಬಳಿ ಹೋದನು
acceleration	g-force ( = 9.80665 m/s²)	neuter	ಜಿ-ಫೋರ್ಸ್ ಅದು ಚಲಿಸುತ್ತದೆ	dative	{0} ಜಿ-ಫೋರ್ಸ್‌ಗೆ	1 ಜಿ-ಫೋರ್ಸ್‌ಗೆ ರಾಮನು ಮರಕ್ಕೆ ಕಲ್ಲು ಹೊಡೆದನು	{0} ಜಿ-ಫೋರ್ಸ್‌ಗಳಿಗೆ	3 ಜಿ-ಫೋರ್ಸ್‌ಗಳಿಗೆ ರಾಮನು ಮರಕ್ಕೆ ಕಲ್ಲು ಹೊಡೆದನು
acceleration	g-force ( = 9.80665 m/s²)	neuter	ಜಿ-ಫೋರ್ಸ್ ಅದು ಚಲಿಸುತ್ತದೆ	locative	{0} ಜಿ-ಫೋರ್ಸ್‌ನಲ್ಲಿ	1 ಜಿ-ಫೋರ್ಸ್‌ನಲ್ಲಿ ರಾಮನು ಮರದಲ್ಲಿ ಹಣ್ಣನ್ನು ನೋಡಿದನು	{0} ಜಿ-ಫೋರ್ಸ್‌ಗಳಲ್ಲಿ	3 ಜಿ-ಫೋರ್ಸ್‌ಗಳಲ್ಲಿ ರಾಮನು ಮರದಲ್ಲಿ ಹಣ್ಣನ್ನು ನೋಡಿದನು
angle	arc-second ( = 0.0000007˙716049382 rev)	neuter	ಆರ್ಕ್‌ಸೆಕೆಂಡ್ ಅದು ಚಲಿಸುತ್ತದೆ	nominative	{0} ಆರ್ಕ್‌ಸೆಕೆಂಡ್	1 ಆರ್ಕ್‌ಸೆಕೆಂಡ್ ಮರವು ದೊಡ್ಡದಾಗಿದೆ	{0} ಆರ್ಕ್‌ಸೆಕೆಂಡುಗಳು	3 ಆರ್ಕ್‌ಸೆಕೆಂಡುಗಳು ಮರವು ದೊಡ್ಡದಾಗಿದೆ
angle	arc-second ( = 0.0000007˙716049382 rev)	neuter	ಆರ್ಕ್‌ಸೆಕೆಂಡ್ ಅದು ಚಲಿಸುತ್ತದೆ	vocative	{0} ಆರ್ಕ್‌ಸೆಕೆಂಡ್	1 ಆರ್ಕ್‌ಸೆಕೆಂಡ್ ಓಹ್ ಮರವೇ ! ಇದನ್ನು ಹತ್ತುವುದು ಬಹಳ ಕಷ್ಟ	{0} ಆರ್ಕ್‌ಸೆಕೆಂಡುಗಳು	3 ಆರ್ಕ್‌ಸೆಕೆಂಡುಗಳು ಓಹ್ ಮರವೇ ! ಇದನ್ನು ಹತ್ತುವುದು ಬಹಳ ಕಷ್ಟ
angle	arc-second ( = 0.0000007˙716049382 rev)	neuter	ಆರ್ಕ್‌ಸೆಕೆಂಡ್ ಅದು ಚಲಿಸುತ್ತದೆ	accusative	{0} ಆರ್ಕ್‌ಸೆಕೆಂಡ್ ಅನ್ನು	1 ಆರ್ಕ್‌ಸೆಕೆಂಡ್ ಅನ್ನು ರಾಮನು ಮರವನ್ನು ಹತ್ತಿದನು	{0} ಆರ್ಕ್‌ಸೆಕೆಂಡುಗಳನ್ನು	3 ಆರ್ಕ್‌ಸೆಕೆಂಡುಗಳನ್ನು ರಾಮನು ಮರವನ್ನು ಹತ್ತಿದನು
angle	arc-second ( = 0.0000007˙716049382 rev)	neuter	ಆರ್ಕ್‌ಸೆಕೆಂಡ್ ಅದು ಚಲಿಸುತ್ತದೆ	genitive	{0} ಆರ್ಕ್‌ಸೆಕೆಂಡ್‌ನ	1 ಆರ್ಕ್‌ಸೆಕೆಂಡ್‌ನ ರಾಮನು ಮರದ ಬಳಿ ಹೋದನು	{0} ಆರ್ಕ್‌ಸೆಕೆಂಡುಗಳ	3 ಆರ್ಕ್‌ಸೆಕೆಂಡುಗಳ ರಾಮನು ಮರದ ಬಳಿ ಹೋದನು
